"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Heat Index (°C)","Sensor 1 Dew Point (°C)"
2026-08-31T15:40:00+05:30,2026-08-31 15:40:00,32.1,38.3,24.2,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.2,31.7,60,36.4,23
2026-08-31T15:36:00+05:30,2026-08-31 15:36:00,32.1,38.3,24.2,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.3,31.7,60,36.4,23
2026-08-31T15:30:00+05:30,2026-08-31 15:30:00,32.1,38.3,24.2,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.4,31.7,60,36.4,23
2026-08-31T15:25:00+05:30,2026-08-31 15:25:00,32.1,38.3,24.2,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.6,31.6,60,36.2,22.9
2026-08-31T15:20:00+05:30,2026-08-31 15:20:00,32,38,24.1,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.7,31.6,60,36.2,22.9
2026-08-31T15:15:00+05:30,2026-08-31 15:15:00,31.9,37.7,23.9,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.7,31.5,60,35.9,22.8
2026-08-31T15:10:00+05:30,2026-08-31 15:10:00,31.8,37.5,23.8,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.7,31.4,60,35.7,22.7
2026-08-31T15:05:00+05:30,2026-08-31 15:05:00,31.8,37.2,23.6,0,0,0,170,0,0,0,0,3.6,626.6,62,0,0.6,31.4,60,35.7,22.7
2026-08-31T15:00:00+05:30,2026-08-31 15:00:00,31.9,37.4,23.7,0,0,0,170,0,0,0,0,3.6,626.6,62,0,0.7,31.4,60,35.7,22.7
2026-08-31T14:55:00+05:30,2026-08-31 14:55:00,31.8,37.5,23.8,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.6,31.3,60,35.4,22.6
2026-08-31T14:50:00+05:30,2026-08-31 14:50:00,31.7,37.3,23.8,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.7,31.3,60,35.4,22.6
2026-08-31T14:45:00+05:30,2026-08-31 14:45:00,31.6,37.1,23.7,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.6,31.3,61,35.7,22.8
2026-08-31T14:40:00+05:30,2026-08-31 14:40:00,31.6,37.1,23.7,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.7,31.2,60,35.3,22.5
2026-08-31T14:35:00+05:30,2026-08-31 14:35:00,31.5,36.8,23.6,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.6,31.2,61,35.6,22.8
2026-08-31T14:31:00+05:30,2026-08-31 14:31:00,31.4,36.5,23.5,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.6,31.2,61,35.6,22.8
2026-08-31T14:25:00+05:30,2026-08-31 14:25:00,31.4,36.5,23.5,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.6,31.2,61,35.6,22.8
2026-08-31T14:20:00+05:30,2026-08-31 14:20:00,31.4,36.5,23.5,0,0,0,170,0,0,0,0,3.6,626.6,63,0,0.5,31.1,62,35.6,22.9
2026-08-31T14:15:00+05:30,2026-08-31 14:15:00,31.4,37.1,24,0,0,0,170,0,0,0,0,3.6,626.6,65,0,0.6,31.1,62,35.6,22.9
2026-08-31T14:10:00+05:30,2026-08-31 14:10:00,31.3,37.1,24.1,0,0,0,170,0,0,0,0,3.6,626.6,66,0,0.6,31,63,35.6,23.1
2026-08-31T14:05:00+05:30,2026-08-31 14:05:00,31.3,37.1,24.1,0,0,0,170,0,0,0,0,3.6,626.6,66,0,0.4,31,63,35.6,23.1
2026-08-31T14:00:00+05:30,2026-08-31 14:00:00,31.2,37,24.1,0,0,0,170,0,0,0,0,3.6,626.6,66,0,0.6,30.9,63,35.4,23
2026-08-31T13:55:00+05:30,2026-08-31 13:55:00,31.1,36.7,24,0,0,0,170,0,0,0,0,3.6,626.6,66,0,0.6,30.8,63,35.1,22.9
2026-08-31T13:50:00+05:30,2026-08-31 13:50:00,30.9,36.4,24,0,0,0,170,0,0,0,0,3.6,626.6,67,0,0.6,30.7,63,35,22.8
2026-08-31T13:45:00+05:30,2026-08-31 13:45:00,30.9,36.4,24,0,0,0,170,0,0,0,0,3.6,626.6,67,0,0.7,30.6,64,35,23
2026-08-31T13:40:00+05:30,2026-08-31 13:40:00,30.9,36.7,24.3,0,0,0,170,0,0,0,0,3.6,626.6,68,0,0.7,30.6,64,35,23
2026-08-31T13:35:00+05:30,2026-08-31 13:35:00,30.8,36.2,23.9,0,0,0,170,0,0,0,0,3.6,626.6,67,0,0.6,30.5,64,34.7,22.9
2026-08-31T13:30:00+05:30,2026-08-31 13:30:00,30.8,36.2,23.9,0,0,0,170,0,0,0,0,3.6,626.6,67,0,0.3,30.4,64,34.5,22.8
2026-08-31T13:26:00+05:30,2026-08-31 13:26:00,30.8,36.2,23.9,0,0,0,170,0,0,0,0,3.6,626.6,67,0,0.4,30.3,64,34.3,22.7
2026-08-31T13:20:00+05:30,2026-08-31 13:20:00,30.8,36.2,23.9,0,0,0,170,0,0,0,0,3.6,626.6,67,0,0.6,30.2,63,33.9,22.4
2026-08-31T13:15:00+05:30,2026-08-31 13:15:00,30.7,36,23.9,0,0,0,170,0,0,0,0,3.6,626.6,67,0,0.6,30.2,64,34.1,22.7
2026-08-31T13:10:00+05:30,2026-08-31 13:10:00,30.6,35.8,23.8,0,0,0,170,0,0,0,0,3.6,626.6,67,0,0.6,30.1,64,33.9,22.6
2026-08-31T13:05:00+05:30,2026-08-31 13:05:00,30.4,35.5,23.8,0,0,0,170,0,0,0,0,3.6,626.6,68,0,0.6,30,64,33.7,22.4
2026-08-31T13:00:00+05:30,2026-08-31 13:00:00,30.3,35.2,23.7,0,0,0,170,0,0,0,0,3.6,626.6,68,0,0.6,30,64,33.7,22.4
2026-08-31T12:55:00+05:30,2026-08-31 12:55:00,30.2,35.3,23.9,0,0,0,170,0,0,0,0,3.6,626.6,69,0,0.6,29.9,65,33.7,22.6
2026-08-31T12:50:00+05:30,2026-08-31 12:50:00,30.1,35.1,23.8,0,0,0,170,0,0,0,0,3.6,626.6,69,0,0.6,29.8,66,33.6,22.7
2026-08-31T12:45:00+05:30,2026-08-31 12:45:00,30,35,23.9,0,0,0,170,0,0,0,0,3.6,626.6,70,0,0.6,29.7,66,33.5,22.7
2026-08-31T12:40:00+05:30,2026-08-31 12:40:00,29.9,34.5,23.6,0,0,0,170,0,0,0,0,3.6,626.6,69,0,0.6,29.6,66,33.3,22.6
2026-08-31T12:35:00+05:30,2026-08-31 12:35:00,29.8,34.5,23.7,0,0,0,170,0,0,0,0,3.6,626.6,70,0,0.6,29.6,66,33.3,22.6
2026-08-31T12:30:00+05:30,2026-08-31 12:30:00,29.8,34.7,23.9,0,0,0,170,0,0,0,0,3.6,626.6,71,0,0.6,29.5,67,33.2,22.7
2026-08-31T12:25:00+05:30,2026-08-31 12:25:00,29.7,34.8,24.1,0,0,0,170,0,0,0,0,3.6,626.6,72,0,0.6,29.4,67,33,22.6
2026-08-31T12:20:00+05:30,2026-08-31 12:20:00,29.7,34.8,24.1,0,0,0,170,0,0,0,0,3.6,626.6,72,0,0.6,29.4,67,33,22.6
2026-08-31T12:15:00+05:30,2026-08-31 12:15:00,29.6,34.8,24.2,0,0,0,170,0,0,0,0,3.6,626.6,73,0,0.2,29.3,68,32.9,22.7
2026-08-31T12:10:00+05:30,2026-08-31 12:10:00,29.6,34.8,24.2,0,0,0,170,0,0,0,0,3.6,626.6,73,0,0.6,29.2,68,32.8,22.7
2026-08-31T12:05:00+05:30,2026-08-31 12:05:00,29.6,34.6,24,0,0,0,170,0,0,0,0,3.6,626.6,72,0,0.3,29.1,68,32.6,22.6
2026-08-31T12:00:00+05:30,2026-08-31 12:00:00,29.5,34.3,23.9,0,0,0,170,0,0,0,0,3.6,626.6,72,0,0.6,29,68,32.4,22.5
2026-08-31T11:55:00+05:30,2026-08-31 11:55:00,29.4,34,23.8,0,0,0,170,0,0,0,0,3.6,626.6,72,0,0.6,28.9,68,32.1,22.4
2026-08-31T11:50:00+05:30,2026-08-31 11:50:00,29.3,33.5,23.5,0,0,0,170,0,0,0,0,3.6,626.6,71,0,0.6,28.8,68,31.9,22.3
2026-08-31T11:45:00+05:30,2026-08-31 11:45:00,29.3,33.8,23.7,0,0,0,170,0,0,0,0,3.6,626.6,72,0,0.6,28.8,68,31.9,22.3
2026-08-31T11:40:00+05:30,2026-08-31 11:40:00,29.1,33.4,23.5,0,0,0,170,0,0,0,0,3.6,626.6,72,0,0.6,28.7,69,31.9,22.4
2026-08-31T11:35:00+05:30,2026-08-31 11:35:00,29,33.1,23.4,0,0,0,170,0,0,0,0,3.6,626.6,72,0,0.5,28.6,69,31.7,22.3
2026-08-31T11:30:00+05:30,2026-08-31 11:30:00,29,33.3,23.7,0,0,0,170,0,0,0,0,3.6,626.6,73,0,0.6,28.6,69,31.7,22.3
2026-08-31T11:25:00+05:30,2026-08-31 11:25:00,28.9,33.2,23.8,0,0,0,170,0,0,0,0,3.6,626.6,74,0,0.6,28.5,69,31.5,22.2
2026-08-31T11:20:00+05:30,2026-08-31 11:20:00,28.8,33,23.7,0,0,0,170,0,0,0,0,3.6,626.6,74,0,0.6,28.4,70,31.4,22.4
2026-08-31T11:15:00+05:30,2026-08-31 11:15:00,28.8,33.2,23.9,0,0,0,170,0,0,0,0,3.6,626.6,75,0,0.4,28.3,70,31.2,22.3
2026-08-31T11:10:00+05:30,2026-08-31 11:10:00,28.7,33,23.8,0,0,0,170,0,0,0,0,3.6,626.6,75,0,0.6,28.2,70,31.1,22.2
2026-08-31T11:05:00+05:30,2026-08-31 11:05:00,28.6,32.8,23.7,0,0,0,170,0,0,0,0,3.6,626.6,75,0,0.5,28.1,71,31,22.3
2026-08-31T11:01:00+05:30,2026-08-31 11:01:00,28.5,32.7,23.8,0,0,0,170,0,0,0,0,3.6,626.6,76,0,0.6,28,71,30.8,22.2
2026-08-31T10:55:00+05:30,2026-08-31 10:55:00,28.4,32.4,23.7,0,0,0,169,0,0,0,0,3.6,626.6,76,0,0.6,27.9,71,30.6,22.1
2026-08-31T10:50:00+05:30,2026-08-31 10:50:00,28.2,32,23.6,0,0,0,170,0,0,0,0,3.6,626.6,76,0,0.6,27.8,71,30.4,22
2026-08-31T10:45:00+05:30,2026-08-31 10:45:00,28.2,32,23.6,0,0,0,170,0,0,0,0,3.6,626.6,76,0,0.7,27.8,71,30.4,22
2026-08-31T10:40:00+05:30,2026-08-31 10:40:00,28.1,31.8,23.5,0,0,0,170,0,0,0,0,3.6,626.6,76,0,0.7,27.7,71,30.3,21.9
2026-08-31T10:35:00+05:30,2026-08-31 10:35:00,28,31.6,23.6,0,0,0,170,0,0,0,0,3.6,626.6,77,0,0.5,27.6,71,30.1,21.9
2026-08-31T10:30:00+05:30,2026-08-31 10:30:00,27.9,31.4,23.5,0,0,0,170,0,0,0,0,3.6,626.6,77,0,0.5,27.5,71,29.8,21.8
2026-08-31T10:25:00+05:30,2026-08-31 10:25:00,27.8,31.1,23.4,0,0,0,170,0,0,0,0,3.6,626.6,77,0,0.4,27.4,71,29.6,21.7
2026-08-31T10:20:00+05:30,2026-08-31 10:20:00,27.8,31.1,23.4,0,0,0,170,0,0,0,0,3.6,626.6,77,0,0.5,27.4,71,29.6,21.7
2026-08-31T10:15:00+05:30,2026-08-31 10:15:00,27.7,31,23.3,0,0,0,170,0,0,0,0,3.6,626.6,77,0,0.5,27.3,72,29.6,21.8
2026-08-31T10:10:00+05:30,2026-08-31 10:10:00,27.6,30.9,23.4,0,0,0,170,0,0,0,0,3.6,626.6,78,0,0.5,27.3,72,29.6,21.8
2026-08-31T10:05:00+05:30,2026-08-31 10:05:00,27.5,30.8,23.5,0,0,0,170,0,0,0,0,3.6,626.6,79,0,0.5,27.2,72,29.4,21.7
2026-08-31T10:00:00+05:30,2026-08-31 10:00:00,27.5,30.8,23.5,0,0,0,170,0,0,0,0,3.6,626.6,79,0,0.5,27.2,72,29.4,21.7
2026-08-31T09:56:00+05:30,2026-08-31 09:56:00,27.4,30.5,23.4,0,0,0,170,0,0,0,0,3.6,626.6,79,0,0.5,27.2,73,29.5,21.9
2026-08-31T09:50:00+05:30,2026-08-31 09:50:00,27.3,30.4,23.5,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0.5,27.1,73,29.3,21.8
2026-08-31T09:45:00+05:30,2026-08-31 09:45:00,27.2,30.2,23.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0.5,27,73,29.1,21.7
2026-08-31T09:40:00+05:30,2026-08-31 09:40:00,27.1,30,23.4,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0.7,26.9,73,28.9,21.6
2026-08-31T09:35:00+05:30,2026-08-31 09:35:00,27.1,30,23.4,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0.8,26.9,73,28.9,21.6
2026-08-31T09:30:00+05:30,2026-08-31 09:30:00,27,29.8,23.5,0,0,0,170,0,0,0,0,3.6,626.6,81,0,0.8,26.8,73,28.7,21.5
2026-08-31T09:25:00+05:30,2026-08-31 09:25:00,26.9,29.6,23.3,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.5,26.8,73,28.7,21.5
2026-08-31T09:20:00+05:30,2026-08-31 09:20:00,26.9,29.6,23.3,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.7,26.7,73,28.6,21.4
2026-08-31T09:15:00+05:30,2026-08-31 09:15:00,26.8,29.3,23.2,0,0,0,170,0,0,0,0,3.6,626.6,81,0,0.8,26.7,73,28.6,21.4
2026-08-31T09:10:00+05:30,2026-08-31 09:10:00,26.7,29.2,23.2,0,0,0,170,0,0,0,0,3.6,626.6,81,0,0.7,26.6,73,27.2,21.4
2026-08-31T09:05:00+05:30,2026-08-31 09:05:00,26.7,29.2,23.2,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.4,26.6,73,27.2,21.4
2026-08-31T09:00:00+05:30,2026-08-31 09:00:00,26.6,27.4,23.1,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.8,26.5,73,27.1,21.3
2026-08-31T08:55:00+05:30,2026-08-31 08:55:00,26.6,27.4,23.1,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.7,26.5,73,27.1,21.3
2026-08-31T08:51:00+05:30,2026-08-31 08:51:00,26.5,27.3,23,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.6,26.5,73,27.1,21.3
2026-08-31T08:45:00+05:30,2026-08-31 08:45:00,26.4,27.2,22.9,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.9,26.4,73,27,21.2
2026-08-31T08:40:00+05:30,2026-08-31 08:40:00,26.4,27.2,22.9,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.4,73,27,21.2
2026-08-31T08:35:00+05:30,2026-08-31 08:35:00,26.4,27.2,22.9,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.4,73,27,21.2
2026-08-31T08:30:00+05:30,2026-08-31 08:30:00,26.4,27.2,22.9,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.4,73,27,21.2
2026-08-31T08:25:00+05:30,2026-08-31 08:25:00,26.4,27.2,22.9,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.4,73,27,21.2
2026-08-31T08:20:00+05:30,2026-08-31 08:20:00,26.3,27.1,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.3,73,26.9,21.1
2026-08-31T08:15:00+05:30,2026-08-31 08:15:00,26.3,27.1,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.3,73,26.9,21.1
2026-08-31T08:10:00+05:30,2026-08-31 08:10:00,26.3,27.1,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.3,73,26.9,21.1
2026-08-31T08:05:00+05:30,2026-08-31 08:05:00,26.3,27.1,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.3,73,26.9,21.1
2026-08-31T08:00:00+05:30,2026-08-31 08:00:00,26.3,27.1,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.2,73,26.8,21
2026-08-31T07:55:00+05:30,2026-08-31 07:55:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.2,73,26.8,21
2026-08-31T07:50:00+05:30,2026-08-31 07:50:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.2,73,26.8,21
2026-08-31T07:46:00+05:30,2026-08-31 07:46:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.2,72,26.8,20.8
2026-08-31T07:40:00+05:30,2026-08-31 07:40:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.2,72,26.8,20.8
2026-08-31T07:35:00+05:30,2026-08-31 07:35:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.2,72,26.8,20.8
2026-08-31T07:30:00+05:30,2026-08-31 07:30:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.2,72,26.8,20.8
2026-08-31T07:25:00+05:30,2026-08-31 07:25:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0.1,26.1,72,26.7,20.7
2026-08-31T07:20:00+05:30,2026-08-31 07:20:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0,26.2,72,26.8,20.8
2026-08-31T07:15:00+05:30,2026-08-31 07:15:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0,26.1,72,26.7,20.7
2026-08-31T07:10:00+05:30,2026-08-31 07:10:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0,26.2,72,26.8,20.8
2026-08-31T07:05:00+05:30,2026-08-31 07:05:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0,26.1,72,26.7,20.7
2026-08-31T07:00:00+05:30,2026-08-31 07:00:00,26.2,27,22.7,0,0,0,169,0,0,0,0,3.6,626.6,81,0,0,26.1,72,26.7,20.7
2026-08-31T06:55:00+05:30,2026-08-31 06:55:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:50:00+05:30,2026-08-31 06:50:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.1,72,26.7,20.7
2026-08-31T06:45:00+05:30,2026-08-31 06:45:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:41:00+05:30,2026-08-31 06:41:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:35:00+05:30,2026-08-31 06:35:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:30:00+05:30,2026-08-31 06:30:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:25:00+05:30,2026-08-31 06:25:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:20:00+05:30,2026-08-31 06:20:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:15:00+05:30,2026-08-31 06:15:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:10:00+05:30,2026-08-31 06:10:00,26.2,27,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.3,72,26.8,20.8
2026-08-31T06:05:00+05:30,2026-08-31 06:05:00,26.3,27.1,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T06:00:00+05:30,2026-08-31 06:00:00,26.2,27,22.5,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0,26.2,72,26.8,20.8
2026-08-31T05:55:00+05:30,2026-08-31 05:55:00,26.3,27.1,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.3,72,26.8,20.8
2026-08-31T05:50:00+05:30,2026-08-31 05:50:00,26.3,27.1,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.3,72,26.8,20.8
2026-08-31T05:45:00+05:30,2026-08-31 05:45:00,26.3,27.1,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.3,72,26.8,20.8
2026-08-31T05:40:00+05:30,2026-08-31 05:40:00,26.3,27.1,22.5,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0,26.3,72,26.8,20.8
2026-08-31T05:36:00+05:30,2026-08-31 05:36:00,26.3,27.1,22.5,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0,26.3,72,26.8,20.8
2026-08-31T05:30:00+05:30,2026-08-31 05:30:00,26.3,27.1,22.5,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0,26.3,72,26.8,20.8
2026-08-31T05:25:00+05:30,2026-08-31 05:25:00,26.3,27.1,22.5,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0,26.3,72,26.8,20.8
2026-08-31T05:20:00+05:30,2026-08-31 05:20:00,26.3,27.1,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T05:15:00+05:30,2026-08-31 05:15:00,26.3,27.1,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T05:10:00+05:30,2026-08-31 05:10:00,26.4,27.2,22.7,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T05:05:00+05:30,2026-08-31 05:05:00,26.3,27.1,22.5,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T05:00:00+05:30,2026-08-31 05:00:00,26.4,27.2,22.7,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T04:55:00+05:30,2026-08-31 04:55:00,26.4,27.2,22.7,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T04:50:00+05:30,2026-08-31 04:50:00,26.4,27.2,22.7,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T04:45:00+05:30,2026-08-31 04:45:00,26.4,27.2,22.7,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T04:40:00+05:30,2026-08-31 04:40:00,26.4,27.2,22.7,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T04:35:00+05:30,2026-08-31 04:35:00,26.4,27.2,22.7,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T04:30:00+05:30,2026-08-31 04:30:00,26.4,27.2,22.7,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T04:25:00+05:30,2026-08-31 04:25:00,26.4,27.2,22.7,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.4,72,26.9,20.9
2026-08-31T04:20:00+05:30,2026-08-31 04:20:00,26.5,27.3,22.8,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.5,72,27.1,21.1
2026-08-31T04:16:00+05:30,2026-08-31 04:16:00,26.5,27.3,22.8,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.5,72,27.1,21.1
2026-08-31T04:10:00+05:30,2026-08-31 04:10:00,26.5,27.3,22.8,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.5,72,27.1,21.1
2026-08-31T04:05:00+05:30,2026-08-31 04:05:00,26.5,27.3,22.8,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.5,72,27.1,21.1
2026-08-31T04:00:00+05:30,2026-08-31 04:00:00,26.5,27.3,22.8,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.5,72,27.1,21.1
2026-08-31T03:55:00+05:30,2026-08-31 03:55:00,26.5,27.3,22.8,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.5,72,27.1,21.1
2026-08-31T03:50:00+05:30,2026-08-31 03:50:00,26.5,27.3,22.8,0,0,0,169,0,0,0,0,3.6,626.6,80,0,0,26.5,72,27.1,21.1
2026-08-31T03:45:00+05:30,2026-08-31 03:45:00,26.5,27.3,22.8,0,0,0,170,0,0,0,0,3.6,626.6,80,0,0,26.5,72,27.1,21.1
