"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Heat Index (°C)","Sensor 1 Dew Point (°C)"
2026-07-31T16:45:00+05:30,2026-07-31 16:45:00,29,33.3,23.7,0,3.5,23.8,94,0,0,0,1.5,11.2,623.1,73,2,212.9,30.4,63,34.3,22.6
2026-07-31T16:40:00+05:30,2026-07-31 16:40:00,28.9,33,23.5,0,0,23.8,102,0,0,0,1.5,11.2,623.1,73,1,187.4,30.4,63,34.3,22.6
2026-07-31T16:35:00+05:30,2026-07-31 16:35:00,29.9,35,24,0.3,3.5,23.8,94,0,0,0,1.5,11.2,623.1,71,2,245.8,30.4,63,34.3,22.6
2026-07-31T16:30:00+05:30,2026-07-31 16:30:00,28.7,32.7,23.4,0,0,23.8,84,0,0,0,1.5,11.2,623.1,73,3,347.9,30.4,63,34.3,22.6
2026-07-31T16:25:00+05:30,2026-07-31 16:25:00,28.7,32.7,23.4,0,0,23.8,101,0,0,0,1.5,11.2,623.1,73,3,311.3,30.4,63,34.3,22.6
2026-07-31T16:20:00+05:30,2026-07-31 16:20:00,28.8,33,23.7,0,0,23.8,73,0,0,0,1.5,11.2,623.1,74,1,175.5,30.4,63,34.3,22.6
2026-07-31T16:15:00+05:30,2026-07-31 16:15:00,28.4,32.1,23.3,0,0,23.8,63,0,0,0,1.5,11.2,623.1,74,3,323.6,30.3,63,34.1,22.4
2026-07-31T16:10:00+05:30,2026-07-31 16:10:00,28.2,31.9,23.4,0,1.8,23.8,73,0,0,0,1.5,11.2,623.1,75,1,202.6,30.4,62,34.1,22.3
2026-07-31T16:05:00+05:30,2026-07-31 16:05:00,28.5,32.3,23.4,0,9.3,23.8,69,0,0,0,1.5,11.2,623.1,74,1,190.1,30.4,62,34.1,22.3
2026-07-31T16:00:00+05:30,2026-07-31 16:00:00,29,32.9,23.2,0,0,23.8,76,0,0,0,1.5,11.2,623.1,71,0,91.1,30.4,62,34.1,22.3
2026-07-31T15:55:00+05:30,2026-07-31 15:55:00,28.9,32.5,22.9,0,11.1,23.8,93,0,0,0,1.5,11.2,623.1,70,0,72.5,30.4,62,34.1,22.3
2026-07-31T15:50:00+05:30,2026-07-31 15:50:00,29.3,32.9,22.7,0,13,23.8,92,0,0,0,1.5,11.2,623.1,68,1,134.9,30.4,62,34.1,22.3
2026-07-31T15:45:00+05:30,2026-07-31 15:45:00,29.6,33.7,23.1,6.4,9.3,23.8,117,0,0,0,1.5,11.2,623.1,68,2,271.7,30.4,62,34.1,22.3
2026-07-31T15:41:00+05:30,2026-07-31 15:41:00,29.4,33.2,22.9,0,9.3,23.8,75,0,0,0,1.5,11.2,623.1,68,2,301.1,30.4,62,34.1,22.3
2026-07-31T15:35:00+05:30,2026-07-31 15:35:00,29.5,33.6,23.2,6.9,11.1,23.8,71,0,0,0,1.5,11.2,623.1,69,2,234.6,30.4,63,34.3,22.6
2026-07-31T15:30:00+05:30,2026-07-31 15:30:00,29.7,33.9,23.2,2.9,5.5,23.8,84,0,0,0,1.5,11.2,623.1,68,2,279.9,30.4,63,34.3,22.6
2026-07-31T15:25:00+05:30,2026-07-31 15:25:00,29.8,34.1,23.2,0.6,9.3,23.8,86,0,0,0,1.5,11.2,623.1,68,2,267.8,30.4,63,34.3,22.6
2026-07-31T15:20:00+05:30,2026-07-31 15:20:00,30.1,34.8,23.5,5.5,13,23.8,86,0,0,0,1.5,11.2,623.1,68,3,319.4,30.4,63,34.3,22.6
2026-07-31T15:15:00+05:30,2026-07-31 15:15:00,29.7,34.1,23.4,5.5,9.3,23.8,85,0,0,0,1.5,11.2,623.1,69,2,276.4,30.3,62,33.8,22.2
2026-07-31T15:10:00+05:30,2026-07-31 15:10:00,29.7,34.1,23.4,0.6,5.5,23.8,108,0,0,0,1.5,11.2,623.1,69,2,217.3,30.3,63,34.1,22.4
2026-07-31T15:05:00+05:30,2026-07-31 15:05:00,29.7,33.9,23.2,0,16.6,23.8,63,0,0,0,1.5,11.2,623.1,68,1,201.9,30.3,63,34.1,22.4
2026-07-31T15:00:00+05:30,2026-07-31 15:00:00,30.5,35.2,23.4,7.2,13,21.9,64,0,0,0,1.5,11.2,623.1,66,3,373,30.3,63,34.1,22.4
2026-07-31T14:55:00+05:30,2026-07-31 14:55:00,30.8,36.2,23.9,8.7,16.6,21.9,133,0,0,0,1.5,11.2,623.1,67,4,445.3,30.2,63,33.9,22.4
2026-07-31T14:50:00+05:30,2026-07-31 14:50:00,31.1,36.4,23.7,0,13,21.9,89,0,0,0,1.5,11.2,623.1,65,6,641.7,30.1,63,33.7,22.3
2026-07-31T14:45:00+05:30,2026-07-31 14:45:00,30.9,35.9,23.5,0.3,11.1,21.9,88,0,0,0,1.5,11.2,623.1,65,6,629.6,30,63,33.4,22.2
2026-07-31T14:40:00+05:30,2026-07-31 14:40:00,30.4,35,23.3,0.3,9.3,21.9,127,0,0,0,1.5,11.2,623.1,66,6,641,30,63,33.4,22.2
2026-07-31T14:36:00+05:30,2026-07-31 14:36:00,30.2,34.6,23.1,9.7,20.1,21.9,77,0,0,0,1.5,11.2,623.1,66,5,515.5,30,63,33.4,22.2
2026-07-31T14:30:00+05:30,2026-07-31 14:30:00,29.9,34.1,23.1,5,11.1,21.9,120,0,0,0,1.5,11.2,623.1,67,6,676.6,30,63,33.4,22.2
2026-07-31T14:25:00+05:30,2026-07-31 14:25:00,30.2,34.6,23.1,0,7.2,20.1,68,0,0,0,1.5,11.2,623.1,66,6,717.7,30,65,33.9,22.7
2026-07-31T14:20:00+05:30,2026-07-31 14:20:00,30.8,36.2,23.9,0.3,7.2,20.1,90,0,0,0,1.5,11.2,623.1,67,3,384.6,30,65,33.9,22.7
2026-07-31T14:15:00+05:30,2026-07-31 14:15:00,30.6,35.8,23.8,0,0,20.1,74,0,0,0,1.5,11.2,623.1,67,5,538.1,29.9,65,33.7,22.6
2026-07-31T14:10:00+05:30,2026-07-31 14:10:00,30.5,35.5,23.7,4.7,9.3,20.1,81,0,0,0,1.5,11.2,623.1,67,7,774.4,29.9,66,33.8,22.8
2026-07-31T14:05:00+05:30,2026-07-31 14:05:00,29.8,34.5,23.7,0,0,20.1,73,0,0,0,1.5,11.2,623.1,70,2,257.4,29.9,65,33.7,22.6
2026-07-31T14:00:00+05:30,2026-07-31 14:00:00,29.4,33.6,23.3,6.1,9.3,20.1,76,0,0,0,1.5,11.2,623.1,70,2,258.1,29.9,65,33.7,22.6
2026-07-31T13:55:00+05:30,2026-07-31 13:55:00,30.4,35.5,23.8,1.8,9.3,20.1,97,0,0,0,1.5,11.2,623.1,68,3,315.4,29.8,65,33.4,22.5
2026-07-31T13:50:00+05:30,2026-07-31 13:50:00,30.2,35.3,23.9,0,7.2,20.1,68,0,0,0,1.5,11.2,623.1,69,8,893.4,29.7,66,33.5,22.7
2026-07-31T13:45:00+05:30,2026-07-31 13:45:00,29.5,34.1,23.7,0,9.3,20.1,93,0,0,0,1.5,11.2,623.1,71,7,781.8,29.7,66,33.5,22.7
2026-07-31T13:40:00+05:30,2026-07-31 13:40:00,30,34.8,23.7,1.4,5.5,20.1,95,0,0,0,1.5,11.2,623.1,69,3,330.8,29.6,67,33.4,22.8
2026-07-31T13:35:00+05:30,2026-07-31 13:35:00,29.9,34.8,23.8,6.1,18.3,20.1,90,0,0,0,1.5,11.2,623.1,70,4,454.2,29.6,68,33.7,23.1
2026-07-31T13:31:00+05:30,2026-07-31 13:31:00,30.1,35.6,24.3,9,11.1,20.1,74,0,0,0,1.5,11.2,623.1,71,8,908,29.5,68,33.4,22.9
2026-07-31T13:25:00+05:30,2026-07-31 13:25:00,30.3,35.7,24.2,5,13,20.1,128,0,0,0,1.5,11.2,623.1,70,7,803.2,29.4,67,33,22.6
2026-07-31T13:20:00+05:30,2026-07-31 13:20:00,29.8,35,24.2,4,5.5,20.1,43,0,0,0,1.5,11.2,623.1,72,8,832.7,29.3,68,32.9,22.7
2026-07-31T13:15:00+05:30,2026-07-31 13:15:00,29.1,33.8,24,2.1,5.5,20.1,112,0,0,0,1.5,11.2,623.1,74,9,943.8,29.2,67,32.7,22.4
2026-07-31T13:10:00+05:30,2026-07-31 13:10:00,29.2,34,24.1,0,0,20.1,103,0,0,0,1.5,11.2,623.1,74,3,328.9,29.2,67,32.7,22.4
2026-07-31T13:05:00+05:30,2026-07-31 13:05:00,29,33.5,23.9,0,3.5,20.1,58,0,0,0,1.5,11.2,623.1,74,1,185.6,29.2,67,32.7,22.4
2026-07-31T13:00:00+05:30,2026-07-31 13:00:00,28.6,32.6,23.5,0,0,20.1,66,0,0,0,1.5,11.2,623.1,74,4,502.3,29.1,67,32.4,22.3
2026-07-31T12:55:00+05:30,2026-07-31 12:55:00,28.2,31.9,23.4,2.1,3.5,20.1,71,0,0,0,1.5,11.2,623.1,75,3,403.4,29.1,68,32.6,22.6
2026-07-31T12:50:00+05:30,2026-07-31 12:50:00,28.6,32.8,23.7,2.1,7.2,20.1,128,0,0,0,1.5,11.2,623.1,75,6,660,29.1,68,32.6,22.6
2026-07-31T12:45:00+05:30,2026-07-31 12:45:00,28.1,31.9,23.7,0,0,20.1,71,0,0,0,1.5,11.2,623.1,77,4,495.4,29.1,68,32.6,22.6
2026-07-31T12:40:00+05:30,2026-07-31 12:40:00,27.5,30.6,23.3,0,7.2,20.1,71,0,0,0,1.5,11.2,623.1,78,5,530.3,29.1,68,32.6,22.6
2026-07-31T12:35:00+05:30,2026-07-31 12:35:00,27.5,30.8,23.5,0,3.5,20.1,135,0,0,0,1.5,11.2,623.1,79,3,319.3,29,68,32.4,22.5
2026-07-31T12:30:00+05:30,2026-07-31 12:30:00,27.1,30,23.4,7.6,11.1,20.1,117,0,0,0,1.5,11.2,623.1,80,2,301,29,68,32.4,22.5
2026-07-31T12:26:00+05:30,2026-07-31 12:26:00,27.6,30.8,23.2,9,14.8,20.1,87,0,0,0,1.5,11.2,623.1,77,1,157.8,29,68,32.4,22.5
2026-07-31T12:20:00+05:30,2026-07-31 12:20:00,28.2,32,23.6,5.5,18.3,20.1,71,0,0,0,1.5,11.2,623.1,76,1,123.6,29,68,32.4,22.5
2026-07-31T12:15:00+05:30,2026-07-31 12:15:00,29.6,35.3,24.7,1.8,11.1,18.3,71,0,0,0,1.5,11.2,623.1,75,1,142.9,28.9,69,32.3,22.6
2026-07-31T12:10:00+05:30,2026-07-31 12:10:00,29.1,33.8,24,0,13,18.3,78,0,0,0,1.5,11.2,623.1,74,2,298.7,28.9,69,32.3,22.6
2026-07-31T12:05:00+05:30,2026-07-31 12:05:00,29.4,34.2,24,5.5,9.3,18.3,78,0,0,0,1.5,11.2,623.1,73,4,425.3,28.8,69,32.1,22.5
2026-07-31T12:00:00+05:30,2026-07-31 12:00:00,29.6,34.6,24,1.1,9.3,18.3,149,0,0,0,1.5,11.2,623.1,72,4,414.9,28.8,69,32.1,22.5
2026-07-31T11:55:00+05:30,2026-07-31 11:55:00,29.1,33.8,24,0,9.3,18.3,69,0,0,0,1.5,11.2,623.1,74,9,994.3,28.8,69,32.1,22.5
2026-07-31T11:50:00+05:30,2026-07-31 11:50:00,28.8,33.2,23.9,0,9.3,18.3,76,0,0,0,1.5,11.2,623.1,75,10,1052.4,28.7,68,31.8,22.2
2026-07-31T11:45:00+05:30,2026-07-31 11:45:00,27.6,30.9,23.4,3.5,13,18.3,93,0,0,0,1.5,11.2,623.1,78,9,1025.1,28.7,68,31.8,22.2
2026-07-31T11:40:00+05:30,2026-07-31 11:40:00,28,31.5,23.4,6.1,9.3,18.3,121,0,0,0,1.5,11.2,623.1,76,1,139.2,28.7,68,31.8,22.2
2026-07-31T11:35:00+05:30,2026-07-31 11:35:00,28.3,31.8,23.2,10.5,14.8,18.3,102,0,0,0,1.5,11.2,623.1,74,1,123.7,28.6,68,31.6,22.1
2026-07-31T11:30:00+05:30,2026-07-31 11:30:00,28.6,32.6,23.5,0,0,18.3,87,0,0,0,1.5,11.2,623.1,74,2,206.5,28.6,68,31.6,22.1
2026-07-31T11:25:00+05:30,2026-07-31 11:25:00,28.7,32.8,23.6,2.9,9.3,18.3,53,0,0,0,1.5,11.2,623.1,74,2,297.8,28.5,68,31.3,22
2026-07-31T11:21:00+05:30,2026-07-31 11:21:00,28.8,33,23.7,0,13,18.3,46,0,0,0,1.5,11.2,623.1,74,3,327.6,28.5,68,31.3,22
2026-07-31T11:15:00+05:30,2026-07-31 11:15:00,28.5,32.3,23.4,1.1,3.5,18.3,76,0,0,0,1.5,11.2,623.1,74,5,571.1,28.4,68,31.1,21.9
2026-07-31T11:10:00+05:30,2026-07-31 11:10:00,28.5,32,22.9,2.1,11.1,18.3,71,0,0,0,1.5,11.2,623.1,72,4,470.7,28.4,68,31.1,21.9
2026-07-31T11:05:00+05:30,2026-07-31 11:05:00,28.6,32.6,23.5,0,7.2,18.3,78,0,0,0,1.5,11.2,623.1,74,5,531.3,28.3,68,30.9,21.8
2026-07-31T11:00:00+05:30,2026-07-31 11:00:00,28.4,32.1,23.3,0.3,13,18.3,106,0,0,0,1.5,11.2,623.1,74,5,514.6,28.2,68,30.8,21.7
2026-07-31T10:55:00+05:30,2026-07-31 10:55:00,28.2,31.7,23.1,0.3,11.1,18.3,87,0,0,0,1.5,11.2,623.1,74,4,456.4,28.2,68,30.8,21.7
2026-07-31T10:50:00+05:30,2026-07-31 10:50:00,28,31.4,23.1,1.4,13,18.3,106,0,0,0,1.5,11.2,623.1,75,4,416.7,28.2,69,30.9,22
2026-07-31T10:45:00+05:30,2026-07-31 10:45:00,28.4,32.1,23.3,10.5,13,18.3,93,0,0,0,1.5,11.2,623.1,74,1,183.2,28.1,69,30.7,21.9
2026-07-31T10:40:00+05:30,2026-07-31 10:40:00,28.5,32.3,23.4,1.4,5.5,18.3,77,0,0,0,1.5,11.2,623.1,74,4,473.7,28.1,69,30.7,21.9
2026-07-31T10:35:00+05:30,2026-07-31 10:35:00,28,31.4,23.1,1.1,13,16.6,80,0,0,0,1.5,11.2,623.1,75,4,475.2,28,70,30.7,22
2026-07-31T10:30:00+05:30,2026-07-31 10:30:00,28.1,31.6,23.3,6.4,13,16.6,107,0,0,0,1.5,11.2,623.1,75,5,599.8,28,70,30.7,22
2026-07-31T10:25:00+05:30,2026-07-31 10:25:00,28.1,31.6,23.3,0,3.5,16.6,63,0,0,0,1.5,11.2,623.1,75,4,484.4,27.9,70,30.4,21.9
2026-07-31T10:20:00+05:30,2026-07-31 10:20:00,28.1,31.6,23.3,0.3,1.8,16.6,112,0,0,0,1.5,11.2,623.1,75,5,592.5,27.9,70,30.4,21.9
2026-07-31T10:15:00+05:30,2026-07-31 10:15:00,27.8,31,23.1,0,11.1,16.6,77,0,0,0,1.5,11.2,623.1,76,4,476.1,27.8,70,30.2,21.8
2026-07-31T10:10:00+05:30,2026-07-31 10:10:00,27.7,30.9,23.1,5,11.1,16.6,126,0,0,0,1.5,11.2,623.1,76,3,344.6,27.8,71,30.4,22
2026-07-31T10:05:00+05:30,2026-07-31 10:05:00,27.7,31,23.3,0,3.5,16.6,77,0,0,0,1.5,11.2,623.1,77,2,263,27.8,71,30.4,22
2026-07-31T10:01:00+05:30,2026-07-31 10:01:00,27.8,31.1,23.4,6.1,14.8,16.6,75,0,0,0,1.5,11.2,623.1,77,1,204.9,27.7,71,30.3,21.9
2026-07-31T09:55:00+05:30,2026-07-31 09:55:00,27.7,31,23.3,2.9,7.2,16.6,105,0,0,0,1.5,11.2,623.1,77,5,525.2,27.7,71,30.3,21.9
2026-07-31T09:50:00+05:30,2026-07-31 09:50:00,27.7,30.9,23.1,0.6,3.5,16.6,105,0,0,0,1.5,11.2,623.1,76,2,280.1,27.6,72,30.2,22.1
2026-07-31T09:45:00+05:30,2026-07-31 09:45:00,27.6,31,23.6,0,5.5,16.6,76,0,0,0,1.5,11.2,623.1,79,4,421.1,27.6,72,30.2,22.1
2026-07-31T09:40:00+05:30,2026-07-31 09:40:00,27.5,30.8,23.5,0,13,16.6,52,0,0,0,1.5,11.2,623.1,79,6,696.8,27.5,72,29.9,22
2026-07-31T09:35:00+05:30,2026-07-31 09:35:00,27,29.7,23.2,0.6,7.2,16.6,99,0,0,0,1.5,11.2,623.1,80,4,467.4,27.5,72,29.9,22
2026-07-31T09:30:00+05:30,2026-07-31 09:30:00,27,29.7,23.2,0.6,11.1,16.6,207,0,0,0,1.5,11.2,623.1,80,4,504.9,27.5,73,30.1,22.2
2026-07-31T09:25:00+05:30,2026-07-31 09:25:00,27.4,30.7,23.8,0,9.3,16.6,85,0,0,0,1.5,11.2,623.1,81,3,349.4,27.4,73,29.8,22.1
2026-07-31T09:20:00+05:30,2026-07-31 09:20:00,26.9,29.7,23.5,0,0,16.6,74,0,0,0,1.5,11.2,623.1,82,2,255.8,27.4,73,29.8,22.1
2026-07-31T09:15:00+05:30,2026-07-31 09:15:00,26.4,27.2,23.1,0,9.3,16.6,98,0,0,0,1.5,11.2,623.1,82,3,345.6,27.3,73,29.6,22
2026-07-31T09:10:00+05:30,2026-07-31 09:10:00,26.6,27.5,23.3,0,5.5,16.6,72,0,0,0,1.5,11.2,623.1,82,2,267.9,27.3,73,29.6,22
2026-07-31T09:05:00+05:30,2026-07-31 09:05:00,26.7,29.4,23.6,0,3.5,16.6,90,0,0,0,1.5,11.2,623.1,83,3,342.8,27.2,73,29.5,21.9
2026-07-31T09:00:00+05:30,2026-07-31 09:00:00,26.4,27.2,23.1,0.3,9.3,16.6,85,0,0,0,1.5,11.2,623.1,82,2,236.3,27.2,73,29.5,21.9
2026-07-31T08:58:00+05:30,2026-07-31 08:58:00,26.4,27.3,23.3,0,9.3,16.6,59,0,0,0,1.5,11.2,623.1,83,2,303.1,27.2,73,29.5,21.9
2026-07-28T16:36:00+05:30,2026-07-28 16:36:00,28.4,32.2,23.5,1.4,11.1,31.4,76,0,0,0,1,10.7,622.6,75,2,222.1,30.2,63,33.9,22.4
2026-07-28T16:30:00+05:30,2026-07-28 16:30:00,27.8,31,23.1,0.3,9.3,31.4,83,0,0,0,1,10.7,622.6,76,1,165.7,30.2,63,33.9,22.4
2026-07-28T16:25:00+05:30,2026-07-28 16:25:00,28.5,32.3,23.4,3.5,7.2,31.4,71,0,0,0,1,10.7,622.6,74,1,133.5,30.2,63,33.9,22.4
2026-07-28T16:20:00+05:30,2026-07-28 16:20:00,28.4,32.2,23.5,6.4,11.1,31.4,91,0,0,0,1,10.7,622.6,75,2,262.8,30.2,63,33.9,22.4
2026-07-28T16:15:00+05:30,2026-07-28 16:15:00,27.8,31,23.1,0,1.8,31.4,75,0,0,0,1,10.7,622.6,76,2,272.5,30.2,62,33.7,22.1
2026-07-28T16:10:00+05:30,2026-07-28 16:10:00,27.8,31.1,23.4,2.9,9.3,31.4,84,0,0,0,1,10.7,622.6,77,1,162,30.3,62,33.8,22.2
2026-07-28T16:05:00+05:30,2026-07-28 16:05:00,28.1,31.3,22.8,4,9.3,31.4,46,0,0,0,1,10.7,622.6,73,0,29.8,30.3,62,33.8,22.2
2026-07-28T16:00:00+05:30,2026-07-28 16:00:00,28.7,32.3,22.9,10.8,14.8,31.4,85,0,0,0,1,10.7,622.6,71,0,100.8,30.3,62,33.8,22.2
2026-07-28T15:55:00+05:30,2026-07-28 15:55:00,29.4,33.4,23.1,10.5,18.3,31.4,84,0,0,0,1,10.7,622.6,69,3,358.3,30.3,62,33.8,22.2
2026-07-28T15:50:00+05:30,2026-07-28 15:50:00,28.5,31.8,22.7,4.7,18.3,31.4,102,0,0,0,1,10.7,622.6,71,1,172.4,30.4,62,34.1,22.3
2026-07-28T15:45:00+05:30,2026-07-28 15:45:00,28.5,32,22.9,2.9,5.5,31.4,337,0,0,0,1,10.7,622.6,72,1,135.9,30.4,62,34.1,22.3
2026-07-28T15:40:00+05:30,2026-07-28 15:40:00,29.1,33.2,23.3,0,11.1,31.4,78,0,0,0,1,10.7,622.6,71,0,59.1,30.4,62,34.1,22.3
2026-07-28T15:35:00+05:30,2026-07-28 15:35:00,29.2,33,22.9,1.1,7.2,31.4,137,0,0,0,1,10.7,622.6,69,4,475.1,30.4,62,34.1,22.3
2026-07-28T15:31:00+05:30,2026-07-28 15:31:00,29.1,33,23.1,6.4,13,31.4,63,0,0,0,1,10.7,622.6,70,1,177.3,30.5,63,34.5,22.7
2026-07-28T15:25:00+05:30,2026-07-28 15:25:00,29.1,33.6,23.8,1.1,18.3,31.4,74,0,0,0,1,10.7,622.6,73,1,154.3,30.5,64,34.7,22.9
2026-07-28T15:20:00+05:30,2026-07-28 15:20:00,29.2,33.6,23.6,5.5,11.1,31.4,113,0,0,0,1,10.7,622.6,72,3,356.4,30.5,64,34.7,22.9
2026-07-28T15:15:00+05:30,2026-07-28 15:15:00,30,35.3,24.2,2.9,18.3,31.4,166,0,0,0,1,10.7,622.6,71,1,189.9,30.5,64,34.7,22.9
2026-07-28T15:10:00+05:30,2026-07-28 15:10:00,29.6,34.6,24,5.5,13,31.4,38,0,0,0,1,10.7,622.6,72,5,546.7,30.4,65,34.7,23.1
2026-07-28T15:05:00+05:30,2026-07-28 15:05:00,29.5,34.7,24.4,6.4,14.8,31.4,98,0,0,0,1,10.7,622.6,74,5,609.2,30.4,65,34.7,23.1
2026-07-28T15:00:00+05:30,2026-07-28 15:00:00,29,33.9,24.3,6.4,16.6,31.4,70,0,0,0,1,10.7,622.6,76,5,606.6,30.4,65,34.7,23.1
2026-07-28T14:55:00+05:30,2026-07-28 14:55:00,28.4,32.7,24.2,11.9,23.8,31.4,120,0,0,0,1,10.7,622.6,78,4,469.9,30.4,65,34.7,23.1
2026-07-28T14:50:00+05:30,2026-07-28 14:50:00,28.2,32.2,23.8,12.2,14.8,31.4,126,0,0,0,1,10.7,622.6,77,2,302.1,30.5,65,35,23.2
2026-07-28T14:45:00+05:30,2026-07-28 14:45:00,28.5,32.8,24.1,6.1,16.6,31.4,54,0,0,0,1,10.7,622.6,77,3,313.1,30.5,66,35.2,23.4
2026-07-28T14:40:00+05:30,2026-07-28 14:40:00,29.1,34.2,24.4,2.1,5.5,31.4,80,0,0,0,1,10.7,622.6,76,1,189.4,30.4,66,35,23.3
2026-07-28T14:35:00+05:30,2026-07-28 14:35:00,28.7,33.6,24.5,0.3,16.6,31.4,65,0,0,0,1,10.7,622.6,78,5,614.9,30.4,67,35.2,23.6
2026-07-28T14:30:00+05:30,2026-07-28 14:30:00,28,32.1,24.2,0,14.8,31.4,99,0,0,0,1,10.7,622.6,80,6,657.3,30.3,67,34.9,23.4
2026-07-28T14:25:00+05:30,2026-07-28 14:25:00,27.9,32.1,24.5,1.1,3.5,31.4,115,0,0,0,1,10.7,622.6,82,6,711.8,30.2,67,34.8,23.4
2026-07-28T14:20:00+05:30,2026-07-28 14:20:00,27.1,30.7,24.6,0,3.5,31.4,58,0,0,0,1,10.7,622.6,86,5,610.9,30.2,66,34.6,23.2
2026-07-28T14:15:00+05:30,2026-07-28 14:15:00,26.3,27.4,24.9,0,3.5,31.4,73,0,0,0,1,10.7,622.6,92,7,732,30.2,65,34.4,22.9
2026-07-28T14:10:00+05:30,2026-07-28 14:10:00,27.5,31.4,24.5,5.5,18.3,31.4,107,0,0,0,1,10.7,622.6,84,1,143.4,30.2,63,33.9,22.4
2026-07-28T14:05:00+05:30,2026-07-28 14:05:00,28.2,32.2,23.8,1.1,11.1,31.4,117,0,0,0,1,10.7,622.6,77,0,99.3,30.2,62,33.7,22.1
2026-07-28T14:00:00+05:30,2026-07-28 14:00:00,28.9,32.9,23.3,1.4,14.8,31.4,163,0,0,0,1,10.7,622.6,72,0,72.7,30.3,62,33.8,22.2
2026-07-28T13:55:00+05:30,2026-07-28 13:55:00,29.6,34.1,23.5,5.5,13,31.4,97,0,0,0,1,10.7,622.6,70,1,127.8,30.2,62,33.7,22.1
2026-07-28T13:50:00+05:30,2026-07-28 13:50:00,29.7,34.1,23.4,0.6,5.5,31.4,94,0,0,0,1,10.7,622.6,69,1,157.6,30.2,62,33.7,22.1
2026-07-28T13:45:00+05:30,2026-07-28 13:45:00,30.4,35,23.3,0,13,31.4,124,0,0,0,1,10.7,622.6,66,2,219.8,30.2,62,33.7,22.1
2026-07-28T13:40:00+05:30,2026-07-28 13:40:00,30.3,34.7,23.2,1.4,14.8,31.4,89,0,0,0,1,10.7,622.6,66,1,202.1,30.1,62,33.4,22
2026-07-28T13:35:00+05:30,2026-07-28 13:35:00,30,34.1,22.9,4.3,11.1,31.4,79,0,0,0,1,10.7,622.6,66,8,840.3,30.1,63,33.7,22.3
2026-07-28T13:30:00+05:30,2026-07-28 13:30:00,30.6,35.5,23.5,8.7,14.8,31.4,109,0,0,0,1,10.7,622.6,66,2,215.2,30,62,33.2,21.9
2026-07-28T13:25:00+05:30,2026-07-28 13:25:00,30.3,34.7,23.2,4,21.9,31.4,63,0,0,0,1,10.7,622.6,66,8,830.2,29.9,63,33.2,22.1
2026-07-28T13:20:00+05:30,2026-07-28 13:20:00,30.1,34.4,23,6.4,14.8,31.4,90,0,0,0,1,10.7,622.6,66,8,876.6,29.9,63,33.2,22.1
2026-07-28T13:15:00+05:30,2026-07-28 13:15:00,29.8,34.3,23.5,3.5,13,31.4,20,0,0,0,1,10.7,622.6,69,8,821.4,29.8,63,33,21.9
2026-07-28T13:10:00+05:30,2026-07-28 13:10:00,30.2,34.8,23.4,3.2,13,31.4,135,0,0,0,1,10.7,622.6,67,8,827.3,29.8,63,33,21.9
2026-07-28T13:06:00+05:30,2026-07-28 13:06:00,29.7,33.9,23.2,6.1,13,31.4,149,0,0,0,1,10.7,622.6,68,8,831.4,29.7,64,33.1,22.2
2026-07-28T13:00:00+05:30,2026-07-28 13:00:00,29.8,34.3,23.5,4.3,18.3,31.4,113,0,0,0,1,10.7,622.6,69,5,551.2,29.6,63,32.7,21.8
2026-07-28T12:55:00+05:30,2026-07-28 12:55:00,29.7,33.9,23.2,13,21.9,31.4,123,0,0,0,1,10.7,622.6,68,8,900.2,29.5,64,32.7,21.9
2026-07-28T12:50:00+05:30,2026-07-28 12:50:00,29.6,33.9,23.3,10.5,18.3,31.4,132,0,0,0,1,10.7,622.6,69,2,258.4,29.5,64,32.7,21.9
2026-07-28T12:45:00+05:30,2026-07-28 12:45:00,29.1,32.8,22.8,6.1,11.1,31.4,82,0,0,0,1,10.7,622.6,69,9,928.7,29.4,64,32.4,21.8
2026-07-28T12:40:00+05:30,2026-07-28 12:40:00,28.9,32.7,23.1,6.1,25.6,31.4,122,0,0,0,1,10.7,622.6,71,2,266.1,29.4,64,32.4,21.8
2026-07-27T16:35:00+05:30,2026-07-27 16:35:00,29.2,33,22.9,6.1,11.1,25.6,105,0,0,0,1,10.7,622.6,69,1,204.9,30.9,59,34.4,21.9
2026-07-27T16:30:00+05:30,2026-07-27 16:30:00,29.5,33.4,23,5.5,20.1,25.6,77,0,0,0,1,10.7,622.6,68,2,225,31,58,34.3,21.7
2026-07-27T16:25:00+05:30,2026-07-27 16:25:00,29.5,33.2,22.7,11.1,16.6,25.6,79,0,0,0,1,10.7,622.6,67,2,232.7,31,59,34.6,22.1
2026-07-27T16:21:00+05:30,2026-07-27 16:21:00,29.5,33.2,22.7,1.8,18.3,25.6,69,0,0,0,1,10.7,622.6,67,2,269,31,59,34.6,22.1
