"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2026-03-31T23:55:00+05:30,2026-03-31 23:55:00,23.8,24.5,21.5,0,0,13,59,0,0,0,0,12.2,124.7,87,0,0,29.6,60,32.1,21
2026-03-31T23:50:00+05:30,2026-03-31 23:50:00,23.9,24.6,21.6,0,0,13,60,0,0,0,0,12.2,124.7,87,0,0,29.6,60,32.1,21
2026-03-31T23:45:00+05:30,2026-03-31 23:45:00,24,24.7,21.7,0,0,13,55,0,0,0,0,12.2,124.7,87,0,0,29.7,60,32.3,21.1
2026-03-31T23:40:00+05:30,2026-03-31 23:40:00,24.2,24.9,21.7,0,0,13,53,0,0,0,0,12.2,124.7,86,0,0,29.7,60,32.3,21.1
2026-03-31T23:35:00+05:30,2026-03-31 23:35:00,24.3,25,21.8,0,0,13,58,0,0,0,0,12.2,124.7,86,0,0,29.7,60,32.3,21.1
2026-03-31T23:30:00+05:30,2026-03-31 23:30:00,24.3,25,21.8,0,0,13,55,0,0,0,0,12.2,124.7,86,0,0,29.7,60,32.3,21.1
2026-03-31T23:25:00+05:30,2026-03-31 23:25:00,24.5,25.2,21.8,0,0,13,55,0,0,0,0,12.2,124.7,85,0,0,29.8,60,32.4,21.2
2026-03-31T23:20:00+05:30,2026-03-31 23:20:00,24.5,25.2,21.8,0,0,13,51,0,0,0,0,12.2,124.7,85,0,0,29.8,60,32.4,21.2
2026-03-31T23:15:00+05:30,2026-03-31 23:15:00,24.5,25.2,21.8,0,0,13,55,0,0,0,0,12.2,124.7,85,0,0,29.8,60,32.4,21.2
2026-03-31T23:10:00+05:30,2026-03-31 23:10:00,24.4,25.1,21.7,0,0,13,61,0,0,0,0,12.2,124.7,85,0,0,29.9,60,32.6,21.3
2026-03-31T23:05:00+05:30,2026-03-31 23:05:00,24.6,25.3,21.9,0,0,13,60,0,0,0,0,12.2,124.7,85,0,0,30,60,32.8,21.4
2026-03-31T23:00:00+05:30,2026-03-31 23:00:00,24.6,25.3,21.9,0,0,13,57,0,0,0,0,12.2,124.7,85,0,0,30.1,60,33.1,21.5
2026-03-31T22:55:00+05:30,2026-03-31 22:55:00,24.7,25.5,22.4,0,0,13,62,0,0,0,0,12.2,124.7,87,0,0,30.2,60,33.3,21.6
2026-03-31T22:50:00+05:30,2026-03-31 22:50:00,24.9,25.8,23.1,0,0,13,53,0,0,0,0,12.2,124.7,90,0,0,30.2,60,33.3,21.6
2026-03-31T22:46:00+05:30,2026-03-31 22:46:00,24.8,25.7,23,0,0,13,51,0,0,0,0,12.2,124.7,90,0,0,30.2,60,33.3,21.6
2026-03-31T22:40:00+05:30,2026-03-31 22:40:00,24.8,25.6,22.8,0,0,13,53,0,0,0,0,12.2,124.7,89,0,0,30.2,60,33.3,21.6
2026-03-31T22:35:00+05:30,2026-03-31 22:35:00,24.7,25.6,22.8,0,0,13,54,0,0,0,0,12.2,124.7,89,0,0,30.2,60,33.3,21.6
2026-03-31T22:30:00+05:30,2026-03-31 22:30:00,24.8,25.6,22.8,0,0,13,55,0,0,0,0,12.2,124.7,89,0,0,30.3,60,33.4,21.6
2026-03-31T22:25:00+05:30,2026-03-31 22:25:00,24.9,25.8,22.9,0,0,13,55,0,0,0,0,12.2,124.7,89,0,0,30.3,60,33.4,21.6
2026-03-31T22:20:00+05:30,2026-03-31 22:20:00,25,25.9,23.1,0,0,13,52,0,0,0,0,12.2,124.7,89,0,0,30.3,60,33.4,21.6
2026-03-31T22:15:00+05:30,2026-03-31 22:15:00,25,25.9,23.1,0,0,13,54,0,0,0,0,12.2,124.7,89,0,0,30.4,60,33.6,21.7
2026-03-31T22:10:00+05:30,2026-03-31 22:10:00,25,25.9,23.1,0,0,13,59,0,0,0,0,12.2,124.7,89,0,0,30.4,60,33.6,21.7
2026-03-31T22:05:00+05:30,2026-03-31 22:05:00,25.1,26,23.4,0,0,13,60,0,0,0,0,12.2,124.7,90,0,0,30.4,60,33.6,21.7
