"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2025-07-31T23:55:00+05:30,2025-07-31 23:55:00,22.8,23.7,22.6,0,0,16.6,326,0,0,0,0,75.2,865.6,99,0,0,27.6,71,30.1,21.9
2025-07-31T23:51:00+05:30,2025-07-31 23:51:00,22.8,23.7,22.6,0,0,16.6,314,0,0,0,0,75.2,865.6,99,0,0,27.6,71,30.1,21.9
2025-07-31T23:45:00+05:30,2025-07-31 23:45:00,22.8,23.7,22.6,0,0,16.6,333,0,0,0,0,75.2,865.6,99,0,0,27.6,71,30.1,21.9
2025-07-31T23:40:00+05:30,2025-07-31 23:40:00,22.8,23.7,22.6,0,0,16.6,344,0,0,0,0,75.2,865.6,99,0,0,27.6,71,30.1,21.9
2025-07-31T23:35:00+05:30,2025-07-31 23:35:00,22.7,23.6,22.6,0,0,16.6,337,0,0,0,0,75.2,865.6,99,0,0,27.7,71,30.3,21.9
2025-07-31T23:30:00+05:30,2025-07-31 23:30:00,22.6,23.5,22.4,0,0,16.6,318,0,0,0,0,75.2,865.6,99,0,0,27.7,71,30.3,21.9
2025-07-31T23:25:00+05:30,2025-07-31 23:25:00,22.7,23.6,22.6,0,0,16.6,308,0,0,0,0,75.2,865.6,99,0,0,27.8,70,30.2,21.8
2025-07-31T23:20:00+05:30,2025-07-31 23:20:00,22.8,23.7,22.6,0,0,16.6,320,0,0,0,0,75.2,865.6,99,0,0,27.8,70,30.2,21.8
2025-07-31T23:15:00+05:30,2025-07-31 23:15:00,22.8,23.7,22.6,0,0,16.6,318,0,0,0,0,75.2,865.6,99,0,0,27.8,70,30.2,21.8
2025-07-31T23:10:00+05:30,2025-07-31 23:10:00,22.9,23.8,22.7,0,0,16.6,314,0,0,0,0,75.2,865.6,99,0,0,27.8,70,30.2,21.8
2025-07-31T23:05:00+05:30,2025-07-31 23:05:00,23,23.9,22.8,0,0,16.6,316,0,0,0,0,75.2,865.6,99,0,0,27.8,70,30.2,21.8
2025-07-31T23:00:00+05:30,2025-07-31 23:00:00,23.1,24.1,22.9,0,0,16.6,318,0,0,0,0,75.2,865.6,99,0,0,27.9,70,30.4,21.9
2025-07-31T22:55:00+05:30,2025-07-31 22:55:00,23.1,24.1,22.9,0,0,16.6,320,0,0,0,0,75.2,865.6,99,0,0,27.9,70,30.4,21.9
2025-07-31T22:50:00+05:30,2025-07-31 22:50:00,23.2,24.2,23.1,0,0,16.6,313,0,0,0,0,75.2,865.6,99,0,0,27.9,70,30.4,21.9
2025-07-31T22:46:00+05:30,2025-07-31 22:46:00,23.2,24.2,23.1,0,0,16.6,319,0,0,0,0,75.2,865.6,99,0,0,27.9,70,30.4,21.9
2025-07-31T22:40:00+05:30,2025-07-31 22:40:00,23.2,24.2,23.1,0,0,16.6,307,0,0,0,0,75.2,865.6,99,0,0,27.9,70,30.4,21.9
2025-07-31T22:35:00+05:30,2025-07-31 22:35:00,23.2,24.2,23.1,0,0,16.6,318,0,0,0,0,75.2,865.6,99,0,0,28,70,30.7,22
2025-07-31T22:30:00+05:30,2025-07-31 22:30:00,23.3,24.2,22.9,0,0,16.6,318,0,0,0,0,75.2,865.6,98,0,0,28,70,30.7,22
2025-07-31T22:25:00+05:30,2025-07-31 22:25:00,23.4,24.3,23.1,0,0,16.6,318,0,0,0,0,75.2,865.6,98,0,0,28,70,30.7,22
2025-07-31T22:20:00+05:30,2025-07-31 22:20:00,23.4,24.3,23.1,0,0,16.6,326,0,0,0,0,75.2,865.6,98,0,0,28,70,30.7,22
2025-07-31T22:15:00+05:30,2025-07-31 22:15:00,23.5,24.5,23.2,0,0,16.6,325,0,0,0,0,75.2,865.6,98,0,0,28.1,70,30.9,22.1
2025-07-31T22:10:00+05:30,2025-07-31 22:10:00,23.5,24.5,23.2,0,0,16.6,322,0,0,0,0,75.2,865.6,98,0,0,28.1,70,30.9,22.1
2025-07-31T22:05:00+05:30,2025-07-31 22:05:00,23.5,24.5,23.2,0,0,16.6,327,0,0,0,0,75.2,865.6,98,0,0,28.1,70,30.9,22.1
2025-07-31T22:00:00+05:30,2025-07-31 22:00:00,23.6,24.6,23.1,0,0,16.6,303,0,0,0,0,75.2,865.6,97,0,0,28.1,70,30.9,22.1
2025-07-31T21:55:00+05:30,2025-07-31 21:55:00,23.6,24.6,23.1,0,0,16.6,305,0,0,0,0,75.2,865.6,97,0,0,28.1,70,30.9,22.1
2025-07-31T21:50:00+05:30,2025-07-31 21:50:00,23.7,24.7,23.2,0,0,16.6,296,0,0,0,0,75.2,865.6,97,0,0,28.2,70,31.1,22.2
2025-07-31T21:45:00+05:30,2025-07-31 21:45:00,23.8,24.7,23.1,0,0,16.6,290,0,0,0,0,75.2,865.6,96,0,0,28.2,69,30.9,22
2025-07-31T21:41:00+05:30,2025-07-31 21:41:00,23.8,24.7,23.1,0,0,16.6,314,0,0,0,0,75.2,865.6,96,0,0,28.2,69,30.9,22
2025-07-31T21:35:00+05:30,2025-07-31 21:35:00,23.9,24.8,23.2,0,0,16.6,318,0,0,0,0,75.2,865.6,96,0,0,28.2,69,30.9,22
2025-07-31T21:30:00+05:30,2025-07-31 21:30:00,23.9,24.8,23.2,0,0,16.6,312,0,0,0,0,75.2,865.6,96,0,0,28.2,69,30.9,22
2025-07-31T21:25:00+05:30,2025-07-31 21:25:00,24.1,25.1,23.4,0,0,16.6,323,0,0,0,0,75.2,865.6,96,0,0,28.3,69,31.1,22.1
2025-07-31T21:20:00+05:30,2025-07-31 21:20:00,24,24.9,23.1,0,0,16.6,30,0,0,0,0,75.2,865.6,95,0,0,28.3,69,31.1,22.1
2025-07-31T21:15:00+05:30,2025-07-31 21:15:00,24,24.9,23.1,0,0,16.6,333,0,0,0,0,75.2,865.6,95,0,0,28.3,69,31.1,22.1
2025-07-31T21:10:00+05:30,2025-07-31 21:10:00,24,24.9,23.1,0,0,16.6,314,0,0,0,0,75.2,865.6,95,0,0,28.3,69,31.1,22.1
2025-07-31T21:05:00+05:30,2025-07-31 21:05:00,24.1,25.1,23.3,0,0,16.6,324,0,0,0,0,75.2,865.6,95,0,0,28.3,69,31.1,22.1
2025-07-31T21:00:00+05:30,2025-07-31 21:00:00,24.1,25.1,23.3,0,0,16.6,307,0,0,0,0,75.2,865.6,95,0,0,28.3,69,31.1,22.1
2025-07-31T20:55:00+05:30,2025-07-31 20:55:00,24.1,25.1,23.3,0,0,16.6,326,0,0,0,0,75.2,865.6,95,0,0,28.4,69,31.3,22.2
2025-07-31T20:50:00+05:30,2025-07-31 20:50:00,24.1,25.1,23.3,0,0,16.6,338,0,0,0,0,75.2,865.6,95,0,0,28.4,69,31.3,22.2
2025-07-31T20:45:00+05:30,2025-07-31 20:45:00,24.1,25.1,23.3,0,0,16.6,341,0,0,0,0,75.2,865.6,95,0,0,28.4,69,31.3,22.2
2025-07-31T20:40:00+05:30,2025-07-31 20:40:00,24.1,25.1,23.3,0,0,16.6,318,0,0,0,0,75.2,865.6,95,0,0,28.4,69,31.3,22.2
2025-07-31T20:36:00+05:30,2025-07-31 20:36:00,24.1,25.1,23.4,0,0,16.6,298,0,0,0,0,75.2,865.6,96,0,0,28.5,69,31.5,22.2
2025-07-31T20:30:00+05:30,2025-07-31 20:30:00,24.1,25.1,23.4,0,0,16.6,288,0,0,0,0,75.2,865.6,96,0,0,28.5,69,31.5,22.2
2025-07-31T20:25:00+05:30,2025-07-31 20:25:00,24.2,25.2,23.5,0,0,16.6,333,0,0,0,0,75.2,865.6,96,0,0,28.5,69,31.5,22.2
2025-07-31T20:20:00+05:30,2025-07-31 20:20:00,24.2,25.2,23.5,0,0,16.6,340,0,0,0,0,75.2,865.6,96,0,0,28.5,69,31.5,22.2
2025-07-31T20:15:00+05:30,2025-07-31 20:15:00,24.3,25.3,23.6,0,0,16.6,0,0,0,0,0,75.2,865.6,96,0,0,28.6,69,31.7,22.3
2025-07-31T20:10:00+05:30,2025-07-31 20:10:00,24.3,25.3,23.6,0,0,16.6,337,0,0,0,0,75.2,865.6,96,0,0,28.6,69,31.7,22.3
2025-07-31T20:05:00+05:30,2025-07-31 20:05:00,24.3,25.3,23.6,0,0,16.6,328,0,0,0,0,75.2,865.6,96,0,0,28.6,69,31.7,22.3
2025-07-31T20:00:00+05:30,2025-07-31 20:00:00,24.4,25.4,23.7,0,0,16.6,341,0,0,0,0,75.2,865.6,96,0,0,28.7,69,31.9,22.4
2025-07-31T19:55:00+05:30,2025-07-31 19:55:00,24.4,25.4,23.5,0,0,16.6,17,0,0,0,0,75.2,865.6,95,0,0,28.7,69,31.9,22.4
2025-07-31T19:50:00+05:30,2025-07-31 19:50:00,24.5,25.5,23.6,0,0,16.6,331,0,0,0,0,75.2,865.6,95,0,0,28.7,69,31.9,22.4
2025-07-31T19:45:00+05:30,2025-07-31 19:45:00,24.5,25.5,23.6,0,0,16.6,327,0,0,0,0,75.2,865.6,95,0,0,28.8,69,32.1,22.5
2025-07-31T19:40:00+05:30,2025-07-31 19:40:00,24.5,25.5,23.6,0,0,16.6,307,0,0,0,0,75.2,865.6,95,0,0,28.8,69,32.1,22.5
2025-07-31T19:35:00+05:30,2025-07-31 19:35:00,24.5,25.5,23.6,0,0,16.6,316,0,0,0,0,75.2,865.6,95,0,0,28.8,69,32.1,22.5
2025-07-31T19:30:00+05:30,2025-07-31 19:30:00,24.6,25.6,23.8,0,0,16.6,322,0,0,0,0,75.2,865.6,95,0,0,28.9,68,32.1,22.4
2025-07-31T19:25:00+05:30,2025-07-31 19:25:00,24.6,25.6,23.6,0,0,16.6,329,0,0,0,0,75.2,865.6,94,0,0,28.9,68,32.1,22.4
2025-07-31T19:20:00+05:30,2025-07-31 19:20:00,24.7,25.7,23.7,0,0,16.6,302,0,0,0,0,75.2,865.6,94,0,0,28.9,68,32.1,22.4
2025-07-31T19:15:00+05:30,2025-07-31 19:15:00,24.7,25.7,23.7,0,0,16.6,335,0,0,0,0,75.2,865.6,94,0,0,29,68,32.4,22.5
2025-07-31T19:10:00+05:30,2025-07-31 19:10:00,24.8,25.8,23.7,0,0,16.6,334,0,0,0,0,75.2,865.6,94,0,0,29,68,32.4,22.5
2025-07-31T19:05:00+05:30,2025-07-31 19:05:00,24.8,25.8,23.7,0,0,16.6,330,0,0,0,0,75.2,865.6,94,0,0,29,68,32.4,22.5
2025-07-31T19:00:00+05:30,2025-07-31 19:00:00,24.8,25.8,23.7,0,0,16.6,339,0,0,0,0,75.2,865.6,94,0,0,29,68,32.4,22.5
2025-07-31T18:55:00+05:30,2025-07-31 18:55:00,24.9,25.9,23.7,0,0,16.6,323,0,0,0,0,75.2,865.6,93,0,0,29.1,68,32.6,22.6
2025-07-31T18:50:00+05:30,2025-07-31 18:50:00,24.9,25.9,23.7,0,0,16.6,350,0,0,0,0,75.2,865.6,93,0,0,29.1,68,32.6,22.6
2025-07-31T18:45:00+05:30,2025-07-31 18:45:00,25,26,23.8,0,0,16.6,312,0,0,0,0,75.2,865.6,93,0,0,29.1,68,32.6,22.6
