"Date","Simple Date","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Heat Index (°C)","Sensor 1 Dew Point (°C)"
2026-06-30T23:55:00+05:30,2026-06-30 23:55:00,0,3.5,27.7,46,0,0,0.5,22.1,69.1,611.9,0,0,26.5,70,27.1,20.6
2026-06-30T23:50:00+05:30,2026-06-30 23:50:00,0.6,3.5,27.7,50,0,0,0.5,22.1,69.1,611.9,0,0,26.6,70,27.2,20.7
2026-06-30T23:45:00+05:30,2026-06-30 23:45:00,0.3,5.5,27.7,58,0,0,0.5,22.1,69.1,611.9,0,0,26.6,70,27.2,20.7
2026-06-30T23:40:00+05:30,2026-06-30 23:40:00,4.7,14.8,27.7,65,0,0,0.5,22.1,69.1,611.9,0,0,26.6,70,27.2,20.7
2026-06-30T23:35:00+05:30,2026-06-30 23:35:00,0,9.3,27.7,63,0,0,0.5,22.1,69.1,611.9,0,0,26.6,70,27.2,20.7
2026-06-30T23:31:00+05:30,2026-06-30 23:31:00,0,0,27.7,55,0,0,0.5,22.1,69.1,611.9,0,0,26.6,70,27.2,20.7
2026-06-30T23:25:00+05:30,2026-06-30 23:25:00,2.9,3.5,27.7,63,0,0,0.5,22.1,69.1,611.9,0,0,26.6,70,27.2,20.7
2026-06-30T23:20:00+05:30,2026-06-30 23:20:00,1.4,5.5,27.7,85,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T23:15:00+05:30,2026-06-30 23:15:00,0,1.8,27.7,55,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T23:10:00+05:30,2026-06-30 23:10:00,0,3.5,27.7,50,0,0,0.5,22.1,69.1,611.9,0,0,26.6,70,27.2,20.7
2026-06-30T23:05:00+05:30,2026-06-30 23:05:00,1.1,5.5,27.7,42,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T23:00:00+05:30,2026-06-30 23:00:00,0,7.2,27.7,54,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T22:55:00+05:30,2026-06-30 22:55:00,0,7.2,27.7,59,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T22:50:00+05:30,2026-06-30 22:50:00,0,0,27.7,56,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T22:45:00+05:30,2026-06-30 22:45:00,0,0,27.7,55,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T22:40:00+05:30,2026-06-30 22:40:00,6.4,7.2,27.7,48,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T22:35:00+05:30,2026-06-30 22:35:00,0,0,27.7,61,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T22:30:00+05:30,2026-06-30 22:30:00,0,3.5,27.7,69,0,0,0.5,22.1,69.1,611.9,0,0,26.7,70,28.4,20.8
2026-06-30T22:26:00+05:30,2026-06-30 22:26:00,1.1,3.5,27.7,63,0,0,0.5,22.1,69.1,611.9,0,0,26.7,69,28.3,20.6
2026-06-30T22:20:00+05:30,2026-06-30 22:20:00,3.2,5.5,27.7,67,0,0,0.5,22.1,69.1,611.9,0,0,26.8,69,28.4,20.6
2026-06-30T22:15:00+05:30,2026-06-30 22:15:00,4,11.1,27.7,64,0,0,0.5,22.1,69.1,611.9,0,0,26.8,69,28.4,20.6
2026-06-30T22:10:00+05:30,2026-06-30 22:10:00,0,7.2,27.7,48,0,0,0.5,22.1,69.1,611.9,0,0,26.8,69,28.4,20.6
2026-06-30T22:05:00+05:30,2026-06-30 22:05:00,6.4,9.3,27.7,43,0,0,0.5,22.1,69.1,611.9,0,0,26.8,69,28.4,20.6
2026-06-30T22:00:00+05:30,2026-06-30 22:00:00,3.5,11.1,27.7,62,0,0,0.5,22.1,69.1,611.9,0,0,26.8,69,28.4,20.6
2026-06-30T21:55:00+05:30,2026-06-30 21:55:00,1.8,9.3,27.7,70,0,0,0.5,22.1,69.1,611.9,0,0,26.9,69,28.6,20.7
2026-06-30T21:50:00+05:30,2026-06-30 21:50:00,0,11.1,27.7,72,0,0,0.5,22.1,69.1,611.9,0,0,26.9,69,28.6,20.7
2026-06-30T21:45:00+05:30,2026-06-30 21:45:00,0,5.5,27.7,60,0,0,0.5,22.1,69.1,611.9,0,0,26.9,69,28.6,20.7
2026-06-30T21:40:00+05:30,2026-06-30 21:40:00,0,7.2,27.7,58,0,0,0.5,22.1,69.1,611.9,0,0,27,69,28.8,20.8
2026-06-30T21:35:00+05:30,2026-06-30 21:35:00,6.1,11.1,27.7,89,0,0,0.5,22.1,69.1,611.9,0,0,27,69,28.8,20.8
2026-06-30T21:30:00+05:30,2026-06-30 21:30:00,2.1,7.2,27.7,52,0,0,0.5,22.1,69.1,611.9,0,0,27,69,28.8,20.8
2026-06-30T21:25:00+05:30,2026-06-30 21:25:00,4.7,9.3,27.7,70,0,0,0.5,22.1,69.1,611.9,0,0,27,68,28.7,20.6
2026-06-30T21:21:00+05:30,2026-06-30 21:21:00,4.3,9.3,27.7,72,0,0,0.5,22.1,69.1,611.9,0,0,27.1,68,28.9,20.7
2026-06-30T21:15:00+05:30,2026-06-30 21:15:00,6.1,9.3,27.7,75,0,0,0.5,22.1,69.1,611.9,0,0,27.1,68,28.9,20.7
2026-06-30T21:10:00+05:30,2026-06-30 21:10:00,1.1,7.2,27.7,63,0,0,0.5,22.1,69.1,611.9,0,0,27.1,68,28.9,20.7
2026-06-30T21:05:00+05:30,2026-06-30 21:05:00,2.1,5.5,27.7,104,0,0,0.5,22.1,69.1,611.9,0,0,27.1,68,28.9,20.7
2026-06-30T21:00:00+05:30,2026-06-30 21:00:00,6.1,11.1,27.7,49,0,0,0.5,22.1,69.1,611.9,0,0,27.1,68,28.9,20.7
2026-06-30T20:55:00+05:30,2026-06-30 20:55:00,11.1,13,27.7,75,0,0,0.5,22.1,69.1,611.9,0,0,27.1,68,28.9,20.7
2026-06-30T20:50:00+05:30,2026-06-30 20:50:00,0,3.5,27.7,49,0,0,0.5,22.1,69.1,611.9,0,0,27.2,68,29.1,20.8
2026-06-30T20:45:00+05:30,2026-06-30 20:45:00,2.1,5.5,27.7,34,0,0,0.5,22.1,69.1,611.9,0,0,27.2,68,29.1,20.8
2026-06-30T20:40:00+05:30,2026-06-30 20:40:00,5.5,14.8,27.7,46,0,0,0.5,22.1,69.1,611.9,0,0,27.2,67,28.9,20.6
2026-06-30T20:35:00+05:30,2026-06-30 20:35:00,1.1,5.5,27.7,74,0,0,0.5,22.1,69.1,611.9,0,0,27.3,67,29.1,20.6
2026-06-30T20:30:00+05:30,2026-06-30 20:30:00,3.5,5.5,27.7,70,0,0,0.5,22.1,69.1,611.9,0,0,27.2,67,28.9,20.6
2026-06-30T20:25:00+05:30,2026-06-30 20:25:00,0.3,9.3,27.7,53,0,0,0.5,22.1,69.1,611.9,0,0,27.3,67,29.1,20.6
2026-06-30T20:20:00+05:30,2026-06-30 20:20:00,6.1,7.2,27.7,53,0,0,0.5,22.1,69.1,611.9,0,0,27.3,67,29.1,20.6
2026-06-30T20:15:00+05:30,2026-06-30 20:15:00,0,9.3,27.7,49,0,0,0.5,22.1,69.1,611.9,0,0,27.3,67,29.1,20.6
2026-06-30T20:10:00+05:30,2026-06-30 20:10:00,1.1,5.5,27.7,56,0,0,0.5,22.1,69.1,611.9,0,0,27.3,67,29.1,20.6
2026-06-30T20:05:00+05:30,2026-06-30 20:05:00,4.3,9.3,27.7,69,0,0,0.5,22.1,69.1,611.9,0,0,27.4,67,29.2,20.7
2026-06-30T20:01:00+05:30,2026-06-30 20:01:00,4.7,13,27.7,64,0,0,0.5,22.1,69.1,611.9,0,0,27.4,67,29.2,20.7
2026-06-30T19:55:00+05:30,2026-06-30 19:55:00,2.9,9.3,27.7,64,0,0,0.5,22.1,69.1,611.9,0,0,27.4,67,29.2,20.7
2026-06-30T19:50:00+05:30,2026-06-30 19:50:00,0.3,3.5,27.7,73,0,0,0.5,22.1,69.1,611.9,0,0,27.5,67,29.4,20.8
2026-06-30T19:45:00+05:30,2026-06-30 19:45:00,0,7.2,27.7,49,0,0,0.5,22.1,69.1,611.9,0,0,27.5,67,29.4,20.8
2026-06-30T19:40:00+05:30,2026-06-30 19:40:00,1.1,11.1,27.7,63,0,0,0.5,22.1,69.1,611.9,0,0,27.5,67,29.4,20.8
2026-06-30T19:35:00+05:30,2026-06-30 19:35:00,1.4,5.5,27.7,50,0,0,0.5,22.1,69.1,611.9,0,0,27.5,67,29.4,20.8
2026-06-30T19:30:00+05:30,2026-06-30 19:30:00,0,7.2,27.7,86,0,0,0.5,22.1,69.1,611.9,0,0,27.5,67,29.4,20.8
2026-06-30T19:25:00+05:30,2026-06-30 19:25:00,0.6,7.2,27.7,57,0,0,0.5,22.1,69.1,611.9,0,0,27.5,67,29.4,20.8
2026-06-30T19:20:00+05:30,2026-06-30 19:20:00,0,11.1,27.7,64,0,0,0.5,22.1,69.1,611.9,0,0,27.6,67,29.6,20.9
2026-06-30T19:15:00+05:30,2026-06-30 19:15:00,1.4,5.5,27.7,50,0,0,0.5,22.1,69.1,611.9,0,0,27.6,67,29.6,20.9
2026-06-30T19:10:00+05:30,2026-06-30 19:10:00,1.4,3.5,27.7,45,0,0,0.5,22.1,69.1,611.9,0,0,27.6,67,29.6,20.9
2026-06-30T19:05:00+05:30,2026-06-30 19:05:00,2.1,5.5,27.7,58,0,0,0.5,22.1,69.1,611.9,0,0,27.6,67,29.6,20.9
2026-06-30T19:00:00+05:30,2026-06-30 19:00:00,1.4,7.2,27.7,73,0,0,0.5,22.1,69.1,611.9,0,0,27.6,67,29.6,20.9
2026-06-30T18:56:00+05:30,2026-06-30 18:56:00,0,5.5,27.7,68,0,0,0.5,22.1,69.1,611.9,0,0,27.7,67,29.8,21
2026-06-30T18:50:00+05:30,2026-06-30 18:50:00,0,7.2,27.7,52,0,0,0.5,22.1,69.1,611.9,0,0,27.7,67,29.8,21
2026-06-30T18:45:00+05:30,2026-06-30 18:45:00,5.5,7.2,27.7,73,0,0,0.5,22.1,69.1,611.9,0,0,27.7,67,29.8,21
2026-06-30T18:40:00+05:30,2026-06-30 18:40:00,3.2,9.3,27.7,67,0,0,0.5,22.1,69.1,611.9,0,0.2,27.7,66,29.7,20.8
2026-06-30T18:35:00+05:30,2026-06-30 18:35:00,1.8,7.2,27.7,41,0,0,0.5,22.1,69.1,611.9,0,0.5,27.8,66,29.8,20.8
2026-06-30T18:30:00+05:30,2026-06-30 18:30:00,0.6,5.5,27.7,89,0,0,0.5,22.1,69.1,611.9,0,1.5,27.8,66,29.8,20.8
2026-06-30T18:25:00+05:30,2026-06-30 18:25:00,3.5,11.1,27.7,58,0,0,0.5,22.1,69.1,611.9,0,3.2,27.8,66,29.8,20.8
2026-06-30T18:20:00+05:30,2026-06-30 18:20:00,3.5,14.8,27.7,76,0,0,0.5,22.1,69.1,611.9,0,5.3,27.8,66,29.8,20.8
2026-06-30T18:15:00+05:30,2026-06-30 18:15:00,1.1,5.5,27.7,82,0,0,0.5,22.1,69.1,611.9,0,8.9,27.9,66,29.9,20.9
2026-06-30T18:10:00+05:30,2026-06-30 18:10:00,2.6,13,27.7,61,0,0,0.5,22.1,69.1,611.9,0,14.2,27.9,66,29.9,20.9
2026-06-30T18:05:00+05:30,2026-06-30 18:05:00,2.9,14.8,27.7,61,0,0,0.5,22.1,69.1,611.9,0,20.1,28,66,30.2,21.1
2026-06-30T18:00:00+05:30,2026-06-30 18:00:00,4.7,11.1,27.7,67,0,0,0.5,22.1,69.1,611.9,0,28.6,28,66,30.2,21.1
2026-06-30T17:55:00+05:30,2026-06-30 17:55:00,1.1,13,27.7,98,0,0,0.5,22.1,69.1,611.9,0,38.3,28,66,30.2,21.1
2026-06-30T17:51:00+05:30,2026-06-30 17:51:00,1.1,14.8,27.7,59,0,0,0.5,22.1,69.1,611.9,0,46.3,28,66,30.2,21.1
2026-06-30T17:45:00+05:30,2026-06-30 17:45:00,3.5,5.5,27.7,64,0,0,0.5,22.1,69.1,611.9,0,52.8,28,66,30.2,21.1
2026-06-30T17:40:00+05:30,2026-06-30 17:40:00,2.9,14.8,27.7,84,0,0,0.5,22.1,69.1,611.9,0,56.7,28.1,66,30.3,21.2
2026-06-30T17:35:00+05:30,2026-06-30 17:35:00,3.5,9.3,27.7,63,0,0,0.5,22.1,69.1,611.9,0,60.3,28.1,66,30.3,21.2
2026-06-30T17:30:00+05:30,2026-06-30 17:30:00,0,11.1,27.7,58,0,0,0.5,22.1,69.1,611.9,0,53.6,28.1,66,30.3,21.2
2026-06-30T17:25:00+05:30,2026-06-30 17:25:00,0,11.1,27.7,92,0,0,0.5,22.1,69.1,611.9,0,58.1,28.2,65,30.4,21
2026-06-30T17:20:00+05:30,2026-06-30 17:20:00,0.6,14.8,27.7,55,0,0,0.5,22.1,69.1,611.9,0,57.5,28.2,66,30.6,21.3
2026-06-30T17:15:00+05:30,2026-06-30 17:15:00,9.7,11.1,27.7,91,0,0,0.5,22.1,69.1,611.9,0,61.5,28.3,66,30.7,21.3
2026-06-30T17:10:00+05:30,2026-06-30 17:10:00,3.2,18.3,27.7,69,0,0,0.5,22.1,69.1,611.9,0,82.9,28.3,66,30.7,21.3
2026-06-30T17:05:00+05:30,2026-06-30 17:05:00,7.2,18.3,27.7,74,0,0,0.5,22.1,69.1,611.9,0,86.5,28.4,66,30.8,21.4
2026-06-30T17:00:00+05:30,2026-06-30 17:00:00,6.1,11.1,27.7,89,0,0,0.5,22.1,69.1,611.9,1,106.3,28.4,66,30.8,21.4
2026-06-30T16:55:00+05:30,2026-06-30 16:55:00,0.3,5.5,27.7,90,0,0,0.5,22.1,69.1,611.9,0,97.7,28.4,67,31,21.7
2026-06-30T16:50:00+05:30,2026-06-30 16:50:00,3.5,16.6,27.7,64,0,0,0.5,22.1,69.1,611.9,1,109.3,28.4,67,31,21.7
2026-06-30T16:45:00+05:30,2026-06-30 16:45:00,3.2,14.8,27.7,58,0,0,0.5,22.1,69.1,611.9,1,144.2,28.5,67,31.2,21.8
2026-06-30T16:40:00+05:30,2026-06-30 16:40:00,6.9,14.8,27.7,48,0,0,0.5,22.1,69.1,611.9,1,158.8,28.5,67,31.2,21.8
2026-06-30T16:35:00+05:30,2026-06-30 16:35:00,2.6,13,27.7,56,0,0,0.5,22.1,69.1,611.9,1,175.8,28.5,67,31.2,21.8
2026-06-30T16:30:00+05:30,2026-06-30 16:30:00,2.1,13,27.7,59,0,0,0.5,22.1,69.1,611.9,1,191.9,28.5,68,31.3,22
2026-06-30T16:25:00+05:30,2026-06-30 16:25:00,5.5,9.3,27.7,99,0,0,0.5,22.1,69.1,611.9,2,218.2,28.5,68,31.3,22
2026-06-30T16:20:00+05:30,2026-06-30 16:20:00,1.1,9.3,27.7,50,0,0,0.5,22.1,69.1,611.9,1,169.8,28.6,67,31.4,21.9
2026-06-30T16:15:00+05:30,2026-06-30 16:15:00,4.3,14.8,27.7,12,0,0,0.5,22.1,69.1,611.9,1,180,28.6,68,31.6,22.1
2026-06-30T16:10:00+05:30,2026-06-30 16:10:00,4.3,13,27.7,121,0,0,0.5,22.1,69.1,611.9,2,294.2,28.7,68,31.8,22.2
2026-06-30T16:05:00+05:30,2026-06-30 16:05:00,13,16.6,27.7,67,0,0,0.5,22.1,69.1,611.9,2,213,28.7,68,31.8,22.2
2026-06-30T16:00:00+05:30,2026-06-30 16:00:00,0.3,9.3,27.7,67,0,0,0.5,22.1,69.1,611.9,3,312.3,28.8,68,31.9,22.3
2026-06-30T15:55:00+05:30,2026-06-30 15:55:00,0.3,14.8,27.7,67,0,0,0.5,22.1,69.1,611.9,3,315.9,28.7,67,31.6,22
2026-06-30T15:50:00+05:30,2026-06-30 15:50:00,2.9,5.5,27.7,57,0,0,0.5,22.1,69.1,611.9,3,330,28.7,67,31.6,22
2026-06-30T15:45:00+05:30,2026-06-30 15:45:00,2.1,16.6,27.7,51,0,0,0.5,22.1,69.1,611.9,3,353.1,28.6,66,31.3,21.6
2026-06-30T15:40:00+05:30,2026-06-30 15:40:00,6.4,9.3,27.7,61,0,0,0.5,22.1,69.1,611.9,3,371,28.6,67,31.4,21.9
2026-06-30T15:35:00+05:30,2026-06-30 15:35:00,7.9,13,27.7,75,0,0,0.5,22.1,69.1,611.9,3,409.8,28.5,67,31.2,21.8
2026-06-30T15:30:00+05:30,2026-06-30 15:30:00,3.5,9.3,27.7,50,0,0,0.5,22.1,69.1,611.9,3,406.4,28.5,68,31.3,22
2026-06-30T15:26:00+05:30,2026-06-30 15:26:00,4.7,7.2,27.7,118,0,0,0.5,22.1,69.1,611.9,4,417.2,28.4,68,31.1,21.9
2026-06-30T15:20:00+05:30,2026-06-30 15:20:00,2.9,13,27.7,63,0,0,0.5,22.1,69.1,611.9,4,435.8,28.4,68,31.1,21.9
2026-06-30T15:15:00+05:30,2026-06-30 15:15:00,3.2,7.2,27.7,75,0,0,0.5,22.1,69.1,611.9,4,458.3,28.3,69,31.1,22.1
2026-06-30T15:10:00+05:30,2026-06-30 15:10:00,3.5,9.3,27.7,64,0,0,0.5,22.1,69.1,611.9,4,471.6,28.3,69,31.1,22.1
2026-06-30T15:05:00+05:30,2026-06-30 15:05:00,4.7,18.3,27.7,83,0,0,0.5,22.1,69.1,611.9,4,492,28.2,69,30.9,22
2026-06-30T15:00:00+05:30,2026-06-30 15:00:00,3.5,11.1,27.7,55,0,0,0.5,22.1,69.1,611.9,5,513.5,28.2,70,31.1,22.2
2026-06-30T14:55:00+05:30,2026-06-30 14:55:00,3.2,21.9,27.7,66,0,0,0.5,22.1,69.1,611.9,5,535.6,28.2,71,31.2,22.4
2026-06-30T14:50:00+05:30,2026-06-30 14:50:00,5.5,7.2,27.7,71,0,0,0.5,22.1,69.1,611.9,5,545,28.2,72,31.4,22.7
2026-06-30T14:45:00+05:30,2026-06-30 14:45:00,3.2,7.2,27.7,51,0,0,0.5,22.1,69.1,611.9,5,601.4,28.2,72,31.4,22.7
2026-06-30T14:40:00+05:30,2026-06-30 14:40:00,9,18.3,27.7,70,0,0,0.5,22.1,69.1,611.9,5,586.2,28.2,73,31.6,22.9
2026-06-30T14:35:00+05:30,2026-06-30 14:35:00,1.4,16.6,27.7,71,0,0,0.5,22.1,69.1,611.9,5,595.6,28.1,74,31.4,23
2026-06-30T14:30:00+05:30,2026-06-30 14:30:00,6.1,16.6,27.7,71,0,0,0.5,22.1,69.1,611.9,6,632.6,28.1,75,31.6,23.3
2026-06-30T14:25:00+05:30,2026-06-30 14:25:00,3.2,18.3,27.7,104,0,0,0.5,22.1,69.1,611.9,6,674.7,28,75,31.3,23.2
2026-06-30T14:21:00+05:30,2026-06-30 14:21:00,2.1,5.5,27.7,62,0,0,0.5,22.1,69.1,611.9,6,696.5,27.9,75,31.1,23.1
2026-06-30T14:15:00+05:30,2026-06-30 14:15:00,1.1,13,27.7,115,0,0,0.5,22.1,69.1,611.9,8,832.3,27.9,74,31,22.8
2026-06-30T14:10:00+05:30,2026-06-30 14:10:00,5.5,21.9,27.7,99,0,0,0.5,22.1,69.1,611.9,1,132.5,27.9,74,31,22.8
2026-06-30T14:05:00+05:30,2026-06-30 14:05:00,4,13,27.7,61,0,0,0.5,22.1,69.1,611.9,7,754.9,27.8,75,30.9,22.9
2026-06-30T14:00:00+05:30,2026-06-30 14:00:00,8.2,14.8,27.7,24,0,0,0.5,22.1,69.1,611.9,6,706.2,27.8,75,30.9,22.9
2026-06-30T13:55:00+05:30,2026-06-30 13:55:00,5,13,27.7,89,0,0,0.5,22.1,69.1,611.9,1,200.5,27.8,75,30.9,22.9
2026-06-30T13:50:00+05:30,2026-06-30 13:50:00,7.2,14.8,27.7,156,0,0,0.5,22.1,69.1,611.9,6,671.8,27.8,75,30.9,22.9
2026-06-30T13:45:00+05:30,2026-06-30 13:45:00,10.5,16.6,27.7,70,0,0.5,0.5,22.1,69.1,611.9,7,790,27.8,76,31,23.2
2026-06-30T13:40:00+05:30,2026-06-30 13:40:00,0,13,27.7,43,0,0.5,0.5,22.1,69.1,611.9,2,279.3,27.8,75,30.9,22.9
2026-06-30T13:35:00+05:30,2026-06-30 13:35:00,0,5.5,27.7,49,0,0.5,0.5,22.1,69.1,611.9,2,270.1,27.8,75,30.9,22.9
2026-06-30T13:30:00+05:30,2026-06-30 13:30:00,0,1.8,27.7,335,0,0.5,0.5,22.1,69.1,611.9,1,128.1,27.8,75,30.9,22.9
2026-06-30T13:25:00+05:30,2026-06-30 13:25:00,1.8,3.5,27.7,67,0,0.5,0.5,22.1,69.1,611.9,7,786.8,27.7,74,30.6,22.7
2026-06-30T13:20:00+05:30,2026-06-30 13:20:00,3.5,18.3,27.7,224,0,0.5,0.5,22.1,69.1,611.9,2,232.8,27.7,74,30.6,22.7
2026-06-30T13:16:00+05:30,2026-06-30 13:16:00,6.1,21.9,27.7,96,0,0.5,0.5,22.1,69.1,611.9,3,397.3,27.6,75,30.5,22.8
2026-06-30T13:10:00+05:30,2026-06-30 13:10:00,7.2,23.8,27.7,54,0,0.5,0.5,22.1,69.1,611.9,6,653.2,27.6,76,30.7,23
2026-06-30T13:05:00+05:30,2026-06-30 13:05:00,0,9.3,27.7,65,0,0.5,0.5,22.1,69.1,611.9,9,988.9,27.5,77,30.5,23.1
2026-06-30T13:00:00+05:30,2026-06-30 13:00:00,3.5,13,27.7,152,0,0.5,0.5,22.1,69.1,611.9,8,858.6,27.4,77,30.3,23
2026-06-30T12:55:00+05:30,2026-06-30 12:55:00,7.2,11.1,27.7,69,0,0.5,0.5,22.1,69.1,611.9,8,866.9,27.4,77,30.3,23
2026-06-30T12:50:00+05:30,2026-06-30 12:50:00,2.1,9.3,27.7,63,0,0.5,0.5,22.1,69.1,611.9,8,876.2,27.3,78,30.2,23.1
2026-06-30T12:45:00+05:30,2026-06-30 12:45:00,2.1,13,27.7,73,1.8,0.5,0.5,22.1,69.1,611.9,8,889.6,27.3,77,30.1,22.9
2026-06-30T12:40:00+05:30,2026-06-30 12:40:00,5.5,9.3,27.7,92,1.8,0.5,0.5,22.1,69.1,611.9,5,601.2,27.4,76,30.2,22.8
2026-06-30T12:35:00+05:30,2026-06-30 12:35:00,4.7,11.1,27.7,55,1.3,0.3,0.3,21.8,68.8,611.6,1,186.4,27.5,75,30.3,22.7
2026-06-30T12:30:00+05:30,2026-06-30 12:30:00,2.9,5.5,27.7,81,0,0,0,21.6,68.6,611.4,0,99.1,27.4,74,29.9,22.3
2026-06-30T12:25:00+05:30,2026-06-30 12:25:00,1.4,14.8,27.7,72,0,0,0,21.6,68.6,611.4,1,128.3,27.4,74,29.9,22.3
2026-06-30T12:20:00+05:30,2026-06-30 12:20:00,4.7,9.3,27.7,81,0,0,0,21.6,68.6,611.4,1,157.6,27.5,74,30.2,22.4
2026-06-30T12:15:00+05:30,2026-06-30 12:15:00,0.6,7.2,27.7,47,0,0,0,21.6,68.6,611.4,4,426.9,27.5,74,30.2,22.4
2026-06-30T12:11:00+05:30,2026-06-30 12:11:00,2.1,9.3,27.7,93,0,0,0,21.6,68.6,611.4,0,83.1,27.4,74,29.9,22.3
2026-06-30T12:05:00+05:30,2026-06-30 12:05:00,6.9,9.3,27.7,76,0,0,0,21.6,68.6,611.4,1,126.4,27.5,74,30.2,22.4
2026-06-30T12:00:00+05:30,2026-06-30 12:00:00,0,7.2,27.7,85,0,0,0,21.6,68.6,611.4,2,231.3,27.5,74,30.2,22.4
2026-06-30T11:55:00+05:30,2026-06-30 11:55:00,7.2,9.3,27.7,57,0,0,0,21.6,68.6,611.4,0,77.3,27.4,74,29.9,22.3
2026-06-30T11:50:00+05:30,2026-06-30 11:50:00,7.2,9.3,27.7,76,0,0,0,21.6,68.6,611.4,1,113.2,27.4,73,29.8,22.1
2026-06-30T11:45:00+05:30,2026-06-30 11:45:00,7.2,13,27.7,44,0,21.6,0,21.6,68.6,611.4,4,483.6,27.4,73,29.8,22.1
2026-06-30T11:40:00+05:30,2026-06-30 11:40:00,7.9,16.6,27.7,43,0,21.6,0,21.6,68.6,611.4,2,293.1,27.3,73,29.6,22
2026-06-30T11:35:00+05:30,2026-06-30 11:35:00,4.7,18.3,27.7,88,0,21.6,0,21.6,68.6,611.4,7,743.9,27.3,73,29.6,22
2026-06-30T11:30:00+05:30,2026-06-30 11:30:00,15.1,23.8,27.7,134,0,21.6,0,21.6,68.6,611.4,8,888.3,27.2,73,29.5,21.9
2026-06-30T11:25:00+05:30,2026-06-30 11:25:00,8.7,11.1,27.7,93,0,21.6,0,21.6,68.6,611.4,8,868.9,27.2,73,29.5,21.9
2026-06-30T11:20:00+05:30,2026-06-30 11:20:00,0,7.2,27.7,85,0,21.6,0,21.6,68.6,611.4,1,130.2,27.1,73,29.3,21.8
2026-06-30T11:15:00+05:30,2026-06-30 11:15:00,2.9,11.1,27.7,244,0,21.6,0,21.6,68.6,611.4,1,166.5,27.1,73,29.3,21.8
2026-06-30T11:10:00+05:30,2026-06-30 11:10:00,7.2,13,27.7,28,0,21.6,0,21.6,68.6,611.4,1,203.9,27.1,73,29.3,21.8
2026-06-30T11:05:00+05:30,2026-06-30 11:05:00,4.3,14.8,27.7,35,0,21.6,0,21.6,68.6,611.4,3,343.8,27,73,29.1,21.7
2026-06-30T11:00:00+05:30,2026-06-30 11:00:00,2.9,13,27.7,18,0,21.6,0,21.6,68.6,611.4,3,385.5,26.9,73,28.9,21.6
2026-06-30T10:55:00+05:30,2026-06-30 10:55:00,2.1,16.6,27.7,79,0,21.6,0,21.6,68.6,611.4,2,245.1,26.8,73,28.7,21.5
2026-06-30T10:50:00+05:30,2026-06-30 10:50:00,7.6,13,27.7,41,0,21.6,0,21.6,68.6,611.4,7,814.3,26.8,73,28.7,21.5
2026-06-30T10:45:00+05:30,2026-06-30 10:45:00,3.5,11.1,27.7,92,0,21.6,0,21.6,68.6,611.4,1,134.5,26.8,73,28.7,21.5
2026-06-30T10:40:00+05:30,2026-06-30 10:40:00,1.4,13,27.7,41,0,21.6,0,21.6,68.6,611.4,1,183.1,26.7,73,28.6,21.4
2026-06-30T10:35:00+05:30,2026-06-30 10:35:00,5.5,13,27.7,51,0,21.6,0,21.6,68.6,611.4,1,175.9,26.7,73,28.6,21.4
2026-06-30T10:30:00+05:30,2026-06-30 10:30:00,1.8,9.3,27.7,32,0,21.6,0,21.6,68.6,611.4,5,588.2,26.7,73,28.6,21.4
2026-06-30T10:25:00+05:30,2026-06-30 10:25:00,4.3,13,23.8,73,0,21.6,0,21.6,68.6,611.4,7,794.3,26.6,74,27.3,21.6
2026-06-30T10:20:00+05:30,2026-06-30 10:20:00,7.9,11.1,23.8,71,0,21.6,0,21.6,68.6,611.4,1,164.9,26.6,74,27.3,21.6
2026-06-30T10:15:00+05:30,2026-06-30 10:15:00,2.9,14.8,23.8,60,0,21.6,0,21.6,68.6,611.4,1,139.7,26.6,74,27.3,21.6
2026-06-30T10:10:00+05:30,2026-06-30 10:10:00,0.3,9.3,23.8,12,0,21.6,0,21.6,68.6,611.4,7,761.2,26.5,74,27.1,21.5
2026-06-30T10:05:00+05:30,2026-06-30 10:05:00,0,9.3,23.8,350,0,21.6,0,21.6,68.6,611.4,8,861.2,26.4,74,27,21.4
