"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2025-09-30T23:55:00+05:30,2025-09-30 23:55:00,23.6,24.2,20.9,0,0,27.7,343,0,0,0,2,73.7,1002,85,0,0,27.2,63,28.6,19.6
2025-09-30T23:50:00+05:30,2025-09-30 23:50:00,23.7,24.4,21,0,0,27.7,334,0,0,0,2,73.7,1002,85,0,0,27.2,63,28.6,19.6
2025-09-30T23:45:00+05:30,2025-09-30 23:45:00,23.7,24.3,20.9,0,0,27.7,338,0,0,0,2,73.7,1002,84,0,0,27.2,63,28.6,19.6
2025-09-30T23:40:00+05:30,2025-09-30 23:40:00,23.7,24.3,20.9,0,0,27.7,341,0,0,0,2,73.7,1002,84,0,0,27.3,62,28.6,19.3
2025-09-30T23:36:00+05:30,2025-09-30 23:36:00,23.8,24.4,20.9,0,0,27.7,344,0,0,0,2,73.7,1002,84,0,0,27.3,62,28.6,19.3
2025-09-30T23:30:00+05:30,2025-09-30 23:30:00,23.9,24.5,21,0,0,27.7,348,0,0,0,2,73.7,1002,84,0,0,27.3,62,28.6,19.3
2025-09-30T23:25:00+05:30,2025-09-30 23:25:00,23.9,24.5,21,0,0,27.7,348,0,0,0,2,73.7,1002,84,0,0,27.4,62,28.8,19.4
2025-09-30T23:20:00+05:30,2025-09-30 23:20:00,23.9,24.5,21,0,0,27.7,340,0,0,0,2,73.7,1002,84,0,0,27.4,62,28.8,19.4
2025-09-30T23:15:00+05:30,2025-09-30 23:15:00,24,24.6,21.1,0,0,27.7,320,0,0,0,2,73.7,1002,84,0,0,27.4,62,28.8,19.4
2025-09-30T23:10:00+05:30,2025-09-30 23:10:00,24,24.6,20.9,0,1.8,27.7,334,0,0,0,2,73.7,1002,83,0,0,27.5,62,28.9,19.6
2025-09-30T23:05:00+05:30,2025-09-30 23:05:00,23.9,24.5,21,0,0,27.7,318,0,0,0,2,73.7,1002,84,0,0,27.5,62,28.9,19.6
2025-09-30T23:00:00+05:30,2025-09-30 23:00:00,23.9,24.5,21,0,0,27.7,326,0,0,0,2,73.7,1002,84,0,0,27.5,62,28.9,19.6
2025-09-30T22:55:00+05:30,2025-09-30 22:55:00,23.9,24.5,21,0,0,27.7,336,0,0,0,2,73.7,1002,84,0,0,27.5,62,28.9,19.6
2025-09-30T22:50:00+05:30,2025-09-30 22:50:00,24,24.6,21.1,0,0,27.7,309,0,0,0,2,73.7,1002,84,0,0,27.6,62,29.1,19.7
2025-09-30T22:45:00+05:30,2025-09-30 22:45:00,23.9,24.5,21,0,0,27.7,344,0,0,0,2,73.7,1002,84,0,0,27.6,62,29.1,19.7
2025-09-30T22:40:00+05:30,2025-09-30 22:40:00,24,24.6,21.1,0,0,27.7,308,0,0,0,2,73.7,1002,84,0,0,27.6,62,29.1,19.7
2025-09-30T22:35:00+05:30,2025-09-30 22:35:00,24.1,24.8,21.2,0,0,27.7,341,0,0,0,2,73.7,1002,84,0,0,27.6,62,29.1,19.7
2025-09-30T22:31:00+05:30,2025-09-30 22:31:00,24.2,24.9,21.1,0,0,27.7,348,0,0,0,2,73.7,1002,83,0,0,27.7,62,29.3,19.8
2025-09-30T22:25:00+05:30,2025-09-30 22:25:00,24.3,24.9,21.2,0,0,27.7,345,0,0,0,2,73.7,1002,83,0,0,27.7,62,29.3,19.8
2025-09-30T22:20:00+05:30,2025-09-30 22:20:00,24.3,24.9,21,0,0,27.7,340,0,0,0,2,73.7,1002,82,0,0,27.8,62,29.3,19.8
2025-09-30T22:15:00+05:30,2025-09-30 22:15:00,24.3,24.9,21,0,0,27.7,350,0,0,0,2,73.7,1002,82,0,0,27.8,62,29.3,19.8
2025-09-30T22:10:00+05:30,2025-09-30 22:10:00,24.3,24.9,21.2,0,1.8,27.7,351,0,0,0,2,73.7,1002,83,0,0,27.8,62,29.3,19.8
