"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2025-01-31T23:55:00+05:30,2025-01-31 23:55:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.1,79,26.8,22.2
2025-01-31T23:50:00+05:30,2025-01-31 23:50:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.1,79,26.8,22.2
2025-01-31T23:45:00+05:30,2025-01-31 23:45:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.1,79,26.8,22.2
2025-01-31T23:40:00+05:30,2025-01-31 23:40:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.1,79,26.8,22.2
2025-01-31T23:35:00+05:30,2025-01-31 23:35:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.1,79,26.8,22.2
2025-01-31T23:30:00+05:30,2025-01-31 23:30:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.2,79,26.9,22.3
2025-01-31T23:26:00+05:30,2025-01-31 23:26:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.2,79,26.9,22.3
2025-01-31T23:20:00+05:30,2025-01-31 23:20:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.2,79,26.9,22.3
2025-01-31T23:15:00+05:30,2025-01-31 23:15:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.2,79,26.9,22.3
2025-01-31T23:10:00+05:30,2025-01-31 23:10:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.2,79,26.9,22.3
2025-01-31T23:05:00+05:30,2025-01-31 23:05:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.2,79,26.9,22.3
2025-01-31T23:00:00+05:30,2025-01-31 23:00:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.2,79,26.9,22.3
2025-01-31T22:55:00+05:30,2025-01-31 22:55:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.3,78,27,22.1
2025-01-31T22:50:00+05:30,2025-01-31 22:50:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.3,78,27,22.1
2025-01-31T22:45:00+05:30,2025-01-31 22:45:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.3,78,27,22.1
2025-01-31T22:40:00+05:30,2025-01-31 22:40:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.3,78,27,22.1
2025-01-31T22:35:00+05:30,2025-01-31 22:35:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.3,78,27,22.1
2025-01-31T22:30:00+05:30,2025-01-31 22:30:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.3,78,27,22.1
2025-01-31T22:25:00+05:30,2025-01-31 22:25:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.3,78,27,22.1
2025-01-31T22:21:00+05:30,2025-01-31 22:21:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.4,78,27.1,22.2
2025-01-31T22:15:00+05:30,2025-01-31 22:15:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.4,78,27.1,22.2
2025-01-31T22:10:00+05:30,2025-01-31 22:10:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.4,78,27.1,22.2
2025-01-31T22:05:00+05:30,2025-01-31 22:05:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.4,78,27.1,22.2
2025-01-31T22:00:00+05:30,2025-01-31 22:00:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.4,78,27.1,22.2
2025-01-31T21:55:00+05:30,2025-01-31 21:55:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.5,78,27.2,22.3
2025-01-31T21:50:00+05:30,2025-01-31 21:50:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.5,78,27.2,22.3
2025-01-31T21:45:00+05:30,2025-01-31 21:45:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.5,78,27.2,22.3
2025-01-31T21:40:00+05:30,2025-01-31 21:40:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.5,77,27.2,22.1
2025-01-31T21:35:00+05:30,2025-01-31 21:35:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.6,77,27.3,22.2
2025-01-31T21:30:00+05:30,2025-01-31 21:30:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.6,77,27.3,22.2
2025-01-31T21:25:00+05:30,2025-01-31 21:25:00,,,,,,,,0,0,0,0,134.9,134.9,,,,26.6,77,27.3,22.2
