"Date","Simple Date","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2025-05-31T23:55:00+05:30,2025-05-31 23:55:00,4,5.5,21.9,3,0,1,3.8,122.4,216.4,1129.8,0,0,25.3,90,26.2,23.5
2025-05-31T23:50:00+05:30,2025-05-31 23:50:00,0.3,1.8,21.9,24,0,1,3.8,122.4,216.4,1129.8,0,0,25.2,90,26.2,23.4
2025-05-31T23:45:00+05:30,2025-05-31 23:45:00,0,0,21.9,33,0,1,3.8,122.4,216.4,1129.8,0,0,25.2,90,26.2,23.4
2025-05-31T23:40:00+05:30,2025-05-31 23:40:00,1.4,1.8,21.9,49,0,1,3.8,122.4,216.4,1129.8,0,0,25.3,91,26.2,23.7
2025-05-31T23:35:00+05:30,2025-05-31 23:35:00,0,0,21.9,50,0,1,3.8,122.4,216.4,1129.8,0,0,25.2,91,26.2,23.7
2025-05-31T23:30:00+05:30,2025-05-31 23:30:00,1.1,3.5,21.9,25,0,1,3.8,122.4,216.4,1129.8,0,0,25.2,90,26.2,23.4
2025-05-31T23:25:00+05:30,2025-05-31 23:25:00,0,0,21.9,52,0,1,3.8,122.4,216.4,1129.8,0,0,25.3,90,26.2,23.5
2025-05-31T23:20:00+05:30,2025-05-31 23:20:00,2.1,3.5,21.9,9,0,1,3.8,122.4,216.4,1129.8,0,0,25.3,90,26.2,23.5
2025-05-31T23:15:00+05:30,2025-05-31 23:15:00,0.3,1.8,21.9,355,0,1,3.8,122.4,216.4,1129.8,0,0,25.3,90,26.2,23.5
2025-05-31T23:10:00+05:30,2025-05-31 23:10:00,2.9,3.5,21.9,16,0,1,3.8,122.4,216.4,1129.8,0,0,25.3,91,26.2,23.7
2025-05-31T23:05:00+05:30,2025-05-31 23:05:00,4,5.5,21.9,16,0,1,3.8,122.4,216.4,1129.8,0,0,25.3,91,26.2,23.7
