"Date","Simple Date","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2025-04-25T06:30:00+05:30,2025-04-25 06:30:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,30.5,25.6,84,26.4,22.7
2025-04-25T06:25:00+05:30,2025-04-25 06:25:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,27.2,25.6,84,26.4,22.7
2025-04-25T06:20:00+05:30,2025-04-25 06:20:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,23.1,25.6,84,26.4,22.7
2025-04-25T06:15:00+05:30,2025-04-25 06:15:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,18.5,25.6,84,26.4,22.7
2025-04-25T06:10:00+05:30,2025-04-25 06:10:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,14.3,25.6,84,26.4,22.7
2025-04-25T06:05:00+05:30,2025-04-25 06:05:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,10.2,25.6,84,26.4,22.7
2025-04-25T06:00:00+05:30,2025-04-25 06:00:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,6.3,25.6,84,26.4,22.7
2025-04-25T05:55:00+05:30,2025-04-25 05:55:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,3.5,25.7,84,26.6,22.8
2025-04-25T05:50:00+05:30,2025-04-25 05:50:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,1.8,25.7,84,26.6,22.8
2025-04-25T05:45:00+05:30,2025-04-25 05:45:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0.7,25.7,84,26.6,22.8
2025-04-25T05:40:00+05:30,2025-04-25 05:40:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0.2,25.7,84,26.6,22.8
2025-04-25T05:35:00+05:30,2025-04-25 05:35:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0,25.7,84,26.6,22.8
2025-04-25T05:30:00+05:30,2025-04-25 05:30:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0,25.7,84,26.6,22.8
2025-04-25T05:25:00+05:30,2025-04-25 05:25:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0,25.8,84,26.6,22.9
2025-04-25T05:20:00+05:30,2025-04-25 05:20:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0,25.8,84,26.6,22.9
2025-04-25T05:15:00+05:30,2025-04-25 05:15:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0,25.8,84,26.6,22.9
2025-04-25T05:10:00+05:30,2025-04-25 05:10:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0,25.8,84,26.6,22.9
2025-04-25T05:05:00+05:30,2025-04-25 05:05:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,25.8,84,26.6,22.9
2025-04-25T05:00:00+05:30,2025-04-25 05:00:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,25.8,84,26.6,22.9
2025-04-25T04:55:00+05:30,2025-04-25 04:55:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,25.9,84,26.7,22.9
2025-04-25T04:50:00+05:30,2025-04-25 04:50:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,25.9,84,26.7,22.9
2025-04-25T04:45:00+05:30,2025-04-25 04:45:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T04:40:00+05:30,2025-04-25 04:40:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,25.9,84,26.7,22.9
2025-04-25T04:35:00+05:30,2025-04-25 04:35:00,0,0,0,13,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T04:30:00+05:30,2025-04-25 04:30:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T04:25:00+05:30,2025-04-25 04:25:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T04:20:00+05:30,2025-04-25 04:20:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T04:15:00+05:30,2025-04-25 04:15:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T04:10:00+05:30,2025-04-25 04:10:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T04:05:00+05:30,2025-04-25 04:05:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T04:00:00+05:30,2025-04-25 04:00:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:55:00+05:30,2025-04-25 03:55:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T03:50:00+05:30,2025-04-25 03:50:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T03:45:00+05:30,2025-04-25 03:45:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26,84,26.8,23.1
2025-04-25T03:40:00+05:30,2025-04-25 03:40:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:35:00+05:30,2025-04-25 03:35:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:30:00+05:30,2025-04-25 03:30:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:25:00+05:30,2025-04-25 03:25:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:20:00+05:30,2025-04-25 03:20:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:15:00+05:30,2025-04-25 03:15:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:10:00+05:30,2025-04-25 03:10:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:05:00+05:30,2025-04-25 03:05:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.1,84,26.9,23.2
2025-04-25T03:00:00+05:30,2025-04-25 03:00:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.2,84,27.1,23.3
2025-04-25T02:55:00+05:30,2025-04-25 02:55:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.2,84,27.1,23.3
2025-04-25T02:50:00+05:30,2025-04-25 02:50:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.2,84,27.1,23.3
2025-04-25T02:45:00+05:30,2025-04-25 02:45:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.2,84,27.1,23.3
2025-04-25T02:40:00+05:30,2025-04-25 02:40:00,0,0,0,15,0,0,0.3,1,290.1,849.4,0,0,26.2,84,27.1,23.3
2025-04-25T02:35:00+05:30,2025-04-25 02:35:00,0,0,0,15,0,0,0.3,1,290.1,849.4,0,0,26.2,84,27.1,23.3
2025-04-25T02:30:00+05:30,2025-04-25 02:30:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.2,84,27.1,23.3
2025-04-25T02:25:00+05:30,2025-04-25 02:25:00,0,0,0,14,0,0,0.3,1,290.1,849.4,0,0,26.3,84,27.2,23.3
2025-04-25T02:20:00+05:30,2025-04-25 02:20:00,0,0,0,14,0,0.3,0.3,1,290.1,849.4,0,0,26.3,84,27.2,23.3
2025-04-25T02:15:00+05:30,2025-04-25 02:15:00,0,0,0,14,0,0.3,0.3,1,290.1,849.4,0,0,26.3,84,27.2,23.3
2025-04-25T02:10:00+05:30,2025-04-25 02:10:00,0,0,0,14,0,0.3,0.3,1,290.1,849.4,0,0,26.3,84,27.2,23.3
2025-04-25T02:05:00+05:30,2025-04-25 02:05:00,0,0,0,14,0,0.3,0.3,1,290.1,849.4,0,0,26.3,83,27.1,23.2
2025-04-25T02:00:00+05:30,2025-04-25 02:00:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.3,83,27.1,23.2
2025-04-25T01:55:00+05:30,2025-04-25 01:55:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.4,83,27.3,23.3
2025-04-25T01:50:00+05:30,2025-04-25 01:50:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.4,84,27.3,23.4
2025-04-25T01:45:00+05:30,2025-04-25 01:45:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.4,84,27.3,23.4
2025-04-25T01:40:00+05:30,2025-04-25 01:40:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.4,84,27.3,23.4
2025-04-25T01:35:00+05:30,2025-04-25 01:35:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.4,84,27.3,23.4
2025-04-25T01:30:00+05:30,2025-04-25 01:30:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.4,84,27.3,23.4
2025-04-25T01:25:00+05:30,2025-04-25 01:25:00,0,0,0,15,0.3,0.3,0.3,1,290.1,849.4,0,0,26.5,84,27.4,23.6
2025-04-25T01:20:00+05:30,2025-04-25 01:20:00,0,0,0,15,0.3,0.3,0.3,1,290.1,849.4,0,0,26.5,84,27.4,23.6
2025-04-25T01:15:00+05:30,2025-04-25 01:15:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.5,84,27.4,23.6
2025-04-25T01:10:00+05:30,2025-04-25 01:10:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.5,83,27.4,23.4
2025-04-25T01:05:00+05:30,2025-04-25 01:05:00,0,0,0,14,0.3,0.3,0.3,1,290.1,849.4,0,0,26.5,83,27.4,23.4
2025-04-25T01:00:00+05:30,2025-04-25 01:00:00,0,0,0,19,0,0,0,0.8,289.8,849.1,0,0,26.6,83,27.5,23.5
2025-04-25T00:55:00+05:30,2025-04-25 00:55:00,0,0,0,9,0,0,0,0.8,289.8,849.1,0,0,26.6,83,27.5,23.5
2025-04-25T00:50:00+05:30,2025-04-25 00:50:00,0,0,0,9,0,0,0,0.8,289.8,849.1,0,0,26.6,83,27.5,23.5
2025-04-25T00:45:00+05:30,2025-04-25 00:45:00,0,0,0,13,0,0,0,0.8,289.8,849.1,0,0,26.7,83,29.4,23.6
2025-04-25T00:40:00+05:30,2025-04-25 00:40:00,0,0,0,24,0,0,0,0.8,289.8,849.1,0,0,26.6,83,27.5,23.5
2025-04-25T00:35:00+05:30,2025-04-25 00:35:00,0,0,0,24,0,0,0,0.8,289.8,849.1,0,0,26.7,84,29.4,23.8
2025-04-25T00:30:00+05:30,2025-04-25 00:30:00,0,0,0,25,0,0,0,0.8,289.8,849.1,0,0,26.7,84,29.4,23.8
2025-04-25T00:25:00+05:30,2025-04-25 00:25:00,0,0,0,25,0,0,0,0.8,289.8,849.1,0,0,26.8,84,29.6,23.8
2025-04-25T00:20:00+05:30,2025-04-25 00:20:00,0,0,0,24,0,0,0,0.8,289.8,849.1,0,0,26.8,84,29.6,23.8
2025-04-25T00:15:00+05:30,2025-04-25 00:15:00,0,0,0,25,0,0,0,0.8,289.8,849.1,0,0,26.8,84,29.6,23.8
2025-04-25T00:10:00+05:30,2025-04-25 00:10:00,0,0,0,25,0,0,0,0.8,289.8,849.1,0,0,26.8,84,29.6,23.8
2025-04-25T00:05:00+05:30,2025-04-25 00:05:00,0,0,0,25,0,0,0,0.8,289.8,849.1,0,0,26.9,84,29.8,23.9
2025-04-25T00:00:00+05:30,2025-04-25 00:00:00,0,0,0,25,0,0,0,0.8,289.8,849.1,0,0,26.9,84,29.8,23.9
2025-04-24T23:55:00+05:30,2025-04-24 23:55:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,26.9,84,29.8,23.9
2025-04-24T23:50:00+05:30,2025-04-24 23:50:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,26.9,84,29.8,23.9
2025-04-24T23:45:00+05:30,2025-04-24 23:45:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,27,84,30.1,24.1
2025-04-24T23:40:00+05:30,2025-04-24 23:40:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,27,84,30.1,24.1
2025-04-24T23:35:00+05:30,2025-04-24 23:35:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,27,84,30.1,24.1
2025-04-24T23:30:00+05:30,2025-04-24 23:30:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,27.1,84,30.4,24.2
2025-04-24T23:25:00+05:30,2025-04-24 23:25:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,27.1,84,30.4,24.2
2025-04-24T23:20:00+05:30,2025-04-24 23:20:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,27.1,84,30.4,24.2
2025-04-24T23:15:00+05:30,2025-04-24 23:15:00,0,0,1.8,26,0,0,0.8,0.8,289.8,849.1,0,0,27.1,84,30.4,24.2
2025-04-24T23:10:00+05:30,2025-04-24 23:10:00,0,0,1.8,26,0,0,0.8,0.8,289.8,849.1,0,0,27.2,84,30.7,24.3
2025-04-24T23:05:00+05:30,2025-04-24 23:05:00,0,0,1.8,25,0,0,0.8,0.8,289.8,849.1,0,0,27.2,84,30.7,24.3
2025-04-24T23:00:00+05:30,2025-04-24 23:00:00,0,0,1.8,11,0,0,0.8,0.8,289.8,849.1,0,0,27.2,84,30.7,24.3
2025-04-24T22:55:00+05:30,2025-04-24 22:55:00,0,0,1.8,11,0,0,0.8,0.8,289.8,849.1,0,0,27.3,84,30.8,24.3
2025-04-24T22:50:00+05:30,2025-04-24 22:50:00,0,0,1.8,10,0,0,0.8,0.8,289.8,849.1,0,0,27.3,85,30.9,24.5
2025-04-24T22:45:00+05:30,2025-04-24 22:45:00,0,0,1.8,340,0,0,0.8,0.8,289.8,849.1,0,0,27.3,85,30.9,24.5
2025-04-24T22:40:00+05:30,2025-04-24 22:40:00,0,0,1.8,340,0,0,0.8,0.8,289.8,849.1,0,0,27.3,85,30.9,24.5
2025-04-24T22:35:00+05:30,2025-04-24 22:35:00,0,0,1.8,340,0,0,0.8,0.8,289.8,849.1,0,0,27.3,84,30.8,24.3
2025-04-24T22:30:00+05:30,2025-04-24 22:30:00,0,0,1.8,355,0,0,0.8,0.8,289.8,849.1,0,0,27.4,84,31.1,24.4
2025-04-24T22:25:00+05:30,2025-04-24 22:25:00,0,0,1.8,330,0,0,0.8,0.8,289.8,849.1,0,0,27.3,84,30.8,24.3
2025-04-24T22:20:00+05:30,2025-04-24 22:20:00,0,0,1.8,329,0,0,0.8,0.8,289.8,849.1,0,0,27.4,85,31.2,24.6
2025-04-24T22:15:00+05:30,2025-04-24 22:15:00,0,0,1.8,328,0,0,0.8,0.8,289.8,849.1,0,0,27.4,85,31.2,24.6
2025-04-24T22:10:00+05:30,2025-04-24 22:10:00,0,0,1.8,328,0,0,0.8,0.8,289.8,849.1,0,0,27.4,85,31.2,24.6
2025-04-24T22:05:00+05:30,2025-04-24 22:05:00,0,0,1.8,326,0,0,0.8,0.8,289.8,849.1,0,0,27.4,85,31.2,24.6
2025-04-24T22:00:00+05:30,2025-04-24 22:00:00,0,0,1.8,342,0,0,0.8,0.8,289.8,849.1,0,0,27.4,85,31.2,24.6
2025-04-24T21:55:00+05:30,2025-04-24 21:55:00,0,0,1.8,342,0,0,0.8,0.8,289.8,849.1,0,0,27.4,85,31.2,24.6
2025-04-24T21:50:00+05:30,2025-04-24 21:50:00,0,0,1.8,344,0,0,0.8,0.8,289.8,849.1,0,0,27.4,85,31.2,24.6
2025-04-24T21:45:00+05:30,2025-04-24 21:45:00,0,0,1.8,345,0,0,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T21:40:00+05:30,2025-04-24 21:40:00,0,0,1.8,345,0,0,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T21:35:00+05:30,2025-04-24 21:35:00,0,0,1.8,344,0,0,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T21:30:00+05:30,2025-04-24 21:30:00,0,0,1.8,343,0,0,0.8,0.8,289.8,849.1,0,0,27.4,84,31.1,24.4
2025-04-24T21:25:00+05:30,2025-04-24 21:25:00,0,0,1.8,68,0,0,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T21:20:00+05:30,2025-04-24 21:20:00,0,0,1.8,62,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T21:15:00+05:30,2025-04-24 21:15:00,0,0,1.8,65,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T21:10:00+05:30,2025-04-24 21:10:00,0,0,1.8,35,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,83,31.3,24.3
2025-04-24T21:05:00+05:30,2025-04-24 21:05:00,0,0,1.8,35,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T21:00:00+05:30,2025-04-24 21:00:00,0,0,1.8,329,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T20:55:00+05:30,2025-04-24 20:55:00,0,0,1.8,299,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T20:50:00+05:30,2025-04-24 20:50:00,0,0,1.8,72,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T20:45:00+05:30,2025-04-24 20:45:00,0,0,1.8,72,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,83,31.3,24.3
2025-04-24T20:40:00+05:30,2025-04-24 20:40:00,0,0,1.8,73,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,84,31.4,24.6
2025-04-24T20:35:00+05:30,2025-04-24 20:35:00,0,0,1.8,73,0,0.5,0.8,0.8,289.8,849.1,0,0,27.5,83,31.3,24.3
2025-04-24T20:30:00+05:30,2025-04-24 20:30:00,0,0,1.8,73,0.3,0.5,0.8,0.8,289.8,849.1,0,0,27.6,83,31.6,24.4
2025-04-24T20:25:00+05:30,2025-04-24 20:25:00,0,0,1.8,73,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.6,83,31.6,24.4
2025-04-24T20:20:00+05:30,2025-04-24 20:20:00,0,0,1.8,73,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.6,83,31.6,24.4
2025-04-24T20:15:00+05:30,2025-04-24 20:15:00,0,0,1.8,74,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.6,83,31.6,24.4
2025-04-24T20:10:00+05:30,2025-04-24 20:10:00,0,0,1.8,72,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.7,83,31.8,24.6
2025-04-24T20:05:00+05:30,2025-04-24 20:05:00,0,0,1.8,71,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.7,83,31.8,24.6
2025-04-24T20:00:00+05:30,2025-04-24 20:00:00,0,0,1.8,71,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.7,83,31.8,24.6
2025-04-24T19:55:00+05:30,2025-04-24 19:55:00,0,0,1.8,71,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.8,83,32,24.6
2025-04-24T19:50:00+05:30,2025-04-24 19:50:00,0,0,1.8,84,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.8,83,32,24.6
2025-04-24T19:45:00+05:30,2025-04-24 19:45:00,0,0,1.8,101,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.8,83,32,24.6
2025-04-24T19:40:00+05:30,2025-04-24 19:40:00,0,0,1.8,141,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.8,82,31.8,24.4
2025-04-24T19:35:00+05:30,2025-04-24 19:35:00,0,0,0,140,0.5,0.5,0.8,0.8,289.8,849.1,0,0,27.9,82,32.1,24.5
2025-04-24T19:30:00+05:30,2025-04-24 19:30:00,0,0,0,140,0.3,0.3,0.5,0.5,289.6,848.9,0,0,27.9,82,32.1,24.5
2025-04-24T19:28:00+05:30,2025-04-24 19:28:00,0,0,0,140,0,0,0.3,0.3,289.3,848.6,0,0,27.9,82,32.1,24.5
2025-04-24T18:35:00+05:30,2025-04-24 18:35:00,0,0,16.6,134,0,0,0,0,288.8,848.4,0,0,28.4,79,32.9,24.4
2025-04-24T18:30:00+05:30,2025-04-24 18:30:00,0,0,16.6,136,0,0,0,0,288.8,848.4,0,0,28.4,79,32.9,24.4
2025-04-24T18:25:00+05:30,2025-04-24 18:25:00,0,0,16.6,131,0,0,0,0,288.8,848.4,0,0,28.5,79,33.2,24.5
2025-04-24T18:20:00+05:30,2025-04-24 18:20:00,0,0,16.6,76,0,0,0,0,288.8,848.4,0,0.1,28.5,78,33,24.3
2025-04-24T18:15:00+05:30,2025-04-24 18:15:00,0,0,16.6,74,0,0,0,0,288.8,848.4,0,0.3,28.6,78,33.3,24.4
2025-04-24T18:10:00+05:30,2025-04-24 18:10:00,0,0,16.6,48,0,0,0,0,288.8,848.4,0,0.8,28.6,78,33.3,24.4
2025-04-24T18:05:00+05:30,2025-04-24 18:05:00,0,0,16.6,49,0,0,0,0,288.8,848.4,0,0.8,28.7,77,33.4,24.3
