"Date","Simple Date","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2025-06-20T18:55:00+05:30,2025-06-20 18:55:00,0,0,16.6,18,0,9.4,4.3,48.3,129.8,1259.6,0,0,26.2,85,27.1,23.5
2025-06-20T18:50:00+05:30,2025-06-20 18:50:00,0,0,16.6,18,0,9.4,4.3,48.3,129.8,1259.6,0,0,26.2,85,27.1,23.5
2025-06-20T18:45:00+05:30,2025-06-20 18:45:00,0,0,16.6,18,0,9.4,4.3,48.3,129.8,1259.6,0,0,26.2,85,27.1,23.5
2025-06-20T18:40:00+05:30,2025-06-20 18:40:00,0.6,1.8,16.6,347,0,9.4,4.3,48.3,129.8,1259.6,0,0.1,26.3,85,27.2,23.6
2025-06-20T18:35:00+05:30,2025-06-20 18:35:00,0,0,16.6,26,0,9.4,4.3,48.3,129.8,1259.6,0,0.5,26.3,86,27.2,23.7
2025-06-20T18:30:00+05:30,2025-06-20 18:30:00,0,0,16.6,45,0,9.4,4.3,48.3,129.8,1259.6,0,1.6,26.3,86,27.2,23.7
2025-06-20T18:25:00+05:30,2025-06-20 18:25:00,0,0,16.6,37,0,9.4,4.3,48.3,129.8,1259.6,0,3.3,26.4,86,27.3,23.8
2025-06-20T18:20:00+05:30,2025-06-20 18:20:00,4,5.5,16.6,347,0,9.4,4.3,48.3,129.8,1259.6,0,5.5,26.4,86,27.3,23.8
2025-06-20T18:15:00+05:30,2025-06-20 18:15:00,1.4,1.8,16.6,78,0,9.4,4.3,48.3,129.8,1259.6,0,9.1,26.4,86,27.3,23.8
2025-06-20T18:10:00+05:30,2025-06-20 18:10:00,0,0,16.6,34,0,9.4,4.3,48.3,129.8,1259.6,0,15.4,26.4,86,27.3,23.8
2025-06-20T18:05:00+05:30,2025-06-20 18:05:00,1.4,3.5,16.6,9,0,9.4,4.3,48.3,129.8,1259.6,0,23.6,26.5,86,27.4,23.9
2025-06-20T18:00:00+05:30,2025-06-20 18:00:00,0,0,16.6,15,0,9.4,4.3,48.3,129.8,1259.6,0,30.1,26.5,86,27.4,23.9
2025-06-20T17:55:00+05:30,2025-06-20 17:55:00,0,0,16.6,14,0,9.4,4.3,48.3,129.8,1259.6,0,49.2,26.5,86,27.4,23.9
2025-06-20T17:50:00+05:30,2025-06-20 17:50:00,0,0,16.6,14,0,9.4,4.3,48.3,129.8,1259.6,0,43.8,26.5,86,27.4,23.9
2025-06-20T17:45:00+05:30,2025-06-20 17:45:00,0,0,16.6,15,0,9.4,4.3,48.3,129.8,1259.6,0,48.1,26.5,86,27.4,23.9
2025-06-20T17:40:00+05:30,2025-06-20 17:40:00,0,0,16.6,15,0,9.4,4.3,48.3,129.8,1259.6,0,53.8,26.5,86,27.4,23.9
2025-06-20T17:35:00+05:30,2025-06-20 17:35:00,0,0,16.6,15,0,9.4,4.3,48.3,129.8,1259.6,0,61.4,26.5,86,27.4,23.9
2025-06-20T17:30:00+05:30,2025-06-20 17:30:00,0.6,1.8,16.6,21,0,9.4,4.3,48.3,129.8,1259.6,0,81,26.5,86,27.4,23.9
2025-06-20T17:25:00+05:30,2025-06-20 17:25:00,1.4,1.8,16.6,17,0,9.4,4.3,48.3,129.8,1259.6,0,84.4,26.5,86,27.4,23.9
2025-06-20T17:20:00+05:30,2025-06-20 17:20:00,1.1,1.8,16.6,38,0,9.4,4.3,48.3,129.8,1259.6,0,70.7,26.6,86,27.6,24.1
2025-06-20T17:15:00+05:30,2025-06-20 17:15:00,0,0,16.6,347,0,9.4,4.3,48.3,129.8,1259.6,0,65,26.5,86,27.4,23.9
2025-06-20T17:10:00+05:30,2025-06-20 17:10:00,4.7,7.2,16.6,326,0,9.4,4.3,48.3,129.8,1259.6,0,67.1,26.6,86,27.6,24.1
2025-06-20T17:05:00+05:30,2025-06-20 17:05:00,3.5,5.5,16.6,105,0,9.4,4.3,48.3,129.8,1259.6,0,83.8,26.6,86,27.6,24.1
2025-06-20T17:00:00+05:30,2025-06-20 17:00:00,1.4,1.8,16.6,46,0,9.4,4.3,48.3,129.8,1259.6,0,88.9,26.6,86,27.6,24.1
2025-06-20T16:55:00+05:30,2025-06-20 16:55:00,0,0,16.6,120,0,9.4,4.3,48.3,129.8,1259.6,0,98,26.6,86,27.6,24.1
2025-06-20T16:50:00+05:30,2025-06-20 16:50:00,0,0,16.6,55,0,9.4,4.3,48.3,129.8,1259.6,0,100.8,26.6,86,27.6,24.1
2025-06-20T16:45:00+05:30,2025-06-20 16:45:00,0,0,16.6,3,0,9.4,4.3,48.3,129.8,1259.6,1,157.4,26.6,86,27.6,24.1
2025-06-20T16:40:00+05:30,2025-06-20 16:40:00,0,0,16.6,352,0,9.4,4.3,48.3,129.8,1259.6,2,289.4,26.7,86,29.7,24.2
2025-06-20T16:35:00+05:30,2025-06-20 16:35:00,0,0,16.6,20,0,9.4,4.3,48.3,129.8,1259.6,2,282.2,26.6,86,27.6,24.1
2025-06-20T16:30:00+05:30,2025-06-20 16:30:00,0,0,16.6,103,0,9.4,4.3,48.3,129.8,1259.6,2,299.6,26.6,86,27.6,24.1
2025-06-20T16:25:00+05:30,2025-06-20 16:25:00,0,0,16.6,93,0,9.4,4.3,48.3,129.8,1259.6,3,309.4,26.7,86,29.7,24.2
2025-06-20T16:20:00+05:30,2025-06-20 16:20:00,0,0,16.6,34,0,9.4,4.3,48.3,129.8,1259.6,0,74.6,26.7,86,29.7,24.2
2025-06-20T16:15:00+05:30,2025-06-20 16:15:00,1.1,1.8,16.6,28,0,9.4,4.3,48.3,129.8,1259.6,0,70.8,26.7,86,29.7,24.2
2025-06-20T16:10:00+05:30,2025-06-20 16:10:00,0.6,1.8,16.6,42,0,9.4,4.3,48.3,129.8,1259.6,1,148.5,26.7,86,29.7,24.2
2025-06-20T16:05:00+05:30,2025-06-20 16:05:00,3.5,5.5,16.6,22,0,9.4,4.3,48.3,129.8,1259.6,4,441.4,26.7,86,29.7,24.2
2025-06-20T16:00:00+05:30,2025-06-20 16:00:00,0.6,1.8,16.6,19,0,9.4,4.3,48.3,129.8,1259.6,1,123.6,26.7,86,29.7,24.2
2025-06-20T15:55:00+05:30,2025-06-20 15:55:00,3.5,5.5,16.6,353,0,9.4,4.3,48.3,129.8,1259.6,1,128.4,26.7,86,29.7,24.2
2025-06-20T15:50:00+05:30,2025-06-20 15:50:00,2.9,5.5,16.6,22,0,9.4,4.3,48.3,129.8,1259.6,1,176,26.8,86,29.8,24.2
2025-06-20T15:45:00+05:30,2025-06-20 15:45:00,2.1,3.5,16.6,92,0,9.4,4.3,48.3,129.8,1259.6,1,169.7,26.7,86,29.7,24.2
2025-06-20T15:40:00+05:30,2025-06-20 15:40:00,1.8,3.5,16.6,29,0,9.4,4.3,48.3,129.8,1259.6,3,374.1,26.8,86,29.8,24.2
2025-06-20T15:35:00+05:30,2025-06-20 15:35:00,1.4,1.8,16.6,45,0,9.4,4.3,48.3,129.8,1259.6,1,141.6,26.8,86,29.8,24.2
2025-06-20T15:30:00+05:30,2025-06-20 15:30:00,0.3,1.8,16.6,103,0,9.4,4.3,48.3,129.8,1259.6,3,401.1,26.8,86,29.8,24.2
2025-06-20T15:25:00+05:30,2025-06-20 15:25:00,0,0,16.6,43,0,9.4,4.3,48.3,129.8,1259.6,1,202,26.8,86,29.8,24.2
2025-06-20T15:20:00+05:30,2025-06-20 15:20:00,0,0,16.6,65,0,9.4,4.3,48.3,129.8,1259.6,1,194,26.9,86,30.1,24.3
2025-06-20T15:15:00+05:30,2025-06-20 15:15:00,0,0,16.6,72,0,9.4,4.3,48.3,129.8,1259.6,2,245.9,26.9,86,30.1,24.3
2025-06-20T15:10:00+05:30,2025-06-20 15:10:00,1.4,1.8,16.6,27,0,9.4,4.3,48.3,129.8,1259.6,2,259.3,26.9,87,30.3,24.6
2025-06-20T15:05:00+05:30,2025-06-20 15:05:00,0.3,1.8,16.6,40,0,9.4,4.3,48.3,129.8,1259.6,2,212.1,26.9,87,30.3,24.6
2025-06-20T15:00:00+05:30,2025-06-20 15:00:00,1.8,3.5,16.6,62,0,9.4,4.3,48.3,129.8,1259.6,1,188.1,26.9,87,30.3,24.6
2025-06-20T14:55:00+05:30,2025-06-20 14:55:00,4,7.2,16.6,124,0,9.4,4.3,48.3,129.8,1259.6,5,580.1,26.9,87,30.3,24.6
2025-06-20T14:50:00+05:30,2025-06-20 14:50:00,0,0,16.6,63,0,9.4,4.3,48.3,129.8,1259.6,6,672.4,26.9,87,30.3,24.6
2025-06-20T14:45:00+05:30,2025-06-20 14:45:00,2.9,5.5,16.6,116,0,9.4,4.3,48.3,129.8,1259.6,6,658.9,26.8,87,30,24.4
2025-06-20T14:40:00+05:30,2025-06-20 14:40:00,2.6,3.5,16.6,4,0,9.4,4.3,48.3,129.8,1259.6,2,278.7,26.8,87,30,24.4
2025-06-20T14:35:00+05:30,2025-06-20 14:35:00,1.4,3.5,16.6,135,0,9.4,4.3,48.3,129.8,1259.6,1,138.5,26.8,87,30,24.4
2025-06-20T14:30:00+05:30,2025-06-20 14:30:00,0,0,16.6,44,0,9.4,4.3,48.3,129.8,1259.6,7,756.1,26.8,88,30.2,24.6
2025-06-20T14:25:00+05:30,2025-06-20 14:25:00,2.1,3.5,16.6,21,0,9.4,4.3,48.3,129.8,1259.6,3,328,26.8,88,30.2,24.6
2025-06-20T14:20:00+05:30,2025-06-20 14:20:00,0,0,16.6,42,0,9.4,4.3,48.3,129.8,1259.6,1,152.9,26.8,88,30.2,24.6
2025-06-20T14:15:00+05:30,2025-06-20 14:15:00,0,0,16.6,55,0,9.4,4.3,48.3,129.8,1259.6,2,256.4,26.8,88,30.2,24.6
2025-06-20T14:10:00+05:30,2025-06-20 14:10:00,1.8,1.8,16.6,337,0,9.4,4.3,48.3,129.8,1259.6,2,237.4,26.8,88,30.2,24.6
2025-06-20T14:05:00+05:30,2025-06-20 14:05:00,3.2,7.2,16.6,84,0,9.4,4.3,48.3,129.8,1259.6,6,624.8,26.7,88,30,24.6
2025-06-20T14:00:00+05:30,2025-06-20 14:00:00,1.4,3.5,14.8,320,0.8,9.4,4.3,48.3,129.8,1259.6,7,816.8,26.7,88,30,24.6
2025-06-20T13:55:00+05:30,2025-06-20 13:55:00,0.6,1.8,14.8,1,3.6,9.4,4.3,48.3,129.8,1259.6,7,798.4,26.7,87,29.8,24.4
2025-06-20T13:50:00+05:30,2025-06-20 13:50:00,0.6,1.8,14.8,0,3.6,9.4,4.3,48.3,129.8,1259.6,2,287.7,26.6,87,27.6,24.3
2025-06-20T13:45:00+05:30,2025-06-20 13:45:00,0,0,14.8,23,3.6,9.4,4.3,48.3,129.8,1259.6,2,253.4,26.7,87,29.8,24.4
2025-06-20T13:40:00+05:30,2025-06-20 13:40:00,3.2,3.5,14.8,27,3.6,9.4,4.3,48.3,129.8,1259.6,1,197,26.7,87,29.8,24.4
2025-06-20T13:35:00+05:30,2025-06-20 13:35:00,3.2,5.5,14.8,251,3.6,9.4,4.3,48.3,129.8,1259.6,4,489.4,26.7,87,29.8,24.4
2025-06-20T13:30:00+05:30,2025-06-20 13:30:00,5,5.5,14.8,354,3.6,9.4,4.3,48.3,129.8,1259.6,8,834.6,26.7,87,29.8,24.4
2025-06-20T13:25:00+05:30,2025-06-20 13:25:00,1.8,3.5,14.8,350,3.6,9.4,4.3,48.3,129.8,1259.6,5,573.5,26.6,87,27.6,24.3
2025-06-20T13:20:00+05:30,2025-06-20 13:20:00,0.6,3.5,14.8,345,3.6,9.4,4.3,48.3,129.8,1259.6,7,741.1,26.6,86,27.6,24.1
2025-06-20T13:15:00+05:30,2025-06-20 13:15:00,2.9,3.5,14.8,343,3.6,9.4,4.3,48.3,129.8,1259.6,4,497.7,26.7,86,29.7,24.2
2025-06-20T13:10:00+05:30,2025-06-20 13:10:00,2.1,3.5,14.8,185,3.6,9.4,4.3,48.3,129.8,1259.6,3,356.9,26.8,86,29.8,24.2
2025-06-20T13:05:00+05:30,2025-06-20 13:05:00,2.9,5.5,14.8,78,3.3,9.1,4.1,48,129.5,1259.1,2,208.2,26.9,86,30.1,24.3
2025-06-20T13:00:00+05:30,2025-06-20 13:00:00,4.3,7.2,14.8,32,1.5,7.4,2.3,46.2,127.8,1257.6,1,123.3,27,86,30.4,24.4
2025-06-20T12:55:00+05:30,2025-06-20 12:55:00,1.1,3.5,14.8,131,0,5.8,0.8,44.7,126.2,1255.8,1,128.3,27,86,30.4,24.4
2025-06-20T12:50:00+05:30,2025-06-20 12:50:00,1.4,1.8,14.8,71,0,5.8,0.8,44.7,126.2,1255.8,2,301.8,27,86,30.4,24.4
2025-06-20T12:45:00+05:30,2025-06-20 12:45:00,1.1,1.8,14.8,22,0,5.8,0.8,44.7,126.2,1255.8,9,1012.2,27,86,30.4,24.4
2025-06-20T12:40:00+05:30,2025-06-20 12:40:00,7.2,9.3,14.8,340,0,5.8,0.8,44.7,126.2,1255.8,1,186,27,86,30.4,24.4
2025-06-20T12:35:00+05:30,2025-06-20 12:35:00,1.1,1.8,14.8,80,0,5.8,0.8,44.7,126.2,1255.8,3,339.1,27,87,30.6,24.7
2025-06-20T12:30:00+05:30,2025-06-20 12:30:00,5.8,7.2,14.8,30,0,5.8,0.8,44.7,126.2,1255.8,2,271,27,87,30.6,24.7
2025-06-20T12:25:00+05:30,2025-06-20 12:25:00,1.1,3.5,14.8,31,0,5.8,0.8,44.7,126.2,1255.8,10,1092.8,26.9,87,30.3,24.6
2025-06-20T12:20:00+05:30,2025-06-20 12:20:00,0,0,14.8,48,0,5.8,0.8,44.7,126.2,1255.8,4,445.6,26.8,87,30,24.4
2025-06-20T12:15:00+05:30,2025-06-20 12:15:00,3.5,5.5,14.8,355,0,5.8,0.8,44.7,126.2,1255.8,3,341.5,26.8,87,30,24.4
2025-06-20T12:10:00+05:30,2025-06-20 12:10:00,0.6,1.8,14.8,34,0,5.8,0.8,44.7,126.2,1255.8,4,450.6,26.7,87,29.8,24.4
2025-06-20T12:05:00+05:30,2025-06-20 12:05:00,0.3,1.8,14.8,71,0,5.8,0.8,44.7,126.2,1255.8,5,574.3,26.6,88,27.6,24.4
2025-06-20T12:00:00+05:30,2025-06-20 12:00:00,4,7.2,14.8,101,0,5.8,0.8,44.7,126.2,1255.8,7,751.3,26.5,88,27.5,24.3
2025-06-20T11:55:00+05:30,2025-06-20 11:55:00,3.5,3.5,14.8,108,0,5.8,0.8,44.7,126.2,1255.8,11,1141.8,26.4,88,27.4,24.2
2025-06-20T11:50:00+05:30,2025-06-20 11:50:00,1.1,1.8,14.8,53,0,5.8,0.8,44.7,126.2,1255.8,10,1086.3,26.3,87,27.2,23.9
2025-06-20T11:45:00+05:30,2025-06-20 11:45:00,2.9,3.5,14.8,100,0,5.8,0.8,44.7,126.2,1255.8,2,255.1,26.3,87,27.2,23.9
2025-06-20T11:40:00+05:30,2025-06-20 11:40:00,0,0,14.8,45,0,5.8,0.8,44.7,126.2,1255.8,1,155.6,26.3,88,27.3,24.1
2025-06-20T11:35:00+05:30,2025-06-20 11:35:00,2.1,3.5,14.8,121,0,5.8,0.8,44.7,126.2,1255.8,3,318.7,26.3,88,27.3,24.1
2025-06-20T11:30:00+05:30,2025-06-20 11:30:00,2.9,5.5,14.8,336,0,5.8,0.8,44.7,126.2,1255.8,7,769.6,26.2,88,27.2,24.1
2025-06-20T11:25:00+05:30,2025-06-20 11:25:00,0,0,14.8,43,0.3,5.8,0.8,44.7,126.2,1255.8,3,394.8,26.2,88,27.2,24.1
