"Date","Simple Date","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 1 Temperature (°C)","Sensor 1 Humidity (%)","Sensor 1 Feels Like (°C)","Sensor 1 Dew Point (°C)"
2025-01-31T23:55:00+05:30,2025-01-31 23:55:00,0,0,13,43,0,0,0,22.1,360.7,360.7,0,0,24.4,86,25.1,21.9
2025-01-31T23:50:00+05:30,2025-01-31 23:50:00,0,0,13,43,0,0,0,22.1,360.7,360.7,0,0,24.4,86,25.1,21.9
2025-01-31T23:45:00+05:30,2025-01-31 23:45:00,0,0,13,43,0,0,0,22.1,360.7,360.7,0,0,24.5,86,25.3,22
2025-01-31T23:40:00+05:30,2025-01-31 23:40:00,0,0,13,43,0,0,0,22.1,360.7,360.7,0,0,24.5,86,25.3,22
2025-01-31T23:35:00+05:30,2025-01-31 23:35:00,0,0,13,45,0,0,0,22.1,360.7,360.7,0,0,24.5,86,25.3,22
2025-01-31T23:30:00+05:30,2025-01-31 23:30:00,0,0,13,45,0,0,0,22.1,360.7,360.7,0,0,24.5,86,25.3,22
2025-01-31T23:25:00+05:30,2025-01-31 23:25:00,0,0,13,49,0,0,0,22.1,360.7,360.7,0,0,24.5,86,25.3,22
2025-01-31T23:20:00+05:30,2025-01-31 23:20:00,0,0,13,62,0,0,0,22.1,360.7,360.7,0,0,24.6,86,25.4,22.1
2025-01-31T23:15:00+05:30,2025-01-31 23:15:00,0,0,13,62,0,0,0,22.1,360.7,360.7,0,0,24.6,86,25.4,22.1
2025-01-31T23:10:00+05:30,2025-01-31 23:10:00,0,0,13,62,0,0,0,22.1,360.7,360.7,0,0,24.6,86,25.4,22.1
2025-01-31T23:05:00+05:30,2025-01-31 23:05:00,0,0,13,6,0,0,0,22.1,360.7,360.7,0,0,24.6,86,25.4,22.1
2025-01-31T23:00:00+05:30,2025-01-31 23:00:00,0,0,13,331,0,0,0,22.1,360.7,360.7,0,0,24.7,86,25.5,22.2
2025-01-31T22:55:00+05:30,2025-01-31 22:55:00,0,0,13,28,0,0,0,22.1,360.7,360.7,0,0,24.7,86,25.5,22.2
2025-01-31T22:50:00+05:30,2025-01-31 22:50:00,0,0,13,97,0,0,0,22.1,360.7,360.7,0,0,24.7,86,25.5,22.2
2025-01-31T22:45:00+05:30,2025-01-31 22:45:00,0,0,13,78,0,0,0,22.1,360.7,360.7,0,0,24.7,86,25.5,22.2
2025-01-31T22:40:00+05:30,2025-01-31 22:40:00,0,0,13,80,0,0,0,22.1,360.7,360.7,0,0,24.8,86,25.6,22.3
2025-01-31T22:35:00+05:30,2025-01-31 22:35:00,0,0,13,79,0,0,0,22.1,360.7,360.7,0,0,24.8,86,25.6,22.3
2025-01-31T22:30:00+05:30,2025-01-31 22:30:00,0,0,13,54,0,0,0,22.1,360.7,360.7,0,0,24.8,86,25.6,22.3
2025-01-31T22:25:00+05:30,2025-01-31 22:25:00,0,0,13,135,0,0,0,22.1,360.7,360.7,0,0,24.8,86,25.6,22.3
2025-01-31T22:20:00+05:30,2025-01-31 22:20:00,0,0,13,136,0,0,0,22.1,360.7,360.7,0,0,24.9,86,25.7,22.4
2025-01-31T22:15:00+05:30,2025-01-31 22:15:00,0,0,13,74,0,0,0,22.1,360.7,360.7,0,0,24.9,86,25.7,22.4
2025-01-31T22:10:00+05:30,2025-01-31 22:10:00,0,0,13,17,0,0,0,22.1,360.7,360.7,0,0,24.9,86,25.7,22.4
2025-01-31T22:05:00+05:30,2025-01-31 22:05:00,0,0,13,23,0,0,0,22.1,360.7,360.7,0,0,24.9,86,25.7,22.4
2025-01-31T22:00:00+05:30,2025-01-31 22:00:00,0,0,13,31,0,0,0,22.1,360.7,360.7,0,0,24.9,86,25.7,22.4
2025-01-31T21:55:00+05:30,2025-01-31 21:55:00,0,0,13,39,0,0,0,22.1,360.7,360.7,0,0,25,86,25.8,22.5
2025-01-31T21:50:00+05:30,2025-01-31 21:50:00,0,0,13,38,0,0,0,22.1,360.7,360.7,0,0,25,86,25.8,22.5
2025-01-31T21:45:00+05:30,2025-01-31 21:45:00,0,0,13,40,0,0,0,22.1,360.7,360.7,0,0,25,86,25.8,22.5
2025-01-31T21:40:00+05:30,2025-01-31 21:40:00,0,0,13,41,0,0,0,22.1,360.7,360.7,0,0,25.1,86,25.9,22.6
2025-01-31T21:36:00+05:30,2025-01-31 21:36:00,0,0,13,41,0,0,0,22.1,360.7,360.7,0,0,25,86,25.8,22.5
2025-01-31T21:30:00+05:30,2025-01-31 21:30:00,0,0,13,77,0,0,0,22.1,360.7,360.7,0,0,25.1,86,25.9,22.6
2025-01-31T21:25:00+05:30,2025-01-31 21:25:00,0,0,13,97,0,0,0,22.1,360.7,360.7,0,0,25.1,86,25.9,22.6
2025-01-31T21:20:00+05:30,2025-01-31 21:20:00,0,0,13,97,0,0,0,22.1,360.7,360.7,0,0,25.1,85,25.9,22.4
2025-01-31T21:15:00+05:30,2025-01-31 21:15:00,0,0,13,4,0,0,0,22.1,360.7,360.7,0,0,25.1,85,25.9,22.4
2025-01-31T21:10:00+05:30,2025-01-31 21:10:00,0,0,13,81,0,0,0,22.1,360.7,360.7,0,0,25.2,85,26,22.5
2025-01-31T21:05:00+05:30,2025-01-31 21:05:00,0,0,13,330,0,0,0,22.1,360.7,360.7,0,0,25.2,85,26,22.5
2025-01-31T21:00:00+05:30,2025-01-31 21:00:00,0,0,13,9,0,0,0,22.1,360.7,360.7,0,0,25.2,85,26,22.5
2025-01-31T20:55:00+05:30,2025-01-31 20:55:00,0,0,13,27,0,0,0,22.1,360.7,360.7,0,0,25.2,85,26,22.5
2025-01-31T20:50:00+05:30,2025-01-31 20:50:00,0,0,13,14,0,0,0,22.1,360.7,360.7,0,0,25.3,85,26.1,22.6
2025-01-31T20:45:00+05:30,2025-01-31 20:45:00,0,0,13,26,0,0,0,22.1,360.7,360.7,0,0,25.3,85,26.1,22.6
2025-01-31T20:40:00+05:30,2025-01-31 20:40:00,0,0,13,27,0,0,0,22.1,360.7,360.7,0,0,25.4,85,26.2,22.7
2025-01-31T20:35:00+05:30,2025-01-31 20:35:00,0,0,13,26,0,0,0,22.1,360.7,360.7,0,0,25.4,85,26.2,22.7
2025-01-31T20:30:00+05:30,2025-01-31 20:30:00,0,0,13,26,0,0,0,22.1,360.7,360.7,0,0,25.4,85,26.2,22.7
2025-01-31T20:25:00+05:30,2025-01-31 20:25:00,0,0,13,27,0,0,0,22.1,360.7,360.7,0,0,25.5,85,26.3,22.8
2025-01-31T20:20:00+05:30,2025-01-31 20:20:00,0,0,13,28,0,0,0,22.1,360.7,360.7,0,0,25.4,85,26.2,22.7
2025-01-31T20:15:00+05:30,2025-01-31 20:15:00,0,0,13,27,0,0,0,22.1,360.7,360.7,0,0,25.5,85,26.3,22.8
2025-01-31T20:10:00+05:30,2025-01-31 20:10:00,0,0,13,28,0,0,0,22.1,360.7,360.7,0,0,25.6,85,26.4,22.9
2025-01-31T20:05:00+05:30,2025-01-31 20:05:00,0,0,13,27,0,0,0,22.1,360.7,360.7,0,0,25.6,85,26.4,22.9
2025-01-31T20:00:00+05:30,2025-01-31 20:00:00,0,0,13,28,0,0,0,22.1,360.7,360.7,0,0,25.7,85,26.6,23
2025-01-31T19:55:00+05:30,2025-01-31 19:55:00,0,0,13,27,0,0,0,22.1,360.7,360.7,0,0,25.7,84,26.6,22.8
2025-01-31T19:50:00+05:30,2025-01-31 19:50:00,0,0,13,27,0,0,0,22.1,360.7,360.7,0,0,25.7,84,26.6,22.8
2025-01-31T19:45:00+05:30,2025-01-31 19:45:00,0,0,13,28,0,0,0,22.1,360.7,360.7,0,0,25.7,84,26.6,22.8
2025-01-31T19:40:00+05:30,2025-01-31 19:40:00,0,0,13,29,0,0,0,22.1,360.7,360.7,0,0,25.8,84,26.6,22.9
2025-01-31T19:35:00+05:30,2025-01-31 19:35:00,0,0,13,29,0,0,0,22.1,360.7,360.7,0,0,25.8,84,26.6,22.9
2025-01-31T19:30:00+05:30,2025-01-31 19:30:00,0,0,13,344,0,0,0,22.1,360.7,360.7,0,0,25.8,84,26.6,22.9
2025-01-31T19:25:00+05:30,2025-01-31 19:25:00,0,0,13,346,0,0,0,22.1,360.7,360.7,0,0,25.9,84,26.7,22.9
2025-01-31T19:20:00+05:30,2025-01-31 19:20:00,0,0,13,347,0,0,0,22.1,360.7,360.7,0,0,25.9,83,26.7,22.8
