"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Absolute Pressure (hPa)","Outdoor Battery","CO2 battery","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-03-31T23:55:00+05:30,2025-03-31 23:55:00,27.2,32.1,25.8,0,0,21.9,308,0,0,0,0,0,3333.2,1016.7,92,0,0,29.7,72,1009.9,1,1,34.8,24.1
2025-03-31T23:50:00+05:30,2025-03-31 23:50:00,27.2,31.9,25.6,0,0,21.9,316,0,0,0,0,0,3333.2,1016.8,91,0,0,29.7,72,1010,1,1,34.8,24.1
2025-03-31T23:45:00+05:30,2025-03-31 23:45:00,27.4,32.6,26,0,0,21.9,316,0,0,0,0,0,3333.2,1016.9,92,0,0,29.7,71,1010.1,1,1,34.6,23.9
2025-03-31T23:40:00+05:30,2025-03-31 23:40:00,27.4,32.4,25.8,0,0,21.9,315,0,0,0,0,0,3333.2,1016.8,91,0,0,29.8,71,1010,1,1,34.7,23.9
2025-03-31T23:35:00+05:30,2025-03-31 23:35:00,27.6,32.6,25.6,0,0,21.9,315,0,0,0,0,0,3333.2,1016.9,89,0,0,29.8,71,1010.1,1,1,34.7,23.9
2025-03-31T23:30:00+05:30,2025-03-31 23:30:00,27.6,32.6,25.6,0,0,21.9,333,0,0,0,0,0,3333.2,1016.9,89,0,0,29.8,71,1010.1,1,1,34.7,23.9
2025-03-31T23:25:00+05:30,2025-03-31 23:25:00,27.6,32.4,25.4,0,0,21.9,341,0,0,0,0,0,3333.2,1017,88,0,0,29.8,71,1010.2,1,1,34.7,23.9
2025-03-31T23:20:00+05:30,2025-03-31 23:20:00,27.8,32.9,25.6,0,0,21.9,341,0,0,0,0,0,3333.2,1017,88,0,0,29.8,70,1010.2,1,1,34.5,23.7
2025-03-31T23:15:00+05:30,2025-03-31 23:15:00,27.9,33,25.5,0,0,21.9,341,0,0,0,0,0,3333.2,1017.1,87,0,0,29.8,70,1010.3,1,1,34.5,23.7
2025-03-31T23:10:00+05:30,2025-03-31 23:10:00,28,33.3,25.6,0,0,21.9,341,0,0,0,0,0,3333.2,1017.2,87,0,0,29.9,70,1010.4,1,1,34.8,23.8
2025-03-31T23:05:00+05:30,2025-03-31 23:05:00,28.1,33.4,25.5,0,0,21.9,341,0,0,0,0,0,3333.2,1017.4,86,0,0,29.9,70,1010.6,1,1,34.8,23.8
2025-03-31T23:00:00+05:30,2025-03-31 23:00:00,28.2,33.8,25.6,0,0,21.9,341,0,0,0,0,0,3333.2,1017.5,86,0,0,29.9,70,1010.7,1,1,34.8,23.8
2025-03-31T22:55:00+05:30,2025-03-31 22:55:00,28.2,33.5,25.5,0,0,21.9,341,0,0,0,0,0,3333.2,1017.4,85,0,0,29.9,70,1010.6,1,1,34.8,23.8
2025-03-31T22:50:00+05:30,2025-03-31 22:50:00,28.5,34.1,25.5,0,0,21.9,341,0,0,0,0,0,3333.2,1017.4,84,0,0,30,69,1010.6,1,1,34.8,23.7
2025-03-31T22:45:00+05:30,2025-03-31 22:45:00,28.5,34,25.3,0,0,21.9,341,0,0,0,0,0,3333.2,1017.7,83,0,0,29.9,69,1010.9,1,1,34.6,23.6
2025-03-31T22:40:00+05:30,2025-03-31 22:40:00,28.5,34,25.3,0,0,21.9,76,0,0,0,0,0,3333.2,1017.5,83,0,0,30,69,1010.7,1,1,34.8,23.7
2025-03-31T22:35:00+05:30,2025-03-31 22:35:00,28.5,34,25.3,0,0,21.9,355,0,0,0,0,0,3333.2,1017.5,83,0,0,30,69,1010.7,1,1,34.8,23.7
2025-03-31T22:30:00+05:30,2025-03-31 22:30:00,28.6,34.3,25.4,0,0,21.9,345,0,0,0,0,0,3333.2,1017.5,83,0,0,30,69,1010.7,1,1,34.8,23.7
2025-03-31T22:25:00+05:30,2025-03-31 22:25:00,28.6,34.1,25.2,0,0,21.9,9,0,0,0,0,0,3333.2,1017.7,82,0,0,30,69,1010.9,1,1,34.8,23.7
2025-03-31T22:20:00+05:30,2025-03-31 22:20:00,28.6,34.1,25.2,0,0,21.9,354,0,0,0,0,0,3333.2,1017.7,82,0,0,30,69,1010.9,1,1,34.8,23.7
2025-03-31T22:15:00+05:30,2025-03-31 22:15:00,28.7,34.4,25.3,0,0,21.9,7,0,0,0,0,0,3333.2,1017.7,82,0,0,30,69,1010.9,1,1,34.8,23.7
2025-03-31T22:10:00+05:30,2025-03-31 22:10:00,28.6,34.1,25.2,0,0,21.9,21,0,0,0,0,0,3333.2,1017.6,82,0,0,30,69,1010.8,1,1,34.8,23.7
2025-03-31T22:05:00+05:30,2025-03-31 22:05:00,28.6,34.1,25.2,0,0,21.9,347,0,0,0,0,0,3333.2,1017.6,82,0,0,30,69,1010.8,1,1,34.8,23.7
2025-03-31T22:00:00+05:30,2025-03-31 22:00:00,28.6,34.1,25.2,3.2,3.5,21.9,123,0,0,0,0,0,3333.2,1017.7,82,0,0,30.1,69,1010.9,1,1,35.1,23.8
2025-03-31T21:55:00+05:30,2025-03-31 21:55:00,28.7,34.4,25.3,0,0,21.9,61,0,0,0,0,0,3333.2,1017.4,82,0,0,30.1,69,1010.6,1,1,35.1,23.8
2025-03-31T21:50:00+05:30,2025-03-31 21:50:00,28.7,34.4,25.3,0,0,21.9,85,0,0,0,0,0,3333.2,1017.8,82,0,0,30.1,69,1011,1,1,35.1,23.8
2025-03-31T21:45:00+05:30,2025-03-31 21:45:00,28.7,34.4,25.3,3.5,3.5,21.9,138,0,0,0,0,0,3333.2,1017.6,82,0,0,30.1,69,1010.8,1,1,35.1,23.8
2025-03-31T21:40:00+05:30,2025-03-31 21:40:00,28.7,34.4,25.3,1.8,3.5,21.9,166,0,0,0,0,0,3333.2,1017.6,82,0,0,30.1,69,1010.8,1,1,35.1,23.8
2025-03-31T21:35:00+05:30,2025-03-31 21:35:00,28.8,34.5,25.4,1.4,1.8,21.9,155,0,0,0,0,0,3333.2,1017.6,82,0,0,30.1,69,1010.8,1,1,35.1,23.8
2025-03-31T21:30:00+05:30,2025-03-31 21:30:00,28.7,34.4,25.3,2.1,3.5,21.9,53,0,0,0,0,0,3333.2,1017.6,82,0,0,30.1,69,1010.8,1,1,35.1,23.8
2025-03-31T21:25:00+05:30,2025-03-31 21:25:00,28.7,34.4,25.3,0,0,21.9,81,0,0,0,0,0,3333.2,1017.5,82,0,0,30.1,69,1010.7,1,1,35.1,23.8
2025-03-31T21:20:00+05:30,2025-03-31 21:20:00,28.7,34.4,25.3,0,0,21.9,22,0,0,0,0,0,3333.2,1017.6,82,0,0,30.1,69,1010.8,1,1,35.1,23.8
2025-03-31T21:15:00+05:30,2025-03-31 21:15:00,28.7,34.4,25.3,2.9,3.5,21.9,124,0,0,0,0,0,3333.2,1017.4,82,0,0,30.1,69,1010.6,1,1,35.1,23.8
2025-03-31T21:10:00+05:30,2025-03-31 21:10:00,28.7,34.4,25.3,0,0,21.9,324,0,0,0,0,0,3333.2,1017.4,82,0,0,30.2,69,1010.6,1,1,35.3,23.9
2025-03-31T21:05:00+05:30,2025-03-31 21:05:00,28.7,34.4,25.3,3.5,3.5,21.9,242,0,0,0,0,0,3333.2,1017.6,82,0,0,30.1,69,1010.8,1,1,35.1,23.8
2025-03-31T21:00:00+05:30,2025-03-31 21:00:00,28.7,34.4,25.3,0,0,21.9,10,0,0,0,0,0,3333.2,1017.3,82,0,0,30.2,69,1010.5,1,1,35.3,23.9
2025-03-31T20:55:00+05:30,2025-03-31 20:55:00,28.8,34.3,25.2,0.3,1.8,21.9,47,0,0,0,0,0,3333.2,1017.3,81,0,0,30.2,68,1010.5,1,1,35.1,23.7
2025-03-31T20:50:00+05:30,2025-03-31 20:50:00,28.8,34.5,25.4,0.3,1.8,21.9,115,0,0,0,0,0,3333.2,1017.2,82,0,0,30.1,68,1010.4,1,1,34.8,23.6
2025-03-31T20:45:00+05:30,2025-03-31 20:45:00,28.7,34.2,25.1,5.5,9.3,21.9,129,0,0,0,0,0,3333.2,1017.2,81,0,0,30.2,68,1010.4,1,1,35.1,23.7
2025-03-31T20:40:00+05:30,2025-03-31 20:40:00,28.7,34.2,25.1,0,0,21.9,352,0,0,0,0,0,3333.2,1017.2,81,0,0,30.2,68,1010.4,1,1,35.1,23.7
2025-03-31T20:35:00+05:30,2025-03-31 20:35:00,28.7,34.2,25.1,2.9,3.5,21.9,112,0,0,0,0,0,3333.2,1017.1,81,0,0,30.2,68,1010.3,1,1,35.1,23.7
