"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Absolute Pressure (hPa)","Outdoor Battery","CO2 battery","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-02-28T23:55:00+05:30,2025-02-28 23:55:00,25.1,26.3,24.9,0.3,3.5,33.2,177,0,0,0,0.3,0.3,3333.2,1010.7,99,0,0,27.2,82,1011.9,1,1,30.4,23.9
2025-02-28T23:50:00+05:30,2025-02-28 23:50:00,25,26.1,24.8,0,0,33.2,346,0,0,0,0.3,0.3,3333.2,1010.5,99,0,0,27.2,83,1011.7,1,1,30.6,24.1
2025-02-28T23:45:00+05:30,2025-02-28 23:45:00,25,26.1,24.8,0,0,33.2,347,0,0,0,0.3,0.3,3333.2,1010.7,99,0,0,27.2,82,1011.9,1,1,30.4,23.9
2025-02-28T23:40:00+05:30,2025-02-28 23:40:00,25,26.1,24.8,0,0,33.2,300,0,0,0,0.3,0.3,3333.2,1010.9,99,0,0,27.2,82,1012.1,1,1,30.4,23.9
2025-02-28T23:35:00+05:30,2025-02-28 23:35:00,25,26.1,24.8,0,0,33.2,280,0,0,0,0.3,0.3,3333.2,1011.1,99,0,0,27.2,82,1012.3,1,1,30.4,23.9
2025-02-28T23:30:00+05:30,2025-02-28 23:30:00,25,26.1,24.8,0,0,33.2,319,0,0,0,0.3,0.3,3333.2,1011.1,99,0,0,27.2,82,1012.3,1,1,30.4,23.9
2025-02-28T23:25:00+05:30,2025-02-28 23:25:00,25,26.1,24.8,0,0,33.2,318,0,0,0,0.3,0.3,3333.2,1011.1,99,0,0,27.2,82,1012.3,1,1,30.4,23.9
2025-02-28T23:20:00+05:30,2025-02-28 23:20:00,25,26.1,24.8,0,0,33.2,332,0,0,0,0.3,0.3,3333.2,1011.1,99,0,0,27.2,82,1012.3,1,1,30.4,23.9
2025-02-28T23:15:00+05:30,2025-02-28 23:15:00,25.1,26.3,24.9,0,0,33.2,353,0,0,0,0.3,0.3,3333.2,1011.2,99,0,0,27.2,82,1012.4,1,1,30.4,23.9
2025-02-28T23:10:00+05:30,2025-02-28 23:10:00,25.1,26.3,24.9,0,0,33.2,339,0,0,0,0.3,0.3,3333.2,1011.2,99,0,0,27.2,82,1012.4,1,1,30.4,23.9
2025-02-28T23:05:00+05:30,2025-02-28 23:05:00,25.1,26.3,24.9,0,0,33.2,338,0,0,0,0.3,0.3,3333.2,1011.4,99,0,0,27.2,82,1012.6,1,1,30.4,23.9
2025-02-28T23:00:00+05:30,2025-02-28 23:00:00,25,26.1,24.8,0,0,33.2,281,0,0,0,0.3,0.3,3333.2,1011.2,99,0,0,27.3,82,1012.4,1,1,30.6,23.9
