"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Absolute Pressure (hPa)","Outdoor Battery","CO2 battery","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-07-31T23:55:00+05:30,2025-07-31 23:55:00,27.4,32.6,26,0,0,20.1,297,0,0,0,0,1.2,3335.3,1008.6,92,0,0,30.7,72,1007.7,1,1,37.4,25.1
2025-07-31T23:50:00+05:30,2025-07-31 23:50:00,27.5,32.9,26.1,0,0,20.1,304,0,0,0,0,1.2,3335.3,1008.6,92,0,0,30.7,72,1007.7,1,1,37.4,25.1
2025-07-31T23:45:00+05:30,2025-07-31 23:45:00,27.4,32.6,26,0,0,20.1,302,0,0,0,0,1.2,3335.3,1008.6,92,0,0,30.7,72,1007.7,1,1,37.4,25.1
2025-07-31T23:40:00+05:30,2025-07-31 23:40:00,27.4,32.8,26.2,0,0,20.1,300,0,0,0,0,1.2,3335.3,1008.7,93,0,0,30.8,72,1007.8,1,1,37.6,25.1
2025-07-31T23:35:00+05:30,2025-07-31 23:35:00,27.4,32.8,26.2,0,0,20.1,309,0,0,0,0,1.2,3335.3,1008.9,93,0,0,30.8,72,1008,1,1,37.6,25.1
2025-07-31T23:30:00+05:30,2025-07-31 23:30:00,27.4,32.8,26.2,0,0,20.1,313,0,0,0,0,1.2,3335.3,1008.9,93,0,0,30.8,72,1008,1,1,37.6,25.1
2025-07-31T23:25:00+05:30,2025-07-31 23:25:00,27.4,32.8,26.2,0,0,20.1,298,0,0,0,0,1.2,3335.3,1008.9,93,0,0,30.8,72,1008,1,1,37.6,25.1
2025-07-31T23:20:00+05:30,2025-07-31 23:20:00,27.4,32.8,26.2,0,0,20.1,303,0,0,0,0,1.2,3335.3,1008.9,93,0,0,30.8,72,1008,1,1,37.6,25.1
2025-07-31T23:15:00+05:30,2025-07-31 23:15:00,27.4,32.8,26.2,0,0,20.1,303,0,0,0,0,1.2,3335.3,1009,93,0,0,30.8,72,1008.1,1,1,37.6,25.1
2025-07-31T23:10:00+05:30,2025-07-31 23:10:00,27.4,32.8,26.2,0,0,20.1,309,0,0,0,0,1.2,3335.3,1009,93,0,0,30.9,72,1008.1,1,1,37.9,25.2
2025-07-31T23:05:00+05:30,2025-07-31 23:05:00,27.4,32.8,26.2,0,0,20.1,303,0,0,0,0,1.2,3335.3,1009.1,93,0,0,30.9,72,1008.2,1,1,37.9,25.2
2025-07-31T23:00:00+05:30,2025-07-31 23:00:00,27.4,32.8,26.2,0,0,20.1,317,0,0,0,0,1.2,3335.3,1009.1,93,0,0,30.9,72,1008.2,1,1,37.9,25.2
2025-07-31T22:55:00+05:30,2025-07-31 22:55:00,27.4,32.8,26.2,0,0,20.1,316,0,0,0,0,1.2,3335.3,1009.1,93,0,0,30.9,72,1008.2,1,1,37.9,25.2
2025-07-31T22:50:00+05:30,2025-07-31 22:50:00,27.4,32.8,26.2,0,0,20.1,307,0,0,0,0,1.2,3335.3,1009.1,93,0,0,31,72,1008.2,1,1,38.2,25.3
2025-07-31T22:45:00+05:30,2025-07-31 22:45:00,27.6,33.2,26.2,0,0,20.1,284,0,0,0,0,1.2,3335.3,1009.1,92,0,0,31,72,1008.2,1,1,38.2,25.3
2025-07-31T22:40:00+05:30,2025-07-31 22:40:00,27.6,33.2,26.2,0,0,20.1,302,0,0,0,0,1.2,3335.3,1009.1,92,0,0,31,72,1008.2,1,1,38.2,25.3
2025-07-31T22:35:00+05:30,2025-07-31 22:35:00,27.7,33.6,26.3,0,0,20.1,288,0,0,0,0,1.2,3335.3,1009.3,92,0,0,31.1,72,1008.4,1,1,38.5,25.4
