"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Absolute Pressure (hPa)","Outdoor Battery","CO2 battery","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2026-06-02T05:25:00+05:30,2026-06-02 05:25:00,26.9,31.3,25.7,3.5,3.5,7.2,200,0,0,0,0,3.9,3338,1011.2,93,0,0.1,30.2,75,1009.5,0,1,36.9,25.3
2026-06-02T05:20:00+05:30,2026-06-02 05:20:00,26.9,31.3,25.7,2.1,3.5,5.5,217,0,0,0,0,3.9,3338,1011.3,93,0,0,30.2,75,1009.6,0,1,36.9,25.3
2026-06-02T05:15:00+05:30,2026-06-02 05:15:00,26.9,31.5,25.8,0.3,1.8,5.5,287,0,0,0,0,3.9,3338,1011.4,94,0,0,30.3,76,1009.7,0,1,37.3,25.6
2026-06-02T05:10:00+05:30,2026-06-02 05:10:00,26.9,31.7,26,0,0,5.5,292,0,0,0,0,3.9,3338,1011.3,95,0,0,30.3,76,1009.6,0,1,37.3,25.6
2026-06-02T05:05:00+05:30,2026-06-02 05:05:00,26.9,31.7,26,0,0,5.5,274,0,0,0,0,3.9,3338,1011.2,95,0,0,30.3,76,1009.5,0,1,37.3,25.6
2026-06-02T05:00:00+05:30,2026-06-02 05:00:00,26.9,31.7,26,0,0,5.5,316,0,0,0,0,3.9,3338,1011.2,95,0,0,30.4,76,1009.5,0,1,37.7,25.7
2026-06-02T04:55:00+05:30,2026-06-02 04:55:00,26.8,31.3,25.9,0,0,5.5,316,0,0,0,0,3.9,3338,1011.1,95,0,0,30.3,76,1009.4,0,1,37.3,25.6
2026-06-02T04:50:00+05:30,2026-06-02 04:50:00,26.7,31.2,25.9,1.8,1.8,5.5,255,0,0,0,0,3.9,3338,1011.2,95,0,0,30.3,76,1009.5,0,1,37.3,25.6
2026-06-02T04:45:00+05:30,2026-06-02 04:45:00,26.7,31.3,26,1.1,1.8,5.5,267,0,0,0,0,3.9,3338,1011,96,0,0,30.3,77,1009.3,0,1,37.7,25.8
2026-06-02T04:40:00+05:30,2026-06-02 04:40:00,26.8,31.7,26.3,2.9,3.5,5.5,253,0,0,0,0,3.9,3338,1011.1,97,0,0,30.2,77,1009.4,0,1,37.5,25.7
2026-06-02T04:35:00+05:30,2026-06-02 04:35:00,27,32.5,26.7,2.9,3.5,3.5,172,0,0,0,0,3.9,3338,1010.8,98,0,0,30.3,77,1009.1,0,1,37.7,25.8
2026-06-02T04:30:00+05:30,2026-06-02 04:30:00,27,32.5,26.7,1.8,1.8,3.5,251,0,0,0,0,3.9,3338,1011,98,0,0,30.4,77,1009.3,0,1,37.9,25.9
2026-06-02T04:25:00+05:30,2026-06-02 04:25:00,27.1,33.1,26.9,2.6,3.5,3.5,208,0,0,0,0,3.9,3338,1011.1,99,0,0,30.5,77,1009.4,0,1,38.3,26
2026-06-02T04:20:00+05:30,2026-06-02 04:20:00,27.3,33.6,27.1,0,0,0,283,0,0,0,0,3.9,3338,1011,99,0,0,30.5,77,1009.3,0,1,38.3,26
2026-06-02T04:15:00+05:30,2026-06-02 04:15:00,27.5,34.4,27.3,0.6,1.8,21.9,281,0,0,0,0,3.9,3338,1011,99,0,0,30.5,77,1009.3,0,1,38.3,26
2026-06-02T04:10:00+05:30,2026-06-02 04:10:00,27.4,34,27.2,0,0,21.9,302,0,0,0,0,3.9,3338,1010.9,99,0,0,30.5,77,1009.2,0,1,38.3,26
2026-06-02T04:05:00+05:30,2026-06-02 04:05:00,27.2,33.4,27.1,0,0,21.9,301,0,0,0,0,3.9,3338,1011,99,0,0,30.5,78,1009.3,0,1,38.6,26.2
2026-06-02T04:00:00+05:30,2026-06-02 04:00:00,27.2,33.4,27.1,1.8,1.8,21.9,267,0,0,0,0,3.9,3338,1010.8,99,0,0,30.4,78,1009.1,0,1,38.3,26.1
2026-06-02T03:55:00+05:30,2026-06-02 03:55:00,27.6,34.8,27.4,2.9,3.5,21.9,219,0,0,0,0,3.9,3338,1011.1,99,0,0,30.5,78,1009.4,0,1,38.6,26.2
2026-06-02T03:50:00+05:30,2026-06-02 03:50:00,27.8,35.3,27.6,2.1,3.5,21.9,216,0,0,0,0,3.9,3338,1010.9,99,0,0,30.6,77,1009.2,0,1,38.6,26.1
2026-06-02T03:45:00+05:30,2026-06-02 03:45:00,27.8,35.3,27.6,0,0,21.9,301,0,0,0,0,3.9,3338,1011,99,0,0,30.6,77,1009.3,0,1,38.6,26.1
2026-06-02T03:40:00+05:30,2026-06-02 03:40:00,27.9,35.7,27.7,0,0,21.9,283,0,0,0,0,3.9,3338,1010.9,99,0,0,30.6,77,1009.2,0,1,38.6,26.1
2026-06-02T03:35:00+05:30,2026-06-02 03:35:00,27.9,35.7,27.7,1.8,1.8,21.9,275,0,0,0,0,3.9,3338,1010.9,99,0,0,30.7,77,1009.2,0,1,39,26.2
2026-06-02T03:30:00+05:30,2026-06-02 03:30:00,27.9,35.7,27.7,0,0,21.9,301,0,0,0,0,3.9,3338,1011,99,0,0,30.7,77,1009.3,0,1,39,26.2
2026-06-02T03:25:00+05:30,2026-06-02 03:25:00,27.9,35.7,27.7,0,0,21.9,306,0,0,0,0,3.9,3338,1010.8,99,0,0,30.7,77,1009.1,0,1,39,26.2
2026-06-02T03:20:00+05:30,2026-06-02 03:20:00,28,36.1,27.8,1.4,1.8,21.9,280,0,0,0,0,3.9,3338,1011,99,0,0,30.7,77,1009.3,0,1,39,26.2
2026-06-02T03:15:00+05:30,2026-06-02 03:15:00,28,36.1,27.8,2.6,3.5,21.9,296,0,0,0,0,3.9,3338,1011,99,0,0,30.8,77,1009.3,0,1,39.2,26.3
2026-06-02T03:10:00+05:30,2026-06-02 03:10:00,28,36.1,27.8,0,0,21.9,301,0,0,0,0,3.9,3338,1011.1,99,0,0,30.8,77,1009.4,0,1,39.2,26.3
2026-06-02T03:05:00+05:30,2026-06-02 03:05:00,28,36.1,27.8,1.8,1.8,21.9,234,0,0,0,0,3.9,3338,1011,99,0,0,30.8,77,1009.3,0,1,39.2,26.3
2026-06-02T03:00:00+05:30,2026-06-02 03:00:00,28,36.1,27.8,2.1,3.5,21.9,217,0,0,0,0,3.9,3338,1011,99,0,0,30.8,77,1009.3,0,1,39.2,26.3
2026-06-02T02:55:00+05:30,2026-06-02 02:55:00,28,36.1,27.8,0,0,21.9,299,0,0,0,0,3.9,3338,1011,99,0,0,30.8,77,1009.3,0,1,39.2,26.3
2026-06-02T02:50:00+05:30,2026-06-02 02:50:00,28,36.1,27.8,3.5,3.5,21.9,219,0,0,0,0,3.9,3338,1011.1,99,0,0,30.8,77,1009.4,0,1,39.2,26.3
2026-06-02T02:45:00+05:30,2026-06-02 02:45:00,28.1,36.5,27.9,2.1,3.5,21.9,193,0,0,0,0,3.9,3338,1011.1,99,0,0,30.8,77,1009.4,0,1,39.2,26.3
2026-06-02T02:40:00+05:30,2026-06-02 02:40:00,28.1,36.5,27.9,0,0,21.9,309,0,0,0,0,3.9,3338,1011,99,0,0,30.9,77,1009.3,0,1,39.5,26.4
2026-06-02T02:35:00+05:30,2026-06-02 02:35:00,28.2,36.9,28,1.1,1.8,21.9,285,0,0,0,0,3.9,3338,1011.3,99,0,0,30.9,77,1009.6,0,1,39.5,26.4
2026-06-02T02:30:00+05:30,2026-06-02 02:30:00,28.2,36.9,28,2.1,3.5,21.9,255,0,0,0,0,3.9,3338,1011.4,99,0,0,30.8,77,1009.7,0,1,39.2,26.3
2026-06-02T02:25:00+05:30,2026-06-02 02:25:00,28.2,36.9,28,2.1,3.5,21.9,253,0,0,0,0,3.9,3338,1011.4,99,0,0,30.9,77,1009.7,0,1,39.5,26.4
2026-06-02T02:20:00+05:30,2026-06-02 02:20:00,28.2,36.9,28,0,0,21.9,307,0,0,0,0,3.9,3338,1011.3,99,0,0,30.9,77,1009.6,0,1,39.5,26.4
2026-06-02T02:15:00+05:30,2026-06-02 02:15:00,28.2,36.9,28,2.6,3.5,21.9,201,0,0,0,0,3.9,3338,1011.2,99,0,0,30.9,77,1009.5,0,1,39.5,26.4
2026-06-02T02:10:00+05:30,2026-06-02 02:10:00,28.2,36.9,28,1.8,1.8,21.9,242,0,0,0,0,3.9,3338,1011.5,99,0,0,30.9,77,1009.8,0,1,39.5,26.4
2026-06-02T02:05:00+05:30,2026-06-02 02:05:00,28.2,36.9,28,2.9,3.5,21.9,223,0,0,0,0,3.9,3338,1011.4,99,0,0,30.9,77,1009.7,0,1,39.5,26.4
2026-06-02T02:00:00+05:30,2026-06-02 02:00:00,28.2,36.9,28,3.5,3.5,21.9,173,0,0,0,0,3.9,3338,1011.3,99,0,0,30.9,77,1009.6,0,1,39.5,26.4
2026-06-02T01:55:00+05:30,2026-06-02 01:55:00,28.2,36.9,28,0.6,1.8,21.9,303,0,0,0,0,3.9,3338,1011.3,99,0,0,30.9,77,1009.6,0,1,39.5,26.4
2026-06-02T01:50:00+05:30,2026-06-02 01:50:00,28.1,36.5,27.9,0.6,1.8,21.9,311,0,0,0,0,3.9,3338,1011.5,99,0,0,30.9,77,1009.8,0,1,39.5,26.4
2026-06-02T01:45:00+05:30,2026-06-02 01:45:00,28.1,36.5,27.9,1.4,3.5,21.9,247,0,0,0,0,3.9,3338,1011.3,99,0,0,30.9,77,1009.6,0,1,39.5,26.4
2026-06-02T01:40:00+05:30,2026-06-02 01:40:00,28,36.1,27.8,2.1,3.5,21.9,239,0,0,0,0,3.9,3338,1011.5,99,0,0,31,77,1009.8,0,1,39.8,26.5
2026-06-02T01:35:00+05:30,2026-06-02 01:35:00,28,36.1,27.8,3.5,5.5,21.9,208,0,0,0,0,3.9,3338,1011.6,99,0,0,30.9,78,1009.9,0,1,39.8,26.6
2026-06-02T01:30:00+05:30,2026-06-02 01:30:00,28.1,36.5,27.9,5.5,5.5,21.9,210,0,0,0,0,3.9,3338,1011.6,99,0,0,30.9,78,1009.9,0,1,39.8,26.6
2026-06-02T01:25:00+05:30,2026-06-02 01:25:00,28.2,36.9,28,1.8,1.8,21.9,246,0,0,0,0,3.9,3338,1011.8,99,0,0,30.9,78,1010.1,0,1,39.8,26.6
2026-06-02T01:20:00+05:30,2026-06-02 01:20:00,28.2,36.9,28,4,5.5,21.9,216,0,0,0,0,3.9,3338,1011.6,99,0,0,31,78,1009.9,0,1,40.2,26.7
2026-06-02T01:15:00+05:30,2026-06-02 01:15:00,28.3,37.1,28.1,1.8,1.8,21.9,202,0,0,0,0,3.9,3338,1011.8,99,0,0,31,77,1010.1,0,1,39.8,26.5
2026-06-02T01:10:00+05:30,2026-06-02 01:10:00,28.3,37.1,28.1,1.4,1.8,21.9,292,0,0,0,0,3.9,3338,1011.8,99,0,0,31,77,1010.1,0,1,39.8,26.5
2026-06-02T01:05:00+05:30,2026-06-02 01:05:00,28.3,37.1,28.1,1.8,1.8,21.9,317,0,0,0,0,3.9,3338,1011.9,99,0,0,31.1,77,1010.2,0,1,40.2,26.6
2026-06-02T01:00:00+05:30,2026-06-02 01:00:00,28.3,37.1,28.1,0.3,1.8,21.9,308,0,0,0,0,3.9,3338,1011.9,99,0,0,31.1,77,1010.2,0,1,40.2,26.6
2026-06-02T00:55:00+05:30,2026-06-02 00:55:00,28.4,37.6,28.2,1.8,1.8,21.9,297,0,0,0,0,3.9,3338,1011.9,99,0,0,31.1,77,1010.2,0,1,40.2,26.6
2026-06-02T00:50:00+05:30,2026-06-02 00:50:00,28.4,37.6,28.2,1.8,1.8,21.9,310,0,0,0,0,3.9,3338,1012,99,0,0,31.1,77,1010.3,0,1,40.2,26.6
2026-06-02T00:45:00+05:30,2026-06-02 00:45:00,28.4,37.6,28.2,0.3,1.8,21.9,296,0,0,0,0,3.9,3338,1012.1,99,0,0,31.1,77,1010.4,0,1,40.2,26.6
2026-06-02T00:40:00+05:30,2026-06-02 00:40:00,28.3,37.1,28.1,1.8,1.8,21.9,299,0,0,0,0,3.9,3338,1011.9,99,0,0,31.2,77,1010.2,0,1,40.6,26.7
2026-06-02T00:35:00+05:30,2026-06-02 00:35:00,28.3,37.1,28.1,1.8,1.8,21.9,308,0,0,0,0,3.9,3338,1012,99,0,0,31.2,77,1010.3,0,1,40.6,26.7
2026-06-02T00:30:00+05:30,2026-06-02 00:30:00,28.3,37.1,28.1,0,0,21.9,316,0,0,0,0,3.9,3338,1012.1,99,0,0,31.2,77,1010.4,0,1,40.6,26.7
2026-06-02T00:25:00+05:30,2026-06-02 00:25:00,28.3,37.1,28.1,1.4,1.8,21.9,315,0,0,0,0,3.9,3338,1012,99,0,0,31.2,77,1010.3,0,1,40.6,26.7
2026-06-02T00:20:00+05:30,2026-06-02 00:20:00,28.2,36.9,28,1.8,1.8,21.9,309,0,0,0,0,3.9,3338,1012,99,0,0,31.3,77,1010.3,0,1,40.7,26.7
2026-06-02T00:15:00+05:30,2026-06-02 00:15:00,28.2,36.9,28,1.1,1.8,21.9,328,0,0,0,0,3.9,3338,1012.4,99,0,0,31.3,77,1010.7,0,1,40.7,26.7
2026-06-02T00:10:00+05:30,2026-06-02 00:10:00,28.4,37.6,28.2,1.8,1.8,21.9,323,0,0,0,0,3.9,3338,1012.4,99,0,0,31.3,77,1010.7,0,1,40.7,26.7
2026-06-02T00:05:00+05:30,2026-06-02 00:05:00,28.4,37.6,28.2,0,0,21.9,315,0,0,0,0,3.9,3338,1012.4,99,0,0,31.4,77,1010.7,0,1,41.1,26.8
2026-06-02T00:00:00+05:30,2026-06-02 00:00:00,28.5,38,28.3,1.8,1.8,21.9,324,0,0,0,0,3.9,3338,1012.5,99,0,0,31.4,77,1010.8,0,1,41.1,26.8
