"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Absolute Pressure (hPa)","Outdoor Battery","CO2 battery","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-01-31T23:55:00+05:30,2025-01-31 23:55:00,26.9,32.4,26.7,3.2,5.5,27.7,12,0,0,0,0,1,3332.9,1015.2,99,0,0,27.8,84,1011.2,1,1,32.1,24.8
2025-01-31T23:50:00+05:30,2025-01-31 23:50:00,26.9,32.4,26.7,0,0,27.7,26,0,0,0,0,1,3332.9,1015.1,99,0,0,27.8,84,1011.1,1,1,32.1,24.8
2025-01-31T23:45:00+05:30,2025-01-31 23:45:00,26.9,32.4,26.7,5.8,7.2,27.7,348,0,0,0,0,1,3332.9,1015.3,99,0,0,27.8,84,1011.3,1,1,32.1,24.8
2025-01-31T23:40:00+05:30,2025-01-31 23:40:00,26.9,32.4,26.7,0,0,27.7,348,0,0,0,0,1,3332.9,1015.3,99,0,0,27.8,84,1011.3,1,1,32.1,24.8
2025-01-31T23:35:00+05:30,2025-01-31 23:35:00,27,32.7,26.8,0,0,27.7,0,0,0,0,0,1,3332.9,1015.3,99,0,0,27.8,84,1011.3,1,1,32.1,24.8
2025-01-31T23:30:00+05:30,2025-01-31 23:30:00,27,32.7,26.8,0,0,27.7,16,0,0,0,0,1,3332.9,1015.3,99,0,0,27.8,84,1011.3,1,1,32.1,24.8
2025-01-31T23:25:00+05:30,2025-01-31 23:25:00,27,32.7,26.8,0,0,27.7,347,0,0,0,0,1,3332.9,1015.5,99,0,0,27.9,84,1011.5,1,1,32.4,24.9
2025-01-31T23:20:00+05:30,2025-01-31 23:20:00,27,32.7,26.8,5.5,7.2,27.7,33,0,0,0,0,1,3332.9,1015.5,99,0,0,27.8,84,1011.5,1,1,32.1,24.8
2025-01-31T23:15:00+05:30,2025-01-31 23:15:00,27,32.7,26.8,0,0,27.7,7,0,0,0,0,1,3332.9,1015.5,99,0,0,27.8,84,1011.5,1,1,32.1,24.8
2025-01-31T23:10:00+05:30,2025-01-31 23:10:00,26.9,32.4,26.7,2.6,3.5,27.7,32,0,0,0,0,1,3332.9,1015.7,99,0,0,27.9,84,1011.7,1,1,32.4,24.9
2025-01-31T23:05:00+05:30,2025-01-31 23:05:00,26.9,32.4,26.7,0,0,27.7,5,0,0,0,0,1,3332.9,1015.7,99,0,0,27.9,84,1011.7,1,1,32.4,24.9
2025-01-31T23:00:00+05:30,2025-01-31 23:00:00,27,32.7,26.8,0,0,27.7,0,0,0,0,0,1,3332.9,1015.8,99,0,0,27.9,84,1011.8,1,1,32.4,24.9
2025-01-31T22:55:00+05:30,2025-01-31 22:55:00,27,32.7,26.8,0,0,27.7,9,0,0,0,0,1,3332.9,1015.9,99,0,0,27.8,84,1011.9,1,1,32.1,24.8
2025-01-31T22:50:00+05:30,2025-01-31 22:50:00,27,32.7,26.8,0,0,27.7,356,0,0,0,0,1,3332.9,1015.8,99,0,0,27.9,84,1011.8,1,1,32.4,24.9
2025-01-31T22:45:00+05:30,2025-01-31 22:45:00,26.9,32.4,26.7,0,0,27.7,340,0,0,0,0,1,3332.9,1015.9,99,0,0,27.9,84,1011.9,1,1,32.4,24.9
2025-01-31T22:40:00+05:30,2025-01-31 22:40:00,26.9,32.4,26.7,0,0,27.7,2,0,0,0,0,1,3332.9,1016,99,0,0,27.9,84,1012,1,1,32.4,24.9
2025-01-31T22:35:00+05:30,2025-01-31 22:35:00,27,32.7,26.8,0,0,27.7,351,0,0,0,0,1,3332.9,1016,99,0,0,27.9,84,1012,1,1,32.4,24.9
2025-01-31T22:30:00+05:30,2025-01-31 22:30:00,27,32.7,26.8,0,0,27.7,25,0,0,0,0,1,3332.9,1016,99,0,0,27.9,84,1012,1,1,32.4,24.9
2025-01-31T22:25:00+05:30,2025-01-31 22:25:00,27,32.7,26.8,0,0,27.7,351,0,0,0,0,1,3332.9,1015.9,99,0,0,27.9,84,1011.9,1,1,32.4,24.9
2025-01-31T22:20:00+05:30,2025-01-31 22:20:00,27,32.7,26.8,0,0,27.7,343,0,0,0,0,1,3332.9,1015.9,99,0,0,27.9,84,1011.9,1,1,32.4,24.9
2025-01-31T22:15:00+05:30,2025-01-31 22:15:00,27,32.7,26.8,0,0,27.7,14,0,0,0,0,1,3332.9,1015.9,99,0,0,27.9,84,1011.9,1,1,32.4,24.9
2025-01-31T22:10:00+05:30,2025-01-31 22:10:00,27,32.7,26.8,0,0,27.7,352,0,0,0,0,1,3332.9,1015.7,99,0,0,27.9,84,1011.7,1,1,32.4,24.9
2025-01-31T22:05:00+05:30,2025-01-31 22:05:00,27,32.7,26.8,0,0,27.7,351,0,0,0,0,1,3332.9,1015.9,99,0,0,27.9,83,1011.9,1,1,32.3,24.7
2025-01-31T22:00:00+05:30,2025-01-31 22:00:00,27,32.7,26.8,0,0,27.7,4,0,0,0,0,1,3332.9,1015.7,99,0,0,27.9,83,1011.7,1,1,32.3,24.7
2025-01-31T21:55:00+05:30,2025-01-31 21:55:00,27,32.7,26.8,0,0,27.7,13,0,0,0,0,1,3332.9,1015.8,99,0,0,28,83,1011.8,1,1,32.6,24.8
2025-01-31T21:50:00+05:30,2025-01-31 21:50:00,27,32.7,26.8,0,0,27.7,355,0,0,0,0,1,3332.9,1015.8,99,0,0,28,83,1011.8,1,1,32.6,24.8
2025-01-31T21:45:00+05:30,2025-01-31 21:45:00,27.1,33.1,26.9,0,0,27.7,352,0,0,0,0,1,3332.9,1015.9,99,0,0,27.9,83,1011.9,1,1,32.3,24.7
2025-01-31T21:40:00+05:30,2025-01-31 21:40:00,27.1,33.1,26.9,0,0,27.7,353,0,0,0,0,1,3332.9,1015.8,99,0,0,27.9,83,1011.8,1,1,32.3,24.7
2025-01-31T21:35:00+05:30,2025-01-31 21:35:00,27.1,33.1,26.9,0,0,27.7,50,0,0,0,0,1,3332.9,1015.7,99,0,0,28,83,1011.7,1,1,32.6,24.8
2025-01-31T21:31:00+05:30,2025-01-31 21:31:00,27.1,33.1,26.9,0,0,27.7,7,0,0,0,0,1,3332.9,1015.7,99,0,0,28,83,1011.7,1,1,32.6,24.8
2025-01-31T21:25:00+05:30,2025-01-31 21:25:00,27,32.7,26.8,0,0,27.7,347,0,0,0,0,1,3332.9,1015.8,99,0,0,28,83,1011.8,1,1,32.6,24.8
2025-01-31T21:20:00+05:30,2025-01-31 21:20:00,27,32.7,26.8,0,0,27.7,347,0,0,0,0,1,3332.9,1015.6,99,0,0,28,82,1011.6,1,1,32.4,24.6
2025-01-31T21:15:00+05:30,2025-01-31 21:15:00,26.9,32.4,26.7,0,0,27.7,347,0,0,0,0,1,3332.9,1015.7,99,0,0,28,82,1011.7,1,1,32.4,24.6
2025-01-31T21:10:00+05:30,2025-01-31 21:10:00,26.8,31.8,26.4,0,0,27.7,334,0,0,0,0,1,3332.9,1015.5,98,0,0,28,82,1011.5,1,1,32.4,24.6
2025-01-31T21:06:00+05:30,2025-01-31 21:06:00,26.8,31.8,26.4,0,0,27.7,357,0,0,0,0,1,3332.9,1015.4,98,0,0,28,82,1011.4,1,1,32.4,24.6
2025-01-31T21:00:00+05:30,2025-01-31 21:00:00,26.8,31.8,26.4,0,0,27.7,346,0,0,0,0,1,3332.9,1015.2,98,0,0,28,82,1011.2,1,1,32.4,24.6
2025-01-31T20:55:00+05:30,2025-01-31 20:55:00,26.8,31.8,26.4,0,0,27.7,353,0,0,0,0,1,3332.9,1015.5,98,0,0,28.1,82,1011.5,1,1,32.7,24.7
2025-01-31T20:50:00+05:30,2025-01-31 20:50:00,26.8,31.7,26.3,0,0,27.7,336,0,0,0,0,1,3332.9,1015.2,97,0,0,28.1,82,1011.2,1,1,32.7,24.7
2025-01-31T20:45:00+05:30,2025-01-31 20:45:00,26.8,31.7,26.3,0,0,27.7,359,0,0,0,0,1,3332.9,1015.3,97,0,0,28.1,82,1011.3,1,1,32.7,24.7
2025-01-31T20:40:00+05:30,2025-01-31 20:40:00,26.8,31.7,26.3,0,0,27.7,343,0,0,0,0,1,3332.9,1015.3,97,0,0,28.1,82,1011.3,1,1,32.7,24.7
2025-01-31T20:35:00+05:30,2025-01-31 20:35:00,26.8,31.7,26.3,0,0,27.7,341,0,0,0,0,1,3332.9,1015.1,97,0,0,28.1,82,1011.1,1,1,32.7,24.7
2025-01-31T20:30:00+05:30,2025-01-31 20:30:00,26.8,31.7,26.3,0,0,27.7,6,0,0,0,0,1,3332.9,1015,97,0,0,28.1,81,1011,1,1,32.6,24.6
2025-01-31T20:25:00+05:30,2025-01-31 20:25:00,26.8,31.5,26.1,0,0,27.7,328,0,0,0,0,1,3332.9,1015,96,0,0,28.1,81,1011,1,1,32.6,24.6
2025-01-31T20:20:00+05:30,2025-01-31 20:20:00,26.8,31.5,26.1,0,0,27.7,339,0,0,0,0,1,3332.9,1015.1,96,0,0,28.1,81,1011.1,1,1,32.6,24.6
2025-01-31T20:15:00+05:30,2025-01-31 20:15:00,26.9,31.8,26.2,0,0,27.7,344,0,0,0,0,1,3332.9,1014.9,96,0,0,28.1,81,1010.9,1,1,32.6,24.6
2025-01-31T20:10:00+05:30,2025-01-31 20:10:00,26.9,31.8,26.2,0,0,27.7,354,0,0,0,0,1,3332.9,1014.9,96,0,0,28.1,81,1010.9,1,1,32.6,24.6
2025-01-31T20:05:00+05:30,2025-01-31 20:05:00,26.9,31.7,26,0,0,27.7,345,0,0,0,0,1,3332.9,1014.9,95,0,0,28.1,81,1010.9,1,1,32.6,24.6
2025-01-31T20:00:00+05:30,2025-01-31 20:00:00,26.8,31.3,25.9,0,0,27.7,347,0,0,0,0,1,3332.9,1014.7,95,0,0,28.1,81,1010.7,1,1,32.6,24.6
2025-01-31T19:55:00+05:30,2025-01-31 19:55:00,26.8,31.3,25.9,0,0,27.7,339,0,0,0,0,1,3332.9,1014.7,95,0,0,28.2,81,1010.7,1,1,32.8,24.7
2025-01-31T19:50:00+05:30,2025-01-31 19:50:00,26.8,31.2,25.7,0,0,27.7,10,0,0,0,0,1,3332.9,1014.6,94,0,0,28.1,81,1010.6,1,1,32.6,24.6
2025-01-31T19:45:00+05:30,2025-01-31 19:45:00,26.8,31.2,25.7,0,0,27.7,348,0,0,0,0,1,3332.9,1014.5,94,0,0,28.2,81,1010.5,1,1,32.8,24.7
2025-01-31T19:40:00+05:30,2025-01-31 19:40:00,26.7,31.2,25.9,0,0,27.7,12,0,0,0,0,1,3332.9,1014.5,95,0,0,28.2,81,1010.5,1,1,32.8,24.7
2025-01-31T19:35:00+05:30,2025-01-31 19:35:00,26.7,31.2,25.9,0,0,27.7,342,0,0,0,0,1,3332.9,1014.5,95,0,0,28.2,81,1010.5,1,1,32.8,24.7
2025-01-31T19:30:00+05:30,2025-01-31 19:30:00,26.6,27.8,25.7,0,0,27.7,359,0,0,0,0,1,3332.9,1014.4,95,0,0,28.2,81,1010.4,1,1,32.8,24.7
2025-01-31T19:25:00+05:30,2025-01-31 19:25:00,26.7,31.2,25.9,1.4,3.5,27.7,11,0,0,0,0,1,3332.9,1014.4,95,0,0,28.2,81,1010.4,1,1,32.8,24.7
2025-01-31T19:20:00+05:30,2025-01-31 19:20:00,26.8,31.2,25.7,0,0,27.7,8,0,0,0,0,1,3332.9,1014.3,94,0,0,28.3,81,1010.3,1,1,33,24.7
