"Date","Simple Date","Relative Pressure (hPa)","Avg Wind Direction (10 mins) (°)","Absolute Pressure (hPa)"
2026-03-26T15:35:00+05:30,2026-03-26 15:35:00,956,0,956
2026-03-26T15:30:00+05:30,2026-03-26 15:30:00,956.1,0,956.1
2026-03-26T15:25:00+05:30,2026-03-26 15:25:00,955.9,0,955.9
2026-03-26T15:20:00+05:30,2026-03-26 15:20:00,956.3,0,956.3
2026-03-26T15:15:00+05:30,2026-03-26 15:15:00,956.2,0,956.2
2026-03-26T15:10:00+05:30,2026-03-26 15:10:00,956.1,0,956.1
2026-03-26T15:05:00+05:30,2026-03-26 15:05:00,956.1,0,956.1
2026-03-26T15:00:00+05:30,2026-03-26 15:00:00,956.1,0,956.1
2026-03-26T14:55:00+05:30,2026-03-26 14:55:00,956.4,0,956.4
2026-03-26T14:50:00+05:30,2026-03-26 14:50:00,956.1,0,956.1
2026-03-26T14:45:00+05:30,2026-03-26 14:45:00,956.3,0,956.3
2026-03-26T14:40:00+05:30,2026-03-26 14:40:00,956.3,0,956.3
2026-03-26T14:35:00+05:30,2026-03-26 14:35:00,956.3,0,956.3
2026-03-26T14:30:00+05:30,2026-03-26 14:30:00,956.4,0,956.4
2026-03-26T14:25:00+05:30,2026-03-26 14:25:00,956.3,0,956.3
2026-03-26T14:20:00+05:30,2026-03-26 14:20:00,956.5,0,956.5
2026-03-26T14:15:00+05:30,2026-03-26 14:15:00,956.6,0,956.6
2026-03-26T14:10:00+05:30,2026-03-26 14:10:00,956.7,0,956.7
2026-03-26T14:05:00+05:30,2026-03-26 14:05:00,956.6,0,956.6
2026-03-26T14:00:00+05:30,2026-03-26 14:00:00,956.7,0,956.7
2026-03-26T13:55:00+05:30,2026-03-26 13:55:00,956.8,0,956.8
2026-03-26T13:50:00+05:30,2026-03-26 13:50:00,956.9,0,956.9
2026-03-26T13:45:00+05:30,2026-03-26 13:45:00,957,0,957
2026-03-26T13:40:00+05:30,2026-03-26 13:40:00,957,0,957
2026-03-26T13:35:00+05:30,2026-03-26 13:35:00,957.1,0,957.1
2026-03-26T13:30:00+05:30,2026-03-26 13:30:00,956.9,0,956.9
2026-03-26T13:25:00+05:30,2026-03-26 13:25:00,957,0,957
2026-03-26T13:21:00+05:30,2026-03-26 13:21:00,957.1,0,957.1
2026-03-26T13:15:00+05:30,2026-03-26 13:15:00,957.1,0,957.1
2026-03-26T13:10:00+05:30,2026-03-26 13:10:00,957.4,0,957.4
2026-03-26T13:05:00+05:30,2026-03-26 13:05:00,957.5,0,957.5
2026-03-26T13:00:00+05:30,2026-03-26 13:00:00,957.7,0,957.7
2026-03-26T12:55:00+05:30,2026-03-26 12:55:00,957.7,0,957.7
2026-03-26T12:50:00+05:30,2026-03-26 12:50:00,957.5,0,957.5
2026-03-26T12:45:00+05:30,2026-03-26 12:45:00,957.7,0,957.7
2026-03-26T12:40:00+05:30,2026-03-26 12:40:00,957.8,0,957.8
2026-03-26T12:35:00+05:30,2026-03-26 12:35:00,957.8,0,957.8
2026-03-26T12:30:00+05:30,2026-03-26 12:30:00,958,0,958
2026-03-26T12:25:00+05:30,2026-03-26 12:25:00,958.2,0,958.2
2026-03-26T12:20:00+05:30,2026-03-26 12:20:00,958.1,0,958.1
2026-03-26T12:15:00+05:30,2026-03-26 12:15:00,958.3,,958.3
2026-03-26T12:10:00+05:30,2026-03-26 12:10:00,958.5,,958.5
2026-03-26T12:05:00+05:30,2026-03-26 12:05:00,958.5,0,958.5
2026-03-26T12:00:00+05:30,2026-03-26 12:00:00,958.6,0,958.6
2026-03-26T11:55:00+05:30,2026-03-26 11:55:00,958.4,0,958.4
2026-03-26T11:50:00+05:30,2026-03-26 11:50:00,958.5,0,958.5
2026-03-26T11:45:00+05:30,2026-03-26 11:45:00,958.6,0,958.6
2026-03-26T11:40:00+05:30,2026-03-26 11:40:00,959,0,959
2026-03-26T11:35:00+05:30,2026-03-26 11:35:00,958.9,0,958.9
2026-03-26T11:30:00+05:30,2026-03-26 11:30:00,958.8,0,958.8
2026-03-26T11:25:00+05:30,2026-03-26 11:25:00,959,0,959
2026-03-26T11:20:00+05:30,2026-03-26 11:20:00,959.1,0,959.1
2026-03-26T11:15:00+05:30,2026-03-26 11:15:00,959.2,0,959.2
2026-03-26T11:10:00+05:30,2026-03-26 11:10:00,959.1,0,959.1
2026-03-26T11:05:00+05:30,2026-03-26 11:05:00,959.4,0,959.4
2026-03-26T11:00:00+05:30,2026-03-26 11:00:00,959.5,0,959.5
2026-03-26T10:55:00+05:30,2026-03-26 10:55:00,959.5,0,959.5
2026-03-26T10:50:00+05:30,2026-03-26 10:50:00,959.8,0,959.8
2026-03-26T10:45:00+05:30,2026-03-26 10:45:00,959.5,0,959.5
2026-03-26T10:40:00+05:30,2026-03-26 10:40:00,959.6,0,959.6
2026-03-26T10:35:00+05:30,2026-03-26 10:35:00,959.7,0,959.7
2026-03-26T10:30:00+05:30,2026-03-26 10:30:00,959.9,0,959.9
2026-03-26T10:25:00+05:30,2026-03-26 10:25:00,960,0,960
2026-03-26T10:20:00+05:30,2026-03-26 10:20:00,959.7,0,959.7
2026-03-26T10:16:00+05:30,2026-03-26 10:16:00,959.9,0,959.9
2026-03-26T10:10:00+05:30,2026-03-26 10:10:00,959.8,0,959.8
2026-03-26T10:05:00+05:30,2026-03-26 10:05:00,959.8,0,959.8
2026-03-26T10:00:00+05:30,2026-03-26 10:00:00,959.9,0,959.9
2026-03-26T09:55:00+05:30,2026-03-26 09:55:00,959.9,0,959.9
2026-03-26T09:50:00+05:30,2026-03-26 09:50:00,959.9,0,959.9
2026-03-26T09:45:00+05:30,2026-03-26 09:45:00,960.1,0,960.1
2026-03-26T09:40:00+05:30,2026-03-26 09:40:00,959.9,0,959.9
2026-03-26T09:35:00+05:30,2026-03-26 09:35:00,959.9,0,959.9
2026-03-26T09:30:00+05:30,2026-03-26 09:30:00,959.9,0,959.9
2026-03-26T09:25:00+05:30,2026-03-26 09:25:00,960,0,960
2026-03-26T09:20:00+05:30,2026-03-26 09:20:00,960,0,960
2026-03-26T09:15:00+05:30,2026-03-26 09:15:00,960,0,960
2026-03-26T09:10:00+05:30,2026-03-26 09:10:00,960.2,0,960.2
2026-03-26T09:05:00+05:30,2026-03-26 09:05:00,960.1,0,960.1
2026-03-26T09:00:00+05:30,2026-03-26 09:00:00,960.1,0,960.1
2026-03-26T08:55:00+05:30,2026-03-26 08:55:00,960.3,0,960.3
2026-03-26T08:50:00+05:30,2026-03-26 08:50:00,960.2,0,960.2
2026-03-26T08:45:00+05:30,2026-03-26 08:45:00,960.1,0,960.1
2026-03-26T08:40:00+05:30,2026-03-26 08:40:00,960.3,0,960.3
2026-03-26T08:35:00+05:30,2026-03-26 08:35:00,960.1,0,960.1
2026-03-26T08:30:00+05:30,2026-03-26 08:30:00,960.3,0,960.3
2026-03-26T08:25:00+05:30,2026-03-26 08:25:00,960.3,0,960.3
2026-03-26T08:20:00+05:30,2026-03-26 08:20:00,960.2,0,960.2
2026-03-26T08:15:00+05:30,2026-03-26 08:15:00,960.1,0,960.1
2026-03-26T08:10:00+05:30,2026-03-26 08:10:00,960.2,0,960.2
2026-03-26T08:05:00+05:30,2026-03-26 08:05:00,960.1,0,960.1
2026-03-26T08:00:00+05:30,2026-03-26 08:00:00,960.3,0,960.3
2026-03-26T07:55:00+05:30,2026-03-26 07:55:00,960.1,0,960.1
2026-03-26T07:50:00+05:30,2026-03-26 07:50:00,959.9,0,959.9
2026-03-26T07:45:00+05:30,2026-03-26 07:45:00,959.9,0,959.9
2026-03-26T07:40:00+05:30,2026-03-26 07:40:00,959.9,0,959.9
2026-03-26T07:35:00+05:30,2026-03-26 07:35:00,959.9,0,959.9
2026-03-26T07:30:00+05:30,2026-03-26 07:30:00,959.9,0,959.9
2026-03-26T07:25:00+05:30,2026-03-26 07:25:00,959.8,0,959.8
2026-03-26T07:20:00+05:30,2026-03-26 07:20:00,959.8,0,959.8
2026-03-26T07:15:00+05:30,2026-03-26 07:15:00,959.7,0,959.7
2026-03-26T07:10:00+05:30,2026-03-26 07:10:00,959.6,0,959.6
2026-03-26T07:05:00+05:30,2026-03-26 07:05:00,959.5,0,959.5
2026-03-26T07:00:00+05:30,2026-03-26 07:00:00,959.5,0,959.5
2026-03-26T06:55:00+05:30,2026-03-26 06:55:00,959.6,0,959.6
2026-03-26T06:50:00+05:30,2026-03-26 06:50:00,959.5,0,959.5
2026-03-26T06:45:00+05:30,2026-03-26 06:45:00,959.3,0,959.3
2026-03-26T06:40:00+05:30,2026-03-26 06:40:00,959.1,0,959.1
2026-03-26T06:35:00+05:30,2026-03-26 06:35:00,959.2,0,959.2
2026-03-26T06:30:00+05:30,2026-03-26 06:30:00,959,0,959
2026-03-26T06:25:00+05:30,2026-03-26 06:25:00,958.9,0,958.9
2026-03-26T06:20:00+05:30,2026-03-26 06:20:00,958.8,0,958.8
2026-03-26T06:15:00+05:30,2026-03-26 06:15:00,958.6,0,958.6
2026-03-26T06:10:00+05:30,2026-03-26 06:10:00,958.5,0,958.5
2026-03-26T06:05:00+05:30,2026-03-26 06:05:00,958.4,0,958.4
2026-03-26T06:00:00+05:30,2026-03-26 06:00:00,958.5,0,958.5
2026-03-26T05:55:00+05:30,2026-03-26 05:55:00,958.3,0,958.3
2026-03-26T05:50:00+05:30,2026-03-26 05:50:00,958.3,0,958.3
2026-03-26T05:45:00+05:30,2026-03-26 05:45:00,958.2,0,958.2
2026-03-26T05:40:00+05:30,2026-03-26 05:40:00,958.2,0,958.2
2026-03-26T05:35:00+05:30,2026-03-26 05:35:00,958.1,0,958.1
2026-03-26T05:30:00+05:30,2026-03-26 05:30:00,957.9,0,957.9
2026-03-26T05:25:00+05:30,2026-03-26 05:25:00,958,0,958
2026-03-26T05:20:00+05:30,2026-03-26 05:20:00,958.1,0,958.1
2026-03-26T05:15:00+05:30,2026-03-26 05:15:00,957.8,0,957.8
2026-03-26T05:11:00+05:30,2026-03-26 05:11:00,957.8,0,957.8
2026-03-26T05:05:00+05:30,2026-03-26 05:05:00,957.8,0,957.8
2026-03-26T05:00:00+05:30,2026-03-26 05:00:00,958,0,958
2026-03-26T04:55:00+05:30,2026-03-26 04:55:00,957.8,0,957.8
2026-03-26T04:50:00+05:30,2026-03-26 04:50:00,957.6,0,957.6
2026-03-26T04:45:00+05:30,2026-03-26 04:45:00,957.7,0,957.7
2026-03-26T04:40:00+05:30,2026-03-26 04:40:00,957.8,0,957.8
2026-03-26T04:35:00+05:30,2026-03-26 04:35:00,957.6,0,957.6
2026-03-26T04:30:00+05:30,2026-03-26 04:30:00,957.7,0,957.7
2026-03-26T04:25:00+05:30,2026-03-26 04:25:00,957.6,0,957.6
2026-03-26T04:20:00+05:30,2026-03-26 04:20:00,957.4,0,957.4
2026-03-26T04:15:00+05:30,2026-03-26 04:15:00,957.5,0,957.5
2026-03-26T04:11:00+05:30,2026-03-26 04:11:00,957.4,0,957.4
2026-03-26T04:05:00+05:30,2026-03-26 04:05:00,957.4,0,957.4
2026-03-26T04:00:00+05:30,2026-03-26 04:00:00,957.4,0,957.4
2026-03-26T03:55:00+05:30,2026-03-26 03:55:00,957.4,0,957.4
2026-03-26T03:50:00+05:30,2026-03-26 03:50:00,957.2,0,957.2
2026-03-26T03:45:00+05:30,2026-03-26 03:45:00,957.3,0,957.3
2026-03-26T03:40:00+05:30,2026-03-26 03:40:00,957.3,0,957.3
2026-03-26T03:35:00+05:30,2026-03-26 03:35:00,957.3,0,957.3
2026-03-26T03:30:00+05:30,2026-03-26 03:30:00,957.3,0,957.3
2026-03-26T03:25:00+05:30,2026-03-26 03:25:00,957.3,0,957.3
2026-03-26T03:20:00+05:30,2026-03-26 03:20:00,957.2,0,957.2
2026-03-26T03:15:00+05:30,2026-03-26 03:15:00,957,0,957
2026-03-26T03:10:00+05:30,2026-03-26 03:10:00,957,0,957
2026-03-26T03:05:00+05:30,2026-03-26 03:05:00,957.1,0,957.1
2026-03-26T03:00:00+05:30,2026-03-26 03:00:00,957.2,0,957.2
2026-03-26T02:55:00+05:30,2026-03-26 02:55:00,957.3,0,957.3
2026-03-26T02:50:00+05:30,2026-03-26 02:50:00,957.3,0,957.3
2026-03-26T02:45:00+05:30,2026-03-26 02:45:00,957.4,0,957.4
2026-03-26T02:40:00+05:30,2026-03-26 02:40:00,957.2,0,957.2
2026-03-26T02:35:00+05:30,2026-03-26 02:35:00,957.4,0,957.4
2026-03-26T02:30:00+05:30,2026-03-26 02:30:00,957.5,0,957.5
2026-03-26T02:25:00+05:30,2026-03-26 02:25:00,957.4,0,957.4
2026-03-26T02:20:00+05:30,2026-03-26 02:20:00,957.3,0,957.3
2026-03-26T02:15:00+05:30,2026-03-26 02:15:00,957.3,0,957.3
2026-03-26T02:10:00+05:30,2026-03-26 02:10:00,957.4,0,957.4
2026-03-26T02:05:00+05:30,2026-03-26 02:05:00,957.3,0,957.3
2026-03-26T02:00:00+05:30,2026-03-26 02:00:00,957.5,0,957.5
2026-03-26T01:55:00+05:30,2026-03-26 01:55:00,957.3,0,957.3
2026-03-26T01:50:00+05:30,2026-03-26 01:50:00,957.5,0,957.5
2026-03-26T01:45:00+05:30,2026-03-26 01:45:00,957.8,0,957.8
2026-03-26T01:40:00+05:30,2026-03-26 01:40:00,957.7,0,957.7
2026-03-26T01:35:00+05:30,2026-03-26 01:35:00,957.9,0,957.9
2026-03-26T01:30:00+05:30,2026-03-26 01:30:00,957.7,0,957.7
2026-03-26T01:25:00+05:30,2026-03-26 01:25:00,957.8,0,957.8
2026-03-26T01:20:00+05:30,2026-03-26 01:20:00,957.8,0,957.8
2026-03-26T01:15:00+05:30,2026-03-26 01:15:00,958,0,958
2026-03-26T01:10:00+05:30,2026-03-26 01:10:00,958,0,958
2026-03-26T01:05:00+05:30,2026-03-26 01:05:00,958,0,958
2026-03-26T01:00:00+05:30,2026-03-26 01:00:00,958.1,0,958.1
2026-03-26T00:55:00+05:30,2026-03-26 00:55:00,958,0,958
2026-03-26T00:50:00+05:30,2026-03-26 00:50:00,958.3,0,958.3
2026-03-26T00:45:00+05:30,2026-03-26 00:45:00,958.2,0,958.2
2026-03-26T00:40:00+05:30,2026-03-26 00:40:00,958.5,0,958.5
2026-03-26T00:35:00+05:30,2026-03-26 00:35:00,958.3,0,958.3
2026-03-26T00:30:00+05:30,2026-03-26 00:30:00,958.5,0,958.5
2026-03-26T00:25:00+05:30,2026-03-26 00:25:00,958.5,0,958.5
2026-03-26T00:20:00+05:30,2026-03-26 00:20:00,958.8,0,958.8
2026-03-26T00:15:00+05:30,2026-03-26 00:15:00,958.7,0,958.7
2026-03-26T00:10:00+05:30,2026-03-26 00:10:00,959,0,959
2026-03-26T00:05:00+05:30,2026-03-26 00:05:00,959,0,959
2026-03-26T00:00:00+05:30,2026-03-26 00:00:00,958.9,0,958.9
2026-03-25T23:55:00+05:30,2026-03-25 23:55:00,958.9,0,958.9
2026-03-25T23:50:00+05:30,2026-03-25 23:50:00,959.1,0,959.1
2026-03-25T23:45:00+05:30,2026-03-25 23:45:00,958.9,0,958.9
2026-03-25T23:40:00+05:30,2026-03-25 23:40:00,958.8,0,958.8
2026-03-25T23:35:00+05:30,2026-03-25 23:35:00,958.8,0,958.8
2026-03-25T23:30:00+05:30,2026-03-25 23:30:00,959,0,959
2026-03-25T23:25:00+05:30,2026-03-25 23:25:00,959.1,0,959.1
2026-03-25T23:20:00+05:30,2026-03-25 23:20:00,959.1,0,959.1
2026-03-25T23:15:00+05:30,2026-03-25 23:15:00,959.1,0,959.1
2026-03-25T23:10:00+05:30,2026-03-25 23:10:00,959.1,0,959.1
2026-03-25T23:05:00+05:30,2026-03-25 23:05:00,959,0,959
2026-03-25T23:00:00+05:30,2026-03-25 23:00:00,959,0,959
2026-03-25T22:55:00+05:30,2026-03-25 22:55:00,959.1,0,959.1
2026-03-25T22:50:00+05:30,2026-03-25 22:50:00,959.2,0,959.2
2026-03-25T22:45:00+05:30,2026-03-25 22:45:00,959.1,0,959.1
2026-03-25T22:40:00+05:30,2026-03-25 22:40:00,959.1,0,959.1
2026-03-25T22:35:00+05:30,2026-03-25 22:35:00,959,0,959
2026-03-25T22:30:00+05:30,2026-03-25 22:30:00,959.2,0,959.2
2026-03-25T22:25:00+05:30,2026-03-25 22:25:00,959.1,0,959.1
2026-03-25T22:20:00+05:30,2026-03-25 22:20:00,959.2,0,959.2
2026-03-25T22:15:00+05:30,2026-03-25 22:15:00,959.3,0,959.3
2026-03-25T22:10:00+05:30,2026-03-25 22:10:00,959.1,0,959.1
2026-03-25T22:05:00+05:30,2026-03-25 22:05:00,959.1,0,959.1
2026-03-25T22:00:00+05:30,2026-03-25 22:00:00,959.2,0,959.2
2026-03-25T21:55:00+05:30,2026-03-25 21:55:00,959.3,0,959.3
2026-03-25T21:50:00+05:30,2026-03-25 21:50:00,959.2,0,959.2
2026-03-25T21:45:00+05:30,2026-03-25 21:45:00,959.1,0,959.1
2026-03-25T21:40:00+05:30,2026-03-25 21:40:00,959.2,0,959.2
2026-03-25T21:35:00+05:30,2026-03-25 21:35:00,959,0,959
2026-03-25T21:30:00+05:30,2026-03-25 21:30:00,959,0,959
2026-03-25T21:25:00+05:30,2026-03-25 21:25:00,958.9,0,958.9
2026-03-25T21:20:00+05:30,2026-03-25 21:20:00,958.9,0,958.9
2026-03-25T21:15:00+05:30,2026-03-25 21:15:00,958.7,0,958.7
2026-03-25T21:10:00+05:30,2026-03-25 21:10:00,958.7,0,958.7
2026-03-25T21:05:00+05:30,2026-03-25 21:05:00,958.7,0,958.7
2026-03-25T21:00:00+05:30,2026-03-25 21:00:00,958.6,0,958.6
2026-03-25T20:55:00+05:30,2026-03-25 20:55:00,958.6,0,958.6
2026-03-25T20:50:00+05:30,2026-03-25 20:50:00,958.5,0,958.5
2026-03-25T20:45:00+05:30,2026-03-25 20:45:00,958.4,0,958.4
2026-03-25T20:40:00+05:30,2026-03-25 20:40:00,958.4,0,958.4
2026-03-25T20:35:00+05:30,2026-03-25 20:35:00,958.4,0,958.4
2026-03-25T20:30:00+05:30,2026-03-25 20:30:00,958.2,0,958.2
2026-03-25T20:25:00+05:30,2026-03-25 20:25:00,958.1,0,958.1
2026-03-25T20:20:00+05:30,2026-03-25 20:20:00,958,0,958
2026-03-25T20:15:00+05:30,2026-03-25 20:15:00,957.9,0,957.9
2026-03-25T20:10:00+05:30,2026-03-25 20:10:00,957.8,0,957.8
2026-03-25T20:05:00+05:30,2026-03-25 20:05:00,957.9,0,957.9
2026-03-25T20:00:00+05:30,2026-03-25 20:00:00,957.5,0,957.5
2026-03-25T19:55:00+05:30,2026-03-25 19:55:00,957.5,0,957.5
2026-03-25T19:50:00+05:30,2026-03-25 19:50:00,957.4,0,957.4
2026-03-25T19:45:00+05:30,2026-03-25 19:45:00,957.3,0,957.3
2026-03-25T19:40:00+05:30,2026-03-25 19:40:00,957.3,0,957.3
2026-03-25T19:35:00+05:30,2026-03-25 19:35:00,957.2,0,957.2
2026-03-25T19:30:00+05:30,2026-03-25 19:30:00,957.1,0,957.1
2026-03-25T19:25:00+05:30,2026-03-25 19:25:00,957.1,0,957.1
2026-03-25T19:20:00+05:30,2026-03-25 19:20:00,956.8,0,956.8
2026-03-25T19:15:00+05:30,2026-03-25 19:15:00,956.9,0,956.9
2026-03-25T19:10:00+05:30,2026-03-25 19:10:00,956.7,0,956.7
2026-03-25T19:05:00+05:30,2026-03-25 19:05:00,956.6,0,956.6
2026-03-25T19:00:00+05:30,2026-03-25 19:00:00,956.5,0,956.5
2026-03-25T18:55:00+05:30,2026-03-25 18:55:00,956.4,0,956.4
2026-03-25T18:50:00+05:30,2026-03-25 18:50:00,956.3,0,956.3
2026-03-25T18:45:00+05:30,2026-03-25 18:45:00,956.2,0,956.2
2026-03-25T18:40:00+05:30,2026-03-25 18:40:00,956.2,0,956.2
2026-03-25T18:35:00+05:30,2026-03-25 18:35:00,956.2,0,956.2
2026-03-25T18:30:00+05:30,2026-03-25 18:30:00,956.2,0,956.2
2026-03-25T18:25:00+05:30,2026-03-25 18:25:00,956.2,0,956.2
2026-03-25T18:20:00+05:30,2026-03-25 18:20:00,956.1,0,956.1
2026-03-25T18:15:00+05:30,2026-03-25 18:15:00,956.2,0,956.2
2026-03-25T18:10:00+05:30,2026-03-25 18:10:00,956.2,0,956.2
2026-03-25T18:05:00+05:30,2026-03-25 18:05:00,956.2,0,956.2
2026-03-25T18:01:00+05:30,2026-03-25 18:01:00,956.1,0,956.1
2026-03-25T17:55:00+05:30,2026-03-25 17:55:00,955.9,0,955.9
2026-03-25T17:50:00+05:30,2026-03-25 17:50:00,955.9,0,955.9
2026-03-25T17:45:00+05:30,2026-03-25 17:45:00,956.2,0,956.2
2026-03-25T17:40:00+05:30,2026-03-25 17:40:00,955.8,0,955.8
2026-03-25T17:35:00+05:30,2026-03-25 17:35:00,955.7,0,955.7
2026-03-25T17:30:00+05:30,2026-03-25 17:30:00,955.7,0,955.7
2026-03-25T17:25:00+05:30,2026-03-25 17:25:00,955.5,0,955.5
2026-03-25T17:20:00+05:30,2026-03-25 17:20:00,955.6,0,955.6
2026-03-25T17:15:00+05:30,2026-03-25 17:15:00,955.5,0,955.5
2026-03-25T17:10:00+05:30,2026-03-25 17:10:00,955.5,0,955.5
2026-03-25T17:05:00+05:30,2026-03-25 17:05:00,955.5,0,955.5
2026-03-25T17:00:00+05:30,2026-03-25 17:00:00,955.4,0,955.4
2026-03-25T16:55:00+05:30,2026-03-25 16:55:00,955.4,0,955.4
2026-03-25T16:50:00+05:30,2026-03-25 16:50:00,955.5,0,955.5
2026-03-25T16:45:00+05:30,2026-03-25 16:45:00,955.4,0,955.4
2026-03-25T16:40:00+05:30,2026-03-25 16:40:00,955.3,0,955.3
2026-03-25T16:35:00+05:30,2026-03-25 16:35:00,955.3,0,955.3
2026-03-25T16:30:00+05:30,2026-03-25 16:30:00,955.2,0,955.2
2026-03-25T16:25:00+05:30,2026-03-25 16:25:00,955.3,0,955.3
2026-03-25T16:20:00+05:30,2026-03-25 16:20:00,955.2,0,955.2
2026-03-25T16:15:00+05:30,2026-03-25 16:15:00,955.2,0,955.2
2026-03-25T16:10:00+05:30,2026-03-25 16:10:00,955.3,0,955.3
2026-03-25T16:05:00+05:30,2026-03-25 16:05:00,955.2,0,955.2
2026-03-25T16:00:00+05:30,2026-03-25 16:00:00,955.3,0,955.3
2026-03-25T15:55:00+05:30,2026-03-25 15:55:00,955.2,0,955.2
2026-03-25T15:50:00+05:30,2026-03-25 15:50:00,955.2,0,955.2
2026-03-25T15:45:00+05:30,2026-03-25 15:45:00,955.3,0,955.3
2026-03-25T15:40:00+05:30,2026-03-25 15:40:00,955.3,0,955.3
2026-03-25T15:35:00+05:30,2026-03-25 15:35:00,955.2,0,955.2
2026-03-25T15:30:00+05:30,2026-03-25 15:30:00,955.3,0,955.3
2026-03-25T15:25:00+05:30,2026-03-25 15:25:00,955.4,0,955.4
2026-03-25T15:20:00+05:30,2026-03-25 15:20:00,955.3,0,955.3
2026-03-25T15:15:00+05:30,2026-03-25 15:15:00,955.3,0,955.3
2026-03-25T15:10:00+05:30,2026-03-25 15:10:00,955.5,0,955.5
2026-03-25T15:05:00+05:30,2026-03-25 15:05:00,955.6,0,955.6
2026-03-25T15:00:00+05:30,2026-03-25 15:00:00,955.4,0,955.4
2026-03-25T14:55:00+05:30,2026-03-25 14:55:00,955.5,0,955.5
2026-03-25T14:50:00+05:30,2026-03-25 14:50:00,955.6,0,955.6
2026-03-25T14:45:00+05:30,2026-03-25 14:45:00,955.6,0,955.6
2026-03-25T14:40:00+05:30,2026-03-25 14:40:00,955.7,0,955.7
2026-03-25T14:35:00+05:30,2026-03-25 14:35:00,955.7,0,955.7
2026-03-25T14:30:00+05:30,2026-03-25 14:30:00,955.7,0,955.7
2026-03-25T14:25:00+05:30,2026-03-25 14:25:00,955.8,0,955.8
2026-03-25T14:20:00+05:30,2026-03-25 14:20:00,955.9,0,955.9
2026-03-25T14:15:00+05:30,2026-03-25 14:15:00,955.8,0,955.8
2026-03-25T14:10:00+05:30,2026-03-25 14:10:00,956,0,956
2026-03-25T14:05:00+05:30,2026-03-25 14:05:00,956,0,956
2026-03-25T14:00:00+05:30,2026-03-25 14:00:00,956.1,0,956.1
2026-03-25T13:55:00+05:30,2026-03-25 13:55:00,956.2,0,956.2
2026-03-25T13:50:00+05:30,2026-03-25 13:50:00,956.4,0,956.4
2026-03-25T13:45:00+05:30,2026-03-25 13:45:00,956.4,0,956.4
2026-03-25T13:40:00+05:30,2026-03-25 13:40:00,956.5,0,956.5
2026-03-25T13:35:00+05:30,2026-03-25 13:35:00,956.6,0,956.6
2026-03-25T13:30:00+05:30,2026-03-25 13:30:00,956.5,0,956.5
2026-03-25T13:25:00+05:30,2026-03-25 13:25:00,956.8,0,956.8
2026-03-25T13:20:00+05:30,2026-03-25 13:20:00,956.7,0,956.7
2026-03-25T13:15:00+05:30,2026-03-25 13:15:00,956.8,0,956.8
2026-03-25T13:10:00+05:30,2026-03-25 13:10:00,957,0,957
2026-03-25T13:05:00+05:30,2026-03-25 13:05:00,957,0,957
2026-03-25T13:00:00+05:30,2026-03-25 13:00:00,957.3,0,957.3
2026-03-25T12:56:00+05:30,2026-03-25 12:56:00,957.2,0,957.2
2026-03-25T12:50:00+05:30,2026-03-25 12:50:00,957.5,0,957.5
2026-03-25T12:45:00+05:30,2026-03-25 12:45:00,957.6,0,957.6
2026-03-25T12:40:00+05:30,2026-03-25 12:40:00,957.7,0,957.7
2026-03-25T12:35:00+05:30,2026-03-25 12:35:00,957.9,0,957.9
2026-03-25T12:30:00+05:30,2026-03-25 12:30:00,957.9,0,957.9
2026-03-25T12:25:00+05:30,2026-03-25 12:25:00,958.3,0,958.3
2026-03-25T12:20:00+05:30,2026-03-25 12:20:00,958.2,0,958.2
2026-03-25T12:15:00+05:30,2026-03-25 12:15:00,958.3,0,958.3
2026-03-25T12:10:00+05:30,2026-03-25 12:10:00,958.4,0,958.4
2026-03-25T12:05:00+05:30,2026-03-25 12:05:00,958.5,0,958.5
2026-03-25T12:00:00+05:30,2026-03-25 12:00:00,958.8,0,958.8
2026-03-25T11:55:00+05:30,2026-03-25 11:55:00,959,0,959
2026-03-25T11:50:00+05:30,2026-03-25 11:50:00,958.9,0,958.9
2026-03-25T11:45:00+05:30,2026-03-25 11:45:00,959,0,959
2026-03-25T11:40:00+05:30,2026-03-25 11:40:00,959.2,0,959.2
2026-03-25T11:35:00+05:30,2026-03-25 11:35:00,959.2,0,959.2
2026-03-25T11:30:00+05:30,2026-03-25 11:30:00,959.3,0,959.3
2026-03-25T11:25:00+05:30,2026-03-25 11:25:00,959.4,0,959.4
2026-03-25T11:20:00+05:30,2026-03-25 11:20:00,959.7,0,959.7
2026-03-25T11:15:00+05:30,2026-03-25 11:15:00,959.6,0,959.6
2026-03-25T11:10:00+05:30,2026-03-25 11:10:00,959.5,0,959.5
2026-03-25T11:05:00+05:30,2026-03-25 11:05:00,959.5,0,959.5
2026-03-25T11:00:00+05:30,2026-03-25 11:00:00,959.8,0,959.8
2026-03-25T10:55:00+05:30,2026-03-25 10:55:00,959.9,0,959.9
2026-03-25T10:50:00+05:30,2026-03-25 10:50:00,959.8,0,959.8
2026-03-25T10:45:00+05:30,2026-03-25 10:45:00,959.8,0,959.8
2026-03-25T10:40:00+05:30,2026-03-25 10:40:00,959.9,0,959.9
2026-03-25T10:35:00+05:30,2026-03-25 10:35:00,959.8,0,959.8
2026-03-25T10:30:00+05:30,2026-03-25 10:30:00,960,0,960
2026-03-25T10:25:00+05:30,2026-03-25 10:25:00,960.1,0,960.1
2026-03-25T10:20:00+05:30,2026-03-25 10:20:00,960.3,0,960.3
