Year,Month,Data Availability,Data Missing,Station Name,Outdoor Temperature (°C),Feels Like (°C),Dew Point (°C),Wind Speed (km/hr),Wind Gust (km/hr),Max Daily Gust (km/hr),Wind Direction (°),Rain Rate (mm/hr),Event Rain (mm),Daily Rain (mm),Weekly Rain (mm),Monthly Rain (mm),Yearly Rain (mm),Relative Pressure (hPa),Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Indoor Temperature (°C),Indoor Humidity (%),PM2.5 Outdoor (µg/m^3),PM2.5 Outdoor 24 Hour Average (µg/m^3),Indoor Battery,Indoor Feels Like (°C),Indoor Dew Point (°C),Absolute Pressure (hPa),Outdoor Battery,Avg Wind Direction (10 mins) (°),Avg Wind Speed (10 mins) (km/hr),Total Rain (mm),CO2 battery,PM2.5 Outdoor,PM2.5 Outdoor 24 Hour Average,PM2.5 Outdoor Battery
2026,AUG,07/08-06/08,"01/08, 02/08, 03/08, 04/08, 05/08, 08/08, 09/08, 10/08, 11/08, 12/08, 13/08, 14/08, 15/08, 16/08, 17/08, 18/08, 19/08, 20/08, 21/08, 22/08, 23/08, 24/08, 25/08, 26/08, 27/08, 28/08, 29/08, 30/08, 31/08",Digana,90.39%,90.39%,90.39%,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,-,90.39%,✓,✓,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
