Year,Month,Data Availability,Data Missing,Station Name,Outdoor Temperature (°C),Feels Like (°C),Dew Point (°C),Wind Speed (km/hr),Wind Gust (km/hr),Max Daily Gust (km/hr),Wind Direction (°),Rain Rate (mm/hr),Event Rain (mm),Daily Rain (mm),Weekly Rain (mm),Monthly Rain (mm),Yearly Rain (mm),Relative Pressure (hPa),Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Indoor Temperature (°C),Indoor Humidity (%),PM2.5 Outdoor (µg/m^3),PM2.5 Outdoor 24 Hour Average (µg/m^3),Indoor Battery,Indoor Feels Like (°C),Indoor Dew Point (°C),Absolute Pressure (hPa),Outdoor Battery,Avg Wind Direction (10 mins) (°),Avg Wind Speed (10 mins) (km/hr),Total Rain (mm),CO2 battery,PM2.5 Outdoor,PM2.5 Outdoor 24 Hour Average,PM2.5 Outdoor Battery
2025,DEC,18/12-01/12,"04/12, 05/12, 06/12, 07/12, 08/12, 09/12, 10/12, 19/12, 20/12, 21/12, 22/12, 23/12, 24/12, 25/12, 26/12, 27/12, 28/12, 29/12, 30/12, 31/12",Trinity,99.36%,99.36%,99.36%,99.36%,99.36%,✓,99.36%,✓,✓,✓,✓,✓,✓,✓,99.36%,99.36%,99.36%,✓,✓,-,-,✓,✓,✓,✓,99.36%,99.36%,99.36%,-,-,-,-,-
