Year,Month,Data Availability,Data Missing,Station Name,Outdoor Temperature (°C),Feels Like (°C),Dew Point (°C),Wind Speed (km/hr),Wind Gust (km/hr),Max Daily Gust (km/hr),Wind Direction (°),Rain Rate (mm/hr),Event Rain (mm),Daily Rain (mm),Weekly Rain (mm),Monthly Rain (mm),Yearly Rain (mm),Relative Pressure (hPa),Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Indoor Temperature (°C),Indoor Humidity (%),PM2.5 Outdoor (µg/m^3),PM2.5 Outdoor 24 Hour Average (µg/m^3),Indoor Battery,Indoor Feels Like (°C),Indoor Dew Point (°C),Absolute Pressure (hPa),Outdoor Battery,Avg Wind Direction (10 mins) (°),Avg Wind Speed (10 mins) (km/hr),Total Rain (mm),CO2 battery,PM2.5 Outdoor,PM2.5 Outdoor 24 Hour Average,PM2.5 Outdoor Battery
2025,MAY,31/05-21/05,"01/05, 02/05, 03/05, 04/05, 05/05, 06/05, 07/05, 08/05, 09/05, 10/05, 11/05, 12/05, 13/05, 14/05, 15/05, 16/05, 17/05, 18/05, 19/05, 20/05",Varakamura,-,-,-,✓,✓,✓,✓,✓,✓,✓,✓,✓,✓,-,-,✓,✓,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
