"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Indoor Battery","Absolute Pressure (hPa)","Indoor Feels Like (°C)","Indoor Dew Point (°C)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)"
2025-11-30T23:55:00+05:30,2025-11-30 23:55:00,19.1,19.1,18.6,0,0,21.9,181,0,0,0,0,788.4,1404.9,953.8,97,0,0,23.8,77,1,953.8,24.2,19.5,1,181,0
2025-11-30T23:50:00+05:30,2025-11-30 23:50:00,19.1,19.1,18.6,0,0,21.9,180,0,0,0,0,788.4,1404.9,953.8,97,0,0,23.9,77,1,953.8,24.3,19.6,1,180,0
2025-11-30T23:45:00+05:30,2025-11-30 23:45:00,19.1,19.1,18.6,0,0,21.9,180,0,0,0,0,788.4,1404.9,953.7,97,0,0,23.9,77,1,953.7,24.3,19.6,1,180,0
2025-11-30T23:40:00+05:30,2025-11-30 23:40:00,19.2,19.2,18.7,0,0,21.9,183,0,0,0,0,788.4,1404.9,953.8,97,0,0,23.9,77,1,953.8,24.3,19.6,1,183,1.1
2025-11-30T23:35:00+05:30,2025-11-30 23:35:00,19.2,19.2,18.7,0.3,1.8,21.9,180,0,0,0,0,788.4,1404.9,954,97,0,0,23.9,77,1,954,24.3,19.6,1,180,1.1
2025-11-30T23:30:00+05:30,2025-11-30 23:30:00,19.2,19.2,18.7,1.4,1.8,21.9,181,0,0,0,0,788.4,1404.9,953.8,97,0,0,23.9,77,1,953.8,24.3,19.6,1,181,1.8
2025-11-30T23:25:00+05:30,2025-11-30 23:25:00,19.2,19.2,18.7,1.8,1.8,21.9,179,0,0,0,0,788.4,1404.9,953.8,97,0,0,24,77,1,953.8,24.4,19.7,1,179,1.8
2025-11-30T23:20:00+05:30,2025-11-30 23:20:00,19.3,19.3,18.8,0.6,1.8,21.9,182,0,0,0,0,788.4,1404.9,953.8,97,0,0,24,77,1,953.8,24.4,19.7,1,182,0
2025-11-30T23:15:00+05:30,2025-11-30 23:15:00,19.3,19.3,18.8,0,0,21.9,182,0,0,0,0,788.4,1404.9,953.8,97,0,0,24,77,1,953.8,24.4,19.7,1,182,0
2025-11-30T23:10:00+05:30,2025-11-30 23:10:00,19.4,19.4,18.9,0,0,21.9,182,0,0,0,0,788.4,1404.9,954.1,97,0,0,24,77,1,954.1,24.4,19.7,1,181,0
2025-11-30T23:05:00+05:30,2025-11-30 23:05:00,19.5,19.5,19,0.6,1.8,21.9,182,0,0,0,0,788.4,1404.9,954,97,0,0,24,77,1,954,24.4,19.7,1,182,0.3
2025-11-30T23:00:00+05:30,2025-11-30 23:00:00,19.4,19.4,18.7,0,0,21.9,182,0,0,0,0,788.4,1404.9,954.2,96,0,0,24,77,1,954.2,24.4,19.7,1,179,0.3
2025-11-30T22:55:00+05:30,2025-11-30 22:55:00,19.5,19.5,18.8,0.6,1.8,21.9,189,0,0,0,0,788.4,1404.9,954.2,96,0,0,24.1,77,1,954.2,24.6,19.8,1,189,1.8
2025-11-30T22:50:00+05:30,2025-11-30 22:50:00,19.6,19.6,19,1.8,1.8,21.9,152,0,0,0,0,788.4,1404.9,954.1,96,0,0,24.1,77,1,954.1,24.6,19.8,1,180,1.8
2025-11-30T22:45:00+05:30,2025-11-30 22:45:00,19.6,19.6,19,0,0,21.9,185,0,0,0,0,788.4,1404.9,954.1,96,0,0,24.1,77,1,954.1,24.6,19.8,1,180,1.8
2025-11-30T22:40:00+05:30,2025-11-30 22:40:00,19.6,19.6,19,1.8,1.8,21.9,181,0,0,0,0,788.4,1404.9,953.9,96,0,0,24.2,77,1,953.9,24.7,19.9,1,181,1.8
2025-11-30T22:35:00+05:30,2025-11-30 22:35:00,19.6,19.6,19,0,0,21.9,181,0,0,0,0,788.4,1404.9,954.2,96,0,0,24.2,77,1,954.2,24.7,19.9,1,178,1.8
2025-11-30T22:30:00+05:30,2025-11-30 22:30:00,19.6,19.6,19,0,0,21.9,181,0,0,0,0,788.4,1404.9,954.1,96,0,0,24.2,77,1,954.1,24.7,19.9,1,181,1.8
2025-11-30T22:25:00+05:30,2025-11-30 22:25:00,19.6,19.6,19,1.1,1.8,21.9,184,0,0,0,0,788.4,1404.9,954.4,96,0,0,24.2,77,1,954.4,24.7,19.9,1,180,0.6
2025-11-30T22:20:00+05:30,2025-11-30 22:20:00,19.7,19.7,19.1,0,0,21.9,178,0,0,0,0,788.4,1404.9,954.1,96,0,0,24.2,77,1,954.1,24.7,19.9,1,178,0.3
2025-11-30T22:15:00+05:30,2025-11-30 22:15:00,19.7,19.7,19.1,0.3,1.8,21.9,177,0,0,0,0,788.4,1404.9,954.1,96,0,0,24.2,77,1,954.1,24.7,19.9,1,175,1.4
2025-11-30T22:10:00+05:30,2025-11-30 22:10:00,19.8,19.8,19.1,1.4,1.8,21.9,181,0,0,0,0,788.4,1404.9,954.3,96,0,0,24.2,77,1,954.3,24.7,19.9,1,109,2.1
2025-11-30T22:05:00+05:30,2025-11-30 22:05:00,20,20,19.3,2.1,3.5,21.9,109,0,0,0,0,788.4,1404.9,954.1,96,0,0,24.3,77,1,954.1,24.8,20,1,109,2.1
2025-11-30T22:00:00+05:30,2025-11-30 22:00:00,20,20,19.3,2.1,3.5,21.9,109,0,0,0,0,788.4,1404.9,954.4,96,0,0,24.3,77,1,954.4,24.8,20,1,109,2.1
2025-11-30T21:55:00+05:30,2025-11-30 21:55:00,20,20,19.3,2.1,3.5,21.9,109,0,0,0,0,788.4,1404.9,954.3,96,0,0,24.3,77,1,954.3,24.8,20,1,171,2.1
2025-11-30T21:50:00+05:30,2025-11-30 21:50:00,20.1,20.7,19.3,2.1,3.5,21.9,162,0,0,0,0,788.4,1404.9,954.4,95,0,0,24.3,77,1,954.4,24.8,20,1,171,1.4
2025-11-30T21:45:00+05:30,2025-11-30 21:45:00,20.1,20.7,19.3,1.4,1.8,21.9,176,0,0,0,0,788.4,1404.9,954.4,95,0,0,24.3,76,1,954.4,24.7,19.8,1,171,1.4
2025-11-30T21:40:00+05:30,2025-11-30 21:40:00,20.2,20.8,19.4,1.1,1.8,21.9,175,0,0,0,0,788.4,1404.9,954.2,95,0,0,24.4,76,1,954.2,24.9,19.9,1,170,1.8
2025-11-30T21:35:00+05:30,2025-11-30 21:35:00,20.2,20.8,19.2,1.4,1.8,21.9,171,0,0,0,0,788.4,1404.9,954.4,94,0,0,24.4,77,1,954.4,24.9,20.1,1,179,2.6
2025-11-30T21:30:00+05:30,2025-11-30 21:30:00,20.3,20.8,19.3,2.1,3.5,21.9,179,0,0,0,0,788.4,1404.9,954.3,94,0,0,24.4,77,1,954.3,24.9,20.1,1,175,2.9
2025-11-30T21:25:00+05:30,2025-11-30 21:25:00,20.3,20.8,19.3,2.9,3.5,21.9,184,0,0,0,0,788.4,1404.9,954.5,94,0,0,24.4,76,1,954.5,24.9,19.9,1,151,3.5
2025-11-30T21:20:00+05:30,2025-11-30 21:20:00,20.5,21,19.3,3.5,3.5,21.9,184,0,0,0,0,788.4,1404.9,954.4,93,0,0,24.5,77,1,954.4,25,20.2,1,184,3.5
2025-11-30T21:15:00+05:30,2025-11-30 21:15:00,20.5,21,19.3,3.5,3.5,21.9,184,0,0,0,0,788.4,1404.9,954.5,93,0,0,24.5,77,1,954.5,25,20.2,1,184,3.5
2025-11-30T21:10:00+05:30,2025-11-30 21:10:00,20.5,21,19.3,3.5,3.5,21.9,184,0,0,0,0,788.4,1404.9,954.2,93,0,0,24.5,76,1,954.2,25,20,1,184,3.5
2025-11-30T21:05:00+05:30,2025-11-30 21:05:00,20.5,21,19.3,3.5,3.5,21.9,184,0,0,0,0,788.4,1404.9,954.2,93,0,0,24.5,76,1,954.2,25,20,1,184,3.5
2025-11-30T21:00:00+05:30,2025-11-30 21:00:00,20.6,21.1,19.3,2.1,3.5,21.9,177,0,0,0,0,788.4,1404.9,954.6,92,0,0,24.6,76,1,954.6,25.1,20.1,1,177,2.1
2025-11-30T20:55:00+05:30,2025-11-30 20:55:00,20.6,21.1,19.3,2.1,3.5,21.9,183,0,0,0,0,788.4,1404.9,954.3,92,0,0,24.6,76,1,954.3,25.1,20.1,1,178,2.9
2025-11-30T20:50:00+05:30,2025-11-30 20:50:00,20.6,21.1,19.3,3.5,3.5,21.9,183,0,0,0,0,788.4,1404.9,954.3,92,0,0,24.6,76,1,954.3,25.1,20.1,1,183,3.5
2025-11-30T20:45:00+05:30,2025-11-30 20:45:00,20.6,21.1,19.3,3.5,3.5,21.9,179,0,0,0,0,788.4,1404.9,954.2,92,0,0,24.7,76,1,954.2,25.2,20.2,1,179,3.5
2025-11-30T20:40:00+05:30,2025-11-30 20:40:00,20.6,21.1,19.3,4,5.5,21.9,175,0,0,0,0,788.4,1404.9,954.2,92,0,0,24.7,76,1,954.2,25.2,20.2,1,175,2.6
2025-11-30T20:35:00+05:30,2025-11-30 20:35:00,20.7,21.3,19.4,2.6,3.5,21.9,181,0,0,0,0,788.4,1404.9,954.4,92,0,0,24.7,76,1,954.4,25.2,20.2,1,181,1.8
2025-11-30T20:30:00+05:30,2025-11-30 20:30:00,20.7,21.3,19.4,1.8,1.8,21.9,182,0,0,0,0,788.4,1404.9,954.2,92,0,0,24.8,76,1,954.2,25.3,20.3,1,181,0.3
2025-11-30T20:25:00+05:30,2025-11-30 20:25:00,20.7,21.3,19.4,0.3,1.8,21.9,185,0,0,0,0,788.4,1404.9,954.1,92,0,0,24.8,76,1,954.1,25.3,20.3,1,185,0
2025-11-30T20:20:00+05:30,2025-11-30 20:20:00,20.8,21.3,19.3,0,0,21.9,186,0,0,0,0,788.4,1404.9,953.9,91,0,0,24.8,76,1,953.9,25.3,20.3,1,186,0.6
2025-11-30T20:15:00+05:30,2025-11-30 20:15:00,20.9,21.4,19.4,1.8,1.8,21.9,177,0,0,0,0,788.4,1404.9,954,91,0,0,24.8,76,1,954,25.3,20.3,1,179,1.8
2025-11-30T20:10:00+05:30,2025-11-30 20:10:00,21,21.5,19.5,1.1,1.8,21.9,180,0,0,0,0,788.4,1404.9,954,91,0,0,24.9,76,1,954,25.4,20.3,1,188,1.8
2025-11-30T20:05:00+05:30,2025-11-30 20:05:00,21,21.5,19.5,1.8,1.8,21.9,182,0,0,0,0,788.4,1404.9,953.9,91,0,0,24.9,76,1,953.9,25.4,20.3,1,182,0
2025-11-30T20:00:00+05:30,2025-11-30 20:00:00,21.1,21.7,19.6,0,0,21.9,185,0,0,0,0,788.4,1404.9,953.7,91,0,0,25,76,1,953.7,25.6,20.4,1,184,0
2025-11-30T19:55:00+05:30,2025-11-30 19:55:00,21.1,21.6,19.4,1.1,1.8,21.9,180,0,0,0,0,788.4,1404.9,953.6,90,0,0,25,76,1,953.6,25.6,20.4,1,180,1.1
2025-11-30T19:50:00+05:30,2025-11-30 19:50:00,21.1,21.6,19.4,0,0,21.9,186,0,0,0,0,788.4,1404.9,953.7,90,0,0,25,76,1,953.7,25.6,20.4,1,181,1.1
2025-11-30T19:45:00+05:30,2025-11-30 19:45:00,21.2,21.8,19.7,0.3,1.8,21.9,181,0,0,0,0,788.4,1404.9,953.7,91,0,0,25,76,1,953.7,25.6,20.4,1,181,0
2025-11-30T19:40:00+05:30,2025-11-30 19:40:00,21.4,21.9,19.7,0,0,21.9,182,0,0,0,0,788.4,1404.9,953.4,90,0,0,25.1,75,1,953.4,25.6,20.3,1,182,0
2025-11-30T19:35:00+05:30,2025-11-30 19:35:00,21.5,22.1,19.8,0.3,1.8,21.9,185,0,0,0,0,788.4,1404.9,953.6,90,0,0,25.1,76,1,953.6,25.7,20.6,1,184,0.3
2025-11-30T19:30:00+05:30,2025-11-30 19:30:00,21.6,22.2,19.7,1.1,1.8,21.9,184,0,0,0,0,788.4,1404.9,953.6,89,0,0,25.1,76,1,953.6,25.7,20.6,1,187,0
2025-11-30T19:25:00+05:30,2025-11-30 19:25:00,21.7,22.3,19.8,0,0,21.9,185,0,0,0,0,788.4,1404.9,953.5,89,0,0,25.2,75,1,953.5,25.8,20.4,1,180,1.1
2025-11-30T19:20:00+05:30,2025-11-30 19:20:00,21.8,22.3,19.7,1.8,1.8,21.9,181,0,0,0,0,788.4,1404.9,953.5,88,0,0,25.2,75,1,953.5,25.8,20.4,1,181,1.1
2025-11-30T19:15:00+05:30,2025-11-30 19:15:00,21.8,22.3,19.5,1.1,1.8,21.9,185,0,0,0,0,788.4,1404.9,953.4,87,0,0,25.2,75,1,953.4,25.8,20.4,1,183,0
2025-11-30T19:10:00+05:30,2025-11-30 19:10:00,22,22.5,19.7,0,0,21.9,185,0,0,0,0,788.4,1404.9,953.3,87,0,0,25.2,75,1,953.3,25.8,20.4,1,184,0
2025-11-30T19:05:00+05:30,2025-11-30 19:05:00,22.2,22.7,19.8,0,0,21.9,187,0,0,0,0,788.4,1404.9,953.2,86,0,0,25.3,75,1,953.2,25.8,20.5,1,184,0
2025-11-30T19:00:00+05:30,2025-11-30 19:00:00,22.3,22.8,19.4,0,0,21.9,185,0,0,0,0,788.4,1404.9,953.1,84,0,0,25.3,75,1,953.1,25.8,20.5,1,179,0
2025-11-30T18:55:00+05:30,2025-11-30 18:55:00,22.4,22.9,19.5,0,0,21.9,185,0,0,0,0,788.4,1404.9,953,84,0,0,25.4,75,1,953,25.9,20.6,1,179,0
2025-11-30T18:50:00+05:30,2025-11-30 18:50:00,22.2,22.7,19.6,0,0,21.9,183,0,0,0,0,788.4,1404.9,953,85,0,0,25.4,75,1,953,25.9,20.6,1,179,1.8
2025-11-30T18:45:00+05:30,2025-11-30 18:45:00,22.4,22.9,19.7,2.1,3.5,21.9,185,0,0,0,0,788.4,1404.9,952.8,85,0,0,25.4,75,1,952.8,25.9,20.6,1,185,1.4
2025-11-30T18:40:00+05:30,2025-11-30 18:40:00,22.5,23,19.7,0.3,1.8,21.9,183,0,0,0,0,788.4,1404.9,952.5,84,0,0,25.5,75,1,952.5,26.1,20.7,1,183,0
2025-11-30T18:35:00+05:30,2025-11-30 18:35:00,22.8,23.3,19.7,0,0,21.9,183,0,0,0,0,788.4,1404.9,952.6,83,0,0,25.5,75,1,952.6,26.1,20.7,1,178,0.6
2025-11-30T18:30:00+05:30,2025-11-30 18:30:00,23.1,23.6,19.7,0,0,21.9,180,0,0,0,0,788.4,1404.9,952.4,81,0,0,25.5,75,1,952.4,26.1,20.7,1,177,1.4
2025-11-30T18:25:00+05:30,2025-11-30 18:25:00,23.4,23.9,19.7,1.8,1.8,21.9,173,0,0,0,0,788.4,1404.9,952.6,80,0,0,25.6,75,1,952.6,26.2,20.8,1,175,1.1
2025-11-30T18:20:00+05:30,2025-11-30 18:20:00,23.5,24,19.6,2.9,3.5,21.9,166,0,0,0,0,788.4,1404.9,952.1,79,0,0,25.6,75,1,952.1,26.2,20.8,1,175,1.1
2025-11-30T18:15:00+05:30,2025-11-30 18:15:00,23.9,24.4,19.8,0.6,1.8,21.9,181,0,0,0,0,788.4,1404.9,952.2,78,0,0,25.6,75,1,952.2,26.2,20.8,1,180,1.1
2025-11-30T18:10:00+05:30,2025-11-30 18:10:00,24.1,24.6,19.8,0.3,1.8,21.9,178,0,0,0,0,788.4,1404.9,952,77,0,0,25.6,74,1,952,26.2,20.6,1,180,2.1
2025-11-30T18:05:00+05:30,2025-11-30 18:05:00,24.4,24.8,19.4,2.6,3.5,21.9,188,0,0,0,0,788.4,1404.9,952,74,0,0,25.6,74,1,952,26.2,20.6,1,191,2.6
2025-11-30T18:00:00+05:30,2025-11-30 18:00:00,24.5,24.9,19.6,2.6,3.5,21.9,211,0,0,0,0,788.4,1404.9,952,74,0,0,25.6,74,1,952,26.2,20.6,1,193,3.5
2025-11-30T17:55:00+05:30,2025-11-30 17:55:00,24.7,25.2,19.5,2.6,3.5,21.9,188,0,0,0,0,788.4,1404.9,952,73,0,0,25.6,73,1,952,26.1,20.4,1,208,4
2025-11-30T17:50:00+05:30,2025-11-30 17:50:00,24.9,25.3,19.5,3.5,3.5,21.9,206,0,0,0,0,788.4,1404.9,952,72,0,0,25.7,73,1,952,26.3,20.5,1,206,3.5
2025-11-30T17:45:00+05:30,2025-11-30 17:45:00,25.1,25.5,19.5,2.9,3.5,21.9,219,0,0,0,0,788.4,1404.9,952,71,0,2.1,25.7,74,1,952,26.3,20.7,1,219,3.5
2025-11-30T17:40:00+05:30,2025-11-30 17:40:00,25.2,25.7,19.6,2.1,3.5,21.9,196,0,0,0,0,788.4,1404.9,951.8,71,0,5.1,25.7,73,1,951.8,26.3,20.5,1,211,3.5
2025-11-30T17:35:00+05:30,2025-11-30 17:35:00,25.4,25.8,19.5,6.4,7.2,21.9,294,0,0,0,0,788.4,1404.9,951.7,70,0,8.2,25.7,73,1,951.7,26.3,20.5,1,192,4
2025-11-30T17:30:00+05:30,2025-11-30 17:30:00,25.5,25.9,19.4,4,5.5,21.9,216,0,0,0,0,788.4,1404.9,951.8,69,0,11.6,25.8,74,1,951.8,26.3,20.8,1,192,3.2
2025-11-30T17:25:00+05:30,2025-11-30 17:25:00,25.8,26.2,19.4,3.5,3.5,21.9,174,0,0,0,0,788.4,1404.9,951.5,68,0,16.4,25.8,74,1,951.5,26.3,20.8,1,261,3.5
2025-11-30T17:20:00+05:30,2025-11-30 17:20:00,26,26.4,19.1,4.3,5.5,21.9,243,0,0,0,0,788.4,1404.9,951.6,66,0,22.5,25.7,74,1,951.6,26.3,20.7,1,210,3.5
2025-11-30T17:15:00+05:30,2025-11-30 17:15:00,26.4,26.8,19,5,5.5,21.9,281,0,0,0,0,788.4,1404.9,951.3,64,0,29,25.8,74,1,951.3,26.3,20.8,1,211,3.5
2025-11-30T17:10:00+05:30,2025-11-30 17:10:00,26.5,26.9,18.9,7.2,9.3,21.9,220,0,0,0,0,788.4,1404.9,951.4,63,0,36.8,25.7,74,1,951.4,26.3,20.7,1,220,5
2025-11-30T17:05:00+05:30,2025-11-30 17:05:00,26.6,27,19,3.5,3.5,21.9,225,0,0,0,0,788.4,1404.9,951.2,63,0,40.2,25.7,73,1,951.2,26.3,20.5,1,208,5.8
2025-11-30T17:00:00+05:30,2025-11-30 17:00:00,26.6,26.9,18.7,5.5,7.2,21.9,250,0,0,0,0,788.4,1404.9,951.2,62,0,42.9,25.6,73,1,951.2,26.1,20.4,1,211,6.1
2025-11-30T16:55:00+05:30,2025-11-30 16:55:00,26.7,27.8,18.6,7.9,11.1,21.9,288,0,0,0,0,788.4,1404.9,951.3,61,0,50.6,25.6,71,1,951.3,26.1,19.9,1,283,7.6
2025-11-30T16:50:00+05:30,2025-11-30 16:50:00,26.8,27.9,18.6,2.1,3.5,14.8,173,0,0,0,0,788.4,1404.9,951.1,61,0,65.9,25.6,73,1,951.1,26.1,20.4,1,173,6.1
2025-11-30T16:45:00+05:30,2025-11-30 16:45:00,26.9,27.9,18.5,9.3,11.1,14.8,283,0,0,0,0,788.4,1404.9,951,60,0,57.3,25.6,71,1,951,26.1,19.9,1,289,8.2
2025-11-30T16:40:00+05:30,2025-11-30 16:40:00,27,28,18.3,9.3,9.3,14.8,298,0,0,0,0,788.4,1404.9,950.8,59,0,75,25.6,70,1,950.8,26.1,19.7,1,276,9.3
2025-11-30T16:35:00+05:30,2025-11-30 16:35:00,27.1,28.1,18.1,10.1,13,14.8,275,0,0,0,0,788.4,1404.9,950.8,58,0,88.5,25.7,72,1,950.8,26.2,20.3,1,245,6.4
2025-11-30T16:30:00+05:30,2025-11-30 16:30:00,27.3,28.2,18,4.7,7.2,9.3,301,0,0,0,0,788.4,1404.9,950.6,57,0,78.9,25.8,73,1,950.6,26.3,20.6,1,240,6.4
2025-11-30T16:26:00+05:30,2025-11-30 16:26:00,,,,,,,,0,0,0,0,788.4,1404.9,950.8,,,,25.9,72,1,950.8,26.4,20.4,,,
2025-11-30T16:10:00+05:30,2025-11-30 16:10:00,28.1,29.1,18.2,9.3,13,20.1,213,0,0.7,0,0,788.4,1404.9,950.4,55,1,172.6,26.1,72,1,950.4,26.7,20.7,1,188,6.9
2025-11-30T16:05:00+05:30,2025-11-30 16:05:00,28.2,29.3,18.6,6.4,9.3,20.1,188,0,0.7,0,0,788.4,1404.9,950.5,56,1,199.9,26.1,74,1,950.5,26.7,21.1,1,149,10.1
2025-11-30T16:00:00+05:30,2025-11-30 16:00:00,28.2,29.3,18.6,10.1,16.6,20.1,149,0,0.7,0,0,788.4,1404.9,950.2,56,2,232.1,26.1,74,1,950.2,26.7,21.1,1,149,10.1
2025-11-30T15:55:00+05:30,2025-11-30 15:55:00,28.2,29.3,18.6,10.1,16.6,20.1,149,0,0.7,0,0,788.4,1404.9,950.4,56,2,232.1,26.1,73,1,950.4,26.7,20.9,1,149,5.5
2025-11-30T15:50:00+05:30,2025-11-30 15:50:00,28.1,29.4,19.1,3.5,3.5,20.1,187,0,0.7,0,0,788.4,1404.9,950.4,58,2,243.3,26.1,74,1,950.4,26.7,21.1,1,187,5.5
2025-11-30T15:48:00+05:30,2025-11-30 15:48:00,28.5,29.6,18.6,5.5,5.5,20.1,160,0,0.7,0,0,788.4,1404.9,950.2,55,1,163.4,26.1,73,1,950.2,26.7,20.9,1,194,5.5
2025-11-30T15:30:00+05:30,2025-11-30 15:30:00,28.2,29.1,18,2.9,5.5,20.1,164,0,0.7,0,0,788.4,1404.9,950.2,54,2,203.4,26.1,73,1,950.2,26.7,20.9,1,253,7.2
2025-11-30T15:25:00+05:30,2025-11-30 15:25:00,28.9,29.9,18.3,11.9,14.8,20.1,314,0,0.7,0,0,788.4,1404.9,950.7,53,3,358.3,26.1,73,1,950.7,26.7,20.9,1,263,3.2
2025-11-30T15:20:00+05:30,2025-11-30 15:20:00,29,30.3,19,2.6,3.5,20.1,263,0,0.7,0,0,788.4,1404.9,950.2,55,3,385.1,26,74,1,950.2,26.6,21,1,199,3.2
2025-11-30T15:15:00+05:30,2025-11-30 15:15:00,28.7,29.8,18.5,4.7,5.5,20.1,283,0,0.7,0,0,788.4,1404.9,950.2,54,3,376.6,26,74,1,950.2,26.6,21,1,225,7.6
2025-11-30T15:10:00+05:30,2025-11-30 15:10:00,28.2,29.2,18.3,5.5,7.2,20.1,263,0,0.7,0,0,788.4,1404.9,950.4,55,3,404.2,25.9,72,1,950.4,26.4,20.4,1,274,7.6
2025-11-30T15:05:00+05:30,2025-11-30 15:05:00,27.8,28.7,18.2,7.6,11.1,20.1,29,0,0.7,0,0,788.4,1404.9,950,56,1,128.3,25.9,72,1,950,26.4,20.4,1,274,10.1
2025-11-30T15:00:00+05:30,2025-11-30 15:00:00,28.1,29.1,18.2,10.1,13,20.1,274,0,0.7,0,0,788.4,1404.9,950.4,55,4,415.1,25.9,72,1,950.4,26.4,20.4,1,283,7.2
2025-11-30T14:55:00+05:30,2025-11-30 14:55:00,28.4,29.3,18.2,4.7,7.2,20.1,262,0,0.7,0,0,788.4,1404.9,950.2,54,4,452,26,73,1,950.2,26.6,20.8,1,279,8.2
2025-11-30T14:50:00+05:30,2025-11-30 14:50:00,28.5,29.6,18.6,8.2,14.8,20.1,325,0,0.7,0,0,788.4,1404.9,950.1,55,4,465.9,25.9,73,1,950.1,26.4,20.7,1,283,6.4
2025-11-30T14:45:00+05:30,2025-11-30 14:45:00,28.6,29.5,18.1,4.7,5.5,20.1,214,0,0.7,0,0,788.4,1404.9,950.3,53,4,452.9,25.9,75,1,950.3,26.5,21.1,1,283,6.4
2025-11-30T14:40:00+05:30,2025-11-30 14:40:00,29,30.2,18.7,6.4,9.3,20.1,283,0,0.7,0,0,788.4,1404.9,950.3,54,4,470.1,25.8,74,1,950.3,26.3,20.8,1,283,6.4
2025-11-30T14:35:00+05:30,2025-11-30 14:35:00,29,30.3,19,6.4,7.2,20.1,191,0,0.7,0,0,788.4,1404.9,950.3,55,4,463.3,25.8,74,1,950.3,26.3,20.8,1,191,6.9
2025-11-30T14:30:00+05:30,2025-11-30 14:30:00,28.2,29.1,18,6.1,7.2,20.1,197,0,0.7,0,0,788.4,1404.9,950.2,54,5,514.4,25.7,73,1,950.2,26.3,20.5,1,281,8.7
2025-11-30T14:25:00+05:30,2025-11-30 14:25:00,28,28.9,18.1,11.6,14.8,20.1,301,0,0.7,0,0,788.4,1404.9,950.3,55,4,511,25.7,70,1,950.3,26.2,19.8,1,218,9
2025-11-30T14:20:00+05:30,2025-11-30 14:20:00,28.4,29.6,18.8,8.7,11.1,20.1,218,0,0.7,0,0,788.4,1404.9,950.1,56,5,546.6,25.6,74,1,950.1,26.2,20.6,1,243,8.7
2025-11-30T14:15:00+05:30,2025-11-30 14:15:00,28.3,29.4,18.6,5.8,7.2,20.1,243,0,0.7,0,0,788.4,1404.9,950.3,56,5,568.3,25.6,74,1,950.3,26.2,20.6,1,243,6.1
2025-11-30T14:10:00+05:30,2025-11-30 14:10:00,28.3,29.5,18.9,9.3,13,20.1,266,0,0.7,0,0,788.4,1404.9,950.5,57,5,558.2,25.5,71,1,950.5,25.9,19.8,1,323,11.1
2025-11-30T14:05:00+05:30,2025-11-30 14:05:00,28.3,29.4,18.6,5,7.2,20.1,205,0,0.7,0,0,788.4,1404.9,950.4,56,5,582.6,25.4,73,1,950.4,25.9,20.2,1,331,10.8
2025-11-30T14:00:00+05:30,2025-11-30 14:00:00,27.6,28.6,18.3,10.8,13,20.1,295,0,0.7,0,0,788.4,1404.9,950.5,57,5,595.5,25.4,67,1,950.5,25.7,18.8,1,295,7.9
2025-11-30T13:55:00+05:30,2025-11-30 13:55:00,27.7,28.9,18.7,7.9,9.3,20.1,263,0,0.7,0,0,788.4,1404.9,950.6,58,6,617.7,25.4,71,1,950.6,25.8,19.7,1,280,7.9
2025-11-30T13:50:00+05:30,2025-11-30 13:50:00,27.8,28.6,17.9,6.1,7.2,20.1,296,0,0.7,0,0,788.4,1404.9,950.7,55,6,628.6,25.3,73,1,950.7,25.8,20.1,1,288,9
2025-11-30T13:45:00+05:30,2025-11-30 13:45:00,27.9,28.7,17.7,9,11.1,20.1,280,0,0.7,0,0,788.4,1404.9,950.7,54,6,634.5,25.4,71,1,950.7,25.8,19.7,1,288,9
2025-11-30T13:40:00+05:30,2025-11-30 13:40:00,28.3,29,17.5,8.2,11.1,20.1,203,0,0.7,0,0,788.4,1404.9,950.6,52,6,665.4,25.4,73,1,950.6,25.9,20.2,1,203,8.2
2025-11-30T13:35:00+05:30,2025-11-30 13:35:00,27.4,28.3,18.1,9,11.1,20.1,254,0,0.7,0,0,788.4,1404.9,950.9,57,6,663.7,25.4,74,1,950.9,25.9,20.4,1,307,7.6
2025-11-30T13:30:00+05:30,2025-11-30 13:30:00,28.6,29.5,18.1,7.6,11.1,20.1,307,0,0.7,0,0,788.4,1404.9,951,53,6,636.4,25.4,71,1,951,25.8,19.7,1,282,12.6
2025-11-30T13:26:00+05:30,2025-11-30 13:26:00,28.5,29.4,18,6.1,11.1,20.1,268,0,0.7,0,0,788.4,1404.9,950.9,53,6,634.2,25.4,75,1,950.9,25.9,20.6,1,282,12.6
2025-11-30T13:20:00+05:30,2025-11-30 13:20:00,29.1,30.2,18.5,12.6,14.8,20.1,282,0,0.7,0,0,788.4,1404.9,950.8,53,5,611.2,25.4,75,1,950.8,25.9,20.6,1,191,5.5
