"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Indoor Battery","Absolute Pressure (hPa)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-07-31T23:55:00+05:30,2025-07-31 23:55:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.5,,,,27.3,72,1,950.5,,,,29.6,21.8
2025-07-31T23:50:00+05:30,2025-07-31 23:50:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.5,,,,27.4,72,1,950.5,,,,29.7,21.9
2025-07-31T23:45:00+05:30,2025-07-31 23:45:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.4,,,,27.4,72,1,950.4,,,,29.7,21.9
2025-07-31T23:40:00+05:30,2025-07-31 23:40:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.7,,,,27.4,72,1,950.7,,,,29.7,21.9
2025-07-31T23:35:00+05:30,2025-07-31 23:35:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.5,,,,27.5,72,1,950.5,,,,29.9,22
2025-07-31T23:30:00+05:30,2025-07-31 23:30:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.3,,,,27.5,72,1,950.3,,,,29.9,22
2025-07-31T23:25:00+05:30,2025-07-31 23:25:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.6,,,,27.5,72,1,950.6,,,,29.9,22
2025-07-31T23:20:00+05:30,2025-07-31 23:20:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.8,,,,27.6,72,1,950.8,,,,30.2,22.1
2025-07-31T23:15:00+05:30,2025-07-31 23:15:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.6,72,1,950.9,,,,30.2,22.1
2025-07-31T23:10:00+05:30,2025-07-31 23:10:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.6,72,1,950.9,,,,30.2,22.1
2025-07-31T23:05:00+05:30,2025-07-31 23:05:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.6,72,1,950.9,,,,30.2,22.1
2025-07-31T23:00:00+05:30,2025-07-31 23:00:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.6,72,1,951.2,,,,30.2,22.1
2025-07-31T22:55:00+05:30,2025-07-31 22:55:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.7,72,1,950.9,,,,30.4,22.2
2025-07-31T22:50:00+05:30,2025-07-31 22:50:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.6,72,1,950.9,,,,30.2,22.1
2025-07-31T22:45:00+05:30,2025-07-31 22:45:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.6,72,1,950.9,,,,30.2,22.1
2025-07-31T22:40:00+05:30,2025-07-31 22:40:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951,,,,27.6,72,1,951,,,,30.2,22.1
2025-07-31T22:35:00+05:30,2025-07-31 22:35:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.7,72,1,951.1,,,,30.4,22.2
2025-07-31T22:30:00+05:30,2025-07-31 22:30:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.7,72,1,951.1,,,,30.4,22.2
2025-07-31T22:25:00+05:30,2025-07-31 22:25:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.7,72,1,951.2,,,,30.4,22.2
2025-07-31T22:20:00+05:30,2025-07-31 22:20:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.7,72,1,951.2,,,,30.4,22.2
2025-07-31T22:15:00+05:30,2025-07-31 22:15:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.7,72,1,950.9,,,,30.4,22.2
2025-07-31T22:10:00+05:30,2025-07-31 22:10:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.7,72,1,950.9,,,,30.4,22.2
2025-07-31T22:05:00+05:30,2025-07-31 22:05:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.7,72,1,950.9,,,,30.4,22.2
2025-07-31T22:00:00+05:30,2025-07-31 22:00:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.7,72,1,951.1,,,,30.4,22.2
2025-07-31T21:55:00+05:30,2025-07-31 21:55:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.7,72,1,951.2,,,,30.4,22.2
2025-07-31T21:50:00+05:30,2025-07-31 21:50:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.7,72,1,951.2,,,,30.4,22.2
2025-07-31T21:45:00+05:30,2025-07-31 21:45:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951,,,,27.6,72,1,951,,,,30.2,22.1
2025-07-31T21:40:00+05:30,2025-07-31 21:40:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.6,72,1,951.2,,,,30.2,22.1
2025-07-31T21:35:00+05:30,2025-07-31 21:35:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.6,72,1,951.1,,,,30.2,22.1
2025-07-31T21:30:00+05:30,2025-07-31 21:30:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951,,,,27.6,72,1,951,,,,30.2,22.1
2025-07-31T21:25:00+05:30,2025-07-31 21:25:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.5,72,1,951.2,,,,29.9,22
2025-07-31T21:20:00+05:30,2025-07-31 21:20:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.3,,,,27.5,72,1,951.3,,,,29.9,22
2025-07-31T21:15:00+05:30,2025-07-31 21:15:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.3,,,,27.5,72,1,951.3,,,,29.9,22
2025-07-31T21:10:00+05:30,2025-07-31 21:10:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.3,,,,27.6,73,1,951.3,,,,30.3,22.3
2025-07-31T21:05:00+05:30,2025-07-31 21:05:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.6,72,1,951.1,,,,30.2,22.1
2025-07-31T21:00:00+05:30,2025-07-31 21:00:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.6,72,1,951.1,,,,30.2,22.1
2025-07-31T20:55:00+05:30,2025-07-31 20:55:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.3,,,,27.6,72,1,951.3,,,,30.2,22.1
2025-07-31T20:50:00+05:30,2025-07-31 20:50:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.3,,,,27.7,72,1,951.3,,,,30.4,22.2
2025-07-31T20:45:00+05:30,2025-07-31 20:45:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.7,72,1,951.1,,,,30.4,22.2
2025-07-31T20:40:00+05:30,2025-07-31 20:40:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.7,72,1,951.1,,,,30.4,22.2
2025-07-31T20:35:00+05:30,2025-07-31 20:35:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.8,72,1,951.2,,,,30.5,22.3
2025-07-31T20:30:00+05:30,2025-07-31 20:30:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.8,72,1,951.2,,,,30.5,22.3
2025-07-31T20:25:00+05:30,2025-07-31 20:25:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.2,,,,27.9,72,1,951.2,,,,30.7,22.4
2025-07-31T20:20:00+05:30,2025-07-31 20:20:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.3,,,,27.9,72,1,951.3,,,,30.7,22.4
2025-07-31T20:15:00+05:30,2025-07-31 20:15:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.9,72,1,951.1,,,,30.7,22.4
2025-07-31T20:10:00+05:30,2025-07-31 20:10:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951,,,,27.9,72,1,951,,,,30.7,22.4
2025-07-31T20:05:00+05:30,2025-07-31 20:05:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,27.9,72,1,951.1,,,,30.7,22.4
2025-07-31T20:00:00+05:30,2025-07-31 20:00:00,,,,,,18.3,,0,0,0,0,118.7,118.7,951.1,,,,28,72,1,951.1,,,,30.9,22.4
2025-07-31T19:55:00+05:30,2025-07-31 19:55:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,27.9,72,1,950.9,,,,30.7,22.4
2025-07-31T19:50:00+05:30,2025-07-31 19:50:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.7,,,,28,72,1,950.7,,,,30.9,22.4
2025-07-31T19:45:00+05:30,2025-07-31 19:45:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,28,72,1,950.9,,,,30.9,22.4
2025-07-31T19:40:00+05:30,2025-07-31 19:40:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.7,,,,28,72,1,950.7,,,,30.9,22.4
2025-07-31T19:35:00+05:30,2025-07-31 19:35:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,28,72,1,950.9,,,,30.9,22.4
2025-07-31T19:30:00+05:30,2025-07-31 19:30:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.9,,,,28,72,1,950.9,,,,30.9,22.4
2025-07-31T19:25:00+05:30,2025-07-31 19:25:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.8,,,,28,72,1,950.8,,,,30.9,22.4
2025-07-31T19:20:00+05:30,2025-07-31 19:20:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.7,,,,28,72,1,950.7,,,,30.9,22.4
2025-07-31T19:15:00+05:30,2025-07-31 19:15:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.6,,,,28,72,1,950.6,,,,30.9,22.4
2025-07-31T19:10:00+05:30,2025-07-31 19:10:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.5,,,,28.1,72,1,950.5,,,,31.2,22.6
2025-07-31T19:05:00+05:30,2025-07-31 19:05:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.4,,,,28,72,1,950.4,,,,30.9,22.4
2025-07-31T19:00:00+05:30,2025-07-31 19:00:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.5,,,,28,72,1,950.5,,,,30.9,22.4
2025-07-31T18:55:00+05:30,2025-07-31 18:55:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.3,,,,28,72,1,950.3,,,,30.9,22.4
2025-07-31T18:50:00+05:30,2025-07-31 18:50:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.3,,,,28,72,1,950.3,,,,30.9,22.4
2025-07-31T18:45:00+05:30,2025-07-31 18:45:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.2,,,,28.1,72,1,950.2,,,,31.2,22.6
2025-07-31T18:40:00+05:30,2025-07-31 18:40:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.3,,,,28.1,72,1,950.3,,,,31.2,22.6
2025-07-31T18:35:00+05:30,2025-07-31 18:35:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.5,,,,28.1,72,1,950.5,,,,31.2,22.6
2025-07-31T18:30:00+05:30,2025-07-31 18:30:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.1,,,,28.1,72,1,950.1,,,,31.2,22.6
2025-07-31T18:25:00+05:30,2025-07-31 18:25:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.1,,,,28.2,72,1,950.1,,,,31.4,22.7
2025-07-31T18:20:00+05:30,2025-07-31 18:20:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950,,,,28.2,72,1,950,,,,31.4,22.7
2025-07-31T18:15:00+05:30,2025-07-31 18:15:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.3,,,,28.2,72,1,950.3,,,,31.4,22.7
2025-07-31T18:10:00+05:30,2025-07-31 18:10:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.1,,,,28.2,72,1,950.1,,,,31.4,22.7
2025-07-31T18:05:00+05:30,2025-07-31 18:05:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.2,,,,28.2,72,1,950.2,,,,31.4,22.7
2025-07-31T18:00:00+05:30,2025-07-31 18:00:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.2,,,,28.2,72,1,950.2,,,,31.4,22.7
2025-07-31T17:55:00+05:30,2025-07-31 17:55:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.3,,,,28.2,72,1,950.3,,,,31.4,22.7
2025-07-31T17:50:00+05:30,2025-07-31 17:50:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950.2,,,,28.2,72,1,950.2,,,,31.4,22.7
2025-07-31T17:45:00+05:30,2025-07-31 17:45:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950,,,,28.2,72,1,950,,,,31.4,22.7
2025-07-31T17:40:00+05:30,2025-07-31 17:40:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.9,,,,28.2,72,1,949.9,,,,31.4,22.7
2025-07-31T17:35:00+05:30,2025-07-31 17:35:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950,,,,28.2,72,1,950,,,,31.4,22.7
2025-07-31T17:30:00+05:30,2025-07-31 17:30:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950,,,,28.2,72,1,950,,,,31.4,22.7
2025-07-31T17:25:00+05:30,2025-07-31 17:25:00,,,,,,18.3,,0,0,0,0,118.7,118.7,950,,,,28.2,72,1,950,,,,31.4,22.7
2025-07-31T17:20:00+05:30,2025-07-31 17:20:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.8,,,,28.2,72,1,949.8,,,,31.4,22.7
2025-07-31T17:15:00+05:30,2025-07-31 17:15:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.7,,,,28.3,72,1,949.7,,,,31.5,22.7
2025-07-31T17:10:00+05:30,2025-07-31 17:10:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.8,,,,28.2,71,1,949.8,,,,31.2,22.4
2025-07-31T17:05:00+05:30,2025-07-31 17:05:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.5,,,,28.2,71,1,949.5,,,,31.2,22.4
2025-07-31T17:00:00+05:30,2025-07-31 17:00:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.6,,,,28.2,71,1,949.6,,,,31.2,22.4
2025-07-31T16:55:00+05:30,2025-07-31 16:55:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.6,,,,28.2,71,1,949.6,,,,31.2,22.4
2025-07-31T16:50:00+05:30,2025-07-31 16:50:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.6,,,,28.2,72,1,949.6,,,,31.4,22.7
2025-07-31T16:45:00+05:30,2025-07-31 16:45:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.6,,,,28.2,71,1,949.6,,,,31.2,22.4
2025-07-31T16:40:00+05:30,2025-07-31 16:40:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.5,,,,28.3,72,1,949.5,,,,31.5,22.7
2025-07-31T16:35:00+05:30,2025-07-31 16:35:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.4,,,,28.3,71,1,949.4,,,,31.4,22.5
2025-07-31T16:30:00+05:30,2025-07-31 16:30:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.6,,,,28.3,71,1,949.6,,,,31.4,22.5
2025-07-31T16:25:00+05:30,2025-07-31 16:25:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.7,,,,28.4,71,1,949.7,,,,31.6,22.6
2025-07-31T16:20:00+05:30,2025-07-31 16:20:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.5,,,,28.4,71,1,949.5,,,,31.6,22.6
2025-07-31T16:15:00+05:30,2025-07-31 16:15:00,,,,,,18.3,,0,0,0,0,118.7,118.7,949.4,,,,28.4,71,1,949.4,,,,31.6,22.6
2025-07-31T16:10:00+05:30,2025-07-31 16:10:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.7,84,1,192.6,28.4,71,1,949.7,1,214,7.9,31.6,22.6
2025-07-31T16:05:00+05:30,2025-07-31 16:05:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.6,84,1,192.6,28.4,71,1,949.6,1,214,7.9,31.6,22.6
2025-07-31T16:00:00+05:30,2025-07-31 16:00:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.8,84,1,192.6,28.5,71,1,949.8,1,214,7.9,31.8,22.7
2025-07-31T15:55:00+05:30,2025-07-31 15:55:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.5,84,1,192.6,28.5,71,1,949.5,1,214,7.9,31.8,22.7
2025-07-31T15:50:00+05:30,2025-07-31 15:50:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.5,84,1,192.6,28.4,71,1,949.5,1,214,7.9,31.6,22.6
2025-07-31T15:45:00+05:30,2025-07-31 15:45:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.5,84,1,192.6,28.4,71,1,949.5,1,214,7.9,31.6,22.6
2025-07-31T15:40:00+05:30,2025-07-31 15:40:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.6,84,1,192.6,28.4,71,1,949.6,1,214,7.9,31.6,22.6
2025-07-31T15:35:00+05:30,2025-07-31 15:35:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.7,84,1,192.6,28.4,71,1,949.7,1,214,7.9,31.6,22.6
2025-07-31T15:30:00+05:30,2025-07-31 15:30:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.8,84,1,192.6,28.5,72,1,949.8,1,214,7.9,32,22.9
2025-07-31T15:25:00+05:30,2025-07-31 15:25:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.6,84,1,192.6,28.5,72,1,949.6,1,214,7.9,32,22.9
2025-07-31T15:20:00+05:30,2025-07-31 15:20:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,950,84,1,192.6,28.6,71,1,950,1,214,7.9,32.1,22.8
2025-07-31T15:15:00+05:30,2025-07-31 15:15:00,25.4,26.2,22.5,7.9,9.3,18.3,214,0,0,0,0,118.7,118.7,949.6,84,1,192.6,28.6,71,1,949.6,1,244,14.3,32.1,22.8
2025-07-31T15:10:00+05:30,2025-07-31 15:10:00,25.6,26.4,22.5,14.3,18.3,18.3,244,0,0,0,0,118.7,118.7,949.7,83,2,209.1,28.7,71,1,949.7,1,343,9.3,32.3,22.9
2025-07-31T15:05:00+05:30,2025-07-31 15:05:00,25.8,26.6,22.5,9.3,11.1,16.6,343,0,0,0,0,118.7,118.7,949.6,82,2,205.5,28.8,71,1,949.6,1,287,5,32.4,23
2025-07-31T15:00:00+05:30,2025-07-31 15:00:00,26.4,27.1,22.4,5,7.2,16.6,287,0,0,0,0,118.7,118.7,949.6,79,2,217.3,28.8,70,1,949.6,1,287,5,32.2,22.7
2025-07-31T14:55:00+05:30,2025-07-31 14:55:00,26.4,27.1,22.4,5,7.2,16.6,287,0,0,0,0,118.7,118.7,949.8,79,2,217.3,28.9,70,1,949.8,1,287,5,32.5,22.8
2025-07-31T14:50:00+05:30,2025-07-31 14:50:00,26.4,27.1,22.4,5,7.2,16.6,287,0,0,0,0,118.7,118.7,949.7,79,2,217.3,28.9,70,1,949.7,1,287,5,32.5,22.8
2025-07-31T14:45:00+05:30,2025-07-31 14:45:00,26.4,27.1,22.4,5,7.2,16.6,287,0,0,0,0,118.7,118.7,949.7,79,2,217.3,28.9,70,1,949.7,1,287,5.8,32.5,22.8
2025-07-31T14:40:00+05:30,2025-07-31 14:40:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,950,77,3,316.2,28.9,70,1,950,1,88,5.8,32.5,22.8
2025-07-31T14:35:00+05:30,2025-07-31 14:35:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,949.8,77,3,316.2,28.9,70,1,949.8,1,88,5.8,32.5,22.8
2025-07-31T14:30:00+05:30,2025-07-31 14:30:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,949.6,77,3,316.2,29,70,1,949.6,1,88,5.8,32.7,22.9
2025-07-31T14:25:00+05:30,2025-07-31 14:25:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,949.7,77,3,316.2,29,70,1,949.7,1,88,5.8,32.7,22.9
2025-07-31T14:20:00+05:30,2025-07-31 14:20:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,949.6,77,3,316.2,29.1,70,1,949.6,1,88,5.8,32.9,23.1
2025-07-31T14:15:00+05:30,2025-07-31 14:15:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,949.8,77,3,316.2,29.1,70,1,949.8,1,88,5.8,32.9,23.1
2025-07-31T14:10:00+05:30,2025-07-31 14:10:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,949.9,77,3,316.2,29.1,70,1,949.9,1,88,5.8,32.9,23.1
2025-07-31T14:05:00+05:30,2025-07-31 14:05:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,949.8,77,3,316.2,29.1,70,1,949.8,1,88,5.8,32.9,23.1
2025-07-31T14:00:00+05:30,2025-07-31 14:00:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,950.1,77,3,316.2,29,70,1,950.1,1,88,5.8,32.7,22.9
2025-07-31T13:55:00+05:30,2025-07-31 13:55:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,950.1,77,3,316.2,29,70,1,950.1,1,88,5.8,32.7,22.9
2025-07-31T13:50:00+05:30,2025-07-31 13:50:00,27.4,30.3,23,5.8,7.2,16.6,88,0,0,0,0,118.7,118.7,950.2,77,3,316.2,29,70,1,950.2,1,173,4,32.7,22.9
2025-07-31T13:45:00+05:30,2025-07-31 13:45:00,26.8,29.1,22.6,4,7.2,16.6,173,0,0,0,0,118.7,118.7,950.2,78,2,278.1,29.1,70,1,950.2,1,173,4,32.9,23.1
2025-07-31T13:40:00+05:30,2025-07-31 13:40:00,26.8,29.1,22.6,4,7.2,16.6,173,0,0,0,0,118.7,118.7,950.3,78,2,278.1,29,70,1,950.3,1,173,4,32.7,22.9
2025-07-31T13:35:00+05:30,2025-07-31 13:35:00,26.8,29.1,22.6,4,7.2,16.6,173,0,0,0,0,118.7,118.7,950.2,78,2,278.1,29,70,1,950.2,1,208,13,32.7,22.9
2025-07-31T13:30:00+05:30,2025-07-31 13:30:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950.3,71,4,493.1,29.1,70,1,950.3,1,208,13,32.9,23.1
2025-07-31T13:25:00+05:30,2025-07-31 13:25:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950.3,71,4,493.1,29.1,70,1,950.3,1,208,13,32.9,23.1
2025-07-31T13:20:00+05:30,2025-07-31 13:20:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950.2,71,4,493.1,29.1,70,1,950.2,1,208,13,32.9,23.1
2025-07-31T13:15:00+05:30,2025-07-31 13:15:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950.1,71,4,493.1,29.1,70,1,950.1,1,208,13,32.9,23.1
2025-07-31T13:10:00+05:30,2025-07-31 13:10:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950,71,4,493.1,29.1,70,1,950,1,208,13,32.9,23.1
2025-07-31T13:05:00+05:30,2025-07-31 13:05:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950.1,71,4,493.1,29.1,70,1,950.1,1,208,13,32.9,23.1
2025-07-31T13:00:00+05:30,2025-07-31 13:00:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950.1,71,4,493.1,29.1,70,1,950.1,1,208,13,32.9,23.1
2025-07-31T12:55:00+05:30,2025-07-31 12:55:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950.3,71,4,493.1,29.1,70,1,950.3,1,208,13,32.9,23.1
2025-07-31T12:50:00+05:30,2025-07-31 12:50:00,28.4,31.6,22.6,13,16.6,16.6,208,0,0,0,0,118.7,118.7,950.3,71,4,493.1,29,70,1,950.3,1,208,13,32.7,22.9
2025-07-31T12:45:00+05:30,2025-07-31 12:45:00,28.7,31.8,22.2,8.7,11.1,14.8,194,0,0,0,0,118.7,118.7,950.2,68,5,526.2,29,70,1,950.2,1,194,8.7,32.7,22.9
2025-07-31T12:40:00+05:30,2025-07-31 12:40:00,28.7,31.8,22.2,8.7,11.1,14.8,194,0,0,0,0,118.7,118.7,950.2,68,5,526.2,29,70,1,950.2,1,194,8.7,32.7,22.9
2025-07-31T12:35:00+05:30,2025-07-31 12:35:00,28.7,31.8,22.2,8.7,11.1,14.8,194,0,0,0,0,118.7,118.7,950.3,68,5,526.2,28.9,70,1,950.3,1,194,8.7,32.5,22.8
2025-07-31T12:30:00+05:30,2025-07-31 12:30:00,28.7,31.8,22.2,8.7,11.1,14.8,194,0,0,0,0,118.7,118.7,950.5,68,5,526.2,28.9,70,1,950.5,1,278,13.7,32.5,22.8
2025-07-31T12:25:00+05:30,2025-07-31 12:25:00,27.8,30.1,21.6,13.7,14.8,14.8,278,0,0,0,0,118.7,118.7,950.7,69,6,625.5,28.8,70,1,950.7,1,313,12.2,32.2,22.7
2025-07-31T12:20:00+05:30,2025-07-31 12:20:00,28.4,31.6,22.6,12.2,14.8,14.8,313,0,0,0,0,118.7,118.7,950.8,71,5,615.1,28.8,69,1,950.8,1,313,12.2,32.1,22.5
2025-07-31T12:15:00+05:30,2025-07-31 12:15:00,28.4,31.6,22.6,12.2,14.8,14.8,313,0,0,0,0,118.7,118.7,950.7,71,5,615.1,28.9,70,1,950.7,1,313,12.2,32.5,22.8
2025-07-31T12:10:00+05:30,2025-07-31 12:10:00,28.4,31.6,22.6,12.2,14.8,14.8,313,0,0,0,0,118.7,118.7,950.6,71,5,615.1,28.9,71,1,950.6,1,313,12.2,32.7,23.1
2025-07-31T12:05:00+05:30,2025-07-31 12:05:00,28.4,31.6,22.6,12.2,14.8,14.8,313,0,0,0,0,118.7,118.7,950.6,71,5,615.1,28.8,71,1,950.6,1,313,12.2,32.4,23
2025-07-31T12:00:00+05:30,2025-07-31 12:00:00,28.4,31.6,22.6,12.2,14.8,14.8,313,0,0,0,0,118.7,118.7,950.7,71,5,615.1,28.9,71,1,950.7,1,313,12.2,32.7,23.1
2025-07-31T11:55:00+05:30,2025-07-31 11:55:00,28.4,31.6,22.6,12.2,14.8,14.8,313,0,0,0,0,118.7,118.7,951.1,71,5,615.1,28.9,70,1,951.1,1,313,12.2,32.5,22.8
