"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","Absolute Pressure (hPa)","Outdoor Battery","CO2 battery","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-02-28T23:55:00+05:30,2025-02-28 23:55:00,,,,,,,,,,,,,,1014,,,,23.5,50,982.3,1,1,23.2,12.4
2025-02-28T23:50:00+05:30,2025-02-28 23:50:00,,,,,,,,,,,,,,1014,,,,23.4,49,982.3,1,1,23.1,12.1
2025-02-28T23:45:00+05:30,2025-02-28 23:45:00,,,,,,,,,,,,,,1013.9,,,,23.5,48,982.2,1,1,23.2,11.8
2025-02-28T23:40:00+05:30,2025-02-28 23:40:00,,,,,,,,,,,,,,1014.1,,,,23.5,48,982.4,1,1,23.2,11.8
2025-02-28T23:35:00+05:30,2025-02-28 23:35:00,23.4,24.4,23.2,0,0,1.8,335,0,0,0,0,28.9,28.9,1014.3,99,0,0,23.6,47,982.6,1,1,23.3,11.6
2025-02-28T23:30:00+05:30,2025-02-28 23:30:00,23.4,24.4,23.2,0,0,1.8,335,0,0,0,0,28.9,28.9,1014.5,99,0,0,23.6,48,982.8,1,1,23.3,11.9
2025-02-28T23:25:00+05:30,2025-02-28 23:25:00,23.4,24.4,23.2,0,0,1.8,341,0,0,0,0,28.9,28.9,1014.4,99,0,0,23.6,48,982.7,1,1,23.3,11.9
2025-02-28T23:20:00+05:30,2025-02-28 23:20:00,23.5,24.5,23.3,0,0,1.8,338,0,0,0,0,28.9,28.9,1014.6,99,0,0,23.6,49,982.9,1,1,23.3,12.3
2025-02-28T23:15:00+05:30,2025-02-28 23:15:00,23.4,24.4,23.2,0,0,1.8,341,0,0,0,0,28.9,28.9,1015,99,0,0,23.6,49,983.3,1,1,23.3,12.3
2025-02-28T23:10:00+05:30,2025-02-28 23:10:00,23.4,24.4,23.2,0,0,1.8,346,0,0,0,0,28.9,28.9,1015.1,99,0,0,23.7,50,983.4,1,1,23.4,12.7
2025-02-28T23:05:00+05:30,2025-02-28 23:05:00,,,,,,,,,,,,,,1015.2,,,,23.6,50,983.5,1,1,23.3,12.6
2025-02-28T23:00:00+05:30,2025-02-28 23:00:00,23.3,24.2,23.1,0.3,1.8,1.8,339,0,0,0,0,28.9,28.9,1015.6,99,0,0,23.6,50,983.9,1,1,23.3,12.6
2025-02-28T22:55:00+05:30,2025-02-28 22:55:00,23.3,24.2,23.1,0.3,1.8,1.8,339,0,0,0,0,28.9,28.9,1015.5,99,0,0,23.6,50,983.8,1,1,23.3,12.6
2025-02-28T22:50:00+05:30,2025-02-28 22:50:00,23.3,24.2,23.1,0,0,1.8,338,0,0,0,0,28.9,28.9,1015.7,99,0,0,23.6,50,984,1,1,23.3,12.6
2025-02-28T22:45:00+05:30,2025-02-28 22:45:00,23.3,24.2,23.1,0,0,1.8,338,0,0,0,0,28.9,28.9,1015.6,99,0,0,23.6,50,983.9,1,1,23.3,12.6
2025-02-28T22:40:00+05:30,2025-02-28 22:40:00,23.3,24.2,23.1,0,0,1.8,344,0,0,0,0,28.9,28.9,1015.2,99,0,0,23.7,49,983.5,1,1,23.4,12.4
2025-02-28T22:35:00+05:30,2025-02-28 22:35:00,23.2,24.2,23.1,0,0,1.8,331,0,0,0,0,28.9,28.9,1015.2,99,0,0,23.7,49,983.5,1,1,23.4,12.4
2025-02-28T22:30:00+05:30,2025-02-28 22:30:00,23.3,24.2,23.1,0,0,1.8,330,0,0,0,0,28.9,28.9,1015.2,99,0,0,23.7,49,983.5,1,1,23.4,12.4
2025-02-28T22:25:00+05:30,2025-02-28 22:25:00,23.3,24.2,23.1,0,0,1.8,344,0,0,0,0,28.9,28.9,1015.2,99,0,0,23.7,49,983.5,1,1,23.4,12.4
2025-02-28T22:20:00+05:30,2025-02-28 22:20:00,23.1,24.1,22.9,0,0,1.8,335,0,0,0,0,28.9,28.9,1015.4,99,0,0,23.8,48,983.7,1,1,23.4,12.1
2025-02-28T22:15:00+05:30,2025-02-28 22:15:00,23.3,24.2,23.1,1.8,1.8,1.8,329,0,0,0,0,28.9,28.9,1015.3,99,0,0,24,48,983.6,1,1,23.7,12.3
