"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 4 Temperature (°C)","Sensor 4 Humidity (%)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","Sensor 4 Battery","CO2 battery","Sensor 4 Feels Like (°C)","Sensor 4 Dew Point (°C)"
2026-05-31T22:25:00+05:30,2026-05-31 22:25:00,24.6,25.5,23.2,0,0,20.1,351,0,0,0,0,175.6,771.2,92,0,0,27.6,76,1,351,0,1,1,30.7,23
2026-05-31T22:20:00+05:30,2026-05-31 22:20:00,24.6,25.6,23.4,0,0,20.1,352,0,0,0,0,175.6,771.2,93,0,0,27.6,76,1,352,0,1,1,30.7,23
2026-05-31T22:15:00+05:30,2026-05-31 22:15:00,24.6,25.6,23.4,0,0,20.1,352,0,0,0,0,175.6,771.2,93,0,0,27.6,76,1,352,0,1,1,30.7,23
2026-05-31T22:10:00+05:30,2026-05-31 22:10:00,24.6,25.6,23.4,0,0,20.1,353,0,0,0,0,175.6,771.2,93,0,0,27.6,76,1,354,0,1,1,30.7,23
2026-05-31T22:05:00+05:30,2026-05-31 22:05:00,24.8,25.7,23.4,0,0,20.1,351,0,0,0,0,175.6,771.2,92,0,0,27.6,76,1,351,0,1,1,30.7,23
2026-05-31T22:00:00+05:30,2026-05-31 22:00:00,24.8,25.7,23.4,0,0,20.1,351,0,0,0,0,175.6,771.2,92,0,0,27.6,76,1,351,0,1,1,30.7,23
2026-05-31T21:55:00+05:30,2026-05-31 21:55:00,24.9,25.8,23.5,0,0,20.1,351,0,0,0,0,175.6,771.2,92,0,0,27.6,76,1,351,0,1,1,30.7,23
2026-05-31T21:50:00+05:30,2026-05-31 21:50:00,24.9,25.8,23.5,0,0,20.1,357,0,0,0,0,175.6,771.2,92,0,0,27.6,75,1,8,0,1,1,30.5,22.8
2026-05-31T21:45:00+05:30,2026-05-31 21:45:00,24.8,25.7,23.4,0,0,20.1,8,0,0,0,0,175.6,771.2,92,0,0,27.7,75,1,8,0,1,1,30.8,22.9
2026-05-31T21:40:00+05:30,2026-05-31 21:40:00,24.8,25.7,23.4,0,3.5,20.1,327,0,0,0,0,175.6,771.2,92,0,0,27.6,75,1,327,0,1,1,30.5,22.8
2026-05-31T21:35:00+05:30,2026-05-31 21:35:00,24.8,25.7,23.4,0,0,20.1,322,0,0,0,0,175.6,771.2,92,0,0,27.7,75,1,322,0,1,1,30.8,22.9
2026-05-31T21:30:00+05:30,2026-05-31 21:30:00,24.9,25.8,23.5,0,0,20.1,327,0,0,0,0,175.6,771.2,92,0,0,27.7,75,1,327,0,1,1,30.8,22.9
2026-05-31T21:25:00+05:30,2026-05-31 21:25:00,24.8,25.7,23.2,0,0,20.1,327,0,0,0,0,175.6,771.2,91,0,0,27.7,75,1,327,0,1,1,30.8,22.9
2026-05-31T21:20:00+05:30,2026-05-31 21:20:00,24.8,25.7,23.4,0,0,20.1,327,0,0,0,0,175.6,771.2,92,0,0,27.7,75,1,327,0,1,1,30.8,22.9
2026-05-31T21:15:00+05:30,2026-05-31 21:15:00,24.7,25.7,23.3,0,0,20.1,329,0,0,0,0,175.6,771.2,92,0,0,27.7,75,1,329,0,1,1,30.8,22.9
2026-05-31T21:10:00+05:30,2026-05-31 21:10:00,24.5,25.4,23.3,0,0,20.1,329,0,0,0,0,175.6,771.2,93,0,0,27.7,75,1,329,0,1,1,30.8,22.9
2026-05-31T21:05:00+05:30,2026-05-31 21:05:00,24.6,25.6,23.4,0,0,20.1,330,0,0,0,0,175.6,771.2,93,0,0,27.8,75,1,330,0,1,1,30.9,22.9
2026-05-31T21:00:00+05:30,2026-05-31 21:00:00,24.6,25.5,23.2,0,0,20.1,330,0,0,0,0,175.6,771.2,92,0,0,27.8,75,1,330,0,1,1,30.9,22.9
2026-05-31T20:55:00+05:30,2026-05-31 20:55:00,24.7,25.7,23.3,0,0,20.1,329,0,0,0,0,175.6,771.2,92,0,0,27.8,74,1,329,0,1,1,30.7,22.7
2026-05-31T20:50:00+05:30,2026-05-31 20:50:00,24.7,25.7,23.3,0,0,20.1,330,0,0,0,0,175.6,771.2,92,0,0,27.8,74,1,330,0,1,1,30.7,22.7
2026-05-31T20:45:00+05:30,2026-05-31 20:45:00,24.7,25.6,23.1,0,0,20.1,330,0,0,0,0,175.6,771.2,91,0,0,27.8,74,1,330,0,1,1,30.7,22.7
2026-05-31T20:40:00+05:30,2026-05-31 20:40:00,24.8,25.7,23.2,0,0,20.1,330,0,0,0,0,175.6,771.2,91,0,0,27.8,74,1,330,0,1,1,30.7,22.7
2026-05-31T20:35:00+05:30,2026-05-31 20:35:00,24.9,25.8,23.1,0,0,20.1,330,0,0,0,0,175.6,771.2,90,0,0,27.9,74,1,330,0,1,1,31,22.8
2026-05-31T20:30:00+05:30,2026-05-31 20:30:00,25,25.9,23.2,0,0,20.1,330,0,0,0,0,175.6,771.2,90,0,0,27.9,74,1,330,0,1,1,31,22.8
2026-05-31T20:25:00+05:30,2026-05-31 20:25:00,25.1,26,23.4,0,0,20.1,330,0,0,0,0,175.6,771.2,90,0,0,27.9,74,1,330,0,1,1,31,22.8
2026-05-31T20:20:00+05:30,2026-05-31 20:20:00,25.3,26.2,23.3,0,0,20.1,329,0,0,0,0,175.6,771.2,89,0,0,27.9,74,1,329,0,1,1,31,22.8
2026-05-31T20:15:00+05:30,2026-05-31 20:15:00,25.5,26.4,23.2,0,0,20.1,330,0,0,0,0,175.6,771.2,87,0,0,27.9,74,1,330,0,1,1,31,22.8
2026-05-31T20:10:00+05:30,2026-05-31 20:10:00,25.6,26.5,23.3,0,0,20.1,329,0,0,0,0,175.6,771.2,87,0,0,27.9,74,1,329,0,1,1,31,22.8
2026-05-31T20:05:00+05:30,2026-05-31 20:05:00,25.5,26.4,23.2,1.4,3.5,20.1,289,0,0,0,0,175.6,771.2,87,0,0,27.9,73,1,307,0,1,1,30.8,22.6
2026-05-31T20:00:00+05:30,2026-05-31 20:00:00,25.6,26.5,23.3,0,0,20.1,309,0,0,0,0,175.6,771.2,87,0,0,28,73,1,309,0,1,1,31.1,22.7
2026-05-31T19:55:00+05:30,2026-05-31 19:55:00,25.8,26.7,23.3,0,0,20.1,314,0,0,0,0,175.6,771.2,86,0,0,28,73,1,293,0,1,1,31.1,22.7
2026-05-31T19:50:00+05:30,2026-05-31 19:50:00,25.8,26.7,23.3,0,0,20.1,290,0,0,0,0,175.6,771.2,86,0,0,28,73,1,309,0,1,1,31.1,22.7
2026-05-31T19:45:00+05:30,2026-05-31 19:45:00,25.7,26.6,23.2,0,1.8,20.1,307,0,0,0,0,175.6,771.2,86,0,0,28,73,1,307,0,1,1,31.1,22.7
2026-05-31T19:40:00+05:30,2026-05-31 19:40:00,25.8,26.6,23.1,0,0,20.1,309,0,0,0,0,175.6,771.2,85,0,0,28.1,73,1,293,0,1,1,31.3,22.8
2026-05-31T19:35:00+05:30,2026-05-31 19:35:00,25.8,26.6,23.1,0,0,20.1,294,0,0,0,0,175.6,771.2,85,0,0,28,73,1,297,0,1,1,31.1,22.7
2026-05-31T19:30:00+05:30,2026-05-31 19:30:00,25.8,26.6,23.1,0,0,20.1,293,0,0,0,0,175.6,771.2,85,0,0,28.1,73,1,297,0,1,1,31.3,22.8
2026-05-31T19:25:00+05:30,2026-05-31 19:25:00,25.7,26.6,23,0,0,20.1,306,0,0,0,0,175.6,771.2,85,0,0,28.1,73,1,305,0,1,1,31.3,22.8
2026-05-31T19:20:00+05:30,2026-05-31 19:20:00,26,26.8,23.1,0,0,20.1,305,0,0,0,0,175.6,771.2,84,0,0,28.1,73,1,305,0,1,1,31.3,22.8
2026-05-31T19:15:00+05:30,2026-05-31 19:15:00,26.2,27.1,23.1,0,0,20.1,305,0,0,0,0,175.6,771.2,83,0,0,28.2,72,1,305,0,1,1,31.4,22.7
2026-05-31T19:10:00+05:30,2026-05-31 19:10:00,26.3,27.1,23.2,3.2,3.5,20.1,291,0,0,0,0,175.6,771.2,83,0,0,28.2,72,1,285,0,1,1,31.4,22.7
2026-05-31T19:05:00+05:30,2026-05-31 19:05:00,26.4,27.2,23.1,1.8,1.8,20.1,292,0,0,0,0,175.6,771.2,82,0,0,28.2,72,1,295,0,1,1,31.4,22.7
2026-05-31T19:00:00+05:30,2026-05-31 19:00:00,26.4,27.2,23.1,0,5.5,20.1,327,0,0,0,0,175.6,771.2,82,0,0,28.3,72,1,305,0.3,1,1,31.5,22.7
2026-05-31T18:55:00+05:30,2026-05-31 18:55:00,26.5,27.3,23.2,0.3,3.5,20.1,303,0,0,0,0,175.6,771.2,82,0,0,28.3,72,1,305,0.3,1,1,31.5,22.7
2026-05-31T18:50:00+05:30,2026-05-31 18:50:00,26.5,27.3,23,2.9,5.5,20.1,305,0,0,0,0,175.6,771.2,81,0,0,28.3,72,1,305,0,1,1,31.5,22.7
2026-05-31T18:45:00+05:30,2026-05-31 18:45:00,26.6,27.4,23.1,1.8,7.2,20.1,270,0,0,0,0,175.6,771.2,81,0,0,28.4,72,1,297,0,1,1,31.7,22.8
2026-05-31T18:40:00+05:30,2026-05-31 18:40:00,26.6,27.4,22.9,0,3.5,20.1,338,0,0,0,0,175.6,771.2,80,0,0,28.4,72,1,297,1.1,1,1,31.7,22.8
2026-05-31T18:35:00+05:30,2026-05-31 18:35:00,26.8,29.2,22.8,0.6,3.5,20.1,295,0,0,0,0,175.6,771.2,79,0,0.1,28.5,72,1,305,0.3,1,1,32,22.9
2026-05-31T18:30:00+05:30,2026-05-31 18:30:00,26.9,29.4,22.9,0,0,20.1,302,0,0,0,0,175.6,771.2,79,0,0.5,28.5,71,1,303,0,1,1,31.8,22.7
2026-05-31T18:25:00+05:30,2026-05-31 18:25:00,27,29.6,22.8,0,1.8,20.1,308,0,0,0,0,175.6,771.2,78,0,1.5,28.5,71,1,234,1.4,1,1,31.8,22.7
2026-05-31T18:20:00+05:30,2026-05-31 18:20:00,27,29.6,22.8,2.6,9.3,20.1,294,0,0,0,0,175.6,771.2,78,0,3,28.6,71,1,329,1.4,1,1,32.1,22.8
2026-05-31T18:15:00+05:30,2026-05-31 18:15:00,27.2,30,23,4.7,7.2,20.1,296,0,0,0,0,175.6,771.2,78,0,5.1,28.6,71,1,296,0.6,1,1,32.1,22.8
2026-05-31T18:10:00+05:30,2026-05-31 18:10:00,27.3,30.1,23.1,0,3.5,20.1,317,0,0,0,0,175.6,771.2,78,0,7.8,28.7,71,1,261,2.1,1,1,32.3,22.9
2026-05-31T18:05:00+05:30,2026-05-31 18:05:00,27.3,30.1,23.1,4,5.5,20.1,301,0,0,0,0,175.6,771.2,78,0,10.6,28.7,71,1,296,2.9,1,1,32.3,22.9
2026-05-31T18:00:00+05:30,2026-05-31 18:00:00,27.5,30.6,23.3,9,13,20.1,324,0,0,0,0,175.6,771.2,78,0,16.1,28.8,71,1,291,2.6,1,1,32.4,23
2026-05-31T17:55:00+05:30,2026-05-31 17:55:00,27.6,30.9,23.4,1.8,7.2,20.1,249,0,0,0,0,175.6,771.2,78,0,22.3,28.8,71,1,291,2.9,1,1,32.4,23
2026-05-31T17:50:00+05:30,2026-05-31 17:50:00,27.7,31.1,23.5,4,11.1,20.1,282,0,0,0,0,175.6,771.2,78,0,28.3,28.9,71,1,285,4,1,1,32.7,23.1
2026-05-31T17:45:00+05:30,2026-05-31 17:45:00,27.8,31.3,23.6,6.1,11.1,20.1,291,0,0,0,0,175.6,771.2,78,0,33.8,29,71,1,303,3.5,1,1,32.9,23.2
2026-05-31T17:40:00+05:30,2026-05-31 17:40:00,27.9,31.5,23.7,4,9.3,20.1,231,0,0,0,0,175.6,771.2,78,0,40,29,71,1,295,3.5,1,1,32.9,23.2
2026-05-31T17:35:00+05:30,2026-05-31 17:35:00,28,31.8,23.8,1.8,11.1,20.1,252,0,0,0,0,175.6,771.2,78,0,42,29,71,1,273,2.1,1,1,32.9,23.2
2026-05-31T17:30:00+05:30,2026-05-31 17:30:00,28.1,31.9,23.7,0,7.2,20.1,279,0,0,0,0,175.6,771.2,77,0,47.7,29.1,71,1,295,2.1,1,1,33.2,23.3
2026-05-31T17:25:00+05:30,2026-05-31 17:25:00,28.1,31.9,23.7,0,3.5,20.1,352,0,0,0,0,175.6,771.2,77,0,51.1,29.2,71,1,284,4.3,1,1,33.4,23.4
2026-05-31T17:20:00+05:30,2026-05-31 17:20:00,28.3,32.1,23.6,2.9,11.1,20.1,256,0,0,0,0,175.6,771.2,76,0,52.8,29.2,71,1,294,4.3,1,1,33.4,23.4
2026-05-31T17:15:00+05:30,2026-05-31 17:15:00,28.4,32.4,23.7,2.9,7.2,20.1,246,0,0,0,0,175.6,771.2,76,0,62,29.3,71,1,305,5.5,1,1,33.6,23.4
2026-05-31T17:10:00+05:30,2026-05-31 17:10:00,28.6,32.8,23.7,7.9,16.6,20.1,353,0,0,0,0,175.6,771.2,75,0,71,29.3,71,1,281,6.4,1,1,33.6,23.4
2026-05-31T17:05:00+05:30,2026-05-31 17:05:00,29.1,33.8,24,4.7,14.8,20.1,238,0,0,0,0,175.6,771.2,74,0,87.2,29.3,71,1,277,4.7,1,1,33.6,23.4
2026-05-31T17:00:00+05:30,2026-05-31 17:00:00,29.2,33.8,23.9,3.5,9.3,20.1,277,0,0,0,0,175.6,771.2,73,0,99.7,29.3,71,1,285,2.6,1,1,33.6,23.4
2026-05-31T16:55:00+05:30,2026-05-31 16:55:00,29.6,34.6,24,6.9,9.3,20.1,203,0,0,0,0,175.6,771.2,72,0,97.5,29.4,72,1,265,1.8,1,1,34,23.8
2026-05-31T16:50:00+05:30,2026-05-31 16:50:00,29.5,35,24.6,0.3,3.5,20.1,334,0,0,0,0,175.6,771.2,75,1,132.8,29.4,72,1,261,1.8,1,1,34,23.8
2026-05-31T16:45:00+05:30,2026-05-31 16:45:00,29,33.7,24.1,0,9.3,20.1,218,0,0,0,0,175.6,771.2,75,1,115.5,29.5,71,1,218,2.9,1,1,34.1,23.7
2026-05-31T16:40:00+05:30,2026-05-31 16:40:00,29.3,34.4,24.4,6.1,9.3,20.1,217,0,0,0,0,175.6,771.2,75,0,69.5,29.5,71,1,293,3.2,1,1,34.1,23.7
2026-05-31T16:35:00+05:30,2026-05-31 16:35:00,28.9,33.6,24.2,1.1,9.3,20.1,339,0,0,0,0,175.6,771.2,76,1,124.3,29.5,71,1,300,3.2,1,1,34.1,23.7
2026-05-31T16:30:00+05:30,2026-05-31 16:30:00,28.9,33.6,24.2,1.1,7.2,20.1,291,0,0,0,0,175.6,771.2,76,0,64.8,29.6,71,1,300,2.1,1,1,34.3,23.8
2026-05-31T16:25:00+05:30,2026-05-31 16:25:00,28.8,33.3,24.1,0,7.2,20.1,306,0,0,0,0,175.6,771.2,76,0,58.1,29.6,71,1,305,2.9,1,1,34.3,23.8
2026-05-31T16:20:00+05:30,2026-05-31 16:20:00,28.9,33.6,24.2,1.8,13,20.1,335,0,0,0,0,175.6,771.2,76,0,72.3,29.7,71,1,351,2.9,1,1,34.6,23.9
2026-05-31T16:15:00+05:30,2026-05-31 16:15:00,29.4,34.7,24.5,1.4,3.5,20.1,300,0,0,0,0,175.6,771.2,75,0,63.4,29.7,71,1,300,4.7,1,1,34.6,23.9
2026-05-31T16:10:00+05:30,2026-05-31 16:10:00,29.7,35.3,24.6,9,13,20.1,302,0,0,0,0,175.6,771.2,74,2,213,29.7,71,1,328,5.8,1,1,34.6,23.9
2026-05-31T16:05:00+05:30,2026-05-31 16:05:00,29.4,34.5,24.3,1.4,11.1,20.1,342,0,0,0,0,175.6,771.2,74,2,223.9,29.8,71,1,314,4,1,1,34.7,23.9
2026-05-31T16:00:00+05:30,2026-05-31 16:00:00,29.9,35.5,24.5,4,9.3,20.1,323,0,0,0,0,175.6,771.2,73,0,81.6,29.8,71,1,2,2.1,1,1,34.7,23.9
2026-05-31T15:55:00+05:30,2026-05-31 15:55:00,29.9,35.2,24.3,5.5,9.3,20.1,303,0,0,0,0,175.6,771.2,72,2,252.8,29.8,71,1,295,4.7,1,1,34.7,23.9
2026-05-31T15:50:00+05:30,2026-05-31 15:50:00,30.1,35.8,24.5,2.1,7.2,20.1,181,0,0,0,0,175.6,771.2,72,0,84.3,29.8,71,1,298,4.7,1,1,34.7,23.9
2026-05-31T15:45:00+05:30,2026-05-31 15:45:00,30.8,37,24.7,4,9.3,20.1,278,0,0,0,0,175.6,771.2,70,2,242.3,29.8,71,1,289,4.7,1,1,34.7,23.9
2026-05-31T15:40:00+05:30,2026-05-31 15:40:00,30.3,36.2,24.7,0.3,3.5,20.1,322,0,0,0,0,175.6,771.2,72,2,275.6,29.8,70,1,305,3.5,1,1,34.5,23.7
2026-05-31T15:35:00+05:30,2026-05-31 15:35:00,30.3,36,24.4,2.9,5.5,20.1,310,0,0,0,0,175.6,771.2,71,1,131.7,29.8,70,1,285,2.9,1,1,34.5,23.7
2026-05-31T15:30:00+05:30,2026-05-31 15:30:00,31.4,38,24.8,5,11.1,20.1,235,0,0,0,0,175.6,771.2,68,3,366.2,29.7,70,1,288,2.9,1,1,34.4,23.7
2026-05-31T15:25:00+05:30,2026-05-31 15:25:00,31,37.6,24.9,2.9,14.8,20.1,263,0,0,0,0,175.6,771.2,70,3,391,29.7,70,1,307,3.5,1,1,34.4,23.7
2026-05-31T15:20:00+05:30,2026-05-31 15:20:00,30.9,37.3,24.8,5,13,20.1,357,0,0,0,0,175.6,771.2,70,3,381.4,29.7,70,1,299,5.5,1,1,34.4,23.7
2026-05-31T15:15:00+05:30,2026-05-31 15:15:00,30.3,35.5,23.9,1.4,14.8,20.1,305,0,0,0,0,175.6,771.2,69,3,387.5,29.7,70,1,287,7.2,1,1,34.4,23.7
2026-05-31T15:10:00+05:30,2026-05-31 15:10:00,30.8,36.4,24.2,9.3,18.3,20.1,248,0,0,0,0,175.6,771.2,68,3,401.3,29.7,70,1,292,7.6,1,1,34.4,23.7
2026-05-31T15:05:00+05:30,2026-05-31 15:05:00,30.3,35.5,23.9,5.8,18.3,20.1,285,0,0,0,0,175.6,771.2,69,4,418.7,29.7,70,1,287,7.6,1,1,34.4,23.7
2026-05-31T15:00:00+05:30,2026-05-31 15:00:00,30.7,36.6,24.4,6.1,20.1,20.1,260,0,0,0,0,175.6,771.2,69,1,107.9,29.7,70,1,292,6.9,1,1,34.4,23.7
2026-05-31T14:55:00+05:30,2026-05-31 14:55:00,30.6,36,24,13.4,16.6,20.1,308,0,0,0,0,175.6,771.2,68,4,439.4,29.7,70,1,292,6.4,1,1,34.4,23.7
2026-05-31T14:50:00+05:30,2026-05-31 14:50:00,30.3,35.5,23.9,6.9,11.1,20.1,266,0,0,0,0,175.6,771.2,69,4,456.8,29.6,71,1,297,5.5,1,1,34.3,23.8
2026-05-31T14:45:00+05:30,2026-05-31 14:45:00,30.5,36.6,24.6,4,5.5,20.1,248,0,0,0,0,175.6,771.2,71,1,132.4,29.7,71,1,294,7.2,1,1,34.6,23.9
2026-05-31T14:40:00+05:30,2026-05-31 14:40:00,30.6,36.3,24.3,6.1,14.8,20.1,288,0,0,0,0,175.6,771.2,69,1,148.5,29.6,71,1,285,7.6,1,1,34.3,23.8
2026-05-31T14:35:00+05:30,2026-05-31 14:35:00,31.3,37.7,24.6,4.3,9.3,20.1,282,0,0,0,0,175.6,771.2,68,3,361.4,29.6,71,1,276,4.7,1,1,34.3,23.8
2026-05-31T14:30:00+05:30,2026-05-31 14:30:00,30.6,36.3,24.3,8.7,16.6,20.1,266,0,0,0,0,175.6,771.2,69,5,520.7,29.6,71,1,269,9.3,1,1,34.3,23.8
2026-05-31T14:25:00+05:30,2026-05-31 14:25:00,30.5,36,24.2,4.3,20.1,20.1,269,0,0,0,0,175.6,771.2,69,5,529.7,29.6,71,1,313,7.2,1,1,34.3,23.8
2026-05-31T14:20:00+05:30,2026-05-31 14:20:00,31.7,38.3,24.6,7.2,11.1,20.1,308,0,0,0,0,175.6,771.2,66,5,538.4,29.5,71,1,285,6.1,1,1,34.1,23.7
2026-05-31T14:15:00+05:30,2026-05-31 14:15:00,30.8,36.7,24.4,6.1,11.1,20.1,292,0,0,0,0,175.6,771.2,69,5,548.9,29.5,71,1,292,6.1,1,1,34.1,23.7
2026-05-31T14:10:00+05:30,2026-05-31 14:10:00,31.4,37.4,24.3,2.9,3.5,20.1,276,0,0,0,0,175.6,771.2,66,1,195.6,29.4,71,1,276,5.5,1,1,33.8,23.6
2026-05-31T14:05:00+05:30,2026-05-31 14:05:00,31.2,37.3,24.3,5.5,11.1,20.1,313,0,0,0,0,175.6,771.2,67,6,630.1,29.4,71,1,284,6.4,1,1,33.8,23.6
2026-05-31T14:00:00+05:30,2026-05-31 14:00:00,30.3,35.5,23.9,4,13,20.1,241,0,0,0,0,175.6,771.2,69,5,594.5,29.3,71,1,292,6.1,1,1,33.6,23.4
2026-05-31T13:55:00+05:30,2026-05-31 13:55:00,31,36.7,24.1,1.4,9.3,20.1,359,0,0,0,0,175.6,771.2,67,5,597.6,29.3,71,1,278,6.1,1,1,33.6,23.4
2026-05-31T13:50:00+05:30,2026-05-31 13:50:00,30.2,34.8,23.4,5.8,14.8,20.1,271,0,0,0,0,175.6,771.2,67,5,613.9,29.2,71,1,276,7.2,1,1,33.4,23.4
2026-05-31T13:45:00+05:30,2026-05-31 13:45:00,30.8,36.7,24.4,7.2,16.6,18.3,281,0,0,0,0,175.6,771.2,69,6,649.8,29.2,71,1,281,6.4,1,1,33.4,23.4
2026-05-31T13:40:00+05:30,2026-05-31 13:40:00,31.3,37.4,24.4,8.7,13,18.3,316,0,0,0,0,175.6,771.2,67,6,656.6,29.1,71,1,306,4.7,1,1,33.2,23.3
2026-05-31T13:35:00+05:30,2026-05-31 13:35:00,31.2,37.3,24.3,2.9,5.5,18.3,294,0,0,0,0,175.6,771.2,67,6,673.7,29.1,71,1,294,2.1,1,1,33.2,23.3
2026-05-31T13:30:00+05:30,2026-05-31 13:30:00,31.3,36.8,23.9,2.1,3.5,18.3,331,0,0,0,0,175.6,771.2,65,6,674.6,29.1,71,1,301,2.9,1,1,33.2,23.3
2026-05-31T13:25:00+05:30,2026-05-31 13:25:00,30.4,35,23.3,2.6,11.1,18.3,330,0,0,0,0,175.6,771.2,66,1,197.2,29,71,1,330,4.7,1,1,32.9,23.2
2026-05-31T13:20:00+05:30,2026-05-31 13:20:00,31.1,36.4,23.7,4.7,11.1,18.3,292,0,0,0,0,175.6,771.2,65,6,652.2,29,71,1,289,2.1,1,1,32.9,23.2
2026-05-31T13:15:00+05:30,2026-05-31 13:15:00,30.6,36,24,2.6,5.5,18.3,294,0,0,0,0,175.6,771.2,68,6,694.8,29,71,1,264,2.1,1,1,32.9,23.2
2026-05-31T13:10:00+05:30,2026-05-31 13:10:00,30.7,35.5,23.4,4.7,5.5,18.3,213,0,0,0,0,175.6,771.2,65,7,720.1,28.9,71,1,273,4,1,1,32.7,23.1
2026-05-31T13:05:00+05:30,2026-05-31 13:05:00,31.6,37.1,23.7,5,18.3,18.3,296,0,0,0,0,175.6,771.2,63,6,696,28.9,71,1,308,2.1,1,1,32.7,23.1
