"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","PM2.5 Outdoor (µg/m^3)","PM2.5 Outdoor 24 Hour Average (µg/m^3)","Sensor 4 Temperature (°C)","Sensor 4 Humidity (%)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","Sensor 4 Battery","PM2.5 Outdoor","PM2.5 Outdoor 24 Hour Average","PM2.5 Outdoor Battery","CO2 battery","Sensor 4 Feels Like (°C)","Sensor 4 Dew Point (°C)"
2026-01-31T21:25:00+05:30,2026-01-31 21:25:00,22.1,22.9,21.8,0,0,13,40,0,0,14.9,18.8,67.7,67.7,98,0,0,,,24.5,83,1,17,0,1,,,,1,25.2,21.4
2026-01-31T21:20:00+05:30,2026-01-31 21:20:00,22.1,22.9,21.8,0,0,13,17,0,0,14.9,18.8,67.7,67.7,98,0,0,,,24.6,83,1,13,0,1,,,,1,25.3,21.5
2026-01-31T21:15:00+05:30,2026-01-31 21:15:00,22.1,22.9,21.8,0,0,13,13,0,0,14.9,18.8,67.7,67.7,98,0,0,,,24.6,83,1,13,0,1,,,,1,25.3,21.5
2026-01-31T21:10:00+05:30,2026-01-31 21:10:00,22.2,23.1,21.9,0,0,13,13,0,0,14.9,18.8,67.7,67.7,98,0,0,,,24.6,83,1,13,0,1,,,,1,25.3,21.5
2026-01-31T21:05:00+05:30,2026-01-31 21:05:00,22.3,23.1,21.9,0,0,13,13,0,0,14.9,18.8,67.7,67.7,98,0,0,,,24.6,83,1,82,0,1,,,,1,25.3,21.5
2026-01-31T21:00:00+05:30,2026-01-31 21:00:00,22.4,23.2,21.9,0,0,13,82,0,0,14.9,18.8,67.7,67.7,97,0,0,,,24.6,83,1,82,0,1,,,,1,25.3,21.5
2026-01-31T20:55:00+05:30,2026-01-31 20:55:00,22.4,23.2,21.9,0,0,13,82,0,0,14.9,18.8,67.7,67.7,97,0,0,,,24.6,83,1,48,0,1,,,,1,25.3,21.5
2026-01-31T20:50:00+05:30,2026-01-31 20:50:00,22.5,23.3,22,0,0,13,44,0,0,14.9,18.8,67.7,67.7,97,0,0,,,24.6,83,1,44,0,1,,,,1,25.3,21.5
2026-01-31T20:45:00+05:30,2026-01-31 20:45:00,22.6,23.4,21.9,0,0,13,44,0,0,14.9,18.8,67.7,67.7,96,0,0,,,24.6,83,1,44,0,1,,,,1,25.3,21.5
2026-01-31T20:40:00+05:30,2026-01-31 20:40:00,22.6,23.5,22.1,0,0,13,44,0,0,14.9,18.8,67.7,67.7,97,0,0,,,24.6,83,1,44,0,1,,,,1,25.3,21.5
2026-01-31T20:35:00+05:30,2026-01-31 20:35:00,22.6,23.5,22.1,0,0,13,44,0,0,14.9,18.8,67.7,67.7,97,0,0,,,24.7,83,1,44,0,1,,,,1,25.4,21.6
2026-01-31T20:30:00+05:30,2026-01-31 20:30:00,22.6,23.4,21.9,0,0,13,44,0,0,14.9,18.8,67.7,67.7,96,0,0,,,24.6,83,1,44,0,1,,,,1,25.3,21.5
2026-01-31T20:25:00+05:30,2026-01-31 20:25:00,22.7,23.6,22,0,0,13,42,0,0,14.9,18.8,67.7,67.7,96,0,0,,,24.7,83,1,78,0,1,,,,1,25.4,21.6
2026-01-31T20:20:00+05:30,2026-01-31 20:20:00,22.8,23.6,22.1,2.1,3.5,13,76,0,0,14.9,18.8,67.7,67.7,96,0,0,,,24.7,83,1,34,0,1,,,,1,25.4,21.6
2026-01-31T20:15:00+05:30,2026-01-31 20:15:00,22.9,23.7,22.2,0,0,13,33,0,0,14.9,18.8,67.7,67.7,96,0,0,,,24.7,83,1,33,0,1,,,,1,25.4,21.6
2026-01-31T20:10:00+05:30,2026-01-31 20:10:00,23,23.8,22.2,0,0,13,33,0,0,14.9,18.8,67.7,67.7,95,0,0,,,24.7,83,1,33,0,1,,,,1,25.4,21.6
2026-01-31T20:05:00+05:30,2026-01-31 20:05:00,22.9,23.7,22,0,0,13,33,0,0,14.9,18.8,67.7,67.7,95,0,0,,,24.7,83,1,33,0,1,,,,1,25.4,21.6
2026-01-31T20:00:00+05:30,2026-01-31 20:00:00,23,23.8,22.2,0,0,13,33,0,0,14.9,18.8,67.7,67.7,95,0,0,,,24.8,83,1,33,0,1,,,,1,25.5,21.7
2026-01-31T19:55:00+05:30,2026-01-31 19:55:00,23,23.8,22.2,0,0,13,33,0,0,14.9,18.8,67.7,67.7,95,0,0,,,24.8,83,1,33,0,1,,,,1,25.5,21.7
2026-01-31T19:50:00+05:30,2026-01-31 19:50:00,23.1,23.9,22.1,0,0,13,33,0,0,14.9,18.8,67.7,67.7,94,0,0,,,24.8,82,1,33,0,1,,,,1,25.4,21.5
2026-01-31T19:45:00+05:30,2026-01-31 19:45:00,23.2,24.1,22.2,0,0,13,33,0,0,14.9,18.8,67.7,67.7,94,0,0,,,24.8,82,1,34,0,1,,,,1,25.4,21.5
2026-01-31T19:40:00+05:30,2026-01-31 19:40:00,23.4,24.2,22.4,0,0,13,32,0,0,14.9,18.8,67.7,67.7,94,0,0,,,24.8,82,1,32,0,1,,,,1,25.4,21.5
2026-01-31T19:35:00+05:30,2026-01-31 19:35:00,23.5,24.4,22.5,0,0,13,32,0,0,14.9,18.8,67.7,67.7,94,0,0,,,24.8,82,1,32,0,1,,,,1,25.4,21.5
2026-01-31T19:30:00+05:30,2026-01-31 19:30:00,23.4,24.2,22.2,0,0,13,32,0,0,14.9,18.8,67.7,67.7,93,0,0,,,24.8,82,1,32,0,1,,,,1,25.4,21.5
2026-01-31T19:25:00+05:30,2026-01-31 19:25:00,23.4,24.2,22,0,0,13,32,0,0,14.9,18.8,67.7,67.7,92,0,0,,,24.8,82,1,32,0,1,,,,1,25.4,21.5
2026-01-31T19:20:00+05:30,2026-01-31 19:20:00,23.3,24.1,22.1,0,0,13,32,0,0,14.9,18.8,67.7,67.7,93,0,0,,,24.9,82,1,32,0,1,,,,1,25.6,21.6
2026-01-31T19:15:00+05:30,2026-01-31 19:15:00,23.5,24.3,22.3,0,0,13,32,0,0,14.9,18.8,67.7,67.7,93,0,0,,,24.9,82,1,32,0,1,,,,1,25.6,21.6
2026-01-31T19:10:00+05:30,2026-01-31 19:10:00,23.4,24.2,22.2,0,0,13,32,0,0,14.9,18.8,67.7,67.7,93,0,0,,,24.9,82,1,32,0,1,,,,1,25.6,21.6
2026-01-31T19:05:00+05:30,2026-01-31 19:05:00,23.5,24.3,22.1,0,1.8,13,33,0,0,14.9,18.8,67.7,67.7,92,0,0,,,24.9,82,1,23,0,1,,,,1,25.6,21.6
2026-01-31T19:00:00+05:30,2026-01-31 19:00:00,23.5,24.3,22.1,0,0,13,23,0,0,14.9,18.8,67.7,67.7,92,0,0,,,24.9,82,1,23,0,1,,,,1,25.6,21.6
2026-01-31T18:55:00+05:30,2026-01-31 18:55:00,23.5,24.3,22.1,0.3,3.5,13,77,0,0,14.9,18.8,67.7,67.7,92,0,0,,,25,82,1,5,0,1,,,,1,25.7,21.7
2026-01-31T18:50:00+05:30,2026-01-31 18:50:00,23.5,24.3,22.1,0,0,13,5,0,0,14.9,18.8,67.7,67.7,92,0,0,,,25,82,1,338,0,1,,,,1,25.7,21.7
2026-01-31T18:45:00+05:30,2026-01-31 18:45:00,23.6,24.4,22.2,0,0,13,338,0,0,14.9,18.8,67.7,67.7,92,0,0,,,25,82,1,338,0,1,,,,1,25.7,21.7
2026-01-31T18:40:00+05:30,2026-01-31 18:40:00,23.6,24.4,22.1,0,0,13,338,0,0,14.9,18.8,67.7,67.7,91,0,0,,,25,82,1,338,0,1,,,,1,25.7,21.7
2026-01-31T18:35:00+05:30,2026-01-31 18:35:00,23.7,24.5,22.2,0,1.8,13,102,0,0,14.9,18.8,67.7,67.7,91,0,0,,,25.1,82,1,25,0,1,,,,1,25.8,21.8
2026-01-31T18:30:00+05:30,2026-01-31 18:30:00,23.7,24.5,22.2,0,3.5,13,178,0,0,14.9,18.8,67.7,67.7,91,0,0.1,,,25.1,82,1,20,0,1,,,,1,25.8,21.8
2026-01-31T18:25:00+05:30,2026-01-31 18:25:00,23.8,24.6,22.2,0,0,13,19,0,0,14.9,18.8,67.7,67.7,91,0,0.5,,,25.1,82,1,18,0.6,1,,,,1,25.8,21.8
2026-01-31T18:20:00+05:30,2026-01-31 18:20:00,23.9,24.7,22.1,1.1,3.5,13,43,0,0,14.9,18.8,67.7,67.7,90,0,1.3,,,25.2,82,1,18,1.1,1,,,,1,25.9,21.9
2026-01-31T18:15:00+05:30,2026-01-31 18:15:00,24.1,24.9,22.2,1.1,1.8,13,51,0,0,14.9,18.8,67.7,67.7,89,0,2.9,,,25.2,82,1,19,0,1,,,,1,25.9,21.9
2026-01-31T18:10:00+05:30,2026-01-31 18:10:00,24.3,25.1,22.2,0,0,13,29,0,0,14.9,18.8,67.7,67.7,88,0,5.4,,,25.2,82,1,26,0,1,,,,1,25.9,21.9
2026-01-31T18:05:00+05:30,2026-01-31 18:05:00,24.5,25.3,22.2,0,3.5,13,28,0,0,14.9,18.8,67.7,67.7,87,0,8.1,,,25.2,82,1,35,1.4,1,,,,1,25.9,21.9
2026-01-31T18:00:00+05:30,2026-01-31 18:00:00,24.8,25.6,22.3,2.1,3.5,13,167,0,0,14.9,18.8,67.7,67.7,86,0,12.7,,,25.3,82,1,354,1.1,1,,,,1,26,22
2026-01-31T17:55:00+05:30,2026-01-31 17:55:00,25.3,26.1,22.4,0,1.8,13,354,0,0,14.9,18.8,67.7,67.7,84,0,17.9,,,25.3,82,1,358,0,1,,,,1,26,22
2026-01-31T17:50:00+05:30,2026-01-31 17:50:00,25.2,26,22.3,0,1.8,13,317,0,0,14.9,18.8,67.7,67.7,84,0,20.9,,,25.3,82,1,317,0.3,1,,,,1,26,22
2026-01-31T17:45:00+05:30,2026-01-31 17:45:00,25.1,25.9,22.4,0,3.5,13,319,0,0,14.9,18.8,67.7,67.7,85,0,27.6,,,25.4,82,1,2,1.4,1,,,,1,26.1,22.1
2026-01-31T17:40:00+05:30,2026-01-31 17:40:00,25.4,26.2,22.5,1.4,3.5,13,36,0,0,14.9,18.8,67.7,67.7,84,0,35.8,,,25.4,82,1,20,0.6,1,,,,1,26.1,22.1
2026-01-31T17:35:00+05:30,2026-01-31 17:35:00,25.7,26.5,22.6,0,0,13,334,0,0,14.9,18.8,67.7,67.7,83,0,41.6,,,25.4,82,1,332,0,1,,,,1,26.1,22.1
2026-01-31T17:30:00+05:30,2026-01-31 17:30:00,25.9,26.7,22.8,0,0,13,11,0,0,14.9,18.8,67.7,67.7,83,0,47,,,25.5,82,1,33,0,1,,,,1,26.2,22.2
2026-01-31T17:25:00+05:30,2026-01-31 17:25:00,25.9,26.7,22.6,0,3.5,13,314,0,0,14.9,18.8,67.7,67.7,82,0,42.7,,,25.5,82,1,315,1.4,1,,,,1,26.2,22.2
2026-01-31T17:20:00+05:30,2026-01-31 17:20:00,26.1,26.9,22.6,0,1.8,13,8,0,0,14.9,18.8,67.7,67.7,81,0,31.3,,,25.5,82,1,322,0,1,,,,1,26.2,22.2
2026-01-31T17:15:00+05:30,2026-01-31 17:15:00,26.2,27,22.7,0,3.5,13,6,0,0,14.9,18.8,67.7,67.7,81,0,35.5,,,25.5,82,1,6,0.6,1,,,,1,26.2,22.2
2026-01-31T17:10:00+05:30,2026-01-31 17:10:00,26.1,26.9,22.8,1.1,3.5,13,46,0,0,14.9,18.8,67.7,67.7,82,0,58.8,,,25.5,82,1,17,1.1,1,,,,1,26.2,22.2
2026-01-31T17:05:00+05:30,2026-01-31 17:05:00,26.4,27.2,23.1,0.6,9.3,13,306,0,0,14.9,18.8,67.7,67.7,82,0,93.3,,,25.5,82,1,348,0.3,1,,,,1,26.2,22.2
2026-01-31T17:00:00+05:30,2026-01-31 17:00:00,26.4,27.2,23.1,0,3.5,13,27,0,0,14.9,18.8,67.7,67.7,82,0,98.2,,,25.5,82,1,27,0.6,1,,,,1,26.2,22.2
2026-01-31T16:55:00+05:30,2026-01-31 16:55:00,26,26.8,22.7,0,9.3,13,314,0,0,14.9,18.8,67.7,67.7,82,1,118.5,,,25.6,82,1,334,2.1,1,,,,1,26.4,22.3
2026-01-31T16:50:00+05:30,2026-01-31 16:50:00,26.6,27.4,22.9,3.2,5.5,13,237,0,0,14.9,18.8,67.7,67.7,80,0,34.5,,,25.6,82,1,355,0,1,,,,1,26.4,22.3
2026-01-31T16:45:00+05:30,2026-01-31 16:45:00,26.2,27,22.7,0,0,13,327,0,0,14.9,18.8,67.7,67.7,81,1,147.5,,,25.6,82,1,335,0.3,1,,,,1,26.4,22.3
2026-01-31T16:40:00+05:30,2026-01-31 16:40:00,25.7,26.5,22.6,0,1.8,13,335,0,0,14.9,18.8,67.7,67.7,83,1,157.7,,,25.6,82,1,335,0.6,1,,,,1,26.4,22.3
2026-01-31T16:35:00+05:30,2026-01-31 16:35:00,26,26.8,22.9,0,0,13,353,0,0,14.9,18.8,67.7,67.7,83,0,87,,,25.6,82,1,351,0,1,,,,1,26.4,22.3
2026-01-31T16:30:00+05:30,2026-01-31 16:30:00,26,26.8,22.7,0,1.8,13,342,0,0,14.9,18.8,67.7,67.7,82,0,66.4,,,25.7,82,1,45,1.4,1,,,,1,26.5,22.4
2026-01-31T16:25:00+05:30,2026-01-31 16:25:00,26,26.8,22.5,3.2,9.3,13,51,0,0,14.9,18.8,67.7,67.7,81,0,88.6,,,25.7,82,1,323,2.1,1,,,,1,26.5,22.4
2026-01-31T16:20:00+05:30,2026-01-31 16:20:00,25.9,26.6,22.4,2.9,3.5,13,326,0,0,14.9,18.8,67.7,67.7,81,2,214.9,,,25.7,83,1,265,0.3,1,,,,1,26.5,22.6
2026-01-31T16:15:00+05:30,2026-01-31 16:15:00,26.1,27,23.2,0.3,5.5,13,265,0,0,14.9,18.8,67.7,67.7,84,1,129.2,,,25.7,83,1,5,0.3,1,,,,1,26.5,22.6
2026-01-31T16:10:00+05:30,2026-01-31 16:10:00,26,26.8,22.9,0,5.5,13,0,0,0,14.9,18.8,67.7,67.7,83,1,130.8,,,25.7,83,1,5,1.1,1,,,,1,26.5,22.6
2026-01-31T16:05:00+05:30,2026-01-31 16:05:00,26,26.8,23.1,1.4,5.5,13,46,0,0,14.9,18.8,67.7,67.7,84,1,139.3,,,25.7,83,1,51,1.4,1,,,,1,26.5,22.6
2026-01-31T16:00:00+05:30,2026-01-31 16:00:00,26.2,27.1,23.1,6.4,9.3,11.1,95,0,0,14.9,18.8,67.7,67.7,83,1,157.3,,,25.7,83,1,95,1.4,1,,,,1,26.5,22.6
2026-01-31T15:55:00+05:30,2026-01-31 15:55:00,26.4,27.3,23.7,0,3.5,11.1,43,0,0,14.9,18.8,67.7,67.7,85,1,182.3,,,25.7,84,1,62,2.1,1,,,,1,26.6,22.8
2026-01-31T15:50:00+05:30,2026-01-31 15:50:00,26.9,29.7,23.5,2.1,3.5,11.1,111,0,0,14.9,18.8,67.7,67.7,82,2,263.2,,,25.6,84,1,111,2.1,1,,,,1,26.4,22.7
2026-01-31T15:45:00+05:30,2026-01-31 15:45:00,26.9,29.7,23.5,3.5,5.5,11.1,336,0,0,14.9,18.8,67.7,67.7,82,4,475.3,,,25.6,84,1,5,2.9,1,,,,1,26.4,22.7
2026-01-31T15:40:00+05:30,2026-01-31 15:40:00,27,29.9,23.7,2.9,3.5,11.1,5,0,0,14.9,18.8,67.7,67.7,82,2,236.3,,,25.5,84,1,10,2.1,1,,,,1,26.3,22.6
2026-01-31T15:35:00+05:30,2026-01-31 15:35:00,28.1,32.2,24.1,2.9,7.2,11.1,344,0,0,14.9,18.8,67.7,67.7,79,3,335.6,,,25.5,84,1,318,1.4,1,,,,1,26.3,22.6
2026-01-31T15:30:00+05:30,2026-01-31 15:30:00,27.4,30.9,24,2.9,5.5,11.1,119,0,0,14.9,18.8,67.7,67.7,82,4,488.4,,,25.4,84,1,325,0.6,1,,,,1,26.2,22.5
2026-01-31T15:25:00+05:30,2026-01-31 15:25:00,26.9,29.9,23.9,0.6,1.8,11.1,334,0,0,14.9,18.8,67.7,67.7,84,5,586.1,,,25.3,84,1,0,0.6,1,,,,1,26.1,22.4
2026-01-31T15:20:00+05:30,2026-01-31 15:20:00,26.2,27.1,23.7,0,3.5,9.3,329,0,0,14.9,18.8,67.7,67.7,86,5,609.2,,,25.3,84,1,9,1.4,1,,,,1,26.1,22.4
2026-01-31T15:15:00+05:30,2026-01-31 15:15:00,25.9,26.8,23.4,0,1.8,9.3,17,0,0,14.9,18.8,67.7,67.7,86,2,257,,,25.3,84,1,352,1.4,1,,,,1,26.1,22.4
2026-01-31T15:10:00+05:30,2026-01-31 15:10:00,25.6,26.5,23.3,2.9,3.5,9.3,299,0,0,14.9,18.8,67.7,67.7,87,3,380.4,,,25.2,84,1,11,2.9,1,,,,1,26,22.3
2026-01-31T15:05:00+05:30,2026-01-31 15:05:00,25.4,26.2,22.7,4.3,7.2,9.3,324,0,0,14.9,18.8,67.7,67.7,85,2,294.7,,,25.2,84,1,349,2.1,1,,,,1,26,22.3
2026-01-31T15:00:00+05:30,2026-01-31 15:00:00,25.5,26.4,23.2,1.4,3.5,9.3,78,0,0,14.9,18.8,67.7,67.7,87,2,272.1,,,25.1,84,1,84,1.1,1,,,,1,25.9,22.2
2026-01-31T14:55:00+05:30,2026-01-31 14:55:00,25.7,26.6,23.4,0,0,9.3,324,0,0,14.9,18.8,67.7,67.7,87,3,379.4,,,25.1,84,1,335,0,1,,,,1,25.9,22.2
2026-01-31T14:50:00+05:30,2026-01-31 14:50:00,25.2,26.2,23.6,0,0,9.3,333,0,0,14.9,18.8,67.7,67.7,91,3,387.9,,,25.1,84,1,333,0,1,,,,1,25.9,22.2
2026-01-31T14:45:00+05:30,2026-01-31 14:45:00,24.8,25.7,23.4,0,0,9.3,345,0,0,14.9,18.8,67.7,67.7,92,2,267.9,,,25,84,1,338,1.1,1,,,,1,25.7,22.1
2026-01-31T14:40:00+05:30,2026-01-31 14:40:00,24.6,25.5,23.2,2.1,7.2,7.2,33,0,0,14.9,18.8,67.7,67.7,92,2,300.1,,,25,84,1,24,1.1,1,,,,1,25.7,22.1
2026-01-31T14:35:00+05:30,2026-01-31 14:35:00,23.9,24.8,22.9,3.5,5.5,7.2,29,0,0,14.9,18.8,67.7,67.7,94,3,365,,,25,84,1,22,0,1,,,,1,25.7,22.1
2026-01-31T14:30:00+05:30,2026-01-31 14:30:00,23.5,24.4,23,0,3.5,5.5,323,0,0,14.9,18.8,67.7,67.7,97,5,583.7,,,25,84,1,14,0,1,,,,1,25.7,22.1
2026-01-31T14:25:00+05:30,2026-01-31 14:25:00,23.1,24,22.8,0,1.8,3.5,14,0,0,14.9,18.8,67.7,67.7,98,2,252.9,,,25,83,1,10,0,1,,,,1,25.7,21.9
2026-01-31T14:20:00+05:30,2026-01-31 14:20:00,23.1,24,22.8,0,0,3.5,359,0,0,14.9,18.8,67.7,67.7,98,1,146.5,,,25,83,1,221,0,1,,,,1,25.7,21.9
2026-01-31T14:15:00+05:30,2026-01-31 14:15:00,23,23.9,22.7,0,3.5,3.5,341,0,0,14.9,18.8,67.7,67.7,98,1,136,,,25,83,1,4,0,1,,,,1,25.7,21.9
2026-01-31T14:14:00+05:30,2026-01-31 14:14:00,23,23.9,22.7,2.6,3.5,3.5,4,0,0,14.9,18.8,67.7,67.7,98,1,133.8,,,25,83,1,346,0.3,1,,,,1,25.7,21.9
2026-01-31T13:55:00+05:30,2026-01-31 13:55:00,22.6,23.5,22.3,4.3,5.5,13,39,7.2,18.5,14.9,18.8,67.7,67.7,98,1,130.7,,,25.1,83,1,357,0.6,1,,,,1,25.8,22
2026-01-31T13:50:00+05:30,2026-01-31 13:50:00,22.7,23.6,22.4,3.5,3.5,13,25,10.2,18,14.4,18.3,67.2,67.2,98,1,132.8,,,25.2,83,1,357,0.3,1,,,,1,25.9,22.1
2026-01-31T13:45:00+05:30,2026-01-31 13:45:00,22.6,23.5,22.3,0,7.2,13,348,6,17,13.4,17.3,66.2,66.2,98,1,117.9,,,25.2,82,1,348,0.3,1,,,,1,25.9,21.9
2026-01-31T13:40:00+05:30,2026-01-31 13:40:00,22.6,23.5,22.3,2.1,7.2,13,307,6.6,16.3,12.7,16.6,65.5,65.5,98,1,150.1,,,25.3,82,1,20,1.4,1,,,,1,26,22
