"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 4 Temperature (°C)","Sensor 4 Humidity (%)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","Sensor 4 Battery","CO2 battery","Sensor 4 Feels Like (°C)","Sensor 4 Dew Point (°C)"
2026-02-28T20:40:00+05:30,2026-02-28 20:40:00,22.1,22.4,18.1,0,0,16.6,310,0,0,0,6.3,195.3,263,78,0,0,26.4,60,1,310,0,1,1,26.7,18
2026-02-28T20:35:00+05:30,2026-02-28 20:35:00,22.1,22.4,18.1,0,0,16.6,310,0,0,0,6.3,195.3,263,78,0,0,26.4,60,1,310,0,1,1,26.7,18
2026-02-28T20:30:00+05:30,2026-02-28 20:30:00,22.2,22.5,18.2,0,0,16.6,310,0,0,0,6.3,195.3,263,78,0,0,26.5,60,1,310,0,1,1,26.8,18.1
2026-02-28T20:25:00+05:30,2026-02-28 20:25:00,22.3,22.6,18.3,0,0,16.6,310,0,0,0,6.3,195.3,263,78,0,0,26.5,60,1,310,0,1,1,26.8,18.1
2026-02-28T20:20:00+05:30,2026-02-28 20:20:00,22.4,22.7,17.9,0,0,16.6,310,0,0,0,6.3,195.3,263,76,0,0,26.5,60,1,310,0,1,1,26.8,18.1
2026-02-28T20:15:00+05:30,2026-02-28 20:15:00,22.5,22.8,18.1,0,0,16.6,310,0,0,0,6.3,195.3,263,76,0,0,26.5,59,1,310,0,1,1,26.7,17.8
2026-02-28T20:10:00+05:30,2026-02-28 20:10:00,22.6,22.9,17.9,0,0,16.6,310,0,0,0,6.3,195.3,263,75,0,0,26.6,59,1,310,0,1,1,26.9,17.9
2026-02-28T20:05:00+05:30,2026-02-28 20:05:00,22.7,23,18.1,0,0,16.6,310,0,0,0,6.3,195.3,263,75,0,0,26.6,59,1,310,0,1,1,26.9,17.9
2026-02-28T20:00:00+05:30,2026-02-28 20:00:00,22.7,23,17.8,0,0,16.6,310,0,0,0,6.3,195.3,263,74,0,0,26.6,58,1,310,0,1,1,26.8,17.7
2026-02-28T19:55:00+05:30,2026-02-28 19:55:00,23,23.2,17.7,0,0,16.6,310,0,0,0,6.3,195.3,263,72,0,0,26.6,58,1,310,0,1,1,26.8,17.7
2026-02-28T19:50:00+05:30,2026-02-28 19:50:00,23.2,23.5,17.7,0,0,16.6,310,0,0,0,6.3,195.3,263,71,0,0,26.7,58,1,310,0,1,1,27.6,17.8
2026-02-28T19:45:00+05:30,2026-02-28 19:45:00,23.3,23.5,17.3,0,0,16.6,310,0,0,0,6.3,195.3,263,69,0,0,26.7,58,1,310,0,1,1,27.6,17.8
2026-02-28T19:40:00+05:30,2026-02-28 19:40:00,23.5,23.7,17.2,0,0,16.6,309,0,0,0,6.3,195.3,263,68,0,0,26.7,58,1,309,0,1,1,27.6,17.8
2026-02-28T19:35:00+05:30,2026-02-28 19:35:00,23.5,23.7,17.2,0,0,16.6,309,0,0,0,6.3,195.3,263,68,0,0,26.8,58,1,309,0,1,1,27.7,17.8
2026-02-28T19:30:00+05:30,2026-02-28 19:30:00,23.5,23.7,17.2,0,0,16.6,309,0,0,0,6.3,195.3,263,68,0,0,26.8,57,1,309,0,1,1,27.6,17.6
2026-02-28T19:25:00+05:30,2026-02-28 19:25:00,23.8,24,17.5,0,0,16.6,309,0,0,0,6.3,195.3,263,68,0,0,26.8,57,1,309,0,1,1,27.6,17.6
2026-02-28T19:20:00+05:30,2026-02-28 19:20:00,24,24.2,17.2,0,0,16.6,311,0,0,0,6.3,195.3,263,66,0,0,26.9,57,1,311,0,1,1,27.7,17.6
2026-02-28T19:15:00+05:30,2026-02-28 19:15:00,24.2,24.4,17.2,0,0,16.6,309,0,0,0,6.3,195.3,263,65,0,0,26.9,56,1,293,0,1,1,27.7,17.3
2026-02-28T19:10:00+05:30,2026-02-28 19:10:00,24.3,24.5,17.3,0,0,16.6,293,0,0,0,6.3,195.3,263,65,0,0,27,56,1,293,0,1,1,27.8,17.4
2026-02-28T19:05:00+05:30,2026-02-28 19:05:00,24.4,24.6,17.4,0,0,16.6,310,0,0,0,6.3,195.3,263,65,0,0,27.1,56,1,299,0,1,1,27.9,17.6
2026-02-28T19:00:00+05:30,2026-02-28 19:00:00,24.6,24.8,17.6,0,0,16.6,308,0,0,0,6.3,195.3,263,65,0,0,27.1,55,1,29,0,1,1,27.8,17.3
2026-02-28T18:55:00+05:30,2026-02-28 18:55:00,24.8,24.9,17,0,0,16.6,29,0,0,0,6.3,195.3,263,62,0,0,27.2,55,1,31,0,1,1,28,17.4
2026-02-28T18:50:00+05:30,2026-02-28 18:50:00,25,25.2,17.2,0,0,16.6,38,0,0,0,6.3,195.3,263,62,0,0,27.2,55,1,31,0,1,1,28,17.4
2026-02-28T18:45:00+05:30,2026-02-28 18:45:00,24.9,25,16.8,0,1.8,16.6,55,0,0,0,6.3,195.3,263,61,0,0,27.2,55,1,8,0,1,1,28,17.4
2026-02-28T18:40:00+05:30,2026-02-28 18:40:00,25.1,25.3,17,0,0,16.6,8,0,0,0,6.3,195.3,263,61,0,0,27.3,55,1,8,0,1,1,28.1,17.4
2026-02-28T18:35:00+05:30,2026-02-28 18:35:00,25.6,25.7,16.7,0,0,16.6,8,0,0,0,6.3,195.3,263,58,0,0.1,27.4,54,1,8,0,1,1,28.1,17.2
2026-02-28T18:30:00+05:30,2026-02-28 18:30:00,25.8,25.9,16.6,0,1.8,16.6,8,0,0,0,6.3,195.3,263,57,0,0.4,27.5,54,1,46,0,1,1,28.2,17.3
2026-02-28T18:25:00+05:30,2026-02-28 18:25:00,26,26.1,16.5,0,1.8,16.6,36,0,0,0,6.3,195.3,263,56,0,1.2,27.5,53,1,43,0,1,1,28.2,17.1
2026-02-28T18:20:00+05:30,2026-02-28 18:20:00,26.3,26.4,16.2,0,1.8,16.6,35,0,0,0,6.3,195.3,263,54,0,2.7,27.5,53,1,43,0,1,1,28.2,17.1
2026-02-28T18:15:00+05:30,2026-02-28 18:15:00,26.6,26.7,15.9,0,1.8,16.6,44,0,0,0,6.3,195.3,263,52,0,4.8,27.6,53,1,43,0,1,1,28.3,17.2
2026-02-28T18:10:00+05:30,2026-02-28 18:10:00,26.8,27.3,15.8,0.3,3.5,16.6,22,0,0,0,6.3,195.3,263,51,0,7.7,27.7,52,1,42,0,1,1,28.3,16.9
2026-02-28T18:05:00+05:30,2026-02-28 18:05:00,27.2,27.6,15.6,0,1.8,16.6,35,0,0,0,6.3,195.3,263,49,0,11.2,27.8,52,1,35,0,1,1,28.4,17
2026-02-28T18:00:00+05:30,2026-02-28 18:00:00,27.5,27.8,15.5,0,1.8,16.6,34,0,0,0,6.3,195.3,263,48,0,15.2,27.8,52,1,34,0,1,1,28.4,17
2026-02-28T17:55:00+05:30,2026-02-28 17:55:00,27.9,28.1,15.5,0,0,16.6,28,0,0,0,6.3,195.3,263,47,0,19.8,27.8,52,1,27,0,1,1,28.4,17
2026-02-28T17:50:00+05:30,2026-02-28 17:50:00,28.6,28.8,15.8,0,0,16.6,26,0,0,0,6.3,195.3,263,46,0,24.9,27.9,52,1,26,0,1,1,28.5,17.1
2026-02-28T17:45:00+05:30,2026-02-28 17:45:00,28.8,29.2,16.7,0,0,16.6,25,0,0,0,6.3,195.3,263,48,0,30,27.9,52,1,25,0,1,1,28.5,17.1
2026-02-28T17:40:00+05:30,2026-02-28 17:40:00,28.9,28.9,15.4,0,0,16.6,26,0,0,0,6.3,195.3,263,44,0,36,28,52,1,17,0,1,1,28.6,17.2
2026-02-28T17:35:00+05:30,2026-02-28 17:35:00,29.1,29,15.2,0,0,16.6,16,0,0,0,6.3,195.3,263,43,0,41.5,28,51,1,17,0,1,1,28.6,16.9
2026-02-28T17:30:00+05:30,2026-02-28 17:30:00,29.3,29.4,16.1,0,0,16.6,348,0,0,0,6.3,195.3,263,45,0,48.7,28,51,1,349,0,1,1,28.6,16.9
2026-02-28T17:25:00+05:30,2026-02-28 17:25:00,29.8,29.8,15.8,1.4,3.5,16.6,345,0,0,0,6.3,195.3,263,43,0,55.9,28.1,51,1,345,0,1,1,28.7,17
2026-02-28T17:20:00+05:30,2026-02-28 17:20:00,29.8,29.7,15.5,0,3.5,16.6,339,0,0,0,6.3,195.3,263,42,0,63.5,28.1,51,1,38,0,1,1,28.7,17
2026-02-28T17:15:00+05:30,2026-02-28 17:15:00,30.2,29.9,15.1,0,3.5,16.6,3,0,0,0,6.3,195.3,263,40,0,71.8,28.1,51,1,38,0,1,1,28.7,17
2026-02-28T17:10:00+05:30,2026-02-28 17:10:00,30.2,29.9,15.1,0,0,16.6,38,0,0,0,6.3,195.3,263,40,0,76.6,28.2,51,1,38,0,1,1,28.8,17.1
2026-02-28T17:05:00+05:30,2026-02-28 17:05:00,30.4,30,14.9,0,1.8,16.6,41,0,0,0,6.3,195.3,263,39,0,86.5,28.2,51,1,41,0.3,1,1,28.8,17.1
2026-02-28T17:00:00+05:30,2026-02-28 17:00:00,30.7,30.2,14.3,1.8,5.5,16.6,35,0,0,0,6.3,195.3,263,37,0,99,28.2,50,1,10,1.4,1,1,28.7,16.8
2026-02-28T16:55:00+05:30,2026-02-28 16:55:00,30.6,30,14.2,0,3.5,16.6,4,0,0,0,6.3,195.3,263,37,1,115.3,28.2,50,1,10,1.4,1,1,28.7,16.8
2026-02-28T16:50:00+05:30,2026-02-28 16:50:00,31.5,30.8,14.2,3.5,5.5,16.6,330,0,0,0,6.3,195.3,263,35,1,123.1,28.3,51,1,13,1.4,1,1,28.9,17.2
2026-02-28T16:45:00+05:30,2026-02-28 16:45:00,31.6,31.3,15.1,0,5.5,16.6,46,0,0,0,6.3,195.3,263,37,1,132.3,28.3,51,1,280,0,1,1,28.9,17.2
2026-02-28T16:40:00+05:30,2026-02-28 16:40:00,32.4,32,14.9,0,1.8,16.6,334,0,0,0,6.3,195.3,263,35,1,139.7,28.3,51,1,314,0,1,1,28.9,17.2
2026-02-28T16:35:00+05:30,2026-02-28 16:35:00,31.9,31.5,14.9,0,0,16.6,314,0,0,0,6.3,195.3,263,36,1,158,28.3,51,1,314,0,1,1,28.9,17.2
2026-02-28T16:30:00+05:30,2026-02-28 16:30:00,31.2,30.8,14.8,0,1.8,16.6,302,0,0,0,6.3,195.3,263,37,1,170.2,28.3,51,1,26,0.3,1,1,28.9,17.2
2026-02-28T16:25:00+05:30,2026-02-28 16:25:00,31.2,30.6,14.4,1.4,1.8,16.6,46,0,0,0,6.3,195.3,263,36,1,171.6,28.3,51,1,46,1.4,1,1,28.9,17.2
2026-02-28T16:20:00+05:30,2026-02-28 16:20:00,30.9,30.9,16.1,0,1.8,16.6,41,0,0,0,6.3,195.3,263,41,1,191.1,28.4,51,1,319,0,1,1,29,17.3
2026-02-28T16:15:00+05:30,2026-02-28 16:15:00,31,30.4,14.2,4.3,5.5,16.6,276,0,0,0,6.3,195.3,263,36,2,207.8,28.4,51,1,358,0,1,1,29,17.3
2026-02-28T16:10:00+05:30,2026-02-28 16:10:00,30.7,30.3,14.8,0,0,16.6,17,0,0,0,6.3,195.3,263,38,2,209.7,28.4,50,1,343,0.6,1,1,28.9,16.9
2026-02-28T16:05:00+05:30,2026-02-28 16:05:00,30.9,30.1,13.6,1.4,1.8,16.6,288,0,0,0,6.3,195.3,263,35,1,114.9,28.5,50,1,349,1.4,1,1,29.1,17.1
2026-02-28T16:00:00+05:30,2026-02-28 16:00:00,31.5,30.8,14.2,0.3,3.5,16.6,315,0,0,0,6.3,195.3,263,35,1,144.1,28.5,51,1,352,0.3,1,1,29.1,17.4
2026-02-28T15:55:00+05:30,2026-02-28 15:55:00,31.8,31.2,14.4,1.1,1.8,16.6,13,0,0,0,6.3,195.3,263,35,1,175.1,28.6,51,1,354,0.3,1,1,29.3,17.4
2026-02-28T15:50:00+05:30,2026-02-28 15:50:00,31.2,30.5,13.9,1.4,7.2,16.6,357,0,0,0,6.3,195.3,263,35,2,250.4,28.6,51,1,327,1.4,1,1,29.3,17.4
2026-02-28T15:45:00+05:30,2026-02-28 15:45:00,31.2,30.4,13.5,2.1,7.2,16.6,334,0,0,0,6.3,195.3,263,34,1,151.7,28.6,50,1,327,1.8,1,1,29.2,17.2
2026-02-28T15:40:00+05:30,2026-02-28 15:40:00,31.4,30.7,14.1,1.8,5.5,16.6,311,0,0,0,6.3,195.3,263,35,2,282,28.6,51,1,20,1.8,1,1,29.3,17.4
2026-02-28T15:35:00+05:30,2026-02-28 15:35:00,31.9,31.2,14.1,2.6,5.5,16.6,19,0,0,0,6.3,195.3,263,34,2,248.6,28.6,52,1,24,2.1,1,1,29.4,17.8
2026-02-28T15:30:00+05:30,2026-02-28 15:30:00,31.4,30.5,13.2,0.3,5.5,16.6,356,0,0,0,6.3,195.3,263,33,2,282.5,28.6,51,1,357,1.8,1,1,29.3,17.4
2026-02-28T15:25:00+05:30,2026-02-28 15:25:00,32.4,31.5,13.6,1.1,5.5,14.8,283,0,0,0,6.3,195.3,263,32,3,311.8,28.6,52,1,331,1.8,1,1,29.4,17.8
2026-02-28T15:20:00+05:30,2026-02-28 15:20:00,32.6,32,14.2,4.7,9.3,14.8,29,0,0,0,6.3,195.3,263,33,3,363,28.6,53,1,8,1.4,1,1,29.5,18.1
2026-02-28T15:15:00+05:30,2026-02-28 15:15:00,32.6,32.3,15.1,1.4,1.8,14.8,325,0,0,0,6.3,195.3,263,35,3,393.7,28.6,53,1,325,1.4,1,1,29.5,18.1
2026-02-28T15:10:00+05:30,2026-02-28 15:10:00,32.5,32.5,15.9,1.4,3.5,14.8,348,0,0,0,6.3,195.3,263,37,4,418.2,28.6,53,1,348,1.4,1,1,29.5,18.1
2026-02-28T15:05:00+05:30,2026-02-28 15:05:00,32.6,32.4,15.6,1.4,3.5,14.8,248,0,0,0,6.3,195.3,263,36,4,415.4,28.6,53,1,332,1.1,1,1,29.5,18.1
2026-02-28T15:00:00+05:30,2026-02-28 15:00:00,32.6,32.4,15.6,0,1.8,14.8,340,0,0,0,6.3,195.3,263,36,3,404.6,28.6,53,1,334,1.4,1,1,29.5,18.1
2026-02-28T14:55:00+05:30,2026-02-28 14:55:00,32.8,32.3,14.8,4,7.2,14.8,339,0,0,0,6.3,195.3,263,34,4,457,28.6,53,1,339,2.9,1,1,29.5,18.1
2026-02-28T14:50:00+05:30,2026-02-28 14:50:00,32.3,32,15.3,1.8,7.2,14.8,344,0,0,0,6.3,195.3,263,36,4,468.1,28.6,53,1,331,3.2,1,1,29.5,18.1
2026-02-28T14:45:00+05:30,2026-02-28 14:45:00,32.2,31.8,14.8,3.5,9.3,14.8,317,0,0,0,6.3,195.3,263,35,4,483.6,28.5,53,1,293,2.6,1,1,29.3,18
2026-02-28T14:40:00+05:30,2026-02-28 14:40:00,32.3,31.8,14.8,4.7,13,14.8,359,0,0,0,6.3,195.3,263,35,4,466.4,28.6,54,1,359,2.1,1,1,29.6,18.4
2026-02-28T14:35:00+05:30,2026-02-28 14:35:00,32.4,32.1,15.4,1.4,7.2,14.8,334,0,0,0,6.3,195.3,263,36,4,465.1,28.5,54,1,334,2.1,1,1,29.5,18.3
2026-02-28T14:30:00+05:30,2026-02-28 14:30:00,32.9,32.6,15.4,2.9,5.5,14.8,334,0,0,0,6.3,195.3,263,35,4,497.3,28.5,54,1,327,1.1,1,1,29.5,18.3
2026-02-28T14:25:00+05:30,2026-02-28 14:25:00,33.2,33.5,16.5,2.6,5.5,14.8,276,0,0,0,6.3,195.3,263,37,5,517.1,28.5,54,1,299,1.4,1,1,29.5,18.3
2026-02-28T14:20:00+05:30,2026-02-28 14:20:00,32.3,32,15.3,3.5,9.3,14.8,340,0,0,0,6.3,195.3,263,36,5,546.1,28.5,54,1,340,3.5,1,1,29.5,18.3
2026-02-28T14:15:00+05:30,2026-02-28 14:15:00,31.9,31.2,14.1,3.5,9.3,14.8,290,0,0,0,6.3,195.3,263,34,5,546,28.4,54,1,310,3.5,1,1,29.3,18.2
2026-02-28T14:10:00+05:30,2026-02-28 14:10:00,32,31.6,15,4,14.8,14.8,331,0,0,0,6.3,195.3,263,36,5,571.3,28.4,55,1,359,3.2,1,1,29.4,18.4
2026-02-28T14:05:00+05:30,2026-02-28 14:05:00,32.1,32.1,16,3.2,5.5,11.1,298,0,0,0,6.3,195.3,263,38,5,559.6,28.4,55,1,327,2.9,1,1,29.4,18.4
2026-02-28T14:00:00+05:30,2026-02-28 14:00:00,32.4,32.5,16.2,4.3,5.5,11.1,308,0,0,0,6.3,195.3,263,38,5,564.2,28.3,55,1,333,2.1,1,1,29.3,18.3
2026-02-28T13:55:00+05:30,2026-02-28 13:55:00,32.2,32.1,15.7,1.1,3.5,11.1,1,0,0,0,6.3,195.3,263,37,5,537.5,28.3,56,1,301,2.1,1,1,29.4,18.7
2026-02-28T13:50:00+05:30,2026-02-28 13:50:00,32.9,32.6,15.4,3.5,11.1,11.1,1,0,0,0,6.3,195.3,263,35,5,606.9,28.2,56,1,355,2.1,1,1,29.3,18.6
2026-02-28T13:45:00+05:30,2026-02-28 13:45:00,32.5,32,14.6,4.7,9.3,11.1,27,0,0,0,6.3,195.3,263,34,5,608.1,28.2,57,1,14,1.4,1,1,29.4,18.9
2026-02-28T13:40:00+05:30,2026-02-28 13:40:00,32.2,32.6,16.9,1.4,1.8,11.1,319,0,0,0,6.3,195.3,263,40,5,611.9,28.2,57,1,21,1.4,1,1,29.4,18.9
2026-02-28T13:35:00+05:30,2026-02-28 13:35:00,31.7,31.7,16,1.4,5.5,11.1,299,0,0,0,6.3,195.3,263,39,6,631.8,28.1,57,1,20,2.1,1,1,29.3,18.8
2026-02-28T13:30:00+05:30,2026-02-28 13:30:00,31.5,32.1,17.4,1.8,7.2,11.1,337,0,0,0,6.3,195.3,263,43,6,647.4,28,57,1,346,3.5,1,1,29.1,18.7
2026-02-28T13:25:00+05:30,2026-02-28 13:25:00,32.3,32.1,15.7,3.5,11.1,11.1,59,0,0,0,6.3,195.3,263,37,6,628.4,28,57,1,333,2.1,1,1,29.1,18.7
2026-02-28T13:20:00+05:30,2026-02-28 13:20:00,32.1,32.4,16.8,1.4,3.5,11.1,328,0,0,0,6.3,195.3,263,40,6,638.6,27.9,57,1,330,1.4,1,1,29,18.6
2026-02-28T13:15:00+05:30,2026-02-28 13:15:00,32.5,32.8,16.7,1.1,3.5,11.1,330,0,0,0,6.3,195.3,263,39,6,656,27.9,57,1,333,2.1,1,1,29,18.6
2026-02-28T13:10:00+05:30,2026-02-28 13:10:00,32.1,32.1,16,0,1.8,11.1,326,0,0,0,6.3,195.3,263,38,6,649.8,27.8,58,1,326,1.8,1,1,28.9,18.7
2026-02-28T13:05:00+05:30,2026-02-28 13:05:00,32.6,32.8,16.4,4.7,7.2,11.1,318,0,0,0,6.3,195.3,263,38,6,647.2,27.8,58,1,291,1.8,1,1,28.9,18.7
2026-02-28T13:00:00+05:30,2026-02-28 13:00:00,32.5,32.6,16.3,2.1,3.5,11.1,291,0,0,0,6.3,195.3,263,38,6,639.5,27.7,58,1,291,1.8,1,1,28.8,18.7
2026-02-28T12:55:00+05:30,2026-02-28 12:55:00,33.3,34.2,17.8,1.8,5.5,11.1,266,0,0,0,6.3,195.3,263,40,6,637.8,27.7,58,1,277,0,1,1,28.8,18.7
