"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 4 Temperature (°C)","Sensor 4 Humidity (%)","Sensor 4 Heat Index (°C)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","Sensor 4 Battery","CO2 battery","Sensor 4 Dew Point (°C)"
2026-08-06T02:05:00+05:30,2026-08-06 02:05:00,23.1,23.9,21.7,0,0,5.5,345,0,0,0,96.3,147.8,1167.9,92,0,0,25.2,79,25.9,1,312,0,1,1,21.3
2026-08-06T02:00:00+05:30,2026-08-06 02:00:00,23.1,23.9,21.7,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,92,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:55:00+05:30,2026-08-06 01:55:00,23.1,23.9,21.7,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,92,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:50:00+05:30,2026-08-06 01:50:00,23.1,23.9,21.7,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,92,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:45:00+05:30,2026-08-06 01:45:00,23.2,24,21.8,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,92,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:40:00+05:30,2026-08-06 01:40:00,23.2,24,21.7,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,91,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:35:00+05:30,2026-08-06 01:35:00,23.2,24,21.8,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,92,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:30:00+05:30,2026-08-06 01:30:00,23.2,24,21.8,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,92,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:25:00+05:30,2026-08-06 01:25:00,23.2,24,21.7,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,91,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:20:00+05:30,2026-08-06 01:20:00,23.3,24,21.7,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,91,0,0,25.3,79,25.9,1,314,0,1,1,21.4
2026-08-06T01:15:00+05:30,2026-08-06 01:15:00,23.4,24.2,21.8,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,91,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:10:00+05:30,2026-08-06 01:10:00,23.4,24.1,21.7,0,0,5.5,314,0,0,0,96.3,147.8,1167.9,90,0,0,25.2,79,25.9,1,314,0,1,1,21.3
2026-08-06T01:05:00+05:30,2026-08-06 01:05:00,23.5,24.3,21.8,0,0,5.5,305,0,0,0,96.3,147.8,1167.9,90,0,0,25.3,79,25.9,1,308,0,1,1,21.4
2026-08-06T01:00:00+05:30,2026-08-06 01:00:00,23.5,24.2,21.6,0,0,5.5,305,0,0,0,96.3,147.8,1167.9,89,0,0,25.2,79,25.9,1,305,0,1,1,21.3
2026-08-06T00:55:00+05:30,2026-08-06 00:55:00,23.6,24.4,21.7,0,0,5.5,305,0,0,0,96.3,147.8,1167.9,89,0,0,25.2,79,25.9,1,308,0,1,1,21.3
2026-08-06T00:50:00+05:30,2026-08-06 00:50:00,23.7,24.4,21.6,0,0,5.5,308,0,0,0,96.3,147.8,1167.9,88,0,0,25.3,79,25.9,1,308,0,1,1,21.4
2026-08-06T00:45:00+05:30,2026-08-06 00:45:00,23.6,24.3,21.5,0,0,5.5,309,0,0,0,96.3,147.8,1167.9,88,0,0,25.3,79,25.9,1,274,0,1,1,21.4
2026-08-06T00:40:00+05:30,2026-08-06 00:40:00,23.6,24.4,21.7,0,0,5.5,35,0,0,0,96.3,147.8,1167.9,89,0,0,25.3,79,25.9,1,274,0,1,1,21.4
2026-08-06T00:35:00+05:30,2026-08-06 00:35:00,23.8,24.5,21.7,0,0,5.5,274,0,0,0,96.3,147.8,1167.9,88,0,0,25.3,79,25.9,1,274,0,1,1,21.4
2026-08-06T00:30:00+05:30,2026-08-06 00:30:00,23.8,24.5,21.5,0,0,5.5,274,0,0,0,96.3,147.8,1167.9,87,0,0,25.3,79,25.9,1,274,0,1,1,21.4
2026-08-06T00:25:00+05:30,2026-08-06 00:25:00,23.9,24.6,21.6,0,0,5.5,274,0,0,0,96.3,147.8,1167.9,87,0,0,25.3,79,25.9,1,274,0,1,1,21.4
2026-08-06T00:20:00+05:30,2026-08-06 00:20:00,23.8,24.5,21.5,0,1.8,5.5,245,0,0,0,96.3,147.8,1167.9,87,0,0,25.3,79,25.9,1,288,0,1,1,21.4
2026-08-06T00:15:00+05:30,2026-08-06 00:15:00,23.7,24.4,21.4,0,1.8,1.8,296,0,0,0,96.3,147.8,1167.9,87,0,0,25.3,79,25.9,1,294,0,1,1,21.4
2026-08-06T00:10:00+05:30,2026-08-06 00:10:00,23.6,24.3,21.5,0,0,0,230,0,0,0,96.3,147.8,1167.9,88,0,0,25.3,79,25.9,1,294,0,1,1,21.4
2026-08-06T00:05:00+05:30,2026-08-06 00:05:00,23.7,24.4,21.6,0,0,0,293,0,0,0,96.3,147.8,1167.9,88,0,0,25.3,79,25.9,1,293,0,1,1,21.4
2026-08-06T00:00:00+05:30,2026-08-06 00:00:00,23.8,24.5,21.5,0,0,0,293,0,0,0,96.3,147.8,1167.9,87,0,0,25.3,79,25.9,1,285,0,1,1,21.4
