"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Sensor 4 Temperature (°C)","Sensor 4 Humidity (%)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","Sensor 4 Battery","CO2 battery","Sensor 4 Feels Like (°C)","Sensor 4 Dew Point (°C)"
2026-03-31T23:00:00+05:30,2026-03-31 23:00:00,25.3,26.1,22.4,0,0,13,103,0,0,0,0,86.3,349.3,84,0,0,29.4,68,1,291,0,1,1,33.2,22.8
2026-03-31T22:55:00+05:30,2026-03-31 22:55:00,25.4,26.2,22.5,1.1,1.8,13,291,0,0,0,0,86.3,349.3,84,0,0,29.4,68,1,290,0,1,1,33.2,22.8
2026-03-31T22:50:00+05:30,2026-03-31 22:50:00,25.5,26.3,22.6,0,1.8,13,291,0,0,0,0,86.3,349.3,84,0,0,29.4,68,1,291,0,1,1,33.2,22.8
2026-03-31T22:45:00+05:30,2026-03-31 22:45:00,25.6,26.4,22.7,0,0,13,290,0,0,0,0,86.3,349.3,84,0,0,29.4,68,1,290,0,1,1,33.2,22.8
2026-03-31T22:40:00+05:30,2026-03-31 22:40:00,25.7,26.6,23,0,0,13,291,0,0,0,0,86.3,349.3,85,0,0,29.4,68,1,290,0,1,1,33.2,22.8
2026-03-31T22:35:00+05:30,2026-03-31 22:35:00,25.9,26.8,23.2,0,0,13,290,0,0,0,0,86.3,349.3,85,0,0,29.4,68,1,290,0,1,1,33.2,22.8
2026-03-31T22:30:00+05:30,2026-03-31 22:30:00,25.9,26.8,23.4,0,0,13,290,0,0,0,0,86.3,349.3,86,0,0,29.4,68,1,290,0,1,1,33.2,22.8
2026-03-31T22:25:00+05:30,2026-03-31 22:25:00,25.8,26.7,23.3,1.1,3.5,13,290,0,0,0,0,86.3,349.3,86,0,0,29.4,68,1,290,0,1,1,33.2,22.8
2026-03-31T22:20:00+05:30,2026-03-31 22:20:00,25.9,26.8,23.4,0,0,13,294,0,0,0,0,86.3,349.3,86,0,0,29.4,68,1,294,0,1,1,33.2,22.8
2026-03-31T22:15:00+05:30,2026-03-31 22:15:00,25.8,26.7,23.3,0,0,13,295,0,0,0,0,86.3,349.3,86,0,0,29.4,68,1,294,0,1,1,33.2,22.8
2026-03-31T22:10:00+05:30,2026-03-31 22:10:00,25.8,26.7,23.3,0,0,13,334,0,0,0,0,86.3,349.3,86,0,0,29.5,68,1,309,0,1,1,33.4,22.9
2026-03-31T22:05:00+05:30,2026-03-31 22:05:00,25.7,26.6,23.4,0,0,13,317,0,0,0,0,86.3,349.3,87,0,0,29.5,68,1,292,0.6,1,1,33.4,22.9
2026-03-31T22:00:00+05:30,2026-03-31 22:00:00,25.8,26.7,23.4,1.1,5.5,13,285,0,0,0,0,86.3,349.3,87,0,0,29.5,68,1,312,0.3,1,1,33.4,22.9
2026-03-31T21:55:00+05:30,2026-03-31 21:55:00,25.8,26.7,23.3,0,1.8,13,309,0,0,0,0,86.3,349.3,86,0,0,29.5,68,1,320,0,1,1,33.4,22.9
2026-03-31T21:50:00+05:30,2026-03-31 21:50:00,25.8,26.7,23.3,0,1.8,13,320,0,0,0,0,86.3,349.3,86,0,0,29.5,67,1,320,0,1,1,33.2,22.7
2026-03-31T21:45:00+05:30,2026-03-31 21:45:00,25.8,26.7,23.4,0,0,13,321,0,0,0,0,86.3,349.3,87,0,0,29.5,67,1,320,0,1,1,33.2,22.7
2026-03-31T21:40:00+05:30,2026-03-31 21:40:00,25.6,26.5,23.3,1.1,3.5,13,311,0,0,0,0,86.3,349.3,87,0,0,29.6,67,1,311,0.3,1,1,33.4,22.8
2026-03-31T21:35:00+05:30,2026-03-31 21:35:00,25.6,26.5,23.3,0.3,3.5,13,314,0,0,0,0,86.3,349.3,87,0,0,29.5,67,1,314,0,1,1,33.2,22.7
2026-03-31T21:30:00+05:30,2026-03-31 21:30:00,25.5,26.4,23.4,0,0,13,297,0,0,0,0,86.3,349.3,88,0,0,29.6,67,1,296,0,1,1,33.4,22.8
2026-03-31T21:25:00+05:30,2026-03-31 21:25:00,25.6,26.5,23.3,0,0,13,298,0,0,0,0,86.3,349.3,87,0,0,29.6,67,1,298,0,1,1,33.4,22.8
2026-03-31T21:20:00+05:30,2026-03-31 21:20:00,25.7,26.6,23.4,0,0,13,298,0,0,0,0,86.3,349.3,87,0,0,29.6,67,1,277,0,1,1,33.4,22.8
2026-03-31T21:15:00+05:30,2026-03-31 21:15:00,25.7,26.6,23.4,0,0,13,277,0,0,0,0,86.3,349.3,87,0,0,29.6,67,1,277,0,1,1,33.4,22.8
2026-03-31T21:10:00+05:30,2026-03-31 21:10:00,25.9,26.8,23.4,0,0,13,277,0,0,0,0,86.3,349.3,86,0,0,29.7,66,1,277,0,1,1,33.5,22.7
2026-03-31T21:05:00+05:30,2026-03-31 21:05:00,26.1,27,23.4,0,0,13,277,0,0,0,0,86.3,349.3,85,0,0,29.7,66,1,301,0,1,1,33.5,22.7
2026-03-31T21:00:00+05:30,2026-03-31 21:00:00,26.1,27,23.4,0,0,13,300,0,0,0,0,86.3,349.3,85,0,0,29.7,66,1,301,0,1,1,33.5,22.7
2026-03-31T20:55:00+05:30,2026-03-31 20:55:00,26.2,27.1,23.3,0,0,13,281,0,0,0,0,86.3,349.3,84,0,0,29.7,66,1,278,0,1,1,33.5,22.7
2026-03-31T20:50:00+05:30,2026-03-31 20:50:00,26.2,27.1,23.3,0,0,13,270,0,0,0,0,86.3,349.3,84,0,0,29.7,66,1,278,0,1,1,33.5,22.7
2026-03-31T20:45:00+05:30,2026-03-31 20:45:00,26.2,27.1,23.3,2.1,5.5,13,275,0,0,0,0,86.3,349.3,84,0,0,29.7,66,1,300,0.3,1,1,33.5,22.7
2026-03-31T20:40:00+05:30,2026-03-31 20:40:00,26.3,27.2,23.4,1.4,5.5,13,294,0,0,0,0,86.3,349.3,84,0,0,29.8,66,1,294,0.6,1,1,33.6,22.7
2026-03-31T20:35:00+05:30,2026-03-31 20:35:00,26.3,27.1,23.2,0.3,1.8,13,306,0,0,0,0,86.3,349.3,83,0,0,29.8,65,1,333,0.3,1,1,33.4,22.5
2026-03-31T20:30:00+05:30,2026-03-31 20:30:00,26.3,27.1,23.2,0,0,13,347,0,0,0,0,86.3,349.3,83,0,0,29.8,65,1,345,0,1,1,33.4,22.5
2026-03-31T20:25:00+05:30,2026-03-31 20:25:00,26.4,27.3,23.3,0,0,13,338,0,0,0,0,86.3,349.3,83,0,0,29.8,65,1,345,0,1,1,33.4,22.5
2026-03-31T20:20:00+05:30,2026-03-31 20:20:00,26.5,27.3,23.2,0,3.5,13,293,0,0,0,0,86.3,349.3,82,0,0,29.9,65,1,294,1.8,1,1,33.7,22.6
2026-03-31T20:15:00+05:30,2026-03-31 20:15:00,26.7,29.2,23.2,0,3.5,13,289,0,0,0,0,86.3,349.3,81,0,0,29.9,65,1,285,1.8,1,1,33.7,22.6
2026-03-31T20:10:00+05:30,2026-03-31 20:10:00,26.7,29.2,23.2,2.6,3.5,13,291,0,0,0,0,86.3,349.3,81,0,0,29.9,64,1,282,1.1,1,1,33.4,22.3
2026-03-31T20:05:00+05:30,2026-03-31 20:05:00,26.8,29.3,23.2,3.5,9.3,13,267,0,0,0,0,86.3,349.3,81,0,0,29.9,64,1,280,1.8,1,1,33.4,22.3
2026-03-31T20:00:00+05:30,2026-03-31 20:00:00,27,29.7,23.2,1.4,9.3,13,282,0,0,0,0,86.3,349.3,80,0,0,29.9,64,1,289,1.4,1,1,33.4,22.3
2026-03-31T19:55:00+05:30,2026-03-31 19:55:00,27,29.7,23.2,1.1,5.5,13,284,0,0,0,0,86.3,349.3,80,0,0,29.9,64,1,293,1.8,1,1,33.4,22.3
2026-03-31T19:50:00+05:30,2026-03-31 19:50:00,27,29.7,23.2,0,7.2,13,296,0,0,0,0,86.3,349.3,80,0,0,30,63,1,293,1.4,1,1,33.4,22.2
2026-03-31T19:45:00+05:30,2026-03-31 19:45:00,27.2,30.1,23.3,1.1,3.5,13,297,0,0,0,0,86.3,349.3,79,0,0,30,63,1,297,3.5,1,1,33.4,22.2
2026-03-31T19:40:00+05:30,2026-03-31 19:40:00,27.3,30.1,23.1,4.7,5.5,13,312,0,0,0,0,86.3,349.3,78,0,0,30,62,1,305,4.7,1,1,33.2,21.9
2026-03-31T19:35:00+05:30,2026-03-31 19:35:00,27.4,30.4,23.2,2.1,7.2,13,315,0,0,0,0,86.3,349.3,78,0,0,30,62,1,286,4,1,1,33.2,21.9
2026-03-31T19:30:00+05:30,2026-03-31 19:30:00,27.6,30.8,23.2,4,11.1,13,300,0,0,0,0,86.3,349.3,77,0,0,30.1,62,1,279,1.1,1,1,33.4,22
2026-03-31T19:25:00+05:30,2026-03-31 19:25:00,27.8,31,23.1,1.1,5.5,13,290,0,0,0,0,86.3,349.3,76,0,0,30.1,61,1,325,2.1,1,1,33.3,21.7
2026-03-31T19:20:00+05:30,2026-03-31 19:20:00,27.9,31.1,23,0.3,7.2,13,319,0,0,0,0,86.3,349.3,75,0,0,30.1,60,1,325,3.5,1,1,33.1,21.5
2026-03-31T19:15:00+05:30,2026-03-31 19:15:00,28.1,31.3,22.8,9.3,13,13,326,0,0,0,0,86.3,349.3,73,0,0,30.2,60,1,283,3.5,1,1,33.3,21.6
2026-03-31T19:10:00+05:30,2026-03-31 19:10:00,28.2,31.4,22.7,6.4,7.2,13,291,0,0,0,0,86.3,349.3,72,0,0,30.2,59,1,283,4.3,1,1,33.1,21.3
2026-03-31T19:05:00+05:30,2026-03-31 19:05:00,28.3,31.4,22.5,4.3,5.5,13,281,0,0,0,0,86.3,349.3,71,0,0,30.3,58,1,320,2.1,1,1,32.9,21.1
2026-03-31T19:00:00+05:30,2026-03-31 19:00:00,28.2,30.5,21.3,1.1,3.5,13,320,0,0,0,0,86.3,349.3,66,0,0,30.3,58,1,307,0,1,1,32.9,21.1
2026-03-31T18:55:00+05:30,2026-03-31 18:55:00,28.3,30.5,21.1,0,0,13,313,0,0,0,0,86.3,349.3,65,0,0,30.4,58,1,325,0,1,1,33.2,21.2
2026-03-31T18:50:00+05:30,2026-03-31 18:50:00,28.2,30.4,21,0,0,13,325,0,0,0,0,86.3,349.3,65,0,0,30.4,57,1,325,0,1,1,32.9,20.9
2026-03-31T18:45:00+05:30,2026-03-31 18:45:00,28.4,30.6,20.9,0,0,13,325,0,0,0,0,86.3,349.3,64,0,0,30.5,57,1,325,0,1,1,33.2,21
2026-03-31T18:40:00+05:30,2026-03-31 18:40:00,28.8,31.1,21,0,0,13,325,0,0,0,0,86.3,349.3,63,0,0,30.5,57,1,325,0,1,1,33.2,21
2026-03-31T18:35:00+05:30,2026-03-31 18:35:00,29,31.2,20.7,0,0,13,325,0,0,0,0,86.3,349.3,61,0,0,30.5,57,1,324,0,1,1,33.2,21
2026-03-31T18:30:00+05:30,2026-03-31 18:30:00,29.2,31.6,20.9,0,0,13,325,0,0,0,0,86.3,349.3,61,0,0.2,30.6,57,1,325,0,1,1,33.4,21.1
2026-03-31T18:25:00+05:30,2026-03-31 18:25:00,29.3,31.7,21,0,0,13,325,0,0,0,0,86.3,349.3,61,0,0.6,30.6,57,1,325,0,1,1,33.4,21.1
2026-03-31T18:20:00+05:30,2026-03-31 18:20:00,29.3,31.3,20.4,0,0,13,6,0,0,0,0,86.3,349.3,59,0,1.7,30.7,57,1,281,0,1,1,33.6,21.2
2026-03-31T18:15:00+05:30,2026-03-31 18:15:00,29.4,31.5,20.5,0,0,13,281,0,0,0,0,86.3,349.3,59,0,3.4,30.7,56,1,348,0,1,1,33.4,20.9
2026-03-31T18:10:00+05:30,2026-03-31 18:10:00,29.5,31.9,20.9,0,0,13,344,0,0,0,0,86.3,349.3,60,0,5.7,30.8,56,1,349,0,1,1,33.4,20.9
2026-03-31T18:05:00+05:30,2026-03-31 18:05:00,29.6,31.9,20.7,0,0,13,342,0,0,0,0,86.3,349.3,59,0,8.9,30.9,56,1,349,0,1,1,33.7,21.1
2026-03-31T18:00:00+05:30,2026-03-31 18:00:00,29.6,31.8,20.5,0,3.5,13,358,0,0,0,0,86.3,349.3,58,0,15.4,30.9,56,1,7,1.1,1,1,33.7,21.1
2026-03-31T17:55:00+05:30,2026-03-31 17:55:00,29.8,32,20.6,1.1,1.8,13,31,0,0,0,0,86.3,349.3,58,0,20.7,31,56,1,13,0.3,1,1,33.9,21.2
2026-03-31T17:50:00+05:30,2026-03-31 17:50:00,30.2,32.7,20.7,0,0,13,358,0,0,0,0,86.3,349.3,57,0,26.6,31.1,56,1,9,0,1,1,34.1,21.3
2026-03-31T17:45:00+05:30,2026-03-31 17:45:00,30.6,33.2,20.8,0.3,1.8,13,165,0,0,0,0,86.3,349.3,56,0,30.3,31.1,56,1,8,0.3,1,1,34.1,21.3
2026-03-31T17:40:00+05:30,2026-03-31 17:40:00,30.6,33.2,20.8,3.5,3.5,13,359,0,0,0,0,86.3,349.3,56,0,34.9,31.1,56,1,14,1.4,1,1,34.1,21.3
2026-03-31T17:35:00+05:30,2026-03-31 17:35:00,31.2,34.1,21.1,0,9.3,13,335,0,0,0,0,86.3,349.3,55,0,40.1,31.2,56,1,356,0,1,1,34.3,21.4
2026-03-31T17:30:00+05:30,2026-03-31 17:30:00,31.3,34.2,21.1,0,0,13,357,0,0,0,0,86.3,349.3,55,0,46.9,31.2,56,1,357,0.3,1,1,34.3,21.4
2026-03-31T17:25:00+05:30,2026-03-31 17:25:00,31.7,34.6,20.9,0.3,3.5,13,355,0,0,0,0,86.3,349.3,53,0,53.8,31.2,56,1,285,1.1,1,1,34.3,21.4
2026-03-31T17:20:00+05:30,2026-03-31 17:20:00,31.6,34.6,21.1,1.1,3.5,13,300,0,0,0,0,86.3,349.3,54,0,61,31.3,56,1,5,0.3,1,1,34.4,21.4
2026-03-31T17:15:00+05:30,2026-03-31 17:15:00,31.2,34.1,21.1,0,1.8,13,342,0,0,0,0,86.3,349.3,55,0,68.6,31.3,56,1,347,0,1,1,34.4,21.4
2026-03-31T17:10:00+05:30,2026-03-31 17:10:00,31.2,33.9,20.8,2.1,3.5,13,265,0,0,0,0,86.3,349.3,54,0,55.4,31.3,56,1,347,0,1,1,34.4,21.4
2026-03-31T17:05:00+05:30,2026-03-31 17:05:00,31.5,34.4,21,0,3.5,13,350,0,0,0,0,86.3,349.3,54,0,56.6,31.3,56,1,350,0.3,1,1,34.4,21.4
2026-03-31T17:00:00+05:30,2026-03-31 17:00:00,32.2,35.3,21.1,0,3.5,13,340,0,0,0,0,86.3,349.3,52,0,57.4,31.3,56,1,354,0.6,1,1,34.4,21.4
2026-03-31T16:55:00+05:30,2026-03-31 16:55:00,32.7,36,21.2,1.1,1.8,13,3,0,0,0,0,86.3,349.3,51,1,106.4,31.3,56,1,335,0.3,1,1,34.4,21.4
2026-03-31T16:50:00+05:30,2026-03-31 16:50:00,32.9,36.1,21.1,0,3.5,13,335,0,0,0,0,86.3,349.3,50,1,114,31.3,56,1,341,1.1,1,1,34.4,21.4
2026-03-31T16:45:00+05:30,2026-03-31 16:45:00,32.9,36.1,21.1,1.1,5.5,13,322,0,0,0,0,86.3,349.3,50,1,128.6,31.3,56,1,345,0.6,1,1,34.4,21.4
2026-03-31T16:40:00+05:30,2026-03-31 16:40:00,33,36,20.8,0,1.8,13,344,0,0,0,0,86.3,349.3,49,1,138.4,31.2,56,1,320,0.6,1,1,34.3,21.4
2026-03-31T16:35:00+05:30,2026-03-31 16:35:00,33.4,36.8,21.2,0.3,3.5,13,347,0,0,0,0,86.3,349.3,49,1,153.1,31.2,57,1,339,0.6,1,1,34.6,21.7
2026-03-31T16:30:00+05:30,2026-03-31 16:30:00,33.9,37.8,21.6,2.9,3.5,13,335,0,0,0,0,86.3,349.3,49,1,167.9,31.1,57,1,308,0.6,1,1,34.3,21.6
2026-03-31T16:25:00+05:30,2026-03-31 16:25:00,33.4,37.1,21.5,4,5.5,13,76,0,0,0,0,86.3,349.3,50,1,181.7,31,57,1,322,0.3,1,1,34.1,21.4
2026-03-31T16:20:00+05:30,2026-03-31 16:20:00,33.4,37.1,21.5,0,1.8,13,339,0,0,0,0,86.3,349.3,50,1,204.2,30.9,57,1,344,0.6,1,1,33.9,21.3
2026-03-31T16:15:00+05:30,2026-03-31 16:15:00,33,36,20.8,0.3,3.5,13,291,0,0,0,0,86.3,349.3,49,2,216,30.9,57,1,307,2.1,1,1,33.9,21.3
2026-03-31T16:10:00+05:30,2026-03-31 16:10:00,33.8,37,20.9,2.9,3.5,13,289,0,0,0,0,86.3,349.3,47,2,222.2,30.9,57,1,307,1.1,1,1,33.9,21.3
2026-03-31T16:05:00+05:30,2026-03-31 16:05:00,32.9,35.8,20.7,0.3,5.5,13,333,0,0,0,0,86.3,349.3,49,2,237,30.9,57,1,342,1.1,1,1,33.9,21.3
2026-03-31T16:00:00+05:30,2026-03-31 16:00:00,33.2,36.4,21,1.8,3.5,13,4,0,0,0,0,86.3,349.3,49,2,261.1,30.9,57,1,339,0.6,1,1,33.9,21.3
2026-03-31T15:55:00+05:30,2026-03-31 15:55:00,33.5,37.3,21.6,0,1.8,13,5,0,0,0,0,86.3,349.3,50,2,257.9,31,57,1,337,0.3,1,1,34.1,21.4
2026-03-31T15:50:00+05:30,2026-03-31 15:50:00,33,36,20.8,0.3,3.5,13,350,0,0,0,0,86.3,349.3,49,2,291.1,30.9,56,1,336,1.1,1,1,33.7,21.1
2026-03-31T15:45:00+05:30,2026-03-31 15:45:00,32.8,35.6,20.6,1.1,1.8,13,343,0,0,0,0,86.3,349.3,49,2,301.3,31,56,1,357,1.1,1,1,33.9,21.2
2026-03-31T15:40:00+05:30,2026-03-31 15:40:00,33.5,36.7,21,1.1,5.5,13,348,0,0,0,0,86.3,349.3,48,1,124.3,31,55,1,340,1.4,1,1,33.7,20.9
2026-03-31T15:35:00+05:30,2026-03-31 15:35:00,33.8,37,20.9,1.8,5.5,13,336,0,0,0,0,86.3,349.3,47,2,247.1,31,55,1,330,1.4,1,1,33.7,20.9
2026-03-31T15:30:00+05:30,2026-03-31 15:30:00,33.8,37,20.9,1.8,3.5,13,252,0,0,0,0,86.3,349.3,47,3,358.4,31,55,1,342,2.1,1,1,33.7,20.9
2026-03-31T15:25:00+05:30,2026-03-31 15:25:00,33.9,36.9,20.6,0.3,3.5,13,309,0,0,0,0,86.3,349.3,46,3,362,31,55,1,285,2.9,1,1,33.7,20.9
2026-03-31T15:20:00+05:30,2026-03-31 15:20:00,33.6,36.6,20.7,1.4,3.5,13,2,0,0,0,0,86.3,349.3,47,3,400.4,31,55,1,284,2.9,1,1,33.7,20.9
2026-03-31T15:15:00+05:30,2026-03-31 15:15:00,33.3,36.3,20.8,0,3.5,13,324,0,0,0,0,86.3,349.3,48,4,412.5,30.9,57,1,284,3.2,1,1,33.9,21.3
2026-03-31T15:10:00+05:30,2026-03-31 15:10:00,33.4,35.9,20.2,0,1.8,13,354,0,0,0,0,86.3,349.3,46,4,424.9,30.9,56,1,355,1.4,1,1,33.7,21.1
2026-03-31T15:05:00+05:30,2026-03-31 15:05:00,33.7,37.2,21.2,2.6,9.3,13,27,0,0,0,0,86.3,349.3,48,4,455.5,30.9,56,1,312,1.8,1,1,33.7,21.1
2026-03-31T15:00:00+05:30,2026-03-31 15:00:00,33.3,36.3,20.8,4.7,7.2,13,117,0,0,0,0,86.3,349.3,48,4,470.6,30.8,55,1,106,1.8,1,1,33.3,20.7
2026-03-31T14:55:00+05:30,2026-03-31 14:55:00,33.5,37,21.3,1.1,5.5,13,125,0,0,0,0,86.3,349.3,49,4,477.3,30.8,56,1,300,1.1,1,1,33.4,20.9
2026-03-31T14:50:00+05:30,2026-03-31 14:50:00,34.2,37.6,20.9,2.1,5.5,13,332,0,0,0,0,86.3,349.3,46,4,498.8,30.8,56,1,298,2.1,1,1,33.4,20.9
2026-03-31T14:45:00+05:30,2026-03-31 14:45:00,33.9,36.9,20.6,2.1,5.5,13,298,0,0,0,0,86.3,349.3,46,4,505.4,30.7,57,1,338,2.1,1,1,33.6,21.2
2026-03-31T14:40:00+05:30,2026-03-31 14:40:00,33.8,37.3,21.2,2.9,3.5,13,355,0,0,0,0,86.3,349.3,48,5,524.3,30.7,57,1,350,1.8,1,1,33.6,21.2
2026-03-31T14:35:00+05:30,2026-03-31 14:35:00,33.7,37.5,21.5,0,3.5,13,21,0,0,0,0,86.3,349.3,49,5,540.6,30.6,57,1,353,1.8,1,1,33.4,21.1
2026-03-31T14:30:00+05:30,2026-03-31 14:30:00,33.7,36.9,20.8,2.1,5.5,13,332,0,0,0,0,86.3,349.3,47,5,553.1,30.6,57,1,349,1.8,1,1,33.4,21.1
2026-03-31T14:25:00+05:30,2026-03-31 14:25:00,32,34.4,20.3,0,1.8,13,301,0,0,0,0,86.3,349.3,50,5,567.9,30.6,57,1,29,2.6,1,1,33.4,21.1
2026-03-31T14:20:00+05:30,2026-03-31 14:20:00,32.5,35.6,21,4,5.5,13,36,0,0,0,0,86.3,349.3,51,3,368.8,30.6,57,1,8,2.9,1,1,33.4,21.1
2026-03-31T14:15:00+05:30,2026-03-31 14:15:00,33,36.3,21.2,0,3.5,13,1,0,0,0,0,86.3,349.3,50,2,276.9,30.6,57,1,4,2.1,1,1,33.4,21.1
2026-03-31T14:10:00+05:30,2026-03-31 14:10:00,33.4,37.1,21.5,2.1,3.5,13,23,0,0,0,0,86.3,349.3,50,5,581.3,30.5,58,1,2,2.1,1,1,33.4,21.3
2026-03-31T14:05:00+05:30,2026-03-31 14:05:00,34.2,38.2,21.6,0.3,3.5,13,277,0,0,0,0,86.3,349.3,48,5,588.9,30.5,58,1,284,1.1,1,1,33.4,21.3
2026-03-31T14:00:00+05:30,2026-03-31 14:00:00,33.5,37.6,21.9,1.1,3.5,13,325,0,0,0,0,86.3,349.3,51,5,609.8,30.5,57,1,352,0.3,1,1,33.2,21
2026-03-31T13:55:00+05:30,2026-03-31 13:55:00,32.3,35.4,21.1,2.6,7.2,13,8,0,0,0,0,86.3,349.3,52,5,608.6,30.5,57,1,0,1.4,1,1,33.2,21
2026-03-31T13:50:00+05:30,2026-03-31 13:50:00,31.6,34.1,20.5,0,3.5,13,314,0,0,0,0,86.3,349.3,52,1,205.2,30.5,57,1,333,1.4,1,1,33.2,21
2026-03-31T13:45:00+05:30,2026-03-31 13:45:00,32.5,35.3,20.7,1.4,3.5,13,313,0,0,0,0,86.3,349.3,50,1,190.6,30.5,57,1,350,1.4,1,1,33.2,21
2026-03-31T13:40:00+05:30,2026-03-31 13:40:00,33.8,37.6,21.5,1.4,3.5,13,346,0,0,0,0,86.3,349.3,49,2,244.9,30.5,57,1,28,0.3,1,1,33.2,21
2026-03-31T13:35:00+05:30,2026-03-31 13:35:00,34.1,37.6,21.2,0.6,3.5,13,340,0,0,0,0,86.3,349.3,47,3,371.4,30.4,58,1,287,0.3,1,1,33.2,21.2
2026-03-31T13:30:00+05:30,2026-03-31 13:30:00,33.1,36.2,20.9,0,1.8,13,28,0,0,0,0,86.3,349.3,49,7,750,30.4,58,1,28,1.1,1,1,33.2,21.2
2026-03-31T13:26:00+05:30,2026-03-31 13:26:00,32.8,35.6,20.6,3.2,3.5,13,182,0,0,0,0,86.3,349.3,49,7,723.7,30.3,58,1,27,2.1,1,1,32.9,21.1
2026-03-31T13:20:00+05:30,2026-03-31 13:20:00,32.4,35.4,20.9,2.1,7.2,13,338,0,0,0,0,86.3,349.3,51,6,713.8,30.3,57,1,27,2.6,1,1,32.8,20.8
2026-03-31T13:15:00+05:30,2026-03-31 13:15:00,33,36,20.8,2.1,3.5,13,322,0,0,0,0,86.3,349.3,49,6,700.7,30.2,59,1,4,2.1,1,1,33.1,21.3
2026-03-31T13:10:00+05:30,2026-03-31 13:10:00,32.6,35.8,21.1,5,7.2,13,24,0,0,0,0,86.3,349.3,51,7,718.5,30.1,59,1,1,2.1,1,1,32.8,21.2
2026-03-31T13:05:00+05:30,2026-03-31 13:05:00,33.6,37.6,21.7,1.4,5.5,13,83,0,0,0,0,86.3,349.3,50,7,737.1,30,59,1,302,1.1,1,1,32.6,21.1
2026-03-31T13:01:00+05:30,2026-03-31 13:01:00,33.5,36.7,21,1.4,3.5,13,352,0,0,0,0,86.3,349.3,48,7,747.9,30,59,1,357,1.4,1,1,32.6,21.1
2026-03-31T12:55:00+05:30,2026-03-31 12:55:00,32.8,35.6,20.6,2.6,3.5,13,211,0,0,0,0,86.3,349.3,49,7,746.8,29.9,60,1,3,2.6,1,1,32.6,21.3
