"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°C)","Indoor Humidity (%)","PM2.5 Outdoor (µg/m^3)","PM2.5 Outdoor 24 Hour Average (µg/m^3)","Indoor Battery","Absolute Pressure (hPa)","Outdoor Battery","Avg Wind Direction (10 mins) (°)","Avg Wind Speed (10 mins) (km/hr)","PM2.5 Outdoor","PM2.5 Outdoor 24 Hour Average","PM2.5 Outdoor Battery","CO2 battery","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-01-31T23:55:00+05:30,2025-01-31 23:55:00,23.2,24.1,22.2,0,0,9.3,10,0,0,0,17.1,281.5,281.5,960.5,94,0,0,24.3,86,8,8.1,1,960.5,1,10,0.3,33,34,1,1,25,21.8
2025-01-31T23:51:00+05:30,2025-01-31 23:51:00,23.1,23.9,21.9,0.6,3.5,9.3,40,0,0,0,17.1,281.5,281.5,960.5,93,0,0,24.4,86,11,8.1,1,960.5,1,321,0,46,34,1,1,25.1,21.9
2025-01-31T23:45:00+05:30,2025-01-31 23:45:00,23,23.8,22,0,1.8,9.3,349,0,0,0,17.1,281.5,281.5,960.7,94,0,0,24.3,86,11,8.1,1,960.7,1,348,0,46,34,1,1,25,21.8
2025-01-31T23:40:00+05:30,2025-01-31 23:40:00,23,23.8,22,0,0,9.3,326,0,0,0,17.1,281.5,281.5,960.7,94,0,0,24.3,86,6,8.1,1,960.7,1,350,0,25,34,1,1,25,21.8
2025-01-31T23:35:00+05:30,2025-01-31 23:35:00,23.1,23.9,22.1,0,0,9.3,349,0,0,0,17.1,281.5,281.5,960.8,94,0,0,24.3,86,6,8.1,1,960.8,1,350,0,25,34,1,1,25,21.8
2025-01-31T23:30:00+05:30,2025-01-31 23:30:00,23.1,23.9,22.1,0.3,1.8,9.3,310,0,0,0,17.1,281.5,281.5,960.8,94,0,0,24.3,86,7,8.1,1,960.8,1,33,0,29,34,1,1,25,21.8
2025-01-31T23:25:00+05:30,2025-01-31 23:25:00,23.2,24,22,0,0,9.3,33,0,0,0,17.1,281.5,281.5,960.5,93,0,0,24.4,86,7,8.1,1,960.5,1,33,0,29,34,1,1,25.1,21.9
2025-01-31T23:20:00+05:30,2025-01-31 23:20:00,23.4,24.2,22,0,1.8,9.3,27,0,0,0,17.1,281.5,281.5,960.7,92,0,0,24.4,86,10,8.1,1,960.7,1,349,0.3,42,34,1,1,25.1,21.9
2025-01-31T23:15:00+05:30,2025-01-31 23:15:00,23.2,24,22,3.5,3.5,9.3,64,0,0,0,17.1,281.5,281.5,960.7,93,0,0,24.5,86,10,8.1,1,960.7,1,344,0,42,34,1,1,25.3,22
2025-01-31T23:10:00+05:30,2025-01-31 23:10:00,23.2,24,22,0,0,9.3,8,0,0,0,17.1,281.5,281.5,960.7,93,0,0,24.4,86,7,8.1,1,960.7,1,39,0,29,34,1,1,25.1,21.9
2025-01-31T23:05:00+05:30,2025-01-31 23:05:00,23.3,24.1,22.1,0,1.8,9.3,32,0,0,0,17.1,281.5,281.5,960.7,93,0,0,24.5,85,7,8.1,1,960.7,1,39,0,29,34,1,1,25.2,21.8
2025-01-31T23:00:00+05:30,2025-01-31 23:00:00,23.1,23.9,21.9,0,1.8,9.3,48,0,0,0,17.1,281.5,281.5,960.8,93,0,0,24.5,85,8,8.1,1,960.8,1,36,0,33,34,1,1,25.2,21.8
2025-01-31T22:55:00+05:30,2025-01-31 22:55:00,23.2,24,22,0,0,9.3,31,0,0,0,17.1,281.5,281.5,960.7,93,0,0,24.6,85,8,8.1,1,960.7,1,31,0,33,34,1,1,25.3,21.9
2025-01-31T22:50:00+05:30,2025-01-31 22:50:00,23.2,24,22,0,0,9.3,327,0,0,0,17.1,281.5,281.5,960.9,93,0,0,24.6,85,7,8.1,1,960.9,1,36,0,29,34,1,1,25.3,21.9
2025-01-31T22:45:00+05:30,2025-01-31 22:45:00,23.3,24.1,22.1,0,0,9.3,31,0,0,0,17.1,281.5,281.5,960.8,93,0,0,24.8,85,7,8.1,1,960.8,1,31,0,29,34,1,1,25.6,22.1
2025-01-31T22:40:00+05:30,2025-01-31 22:40:00,23.4,24.2,22,0,3.5,9.3,32,0,0,0,17.1,281.5,281.5,961,92,0,0,24.8,85,7,8.2,1,961,1,22,0,29,34,1,1,25.6,22.1
2025-01-31T22:35:00+05:30,2025-01-31 22:35:00,23.5,24.3,22.1,0,0,9.3,21,0,0,0,17.1,281.5,281.5,960.9,92,0,0,24.8,85,7,8.2,1,960.9,1,42,0,29,34,1,1,25.6,22.1
2025-01-31T22:30:00+05:30,2025-01-31 22:30:00,23.6,24.4,22.1,0,1.8,9.3,42,0,0,0,17.1,281.5,281.5,960.8,91,0,0,24.8,85,7,8.2,1,960.8,1,14,0,29,34,1,1,25.6,22.1
2025-01-31T22:25:00+05:30,2025-01-31 22:25:00,23.7,24.5,22.2,0.3,1.8,9.3,19,0,0,0,17.1,281.5,281.5,960.6,91,0,0,24.8,85,7,8.2,1,960.6,1,13,0,29,34,1,1,25.6,22.1
2025-01-31T22:20:00+05:30,2025-01-31 22:20:00,23.7,24.5,22.2,0,1.8,9.3,10,0,0,0,17.1,281.5,281.5,960.9,91,0,0,24.8,85,14,8.2,1,960.9,1,4,0.6,55,34,1,1,25.6,22.1
2025-01-31T22:15:00+05:30,2025-01-31 22:15:00,23.7,24.5,22.2,0,7.2,9.3,91,0,0,0,17.1,281.5,281.5,961,91,0,0,24.8,85,14,8.2,1,961,1,11,0,55,34,1,1,25.6,22.1
2025-01-31T22:10:00+05:30,2025-01-31 22:10:00,23.5,24.3,22.1,0,0,9.3,12,0,0,0,17.1,281.5,281.5,960.9,92,0,0,24.8,85,10,8.2,1,960.9,1,11,0,42,34,1,1,25.6,22.1
2025-01-31T22:05:00+05:30,2025-01-31 22:05:00,23.6,24.4,22.1,1.1,1.8,9.3,11,0,0,0,17.1,281.5,281.5,960.8,91,0,0,24.8,85,10,8.2,1,960.8,1,331,0,42,34,1,1,25.6,22.1
2025-01-31T22:00:00+05:30,2025-01-31 22:00:00,23.7,24.5,22.2,0,0,9.3,347,0,0,0,17.1,281.5,281.5,961,91,0,0,24.8,85,9,8.3,1,961,1,336,0,38,35,1,1,25.6,22.1
2025-01-31T21:55:00+05:30,2025-01-31 21:55:00,23.6,24.4,22.2,0,0,9.3,336,0,0,0,17.1,281.5,281.5,960.9,92,0,0,24.7,85,9,8.3,1,960.9,1,15,0,38,35,1,1,25.4,22
2025-01-31T21:50:00+05:30,2025-01-31 21:50:00,23.5,24.3,22.1,0,1.8,9.3,0,0,0,0,17.1,281.5,281.5,960.9,92,0,0,24.8,85,8,8.3,1,960.9,1,0,0,33,35,1,1,25.6,22.1
2025-01-31T21:45:00+05:30,2025-01-31 21:45:00,23.4,24.2,22,0,0,9.3,342,0,0,0,17.1,281.5,281.5,960.9,92,0,0,24.8,85,8,8.3,1,960.9,1,5,0,33,35,1,1,25.6,22.1
2025-01-31T21:40:00+05:30,2025-01-31 21:40:00,23.4,24.2,22,0,1.8,9.3,5,0,0,0,17.1,281.5,281.5,960.6,92,0,0,24.8,85,11,8.4,1,960.6,1,5,0,46,35,1,1,25.6,22.1
2025-01-31T21:35:00+05:30,2025-01-31 21:35:00,23.4,24.2,22,0,0,9.3,14,0,0,0,17.1,281.5,281.5,960.7,92,0,0,24.8,85,11,8.4,1,960.7,1,14,0,46,35,1,1,25.6,22.1
2025-01-31T21:30:00+05:30,2025-01-31 21:30:00,23.5,24.3,22.1,0,1.8,9.3,12,0,0,0,17.1,281.5,281.5,960.8,92,0,0,24.9,85,8,8.4,1,960.8,1,345,0,33,35,1,1,25.7,22.2
2025-01-31T21:25:00+05:30,2025-01-31 21:25:00,23.6,24.4,22.2,0,0,9.3,344,0,0,0,17.1,281.5,281.5,960.7,92,0,0,24.9,85,8,8.4,1,960.7,1,351,0,33,35,1,1,25.7,22.2
2025-01-31T21:21:00+05:30,2025-01-31 21:21:00,23.6,24.4,22.2,0,0,9.3,351,0,0,0,17.1,281.5,281.5,960.7,92,0,0,24.9,85,14,8.4,1,960.7,1,351,0,55,35,1,1,25.7,22.2
2025-01-31T21:15:00+05:30,2025-01-31 21:15:00,23.6,24.4,22.2,0,1.8,9.3,353,0,0,0,17.1,281.5,281.5,960.4,92,0,0,24.9,85,14,8.4,1,960.4,1,284,0,55,35,1,1,25.7,22.2
2025-01-31T21:11:00+05:30,2025-01-31 21:11:00,23.7,24.6,22.3,0,0,9.3,284,0,0,0,17.1,281.5,281.5,960.5,92,0,0,24.9,85,7,8.4,1,960.5,1,8,0,29,35,1,1,25.7,22.2
2025-01-31T21:05:00+05:30,2025-01-31 21:05:00,23.6,24.4,22.1,0,1.8,9.3,19,0,0,0,17.1,281.5,281.5,960.6,91,0,0,24.9,84,7,8.4,1,960.6,1,1,0,29,35,1,1,25.6,22
2025-01-31T21:00:00+05:30,2025-01-31 21:00:00,23.6,24.4,22.1,0,1.8,9.3,2,0,0,0,17.1,281.5,281.5,960.3,91,0,0,24.9,84,7,8.5,1,960.3,1,2,0,29,35,1,1,25.6,22
2025-01-31T20:55:00+05:30,2025-01-31 20:55:00,23.6,24.4,22.1,0,0,9.3,4,0,0,0,17.1,281.5,281.5,960.5,91,0,0,25,84,7,8.5,1,960.5,1,4,0,29,35,1,1,25.7,22.1
2025-01-31T20:50:00+05:30,2025-01-31 20:50:00,23.6,24.4,22.1,0,0,9.3,298,0,0,0,17.1,281.5,281.5,960.2,91,0,0,25,84,11,8.5,1,960.2,1,21,0,46,35,1,1,25.7,22.1
2025-01-31T20:45:00+05:30,2025-01-31 20:45:00,23.7,24.5,22.2,0.3,1.8,9.3,281,0,0,0,17.1,281.5,281.5,960.1,91,0,0,25,84,11,8.5,1,960.1,1,12,0,46,35,1,1,25.7,22.1
2025-01-31T20:40:00+05:30,2025-01-31 20:40:00,23.7,24.5,22.2,0,0,9.3,22,0,0,0,17.1,281.5,281.5,959.9,91,0,0,25,84,10,8.5,1,959.9,1,11,0,42,35,1,1,25.7,22.1
2025-01-31T20:35:00+05:30,2025-01-31 20:35:00,23.7,24.5,22.2,0,1.8,9.3,293,0,0,0,17.1,281.5,281.5,960,91,0,0,25.1,84,10,8.5,1,960,1,32,0,42,35,1,1,25.9,22.2
2025-01-31T20:30:00+05:30,2025-01-31 20:30:00,23.8,24.6,22,0,0,9.3,32,0,0,0,17.1,281.5,281.5,960.1,90,0,0,25.1,84,8,8.5,1,960.1,1,32,0,33,35,1,1,25.9,22.2
2025-01-31T20:25:00+05:30,2025-01-31 20:25:00,23.9,24.7,22.1,0,0,9.3,20,0,0,0,17.1,281.5,281.5,960,90,0,0,25.1,84,8,8.5,1,960,1,12,0,33,35,1,1,25.9,22.2
2025-01-31T20:20:00+05:30,2025-01-31 20:20:00,23.9,24.7,22,0.3,3.5,9.3,35,0,0,0,17.1,281.5,281.5,959.9,89,0,0,25.1,84,8,8.6,1,959.9,1,71,0,33,36,1,1,25.9,22.2
2025-01-31T20:15:00+05:30,2025-01-31 20:15:00,24,24.8,22.1,0,5.5,9.3,33,0,0,0,17.1,281.5,281.5,959.8,89,0,0,25.1,84,8,8.6,1,959.8,1,29,0,33,36,1,1,25.9,22.2
2025-01-31T20:10:00+05:30,2025-01-31 20:10:00,24,24.8,22.1,0,0,9.3,33,0,0,0,17.1,281.5,281.5,959.7,89,0,0,25.1,84,10,8.6,1,959.7,1,33,0,42,36,1,1,25.9,22.2
2025-01-31T20:05:00+05:30,2025-01-31 20:05:00,24.1,24.9,22.2,0,1.8,9.3,339,0,0,0,17.1,281.5,281.5,959.8,89,0,0,25.1,84,10,8.6,1,959.8,1,12,0.3,42,36,1,1,25.9,22.2
2025-01-31T20:00:00+05:30,2025-01-31 20:00:00,24.1,24.9,22,0.3,9.3,9.3,62,0,0,0,17.1,281.5,281.5,959.7,88,0,0,25.2,83,10,8.6,1,959.7,1,1,0,42,36,1,1,25.9,22.1
